Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-05-4244-01,5.3622494,8.409869,4.8139963,4.320524,4.062169,5.085659,6.7240543,5.3544517,7.6584826,4.281056,6.3475523,9.700084,4.3750763,5.433383,2.502848,6.754634
TCGA-05-4249-01,5.517105,8.164685,4.9951487,4.555733,4.0597177,5.1190267,6.770781,5.195476,7.520756,4.2129154,6.440308,9.7852,4.4420934,5.526218,2.728629,6.8679876
TCGA-05-4250-01,5.616553,7.98298,5.1119385,4.7547984,4.099104,5.2409196,6.731672,5.0929794,7.5194926,4.181338,6.5231633,9.709282,4.537344,5.549111,2.8586285,6.8858066
TCGA-05-4382-01,5.6212616,7.3147354,5.2695584,3.9470935,3.880734,5.509581,6.0076256,4.605292,7.410417,3.741249,6.15422,9.592647,4.178263,4.933593,2.3933458,6.1205645
TCGA-05-4384-01,6.3155403,8.697858,5.280771,3.9385607,4.0188184,5.1405816,6.273804,5.6148195,8.197169,3.753081,6.7340493,9.825349,4.3507085,5.360962,2.6520953,5.860831
TCGA-05-4389-01,5.1452694,8.270964,5.0373797,4.16631,4.1481757,5.1373963,6.6451936,5.3749785,8.048217,4.267993,6.355296,9.880408,4.390864,5.764727,2.3579867,6.8455796
TCGA-05-4390-01,5.8306074,7.5520053,5.0508227,4.15006,3.9643996,5.3076777,6.24784,4.708031,7.2133684,3.9683971,6.1776795,9.651908,4.4695697,5.0994916,2.5412683,6.07513
TCGA-05-4395-01,5.243148,8.288028,4.9061027,4.14953,4.1548767,4.979712,6.7314305,5.5572615,8.059279,4.3929567,6.4348016,10.083249,4.3861675,5.881681,2.3647127,6.8563356
TCGA-05-4396-01,6.5342693,8.359232,5.1152215,4.058669,4.0206184,5.121185,6.3218307,5.563619,8.178573,3.5792909,6.772058,9.862556,4.392089,5.254789,2.757686,5.643877
TCGA-05-4397-01,5.9615993,8.006479,5.131648,3.830824,3.8001099,5.155237,6.1506147,4.8466253,7.5425653,3.893746,6.1869025,9.539372,4.4968443,5.0831337,2.334554,5.801957
TCGA-05-4398-01,5.6800013,7.924563,5.116244,3.925272,3.7955143,5.0872884,6.3117414,4.7188883,7.275325,4.1624,6.0142126,9.509023,4.6003036,5.2526937,2.257208,6.1266313
TCGA-05-4402-01,5.7772975,8.835762,5.60149,3.616531,3.9193847,5.279449,5.944352,5.387746,7.8951907,4.1665382,6.4466434,9.664411,4.225964,5.3361416,2.3131936,6.1673055
TCGA-05-4403-01,6.0557756,8.721363,5.38271,3.726441,3.9502146,5.261103,6.0386734,5.421292,8.021635,3.8697135,6.5479836,9.668114,4.262291,5.1938667,2.466203,5.882062
TCGA-05-4405-01,5.5203757,7.8085938,5.005615,4.369782,3.9466267,5.201999,6.497881,4.9674454,7.358971,4.317095,6.2327833,9.567305,4.5123515,5.3411527,2.4241705,6.6038136
TCGA-05-4410-01,5.7903056,7.3550014,5.2678757,3.9182673,3.9269607,5.381947,6.021467,4.6492033,7.448452,3.8418248,6.175985,9.78068,4.3081164,5.078517,2.4245317,5.956739
TCGA-05-4415-01,5.300881,8.603648,5.4574285,4.402037,4.245879,5.5922027,6.545681,5.3079586,8.3394,3.715142,6.475774,9.294391,4.462924,5.578861,2.5604568,6.7258368
TCGA-05-4417-01,5.5594125,8.061243,4.866964,4.322188,4.0422826,4.995959,6.654529,5.12563,7.460719,4.270126,6.36619,10.0053835,4.4127445,5.4739804,2.671822,6.6220794
TCGA-05-4418-01,5.7144656,8.475147,4.982014,4.0856357,4.142847,4.9850473,6.616069,5.651475,8.167119,4.1050725,6.609549,10.105125,4.350321,5.7115054,2.5578575,6.4462814
TCGA-05-4420-01,5.4158597,8.27383,4.9523764,4.1315365,4.070977,4.9851837,6.586756,5.3373775,7.73785,4.364264,6.390234,10.052714,4.3451314,5.6113605,2.5011508,6.6687202
TCGA-05-4422-01,6.908722,8.266851,5.0599923,4.274665,4.1027417,5.2241526,6.4545436,5.5820594,8.154514,3.2423682,7.0013304,9.906339,4.3775916,5.210079,3.1033442,5.6062503
TCGA-05-4424-01,5.5745525,7.78385,5.117072,4.0052557,3.767777,5.1087184,6.3356404,4.6746697,7.3902373,4.142928,6.0001574,9.434987,4.591817,5.2417665,2.1950793,6.2230124
TCGA-05-4425-01,6.88187,8.389324,5.0959597,4.3087373,4.1076403,5.2271457,6.5116444,5.5793395,8.158553,3.202882,7.0129905,9.873074,4.358035,5.207667,3.1514778,5.7014375
TCGA-05-4426-01,6.8375688,8.391775,5.1325765,4.17115,4.047,5.161904,6.4147153,5.5560465,8.145997,3.3313482,6.943338,9.902803,4.3675466,5.230018,3.0238996,5.636922
TCGA-05-4427-01,5.772399,7.332077,5.214727,4.0699315,3.9684074,5.3724585,6.1197724,4.5602655,7.2480135,3.9337444,6.1387773,9.731549,4.414646,5.1113706,2.523591,6.0499196
TCGA-05-4430-01,5.573859,8.183619,4.9370737,4.2380056,4.033647,4.9827266,6.5973535,5.257832,7.582135,4.334203,6.4003267,10.017508,4.363806,5.5038285,2.5866838,6.605022
TCGA-05-4432-01,5.5324306,7.8268657,4.948109,4.1465592,3.8599095,5.190974,6.4184904,4.9047117,7.35064,4.199131,6.087219,9.410475,4.515099,5.203599,2.224473,6.3709774
TCGA-05-4433-01,6.8511662,8.175695,5.042092,4.274231,4.114621,5.215303,6.4518127,5.5364256,8.089717,3.331231,6.943127,9.88001,4.450953,5.2268467,3.0447268,5.595737
TCGA-05-4434-01,6.4373174,8.755921,5.268347,4.081784,4.045016,5.124532,6.401401,5.6341467,8.2512245,3.6173224,6.7869015,9.767248,4.423829,5.3760223,2.77422,5.835259
