	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Neoplasm Disease Stage American Joint Committee on Cancer Code	-0.12308333	-0.1622245	0.2944265	-0.04679958	-0.13402282	-0.049377743	-0.26676628	0.09328862	0.20813538	0.43563768	0.21027744	0.033832494	0.2526629	-0.20329238	-0.052099027	0.067785025	-0.47433147	-0.27907273	-0.17194845	0.23331146	-0.081669986	-0.033314742	-0.17547676	0.20162085	-0.0087215025	-0.05382193	-0.110165395	-0.42135352	-0.055852626	0.09595164	0.43181062	-0.102328524
American Joint Committee on Cancer Publication Version Type	0.067477845	0.023896044	-0.15708283	-0.051292773	-0.14832844	0.31480652	-0.07261928	-0.4895103	-0.038817372	0.16642874	-0.30795187	0.2245774	-0.07814876	-0.019179665	-0.021968083	-0.122869596	-0.40266192	0.21582963	-0.042422235	0.1838981	-0.07563022	0.2913013	0.101060696	-0.111627355	-0.30159277	-0.0031787397	0.27219567	-0.48153397	0.020835387	0.33159047	0.28015867	-0.22481634
Center of sequencing	0.08295589	0.0075427154	-0.13523681	-0.33712476	0.16083407	0.11533776	-0.35301113	-0.40175316	0.2056857	0.1884102	0.26652282	-0.19305134	0.093183726	0.320487	0.31235132	0.25110325	0.03686452	0.014198697	-0.51587707	0.13004434	-0.14705868	0.19062023	-0.15697202	-0.21170074	-0.093684584	0.010197009	-0.22757825	-0.15333655	-0.034917694	0.16689628	0.08165746	0.25417277
Ethnicity Category	-0.046440005	0.25658995	-0.0047682407	0.115370855	0.22220452	-0.27591774	0.04177439	0.16993406	0.17361161	0.3917384	-0.28040746	0.13901378	-0.12521195	0.14030966	0.44496027	0.19745828	-0.31521884	-0.35874993	-0.29488724	0.03421929	-0.38985848	0.19190991	-0.08083126	-0.022039974	0.29535112	-0.024640808	-0.033823147	0.058844317	0.13604702	-0.046278417	-0.12965375	-0.18141101
Form completion date	-0.36161792	-0.07979712	0.113036975	-0.55005074	0.015534514	-0.4076967	-0.24490328	-0.21031061	-0.41154027	0.054563712	-0.03024433	0.23131382	0.027132379	-0.16007368	-0.13780755	-0.33750588	-0.041059893	-0.44999295	-0.17707965	-0.13884863	0.6208491	0.2969653	-0.0048762993	-0.27962267	0.36784047	0.13314591	-0.16128369	0.20141591	0.2525824	0.16261825	-0.5007766	0.03502911
Neoadjuvant Therapy Type Administered Prior To Resection Text	-0.33172646	-0.2676882	0.14260738	-0.008917822	0.056207698	-0.075853206	0.08270141	-0.2068872	0.019395992	0.23402357	0.12174799	0.27674687	-0.038130492	0.15444727	0.14824477	-0.07966377	-0.18049325	0.020564334	-0.36960956	-0.08651814	-0.37997833	0.119173124	0.21013355	0.1731136	-0.04539896	-0.35920566	-0.17975403	-0.26618788	-0.12803674	-0.020513961	-0.22413974	0.26426175
ICD-10 Classification	0.14743716	-0.1471376	-0.080274776	0.23055059	-0.17246184	-0.14412342	-0.4067928	0.29635975	-0.18502863	0.12222775	-0.13930139	-0.018247258	-0.24042971	0.30340186	0.12220618	0.044628013	-0.23340218	0.084613815	0.09756729	0.2812593	-0.27719975	-0.3154562	-0.17069414	-0.421939	0.0945319	0.090932034	0.04354266	-0.22559468	0.03649074	-0.03312718	0.1951823	0.14126559
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code	0.18985122	0.1785482	-0.13507748	-0.18917425	0.18943982	-0.0381907	0.11562744	-0.3831876	-0.1395244	0.12343232	0.0058063185	0.16020948	-0.06584216	-0.092705265	-0.27262005	-0.24509916	0.6967943	0.058928873	0.11087028	0.1186154	-0.11456062	0.0053711915	0.028922217	-0.36295792	-0.08470204	0.081848525	0.1950136	0.32955515	0.040150866	0.16703662	0.33738893	0.17001562
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code	-0.30429566	0.27904543	0.31866902	-0.100056976	0.25172397	-0.35139883	-0.30536887	0.24085045	0.14280435	0.2994337	0.15758756	0.1599012	0.038185462	0.41983032	-0.15198267	0.17116311	-0.19620115	-0.13381177	0.19333355	-0.053204864	-0.11822026	-0.08076205	0.33413053	0.26199833	-0.3117074	-0.33413547	0.1307181	-0.17267008	0.3354494	0.20794447	0.46785584	-0.085623346
Informed consent verified	-0.2532588	-0.045890577	0.21325846	0.04368179	0.0730017	-0.16397545	-0.07389515	-0.035351705	-0.35836557	0.36850443	-0.17852847	-0.18134171	-0.1840567	0.023171866	-0.17123945	0.019762814	0.208925	-0.42267635	-0.17532368	0.44767496	-0.07637639	0.016009912	-0.06889763	-0.03059735	0.08544874	-0.2394521	-0.10939795	-0.03506324	-0.11585882	-0.03607683	-0.33901656	0.16703454
In PanCan Pathway Analysis	-0.14846413	-0.16154155	0.37634188	0.11558909	-0.20486788	0.18986303	-0.08804652	-0.7635319	-0.19423771	-0.003295942	0.13291568	0.28920156	0.29206985	-0.083431356	-0.22354129	-0.30698144	-0.08953173	0.13980758	-0.27446532	0.27238038	-0.29742232	0.13403997	-0.26578528	-0.11969506	-0.16536672	-0.012068895	0.013036933	-0.41470805	0.12871927	0.13286054	-0.048663117	0.21637736
New Neoplasm Event Post Initial Therapy Indicator	0.042905413	0.014754259	0.02189507	0.11290669	0.12995803	0.1620655	-0.15621558	-0.13522074	-0.07535457	0.014836818	0.45627177	0.08317651	0.18628085	-0.06735158	0.22839901	-0.05313253	-0.037764393	0.35025012	0.46274176	0.13587746	0.09898397	-0.08793973	-0.12414411	-0.25248972	-0.23783533	-0.21976508	0.29368553	-0.23871477	-0.3321512	-0.1638948	0.10644693	-0.26668543
Other Patient ID	-0.19196123	-0.22606471	0.22207466	-0.45663875	-0.10351512	-0.32305557	-0.3280865	0.44873595	-0.23551784	-0.41237196	-0.27021855	0.6385573	0.23456259	-0.29951835	-0.3715875	-0.51791424	-0.26700947	-0.48993805	-0.23771343	-0.2465832	1.0584689	-0.24468258	-0.29811686	-0.066996664	0.5498997	-0.030737441	-0.3738114	0.6825039	0.06539255	0.45406544	-1.0273442	0.3812538
American Joint Committee on Cancer Metastasis Stage Code	-0.3013712	-0.2929206	-0.13862456	-0.08886583	0.06860904	-0.15530641	-0.3444213	-0.46416783	-0.08995496	-0.051648952	0.56220376	0.06729831	-0.36525643	-0.29546013	-0.25427258	0.078175135	-0.4524453	0.16672905	0.10107779	-0.1429197	0.037117943	0.04576956	0.51254565	-0.2168423	-0.5531182	0.11702958	0.16279675	-0.50164527	-0.12754601	0.16812016	-0.19776136	-0.106313504
Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code	-0.35272273	-0.14800946	0.082966	-0.004442262	-0.27466604	-0.3679544	0.14397642	0.0028064344	-0.30715716	-0.36555266	-0.12922685	-0.18946168	0.34398448	0.3099166	-0.10856924	0.32997334	-0.086778976	0.14442967	0.11682377	0.10972381	-0.45221603	-0.24871172	-0.10100843	0.1469529	0.1508781	0.12922408	-0.1997973	-0.5057243	0.4488592	-0.071585886	0.09318853	0.057308577
