	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Neoplasm Disease Stage American Joint Committee on Cancer Code	-0.68513095	0.04778767	-0.105544716	-0.16941379	0.4837553	0.21120565	0.4500375	-0.12860535	-0.10036602	-0.2556154	-0.14212862	0.3783811	0.23862265	-0.2939892	0.2217813	-0.3086746	0.04348981	-0.014678291	-0.0941356	-0.34362072	0.11542399	-0.34254313	0.19405627	-0.18402985	-0.07246308	0.17855997	0.14645019	0.0034329249	-0.09047794	0.2197368	-0.27992076	-0.17944285
American Joint Committee on Cancer Publication Version Type	-0.18656555	-0.27535293	-0.012197933	0.11478479	0.025041644	0.3063973	0.14747004	-0.3456372	-0.057036027	-0.092025	-0.20910117	-0.41074908	-0.20330304	-0.06444977	0.29177657	0.19274858	-0.18833874	-0.09902072	-0.24894468	-0.31750336	-0.04427049	-0.20224606	0.1571318	-0.35985455	-0.12965545	-0.26360968	0.23603393	0.39248583	-0.08040925	0.1987996	0.08533371	-0.05389604
Center of sequencing	-0.3482649	0.111658625	-0.425271	0.42866465	-0.17226309	-0.1499004	0.24853086	0.30260694	0.05878412	-0.088854454	0.1730028	-0.062204402	-0.07926467	0.012690601	-0.04434275	-0.10656158	-0.12233703	-0.098135285	-0.24154255	-0.1640985	-0.112196825	0.015808264	0.45186403	0.45037964	-0.36958218	-0.2984753	0.23892081	0.30903572	-0.19114731	-0.040503874	-0.38048506	-0.25509122
Ethnicity Category	0.011941748	-0.1620493	-0.01038155	0.058315545	0.11977913	-0.046335224	0.20091845	-0.33645356	-0.009083788	0.3307221	0.2944065	0.4441784	0.30236605	0.16146654	-0.080744885	-0.057962473	-0.24857987	0.14790373	-0.007090403	0.18856096	-0.0052063	0.2757302	0.12271519	0.0070718615	0.1538946	-0.12363267	-0.20434807	-0.44319686	-0.18132937	0.13042372	-0.111473314	-0.022830527
Form completion date	0.18240318	0.18223217	0.034128807	0.04039432	-0.18613242	-0.4402124	-0.13226645	-0.026583808	-0.027600706	0.1908276	0.19860648	-0.21186478	0.45897022	-0.01566881	0.035040744	0.22225353	-0.3269116	-0.20432396	0.26770315	-0.1941531	0.40970823	-0.025230827	0.7000988	0.32862648	-0.044952765	0.39012003	0.15397401	0.41344747	-0.12855166	-0.18090932	-0.22544271	-0.010406356
Neoadjuvant Therapy Type Administered Prior To Resection Text	0.18683109	0.23671955	0.14699326	-0.22922024	0.076122925	-0.25184613	0.28889468	0.21232131	-0.09788011	0.10886544	-0.22507934	0.07319076	0.26351506	0.23791838	-0.13594644	-0.094029576	-0.28011042	0.17106913	0.12786745	-0.3423269	0.0022785808	0.23098071	-0.23995028	-0.027599268	0.35671014	-0.22569929	-0.039632708	0.18211003	-0.27638882	-0.017304238	0.27258062	-0.01233919
ICD-10 Classification	0.20452964	0.4006583	-0.09745843	-0.2084278	0.12960915	0.084464185	0.35103783	-0.33080807	0.035485044	-0.32248032	0.03809197	0.08877971	0.16573988	-0.28380415	0.34574968	-0.08251289	-0.09343282	-0.4035788	-0.26435852	0.023375342	-0.2906167	0.101430744	0.10356851	0.07867511	-0.18323761	-0.2458189	0.1498888	-0.13902397	0.20626421	-0.08636343	-0.20187119	-0.18268904
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code	0.0029177584	-0.0916624	0.14164276	-0.20550619	0.21229269	0.23106262	0.37021157	0.082796074	0.43893656	-0.21689655	-0.25360474	0.15762493	0.58108354	0.15719748	-0.09270506	0.15110934	0.33395037	0.18041715	0.1851	-0.29990667	-0.22992022	0.39601278	0.05720592	-0.1528198	0.02741432	-0.12117179	-0.277322	0.38157785	0.09442744	0.14504755	-0.014309245	0.09632242
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code	0.16719668	-0.19360322	0.3041605	0.31442744	0.25515452	0.2838815	-0.13435183	-0.32893127	-0.1258902	-0.11985574	0.07658261	-0.092297725	0.5584175	0.05519774	-0.33851585	-0.06686514	-0.033261776	-0.20181191	0.25152653	-0.3598837	-0.26245153	-0.15027007	-0.171555	-0.17897943	-0.074878156	-0.21828365	0.19130278	-0.034826398	0.4218333	0.09108309	0.112865984	0.18035899
Informed consent verified	-0.10874946	0.24034962	-0.071654364	-0.26164493	0.06427618	-0.5545477	-0.23164873	-0.22731228	0.20043515	-0.095118836	0.08251636	0.101356216	0.38921717	0.15369637	-0.065094724	-0.094051525	-0.30965644	0.22031145	-0.24462137	-0.15384565	-0.1288448	0.5648247	0.16050568	0.2191914	0.14583936	0.08739253	-0.037916347	0.07778639	0.07880038	-0.022401456	0.22380611	-0.40086585
