	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31	dim_32	dim_33	dim_34	dim_35	dim_36	dim_37	dim_38	dim_39	dim_40	dim_41	dim_42	dim_43	dim_44	dim_45	dim_46	dim_47	dim_48	dim_49	dim_50	dim_51	dim_52	dim_53	dim_54	dim_55	dim_56	dim_57	dim_58	dim_59	dim_60	dim_61	dim_62	dim_63
Neoplasm Disease Stage American Joint Committee on Cancer Code	0.19836564	-0.045342114	-0.32044488	-0.2763423	0.11054747	0.23774002	0.09392517	-0.05877848	0.0387422	-0.29787275	0.3850092	0.029214397	-0.14369886	-0.1516343	0.116114795	0.15259182	0.15821573	-0.069439426	0.18658754	0.47558543	-0.09331364	-0.16742851	-0.22721596	0.18210328	0.0050598443	0.18231446	0.44399148	0.11074853	0.1328795	-0.26097032	0.2833514	0.018791767	-0.15656444	-0.28535336	-0.29054663	0.30088308	-0.39964154	0.011159883	-0.21803775	0.0209995	-0.4149319	0.18318762	0.34529907	0.19684128	-0.4255074	-0.03364848	-0.26034543	-0.017576495	0.23785827	-0.06216471	0.029358001	-0.022084687	0.015182364	-0.25226468	-0.20167856	0.5018641	0.09576835	-0.20046674	-0.40257707	0.40473035	-0.03504164	-0.04075949	0.10395588	-0.15564433
American Joint Committee on Cancer Publication Version Type	0.18673052	-0.16869453	0.18283458	0.04565564	0.06709119	0.2048431	-0.061211776	-0.0620859	-0.17938456	0.38234022	0.262681	-0.2007348	-0.020064572	0.0050755814	-0.17029883	0.1836542	-0.10526803	-0.01942718	0.09653144	0.15952472	-0.18691887	-0.1824761	-0.012879	0.21056467	0.08644388	-0.020738753	0.0604932	0.053312328	0.093710184	0.016745796	-0.19408312	-0.053436466	-0.18988296	0.08201636	-0.027397748	-0.11038883	0.14814945	0.121139236	0.023860326	-0.2009616	-0.15810952	-0.1001564	0.30866712	0.15344973	0.025959896	0.1076036	-0.2587689	0.13689753	0.26722208	0.11269799	0.069079325	0.34910756	0.09784991	-0.257412	-0.03298713	-0.22247499	0.056794547	0.031796094	0.256187	0.49461928	0.15629369	0.05599457	0.026152423	-0.057802454
Center of sequencing	0.34442687	-0.19890638	0.37322688	-0.13539088	-0.074342065	-0.20148596	-0.053025607	0.06761092	-0.22261372	0.42975786	0.07874244	0.40942636	0.19817773	0.63138837	0.4866676	0.4434455	0.20232381	0.06249683	0.21122846	0.10243843	-0.03920946	-0.011884938	0.050684452	-0.16758917	0.42521515	0.028070645	0.14869092	-0.30023158	-0.3557131	-0.041178185	0.21298452	0.32254735	0.104420014	-0.1620158	0.016630318	-0.118783735	0.05829656	-0.5712938	-0.36644322	0.00663621	0.3767917	0.34086412	0.51714605	0.121761866	-0.08802692	0.13144244	0.43723252	-0.4062463	-0.09348417	0.2281373	-0.6953739	0.45317185	0.00085952284	-0.37987128	-0.013186953	-0.1900894	0.3121421	0.4870708	-0.009390574	-0.024562303	0.09242873	-0.25111228	0.10489715	-0.04428743
Ethnicity Category	-0.18926883	0.26322213	-0.03376019	0.3190965	-0.30281183	0.117132135	-0.032789	-0.24653265	0.51348066	0.09392224	0.14417885	-0.023135513	-0.15187387	-0.047092445	-0.45712042	0.087496534	0.09816294	-0.19277325	-0.023827681	0.2576734	0.03625799	-0.084178776	0.35440782	0.12124772	0.14857048	0.015964868	0.14463037	-0.11479649	-0.09385826	-0.47349188	0.3507408	-0.3374101	-0.108837694	-0.17725544	-0.017789284	0.18110603	0.013213064	-0.34801492	-0.25033244	-0.17118892	0.091243364	0.059644	0.33085892	-0.061744366	0.07163674	-0.13789967	-0.008654195	0.278208	0.3081183	0.22667684	0.38439602	-0.073664136	0.24610601	-0.30440623	-0.18243378	-0.011429313	-0.117748335	-0.09542455	-0.50264394	0.025034271	0.22415866	0.009741408	0.0024694398	-0.3073043
Form completion date	0.25630993	0.016786402	-0.043604977	-0.08152258	-0.06044735	-0.32269317	0.4206423	-0.47199002	0.41970506	-0.10714769	0.01020452	0.4649328	-0.13657461	-0.049941137	-0.14486964	0.36638427	0.295077	0.2187132	-0.11058668	0.19664831	-0.0038749266	-0.14682882	0.0371542	0.14597288	-0.3230506	-0.19664688	-0.19330329	0.23248333	-0.36860088	0.23630536	0.15844026	0.22372225	0.3347337	0.32992023	-0.1315193	0.11034902	0.5653264	-0.58233744	0.19129284	-0.2981455	-0.2049516	-0.5866828	0.22388212	0.18431012	-0.43271908	-0.17024966	0.11528602	0.52757645	-0.5962398	-0.4524638	0.23312669	-0.10626869	0.2530671	0.19359069	0.026483797	0.18263768	-0.49253747	-0.3435746	0.12303599	0.07786386	-0.36226535	0.028180547	-0.2223993	-0.30053392
Neoadjuvant Therapy Type Administered Prior To Resection Text	0.035985723	0.110599965	0.11048637	0.11306446	-0.18313824	0.23788907	0.091402315	-0.38184908	0.46541005	-0.20150198	0.04901532	-0.20720991	-0.026711797	-0.007911807	-0.010441564	0.19530894	-0.063904606	-0.13845842	0.16430147	0.10963417	-0.35361847	-0.21651481	0.16975807	-0.11774877	0.059335075	0.2904226	0.014210997	-0.1729146	-0.077487335	0.05467464	-0.12878883	-0.084990755	0.008964095	-0.12311885	0.29928195	-0.21063194	-0.15481983	0.118928805	-0.09756447	-0.17869504	0.13825516	0.13956465	-0.085190095	-0.010204807	0.11184477	-0.08543938	-0.05091252	0.28858197	0.18147933	0.03742965	0.0012121452	0.35040012	-0.07470397	-0.14077105	-0.028605627	0.00866168	-0.42185715	0.17839825	-0.2641436	-0.0086867735	-0.21406636	0.20867355	-0.038027767	-0.18220527
ICD-10 Classification	0.40957218	-0.25730854	-0.31198344	-0.080650166	-0.37458244	0.3381748	-0.0058443216	-0.09705505	-0.05979266	0.14952736	0.5668439	0.20479418	-0.52978134	-0.19845837	-0.053555015	0.22343424	0.044201218	-0.38317597	0.43972683	0.15083328	-0.06630833	0.008312197	-0.1559233	-0.07975243	0.26642233	0.005323228	0.41291466	-0.2051441	0.056716427	-0.3823704	0.30008614	-0.036587395	-0.13240427	-0.11851822	-0.15939128	-0.072548725	0.111631975	0.18040097	-0.09283199	-0.12730709	0.169881	0.2048382	0.49948218	0.033752054	-0.038130533	0.09329151	-0.13720007	-0.03304496	0.26421368	0.0419128	-0.13386223	-0.100221	0.07373206	-0.28697684	0.05394978	0.059024487	0.3599854	-0.007710305	0.30138552	0.1681091	-0.18486828	0.23733164	-0.27758577	-0.4004113
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code	0.17014764	-0.1624231	-0.012420902	0.22082384	-0.19950734	0.41343412	0.055101138	0.104563735	0.1207909	-0.046482652	0.037484124	0.09485677	-0.21325187	-0.24839713	0.24464667	0.5774286	-0.07491711	-0.18035978	0.5589258	0.28356338	-0.10752683	0.03878575	-0.23306571	0.35412565	0.41210118	0.20415927	0.17168286	-0.17120993	-0.06630416	-0.17426346	-0.0067507215	-0.32866365	-0.29863867	0.3245868	0.4787858	-0.119597256	-0.24796751	0.0003278242	-0.04945892	0.24348521	0.12386466	-0.057709515	0.13734463	-0.09274659	-0.12286648	0.15445536	0.18461742	-0.23394552	0.16742972	0.030095868	0.0693711	0.37233645	-0.09616242	-0.23266216	0.34043434	-0.42248553	0.14965735	0.19910768	0.10814862	0.52233815	-0.23266138	0.098658584	-0.31619257	-0.14651106
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code	0.05449731	-0.11864607	-0.018627675	-0.01000369	-0.102512196	0.31858596	0.085807785	-0.12724815	-0.0004508228	0.26148278	0.15310118	-0.23980325	-0.043939672	-0.03871901	-0.15464325	0.15398546	-0.06821579	-0.24166739	0.047021445	0.37112907	0.042648017	0.018362252	0.09514034	0.04948284	0.085718066	0.1843729	0.5014485	-0.17558126	0.01090361	-0.04066895	0.04552165	-0.26456252	-0.21192536	0.5339211	-0.24078938	-0.13029963	-0.09215302	-0.18907288	-0.3724949	-0.2095886	0.06372858	0.28114173	0.2855422	0.33440304	-0.31444207	-0.1583071	-0.08250792	0.061602652	0.17371102	0.0018006131	0.01466539	0.15199663	-0.07274795	-0.15123323	0.014586127	-0.10429446	0.27127412	0.0076936996	-0.15016983	0.27392864	0.05867207	0.22728464	-0.32843807	-0.087720156
Informed consent verified	0.14028542	0.17846958	0.0879096	0.2765408	-0.25721222	0.11569441	0.1494288	-0.3553132	0.24195233	0.06283168	-0.004415701	-0.24318244	-0.13142867	0.0437721	-0.13145217	0.23108678	0.10728769	-0.096768685	-0.14108753	0.17374603	-0.067361444	-0.31321627	0.16518849	0.14705329	0.14726089	0.19686104	0.18974535	-0.064367145	0.009514763	-0.07387499	-0.031854346	-0.13148522	-0.077654995	0.033244632	0.20222895	-0.05748369	0.15720266	-0.0032342335	0.015388846	-0.27666226	0.14409856	0.16133563	0.089924395	-0.11915398	0.116404615	-0.14953093	0.07991012	0.22111915	0.107036024	-0.096052684	-0.025045134	0.20159459	-0.094742686	-0.118722185	-0.023551669	-0.22957736	-0.486684	-0.051353265	-0.03315364	-0.071839534	0.22529513	0.19096422	-0.17875844	-0.4134323
