Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
TCGA-05-4244-01,5.3558645,6.33692,5.257071,4.339786,2.7705436,7.120869,3.2583323,6.1227026,3.552277,5.6963005,6.7073994,6.742555,3.804013,7.552113,4.315829,5.3757343,3.4181802,4.591182,4.3401456,4.6328926,6.4151635,7.2609735,6.5784736,4.653883,3.9039335,4.614278,6.7493787,3.0719051,4.8543267,3.7085543,5.276381,5.8388243,5.186834,4.9970245,4.507471,4.75187,6.912418,6.2313075,2.9239554,4.4830456,4.596128,6.507039,5.1972017,5.6110578,6.170091,5.967112,5.122464,4.737387,4.161129,5.1602497,5.52367,5.0674067,5.140531,5.0210795,5.4549284,4.918044,4.6981206,5.690738,4.6306615,6.178832,5.0679774,5.9501486,4.1107955,4.1370583
TCGA-05-4249-01,5.3252335,6.2156487,5.3644485,4.4862165,2.705737,7.118168,3.260444,5.9616156,3.654831,5.646595,6.613101,6.7078247,3.7829857,7.519352,4.3517294,5.3820734,3.4980795,4.569805,4.138057,4.7656903,6.2089996,7.254716,6.6321993,4.632418,3.936308,4.6050935,6.792437,3.1647604,4.949669,3.6557045,5.269953,5.8105164,5.159026,5.0187774,4.473673,4.782226,6.8836446,6.141447,2.8696806,4.5324783,4.584211,6.45913,5.190455,5.664483,6.125186,5.902197,5.0953875,4.8224974,4.1582246,5.158247,5.4972434,5.099079,5.056228,5.1251736,5.500211,4.9137096,4.6208544,5.722835,4.614821,6.1795707,5.0872416,5.9205103,4.1898265,4.2098827
TCGA-05-4250-01,5.3300853,6.120188,5.437878,4.582807,2.7107239,7.0139318,3.2384207,5.828885,3.6738234,5.6476264,6.549343,6.6760836,3.747874,7.4711123,4.370191,5.3433084,3.5219624,4.65101,4.0600905,4.7882137,6.0976024,7.2020807,6.613471,4.605352,3.965495,4.620168,6.7559376,3.243495,4.9810886,3.635848,5.308981,5.8090897,5.188582,5.0386295,4.4393015,4.7860546,6.805311,6.1593404,2.8705597,4.63525,4.5919185,6.431416,5.187856,5.6767125,6.085914,5.882393,5.0946608,4.8740277,4.1690187,5.146119,5.5173335,5.109301,5.0017977,5.1671915,5.477342,4.9259825,4.589205,5.750268,4.652492,6.216169,5.0718975,5.921761,4.2840853,4.2753453
TCGA-05-4382-01,5.497304,6.594869,5.6334834,3.8362093,2.5473979,6.8633766,3.175821,5.953766,3.605422,5.332863,6.804677,6.619476,3.7413082,7.5728145,4.230768,5.5749493,3.9664114,4.6228833,4.0841885,4.551649,6.4289565,7.312748,6.558623,4.6304355,3.7490642,4.5170503,6.519583,3.39448,5.326456,3.5702944,5.3057556,5.0496416,5.21773,5.212862,4.2964892,4.477102,6.88672,6.0923448,2.646223,4.7797027,4.604956,6.36739,5.3427615,5.5335126,6.1003604,6.3009744,5.141145,4.7491846,4.4301343,5.383647,5.7633333,5.296108,4.8373876,5.2432942,5.6684012,4.6544647,4.633332,5.6249537,4.6702986,6.114137,5.0423117,5.7275934,4.490216,4.510827
TCGA-05-4384-01,5.4707613,6.4676704,5.057907,3.890684,2.5745978,6.9439015,3.126883,5.71911,3.9385028,5.4331293,6.4062514,6.5563426,3.6942902,7.2985544,4.3686676,5.0352798,3.495868,4.572066,4.4484878,4.1696687,6.235736,7.5529795,6.3388867,4.6177545,4.158975,4.665268,6.4829965,3.340783,4.909425,3.6903865,5.3838997,5.278799,5.191364,5.1836867,4.756733,4.9604135,7.076736,6.3368936,2.7484214,4.6114955,4.7646956,6.5061326,4.984684,5.3906574,6.221578,5.1037035,5.056344,4.6423225,4.38107,5.3683066,5.5698967,4.9871283,5.1393747,5.0148997,5.1719666,4.6975226,5.122022,5.729156,4.6494236,6.034535,5.0503583,5.8986773,4.1943502,4.0992527
TCGA-05-4389-01,5.335298,6.266623,5.162936,4.0832186,2.7080998,7.2171597,3.332943,6.26131,3.686856,5.7549863,6.7066097,6.7668314,3.6996076,7.6166563,4.346781,5.4160194,3.3809783,4.4981604,4.4650726,4.5839195,6.5442853,7.346599,6.584009,4.6660147,3.9235573,4.674969,6.8086085,3.0008576,4.834163,3.6978931,5.3317738,5.780353,5.2286444,4.913994,4.484024,4.6286283,7.093752,6.227543,2.7714338,4.4168916,4.6551433,6.560939,5.215013,5.7175775,6.300233,6.109705,5.1739817,4.7269864,4.205936,5.141636,5.5298433,5.039544,5.162572,4.9902005,5.514919,4.9628677,4.7520275,5.6228466,4.6297197,6.2594943,5.034816,6.0218744,4.2138634,3.997767
TCGA-05-4390-01,5.3858056,6.6231194,5.6320395,4.120017,2.5637076,6.8688397,3.124495,5.832219,3.537629,5.3932004,6.7138257,6.6241846,3.7654688,7.5075884,4.139857,5.521151,3.9039352,4.6409745,3.9680288,4.668941,6.372981,7.304504,6.592469,4.559824,3.7311153,4.4588604,6.5736833,3.319039,5.2421713,3.5884776,5.293092,5.3566604,5.1579275,5.207973,4.277714,4.6282206,6.81392,6.125739,2.7339902,4.781815,4.589109,6.34955,5.322753,5.501377,6.021598,6.2050524,5.182386,4.723119,4.3910108,5.363946,5.720566,5.313599,4.9056163,5.2210426,5.5661883,4.7412143,4.5919476,5.6989117,4.685321,6.11526,5.080079,5.7581043,4.3603625,4.580311
TCGA-05-4395-01,5.31097,6.254843,5.1017113,4.0884557,2.6468155,7.348918,3.327688,6.2850285,3.7446961,5.7693825,6.6442156,6.734544,3.7054431,7.6436906,4.330489,5.3865237,3.35405,4.407924,4.466666,4.623898,6.5033503,7.4067917,6.6238647,4.642599,3.9400513,4.6569233,6.8869147,2.955955,4.796055,3.6616185,5.275618,5.8470573,5.163927,4.9196687,4.549512,4.7142053,7.1783023,6.1933756,2.7651072,4.315089,4.622315,6.559747,5.1494017,5.7389154,6.281303,6.0512886,5.1849713,4.734196,4.1744184,5.1429434,5.4521685,5.034705,5.169658,4.9868145,5.5000186,4.9562902,4.7575703,5.6580005,4.600456,6.1981153,5.0808296,6.045472,4.145558,3.9572997
TCGA-05-4396-01,5.4474535,6.5941787,5.1743207,3.9939606,2.4763362,6.86451,3.0726144,5.5202327,3.9317162,5.390233,6.272114,6.500614,3.6557384,7.2729635,4.223559,5.0003257,3.5706089,4.5240498,4.1351657,4.190774,6.078789,7.59944,6.3822594,4.5171423,4.1552587,4.5850105,6.52433,3.513786,4.978585,3.6615543,5.356145,5.305716,5.140231,5.2515006,4.6459255,5.017677,7.0558805,6.3123865,2.7186325,4.721433,4.7525725,6.46294,4.9514174,5.3526683,6.118366,5.0215774,5.1732445,4.6916437,4.406586,5.4316635,5.592305,5.119512,5.0708246,5.0776515,5.105925,4.686019,5.1074963,5.7941194,4.6795692,6.0258827,5.0548077,5.877627,4.2637806,4.25722
TCGA-05-4397-01,5.339535,6.780951,5.4367404,3.9008083,2.5927682,6.8152695,3.0752132,5.7808743,3.597166,5.263245,6.7080355,6.668712,3.805306,7.3391104,4.1970654,5.4348335,3.8964744,4.681975,4.210485,4.4879007,6.538308,7.4308076,6.4532304,4.615267,3.7740014,4.489443,6.4211802,3.2155268,5.1864047,3.70091,5.3965187,5.222528,5.1767325,5.2181897,4.4175415,4.7495947,6.852622,6.227437,2.7217214,4.7618904,4.7322326,6.396661,5.318208,5.33923,6.133148,5.8336406,5.0496073,4.5279655,4.4937654,5.4328094,5.7477508,5.1834617,5.0938087,5.1236963,5.4331284,4.719543,4.80787,5.6644216,4.6593103,6.0906425,5.066143,5.7183475,4.1827793,4.511439
