Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
TCGA-05-4244-01,6.1065974,8.35375,5.4410048,4.76632,4.8678193,3.1006577,3.9428298,6.125306,4.646491,4.222091,8.307187,5.7257996,5.1843343,7.9068522,6.737594,7.645718,2.6977892,5.0765805,6.0169683,3.585944,4.2699556,4.386674,2.406937,4.094916,4.2716985,4.165799,5.624904,6.5996456,6.0213313,5.3057923,5.107853,4.683515
TCGA-05-4249-01,6.2181334,8.237207,5.3136044,4.791627,4.960086,3.1003027,3.9466972,6.141206,4.6549554,4.320398,8.4331045,5.834829,4.93793,7.8104696,6.696356,7.433464,2.719684,5.2644196,5.917021,3.63001,4.321614,4.2623067,2.4472382,4.1928096,4.2779145,4.420507,5.5837193,6.45459,5.9656434,5.1891766,5.121059,4.491033
TCGA-05-4250-01,6.1449366,8.232006,5.315919,4.807039,5.009776,3.088289,4.025954,6.048395,4.6351023,4.3322096,8.406557,5.794467,4.8802304,7.8120923,6.6648693,7.3350434,2.7333457,5.3087263,5.9178534,3.7559075,4.2634854,4.178832,2.4682994,4.2708187,4.208313,4.485023,5.6731987,6.386246,5.8185015,5.169297,5.2262783,4.5214825
TCGA-05-4382-01,5.992225,8.331604,5.1450186,4.686189,4.613033,3.590097,3.4401684,6.484792,4.6265035,4.7078676,8.406217,5.9453354,4.9636474,7.0529175,6.00222,7.968336,3.1260836,4.9954853,6.0142784,4.1934333,4.328473,4.314667,2.7310326,4.5338535,4.0636253,4.3106966,5.5338182,6.3278832,6.335908,5.734256,5.1280007,4.5153193
TCGA-05-4384-01,5.464188,8.58895,5.2051406,4.6002603,4.7907023,3.6283984,4.063856,5.4236183,4.174632,4.271379,8.868082,6.1539683,5.3699074,7.6292157,6.651677,7.7824326,2.6144633,5.1140485,6.086691,4.041976,4.025999,4.0040855,2.4463673,3.9642031,3.9662187,3.8034177,5.748152,6.944146,6.0246377,5.6917067,5.3337965,4.8509784
TCGA-05-4389-01,6.104099,8.516114,5.4740233,4.8018265,5.147393,3.1496592,3.8233397,6.0814447,4.695963,4.13617,8.464227,5.870379,5.0963593,8.002747,6.7354007,7.9504967,2.6174438,5.3344736,5.985851,3.3303473,4.451915,4.5111866,2.363901,4.0658255,4.0993896,4.133444,5.700922,6.8109665,6.058975,5.421927,5.0108223,4.4987826
TCGA-05-4390-01,5.9365892,8.305107,5.112785,4.827516,4.748637,3.3443415,3.445302,6.273786,4.5920596,4.5603685,8.282689,5.8388824,4.963977,7.2719345,6.15492,7.809999,3.0311043,5.035796,5.9149785,4.008712,4.380306,4.134592,2.6419988,4.510327,3.982576,4.3300447,5.7185388,6.3968463,6.2199183,5.6156983,5.147135,4.462285
TCGA-05-4395-01,6.116025,8.508707,5.449456,4.8282943,5.220965,3.0742824,3.8339732,5.9709797,4.6122966,4.137254,8.458036,5.8951974,5.1158924,8.039865,6.9132624,7.900464,2.5506682,5.3008084,5.9413776,3.270536,4.524033,4.462883,2.347938,3.9751112,4.120241,4.1430383,5.7742023,6.867939,6.121536,5.3752503,5.0098124,4.5110564
TCGA-05-4396-01,5.4072027,8.519728,5.0811343,4.615649,4.7205253,3.5757985,3.91775,5.35447,4.050578,4.3194304,8.889342,6.130957,5.2963123,7.467721,6.6420426,7.7454357,2.6323764,4.981411,6.0904093,4.182052,4.0099564,3.8042274,2.601583,4.0646386,3.8928928,3.8427632,5.8499465,6.7686276,6.0710516,5.6062446,5.393178,4.814198
TCGA-05-4397-01,5.6359115,8.406913,5.1758304,4.794405,4.585063,3.5417874,3.5240703,5.9661965,4.4044514,4.3587856,8.407953,5.9489336,5.2367673,7.2830663,6.203619,7.948423,2.9055827,4.9951835,5.9579363,4.0700383,4.238683,3.9991205,2.611252,4.2934685,3.9375863,3.878004,5.656274,6.617624,6.257025,5.743864,5.1731763,4.619669
TCGA-05-4398-01,5.8816185,8.257911,5.232124,4.9985275,4.6315813,3.3879428,3.3830464,6.1869593,4.627264,4.3409867,8.068451,5.8642683,5.138235,7.3781023,6.184203,7.927479,2.9815247,5.0774,5.7566705,3.800879,4.5235677,4.0938797,2.593217,4.3232846,4.039984,3.9697948,5.601539,6.5657306,6.350282,5.6948996,5.078156,4.5023403
