,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-05-4244-01,9.690907,9.434388,5.526791,9.722907,4.6743836,5.808658,6.9654913,3.1130404,3.8269248,4.1413116,4.768067,5.6905346,7.2409263,2.9952264,3.4747014,2.8620741
TCGA-05-4249-01,9.885601,9.418076,5.6327777,9.759751,4.591496,5.861324,6.984476,3.0633948,3.823314,4.0938754,4.671848,5.630903,7.271063,3.1530044,3.3914063,2.9340894
TCGA-05-4250-01,9.778132,9.571523,5.397122,9.698342,4.583062,5.476339,6.8603854,2.994636,3.8768852,4.283575,4.810866,5.8225627,7.0652056,3.0469635,3.582543,3.1828825
TCGA-05-4382-01,10.251202,9.175859,5.769266,9.334618,4.3263555,5.8841567,6.734139,3.5101018,3.6447124,4.0376515,4.264172,5.4373994,7.405356,3.2368584,3.065449,2.9353564
TCGA-05-4384-01,9.927816,10.868511,5.437314,10.357901,4.4581227,6.3455815,7.267306,3.5644333,3.9333327,3.6359966,4.9671245,6.4656515,7.047937,2.763778,3.7701147,2.2402081
TCGA-05-4389-01,10.244711,9.284104,5.7304587,9.3048725,4.3529153,5.9199586,6.767684,3.6188297,3.685554,3.9787972,4.384093,5.3486743,7.40159,3.2559552,3.118103,2.8090866
TCGA-05-4390-01,10.18735,9.156141,5.766159,9.316203,4.300467,5.883207,6.7030735,3.41405,3.6356547,4.1106596,4.351539,5.525283,7.3184247,3.2669208,3.1364818,2.9417205
TCGA-05-4395-01,10.178316,9.192411,5.7279725,9.2773,4.335017,5.8236628,6.7278476,3.5078998,3.666121,4.0920224,4.369395,5.4222407,7.3549204,3.2551067,3.1305497,2.9438097
TCGA-05-4396-01,9.933329,10.782703,5.4848137,10.349387,4.4108214,6.3822517,7.229663,3.4779353,3.894161,3.6302285,4.811077,6.584777,7.0024133,2.753327,3.7399876,2.363744
TCGA-05-4397-01,9.951048,10.824102,5.456291,10.335379,4.450833,6.3944902,7.255002,3.5477343,3.924558,3.6036627,4.9528003,6.427503,7.0456505,2.8129072,3.7708464,2.2229083
TCGA-05-4398-01,10.148172,9.248184,5.7113266,9.319294,4.314931,5.7825394,6.7332954,3.4158673,3.6825464,4.127111,4.3869143,5.5288153,7.2866755,3.2603257,3.1836367,3.02882
TCGA-05-4402-01,10.174592,9.254946,5.6653385,9.363773,4.430628,5.8019643,6.7945495,3.517063,3.7154765,4.0030165,4.2925673,5.3980703,7.3903003,3.1784549,3.1351051,2.9904056
TCGA-05-4403-01,9.991442,10.785033,5.470727,10.280828,4.429074,6.4534335,7.2262974,3.5688212,3.9110992,3.5520284,4.963298,6.3463297,7.0505853,2.8899436,3.7731822,2.16788
TCGA-05-4405-01,10.145295,9.436883,5.5931005,9.526981,4.476404,5.7959294,6.86907,3.406014,3.786867,3.9334526,4.3384795,5.509639,7.3207226,3.1679015,3.2477891,3.0331755
TCGA-05-4410-01,10.211895,9.288287,5.735029,9.422299,4.3625035,5.866208,6.8012567,3.5171194,3.6745174,4.0327425,4.253795,5.533852,7.39464,3.1462271,3.0759506,2.9465349
TCGA-05-4415-01,9.995838,10.252681,5.50358,10.006627,4.378,5.9396033,7.040093,3.3879592,3.8367481,3.9480062,4.66748,6.2661405,7.049262,2.9313426,3.567848,2.7864408
TCGA-05-4417-01,10.197468,9.286541,5.7799954,9.454144,4.309013,5.9464517,6.7816157,3.3687825,3.6616633,4.0785904,4.380838,5.6180468,7.297817,3.2548194,3.1568341,2.9031212
TCGA-05-4418-01,9.92025,10.822159,5.4556594,10.367728,4.44598,6.334476,7.257657,3.5051434,3.9217691,3.6601415,4.889401,6.534306,7.026892,2.7450683,3.7541316,2.3280313
TCGA-05-4420-01,10.181741,9.261865,5.6971593,9.388112,4.4208307,5.8453608,6.8138537,3.5176792,3.7087603,4.00553,4.2987165,5.417918,7.399223,3.1776326,3.1129744,2.9505532
TCGA-05-4422-01,9.929991,10.625412,5.511064,10.283773,4.423096,6.4365115,7.194015,3.4066672,3.8889253,3.6057358,4.7516656,6.4983816,7.0106745,2.8208442,3.725766,2.4059203
TCGA-05-4424-01,10.291913,9.51668,5.736324,9.472817,4.331169,5.9550314,6.853568,3.7075958,3.692307,3.9656367,4.3638287,5.557714,7.401382,3.1432693,3.0961351,2.750827
TCGA-05-4425-01,9.978129,10.754461,5.4779673,10.3088455,4.44144,6.370082,7.227515,3.485375,3.9153147,3.641404,4.934653,6.4223137,7.026036,2.8470798,3.7669697,2.2725108
TCGA-05-4426-01,9.950379,10.730619,5.470677,10.287588,4.41647,6.392931,7.1916914,3.4322329,3.899523,3.630305,4.8763213,6.4741483,6.975458,2.865966,3.805683,2.32365
TCGA-05-4427-01,10.24868,9.285868,5.7613225,9.405415,4.3082504,5.882812,6.7676215,3.518144,3.6470833,4.059756,4.240376,5.583653,7.3677835,3.1635334,3.064729,2.9445117
TCGA-05-4430-01,10.170019,9.469574,5.652229,9.584665,4.474487,5.8753037,6.9228864,3.4910417,3.7656136,3.9188478,4.2896247,5.5416784,7.39171,3.0973475,3.1607354,2.9400172
TCGA-05-4432-01,10.241714,9.302881,5.728965,9.383688,4.3660345,5.8449883,6.7849655,3.664123,3.6654792,4.0485153,4.3037486,5.4437976,7.4596605,3.11926,3.0346365,2.8386357
TCGA-05-4433-01,9.929101,10.575592,5.509008,10.258861,4.410939,6.366252,7.162357,3.348781,3.8850408,3.6727173,4.747762,6.517705,6.986346,2.8340597,3.7285824,2.4861763
TCGA-05-4434-01,9.96886,10.872856,5.464714,10.383971,4.4458137,6.3488426,7.2850614,3.582344,3.9167202,3.6406226,4.90412,6.4922986,7.059009,2.7546258,3.7285929,2.25569
TCGA-05-5423-01,9.84913,10.588431,5.4432483,10.199757,4.5833926,6.3664227,7.2870474,3.748456,3.9327903,3.5743563,4.937545,6.028164,7.2522273,2.7902029,3.634266,2.135255
TCGA-05-5425-01,9.931644,10.843864,5.450988,10.316841,4.4774766,6.4621735,7.295644,3.7053769,3.9266863,3.5244694,4.9311523,6.3059454,7.1289926,2.7807803,3.709471,2.1165228
TCGA-05-5428-01,10.23869,9.169005,5.742979,9.209832,4.2838464,5.937999,6.659838,3.4018724,3.6934931,3.9808335,4.595633,5.2120275,7.306754,3.5458288,3.294665,2.8206391
TCGA-05-5429-01,9.914878,10.792971,5.3490057,10.113324,4.4390316,6.256888,7.0785403,3.407669,3.9786482,3.6955469,5.426425,6.1978,6.92754,3.0567012,4.031083,2.1047957
TCGA-05-5715-01,10.084578,9.995208,5.540559,9.872867,4.5088763,6.6163864,6.963243,3.032991,3.8321097,3.4527757,5.143633,5.662332,6.960765,3.5355816,3.9952533,2.1882513
TCGA-17-Z000-01,-13.389986,3.4242382,7.160155,5.039623,6.302701,4.275591,6.1120176,7.181896,3.1840878,4.9484186,10.000131,4.4409127,9.128844,1.127883,6.060008,4.024975
