	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31	dim_32	dim_33	dim_34	dim_35	dim_36	dim_37	dim_38	dim_39	dim_40	dim_41	dim_42	dim_43	dim_44	dim_45	dim_46	dim_47	dim_48	dim_49	dim_50	dim_51	dim_52	dim_53	dim_54	dim_55	dim_56	dim_57	dim_58	dim_59	dim_60	dim_61	dim_62	dim_63
Neoplasm Disease Stage American Joint Committee on Cancer Code	0.07020581	-0.0074700536	-0.025314448	-0.13110356	-0.24732684	-0.19122675	-0.18163648	-0.17449082	0.34293333	-0.40874603	0.28609255	0.29185975	0.06046215	0.15317297	-0.13651969	0.026726171	0.07997742	0.25939366	-0.52814835	0.10542283	0.013827853	0.17020665	0.3307178	0.04922681	0.12964062	-0.6056753	-0.209802	0.08242784	-0.23844907	-0.021811482	0.23322657	-0.28864715	0.08708054	-0.014134928	0.19586118	-0.041141104	0.1884699	-0.29136163	0.15084878	-0.15743008	0.0780635	0.2238009	-0.09538484	-0.056725692	0.061586615	-0.095563926	0.25244936	-0.06448489	-0.24265286	-0.10992103	0.273275	-0.0036818997	-0.022139832	-0.21422575	0.0073264157	-0.20698045	-0.097313695	0.048789937	-0.06012641	0.011205454	-0.21767396	0.08222671	-0.14346245	-0.1990681
American Joint Committee on Cancer Publication Version Type	-0.023147615	0.16378008	0.043333035	0.22364879	0.12644303	0.099876516	0.08678363	-0.18068865	-0.36735746	-0.18663593	0.09109129	-0.0665494	-0.47120047	-0.12528127	-0.06286249	-0.116340734	-0.12938018	-0.23228157	-0.25885305	0.09421564	-0.35564497	0.14635068	-0.13038526	0.04474484	-0.014988846	-0.15118325	0.10078067	0.04048451	-0.21866521	0.079075165	0.052493762	-0.2300181	0.08655401	0.020003965	0.26547506	0.09801993	-0.07970588	0.05013516	0.2097055	0.052386038	0.1387211	0.03343096	0.06936821	0.2556353	-0.021565517	-0.08949047	0.20088084	0.21953315	-0.054386113	-0.318281	-0.33473063	-0.011859945	0.22454272	0.24156916	0.23635821	0.22453435	-0.0070681614	0.1411538	0.08527421	0.25473574	0.22666048	-0.13152544	-0.14990628	0.11901205
Center of sequencing	-0.024673887	0.026028493	0.13593371	0.1970863	0.057409436	-0.33852792	-0.2481873	-0.06950472	-0.11141312	-0.48373377	0.13800636	-0.06779042	0.3675006	0.47109526	0.03111848	0.208745	-0.20307428	-0.15872502	-0.30431753	-0.027695084	0.15072143	0.08718227	0.11578038	-0.28558365	-0.07000579	-0.10132341	0.2070277	-0.16791035	-0.14777602	-0.38493386	0.12032654	-0.12476906	0.009804013	0.057957347	0.015844326	-0.052090123	0.2738101	-0.4990396	-0.045482263	-0.18482338	0.07341682	-0.08066492	-0.25768673	0.30993882	0.085685976	-0.037447426	-0.05261276	0.13134019	0.083589084	-0.38764855	-0.10363642	0.035795648	-0.042484626	0.29335243	-0.08815911	-0.22026734	-0.29004723	0.065729365	-0.10799326	0.046827745	-0.11790812	-0.14467902	-0.2247814	0.13981299
Ethnicity Category	0.38794374	-0.0879447	-0.16471124	-0.09571159	-0.054266654	0.18544205	0.13444357	0.06094121	-0.01433814	0.085795306	0.03571033	0.18267787	-0.1561124	0.1139458	-0.07760928	-0.18537216	-0.07941047	-0.13453141	0.08692026	0.059811044	0.17852555	-0.10480942	-0.020729525	-0.15160686	-0.04262031	-0.09107236	0.13591881	0.051817644	-0.18403423	0.11367456	0.22696705	0.06689139	0.122659855	-0.012463577	0.36331266	0.1950431	0.04319679	0.03502894	-0.23657902	-0.14408273	-0.1963352	-0.09092175	-0.33170965	0.060994793	-0.13286684	0.051332567	-0.008920384	-0.019835707	0.23134108	-0.120793834	-0.2775581	-0.07301351	-0.093969956	0.1632944	-0.071206324	0.15756178	-0.045194667	-0.35567167	-0.12044427	-0.26943353	0.20825547	0.04553016	0.05204326	0.16342168
Form completion date	-0.0008914081	-0.08561267	0.015171589	0.8221716	-0.029687854	-0.12322372	0.18119389	-0.19590159	-0.415272	-0.5050873	0.13024591	0.26344675	0.309307	0.31405455	-0.16835058	0.030740257	0.12091633	0.43481398	-0.3018766	-0.20156969	0.12291466	-0.073333144	-0.6592263	-0.12315648	-0.21141651	0.12745626	0.07111167	0.081816435	-0.36318406	-0.101092435	0.17347147	-0.21017133	-0.024127016	-0.03550864	-0.072671846	0.20895506	0.3887278	-0.8355567	-0.6590823	0.05767293	0.4936254	-0.34723166	-0.10568315	0.17363961	0.07578124	0.09428325	-0.0887071	-0.5941734	-0.2324234	-0.21219979	-0.012951296	0.0026019537	0.104912974	-0.056213427	-0.29238498	-0.35904068	0.157147	-0.41142502	0.2295342	0.16970593	0.27721694	-0.5962091	-0.01582767	0.12813284
Neoadjuvant Therapy Type Administered Prior To Resection Text	0.39358094	-0.2057993	0.16353509	0.008584161	-0.04659176	0.13125734	0.20578913	-0.09303234	0.04341653	0.12085495	0.13414729	0.25097564	0.21122766	0.13330646	-0.28339443	-0.101139635	-0.008570391	-0.09500369	0.026537526	-0.057577156	0.07688063	-0.048896406	0.20517674	0.07509875	-0.2752863	0.1060273	0.053746626	0.2089707	-0.10117089	-0.0108621735	0.22711009	0.27710426	-0.07050673	0.25876656	0.18498066	0.107708104	0.21557075	-0.21696647	-0.19069235	-0.12497423	-0.34593326	-0.104049236	-0.24121961	-0.05700006	-0.22416584	-0.045097593	-0.09224267	-0.013824655	0.1518363	-0.005534445	-0.35980463	-0.19357908	-0.382622	0.22433347	-0.030055886	0.26041907	-0.11258944	-0.08154617	-0.13664287	-0.297492	0.08959656	0.13644084	-0.03503587	0.18398327
ICD-10 Classification	-0.050638203	-0.3590912	-0.062097486	-0.037236318	-0.061365586	0.22982989	0.09235349	-0.3214963	-0.120691754	0.13917571	-0.07787449	-0.13489804	0.31067404	0.19521478	0.03647862	0.16471507	0.12755127	-0.3093829	-0.2438897	-0.29966673	-0.26594162	-0.4115987	0.45002246	0.063509524	-0.14765495	-0.24404928	0.13564791	-0.0036438291	-0.15217283	-0.44155577	-0.25495306	0.00078101247	-0.031936813	-0.10221787	0.29705045	0.3509004	0.3326952	-0.20219915	0.28525695	-0.35969853	-0.3734682	0.1403777	-0.45445386	0.2011147	-0.19591735	-0.08187198	0.119891316	0.096423864	-0.28600767	-0.0039971317	0.16650659	-0.09811898	-0.01991668	0.3088549	-0.023430115	-0.31444758	-0.08659047	0.0839515	0.11446905	-0.27705458	0.17316104	0.023982232	0.042635992	0.20103103
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code	-0.08673779	-0.36948955	-0.38220307	0.1889628	0.07446069	0.21859063	-0.36813116	0.06199232	0.18059602	0.14890887	0.23096041	0.19258049	0.20805371	0.15072456	0.23824657	-0.20424375	0.1014189	0.04655456	0.6019871	-0.12167275	0.3136854	-0.07432824	-0.031039044	-0.0045142197	0.11346465	0.03890951	0.16882756	0.15734144	0.08637723	0.7069666	0.10861514	0.34322587	0.029176531	-0.030243337	-0.012854333	-0.33116537	-0.17006332	-0.5772488	-0.0736088	0.020849409	-0.10882039	0.1407327	-0.06818609	-0.14624271	-0.3450808	0.11143488	0.028224863	-0.24082202	-0.16302514	-0.2892284	0.43306693	-0.19637787	-0.0016161804	-0.035614796	0.79154855	0.11682058	-0.011780557	-0.005426008	-0.20005518	-0.039657656	0.0034303477	-0.085425384	-0.22001353	0.79025024
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code	-0.01021658	-0.35363942	-0.061261725	0.19689313	-0.48576862	-0.039184403	-0.050034057	0.12876844	0.19096723	0.164796	0.2885298	0.020193666	-0.44100842	0.30404693	0.3280848	-0.1402673	-0.35131	-0.2945919	0.5250749	-0.027965607	-0.41857013	0.28599697	0.12476384	-0.13426165	-0.0824864	0.024456993	0.054737665	-0.18934114	0.016774388	0.27378497	0.011981621	-0.18130876	0.07745371	0.39037526	-0.20929216	0.3022006	0.03879752	0.022966094	0.1164657	0.3453833	0.16051045	0.055474006	-0.41684985	0.11301783	-0.010601946	-0.23922628	-0.36939585	0.05138184	0.38986105	-0.24418782	-0.3296631	0.1196547	-0.25076863	0.6339197	0.2081158	-0.3234893	0.0725386	0.36967394	0.13673455	-0.30724546	0.17413741	-0.22839224	0.18992354	0.09229699
Informed consent verified	0.08320101	-0.064328015	-0.016904164	0.10412621	0.16345471	0.16893364	0.03509884	0.11194495	-0.17920259	0.07893223	0.21458465	0.015011155	0.0023351824	0.012080656	-0.20599294	-0.08299562	-0.09728576	-0.0791245	0.10593454	-0.12373487	0.07463076	-0.29034236	0.27112842	-0.106332265	-0.24297239	0.17312014	0.35440764	0.24472699	-0.12211059	-0.09261068	-0.046344317	0.24971628	0.1649936	-0.041155037	0.11738897	-0.21297465	0.18599732	0.035234652	-0.25776348	0.025594138	-0.121748626	0.21627025	-0.08349556	0.12294488	-0.1435805	-0.044386055	0.1074508	0.19873223	0.11598312	-0.032661587	0.095511064	-0.2891718	-0.050725795	0.0071702315	0.24461417	0.18317766	-0.2654584	-0.41839996	-0.07343279	-0.14164582	0.0765428	0.037337925	-0.12633604	0.28154302
