	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31	dim_32	dim_33	dim_34	dim_35	dim_36	dim_37	dim_38	dim_39	dim_40	dim_41	dim_42	dim_43	dim_44	dim_45	dim_46	dim_47	dim_48	dim_49	dim_50	dim_51	dim_52	dim_53	dim_54	dim_55	dim_56	dim_57	dim_58	dim_59	dim_60	dim_61	dim_62	dim_63
Diagnosis Age	0.033107817	0.04879503	0.20269267	-0.19371003	0.23451453	-0.07512048	-0.2045628	0.043325614	0.0045267483	-0.15025906	0.12632355	0.16304047	0.069007166	0.09834689	0.031338036	0.13813466	-0.05928667	-0.19284007	-0.06902491	-0.10015739	0.054359354	0.15907662	0.07901737	-0.09680891	-0.083497316	0.033624858	-0.117375776	0.0048217336	0.027662465	-0.074991934	-0.13528273	0.16828029	-0.24404351	-0.14096747	-0.104735896	-0.09192768	-0.03321414	-0.113614865	0.2655482	0.18153644	0.13115583	0.25126606	0.21534118	0.20440458	-0.0026484672	-0.09462471	0.026240835	-0.120842844	-0.02965737	0.039556723	-0.06718492	0.10560837	0.27816847	-0.008265707	-0.057562057	0.21812485	-0.07927447	-0.34862378	0.21783732	-0.18812959	0.15199065	0.06857938	0.04871979	0.044215504
Aneuploidy Score	-0.18951303	0.20988661	0.13712874	-0.048792962	-0.053842742	-0.0040300135	-0.13081728	-0.21489897	0.28693983	0.13132262	-0.047998905	-0.078818895	0.28841	-0.13412738	0.25090584	-0.065661184	-0.28033075	-0.0008301326	0.05147236	0.18891665	-0.13892417	0.05051232	-0.036901917	0.11671947	-0.20525712	-0.27574313	0.0048484663	-0.108578816	-0.34545565	0.23386613	-0.3003362	-0.19361813	-0.4165279	-0.23541088	-0.104225054	-0.05292607	0.29021436	-0.048474837	-0.17685889	0.23976818	-0.2552571	-0.030630086	0.2840788	0.09974385	-0.018130863	0.054165237	-0.15410925	-0.24583523	0.12770455	0.23541819	-0.19637899	-0.12145945	-0.06056748	0.22106291	0.32003778	-0.16657674	-0.186617	-0.23048547	-0.112260245	-0.11442014	-0.11046772	0.0045224666	-0.3226809	-0.32222694
Last Communication Contact from Initial Pathologic Diagnosis Date	-0.029771559	0.07872662	-0.15148355	-0.116237804	-0.037051182	0.29474336	-0.09646337	0.26258436	-0.21996056	0.17343017	0.10842062	0.17676741	-0.05808204	0.11255221	0.24568462	0.024799643	0.027000142	-0.22604397	0.15283269	0.1501138	-0.13301082	-0.27952212	0.2651573	0.28262582	0.2150118	-0.12634207	-0.3255509	0.08327009	0.07859649	0.15794209	-0.22041869	0.025732556	-0.19990651	0.00965293	-0.02873856	-0.0531312	-0.23879093	0.13585702	-0.06429057	-0.0068673943	-0.049771853	0.2749199	0.23258117	0.04400979	0.15556853	0.013296707	-0.0345968	0.075253576	-0.19114453	-0.0683283	-0.20380509	0.02140157	0.004247874	-0.15085663	0.01996046	0.17954202	-0.4020741	-0.15778235	-0.053944174	-0.33935937	0.026943417	0.40805858	0.17711993	0.03640545
Birth from Initial Pathologic Diagnosis Date	0.11622243	-0.05748075	0.28654495	0.12477624	0.11147553	0.11768128	0.028509764	0.22266597	-0.09769094	0.16856241	0.13367055	-0.21850026	0.019896874	0.10831524	-0.05393124	0.16650967	-0.011893011	0.009420294	0.069777064	-0.11035439	-0.0021829156	0.2263331	0.14653474	-0.011407965	-0.038172696	0.027260104	0.23286316	0.15974621	0.07209107	0.3239929	0.23397551	-0.23870942	0.03354179	0.025259694	0.11870945	-0.0504698	-0.20604524	0.41530013	0.25325367	0.04119239	0.26083332	0.27186918	-0.047868244	-0.11026161	0.27459174	-0.060551085	0.104743116	-0.10307202	0.21274526	-0.001002639	0.09243027	0.08610662	-0.08594878	0.17872176	0.02485942	0.015930817	0.073105775	-0.19591494	-0.047546644	-0.119704194	0.0019061471	-0.03218606	0.036066446	-0.11338891
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	0.21408047	-0.18439099	0.14357163	0.20742723	-0.009795798	-0.22156008	0.07577615	0.40876517	0.041430335	0.14416432	0.21173635	-0.098993115	-0.024203356	-0.12432223	0.14125316	-0.04357575	-0.28692943	-0.122533806	-0.065198325	0.047295008	-0.17647363	-0.18765837	0.06163276	0.015837656	0.34241503	0.090035476	-0.21458368	-0.44539267	-0.25478128	0.02522695	-0.13779204	-0.30558106	0.46516046	-0.25212786	0.2539029	0.08543226	0.0038326015	0.10273422	0.21334653	0.030903036	0.05700875	-0.16254093	-0.20762171	0.18158667	0.22176081	-0.09215339	-0.22066656	-0.19336186	0.026977822	0.12481006	0.26370615	-0.43035182	-0.14061251	-0.3668974	-0.20626323	-0.0314055	0.07787309	0.01743595	0.27332842	0.26556754	0.16107233	0.2375977	0.0713534	0.09993254
Fraction Genome Altered	-0.18805788	0.21370997	-0.17172158	-0.20117673	-0.022407113	-0.14969046	0.11203425	-0.4070312	0.14498556	-0.26808304	0.08382822	-0.14952807	-0.046059545	-0.23340917	-0.02637051	0.12256863	-0.005957005	-0.083700374	0.066635296	0.3422215	0.3025398	0.22204182	0.20840435	0.0443361	0.064481	-0.38936967	-0.20620427	-0.12128454	0.048675526	-0.30973348	-0.90919024	0.20398837	-0.105861716	0.13597557	-0.2591941	0.40567252	0.07477883	-0.266199	-0.13742626	0.11862337	-0.13611901	-0.26799178	-0.1301133	-0.15568946	-0.21130735	0.28755677	0.3022428	-0.28895172	-0.032924857	-0.044131164	0.015155312	0.16357522	0.21752314	-0.0108301155	-0.40092176	-0.15032695	0.2059802	-0.09349636	0.28389794	0.18344498	-0.056801736	0.00617195	0.19245757	-0.25364363
Mutation Count	-0.011516339	0.0023690842	-0.112005234	-0.13873978	0.032464854	-0.13256307	0.20908856	-0.27427077	-0.075788304	0.15706742	-0.0032509605	-0.0514149	-0.15068302	-0.13395701	-0.05920655	-0.09171824	0.04289136	0.18666205	0.16072905	-0.12598817	-0.15525822	-0.12698282	-0.029853	-0.11473799	0.018269217	0.056316905	-0.21631342	-0.056242466	-0.17651998	-0.37693244	-0.2546372	0.0058459034	0.2872117	0.003960426	-0.07967771	0.12623002	0.07276465	0.2389027	-0.030611854	0.02346804	-0.09823827	-0.18230927	0.090271935	-0.22369435	-0.17280547	-0.081450015	0.14057328	0.15568946	-0.0965208	0.07579971	0.2568646	-0.26790208	0.08617904	-0.27386484	-0.055815738	-0.12172134	-0.16359392	-0.37413973	-0.19370921	0.19206588	0.09762024	-0.0403559	-0.069802105	-0.29045805
cigarettes_per_day.exposures	0.23506638	-0.17049034	-0.20343465	0.112877585	0.045992397	-0.20918703	-0.034701657	-0.08773938	0.22732414	-0.1190302	-0.4204197	0.11009797	-0.028269662	-0.03145095	0.26890823	0.04880632	0.021421572	0.1684604	0.106954426	-0.05678382	0.043937057	0.1579428	0.19818608	0.18134004	0.34809414	0.14040479	0.0612964	-0.347617	-0.13335976	-0.29316217	-0.1703391	-0.11577651	-0.40873957	-0.28984052	0.28607145	0.07049136	-0.112699516	0.1794236	-0.04624171	-0.30298793	-0.27975166	0.14930868	-0.24344903	0.05536318	0.25434923	-0.2984357	-0.28626227	-0.0756717	-0.07956369	0.23567429	-0.09861175	0.082510374	0.19025631	0.11526674	-0.2550414	-0.002426026	-0.48306036	-0.26018047	-0.13607463	-0.13834807	0.09520282	0.16568212	0.11977289	0.110135294
pack_years_smoked.exposures	0.015444437	0.18037713	-0.07159479	0.06825201	-0.20778011	-0.2601108	-0.007168112	0.23711699	0.21388341	-0.08119095	-0.023746062	0.13514625	0.14179368	-0.23874894	0.35481817	-0.2733104	-0.23117894	0.11657963	-0.18381423	0.22741441	-0.14156826	-0.027364442	-0.19681884	0.30944118	0.39654222	0.3550454	-0.40760067	0.08386016	-0.06895109	-0.041297022	-0.34525225	0.14752424	-0.39840743	-0.103739075	0.15013804	0.265432	0.0668159	0.022753445	-0.12443494	-0.0665672	-0.2849823	-0.023600664	0.16191313	0.07881504	0.12534197	-0.38939163	-0.12511748	0.10987899	0.16048251	-0.2575802	-0.021232123	-0.20495255	0.2391576	0.14745595	0.067700796	0.22339767	-0.49901268	-0.06540176	-0.034680385	0.22916198	-0.07811841	-0.100512415	-0.2014669	0.10380536
years_smoked.exposures	-0.20627914	-0.095972046	-0.12675035	-0.2536705	0.14848533	-0.17899065	0.29139614	-0.21108097	0.055183362	0.048973802	-0.27307773	-0.035619315	-0.023540206	0.14937307	0.12734184	0.07069109	-0.019688198	0.026479175	0.03256058	0.31054595	-0.14142463	-0.23355977	0.03435922	-0.014198878	0.1540618	0.05890977	-0.23549117	-0.2604678	0.20487486	0.46420488	-0.16195105	0.2188114	-0.13786286	-0.15696856	-0.26776886	0.09650115	-0.27385327	-0.2224644	-0.15184495	0.12396549	-0.13017116	0.082946636	0.1948408	0.17736186	-0.1324359	-0.2958823	-0.21853577	-0.008476093	-0.12965353	0.22507566	0.21156074	-0.21892531	0.10689492	-0.1397881	-0.15911625	0.06370365	-0.13993067	0.17597157	-0.032293696	-0.0038286364	-0.28997076	-0.15379204	-0.027184242	0.12718451
