	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Neoplasm Disease Stage American Joint Committee on Cancer Code	0.21889743	0.36044717	0.30863297	-0.083966665	-0.20385753	-0.3699039	0.08338171	-0.08394643	0.19833997	0.12608	0.2336773	-0.11862188	-0.16102293	-0.06996504	-0.579914	0.02057734
American Joint Committee on Cancer Publication Version Type	-0.28506014	0.27488723	0.43145245	0.20997152	-0.35377774	-0.56527996	0.2735423	-0.06931749	0.12929375	0.20149577	-0.152203	0.35951397	0.049064282	-0.097699665	-0.10838814	0.39578992
Center of sequencing	0.13216431	0.35944507	0.069073066	0.011972811	-0.03578611	0.44131115	-0.17065392	-0.3000249	0.17488731	-0.22073182	-0.13320903	0.058731794	0.33717585	0.047223646	-0.27970275	-0.310228
Ethnicity Category	-0.11450227	-0.3247535	-0.19420491	-0.35452983	-0.12240374	-0.050142393	0.34275532	0.08535931	0.3698241	0.051800225	-0.23179376	0.18426351	0.113436714	0.3168368	0.33950138	-0.05478283
Form completion date	0.06413267	-0.03122917	0.51219404	-0.03971231	-0.2568326	-0.019288575	-0.17317928	-0.30511838	-0.26422778	0.037996545	-0.13266894	-0.5880078	-0.087253034	0.17324293	-0.029429976	0.23048854
Neoadjuvant Therapy Type Administered Prior To Resection Text	0.3016544	-0.2413927	0.38303858	-0.32321018	0.15759233	0.307365	-0.30720052	-0.42539462	-0.124444164	-0.42442337	0.06642366	-0.20692608	0.19802938	0.119340084	-0.30550435	0.2805675
ICD-10 Classification	0.12973464	0.25965807	-0.094567455	-0.0884666	0.1274447	0.3339946	-0.06679341	0.40494806	-0.16200544	0.120440066	-0.29553434	0.38820082	-0.34518412	-0.22486247	-0.45250258	-0.04041963
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code	-0.3719781	-0.2192118	-0.24508454	0.17276321	-0.18930529	-0.12925218	-0.049126055	0.18699776	-0.29892623	-0.25769058	0.39449644	0.15250339	-0.086811505	-0.2845676	0.24684562	-0.25482285
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code	-0.45166627	-0.1972728	0.17062458	-0.37446368	-0.27364737	-0.04123538	0.20984563	-0.15149626	-0.15605822	-0.08719566	-0.3362479	0.44023725	0.047346707	-0.3685538	-0.36146992	-0.1535983
Informed consent verified	-0.19085743	-0.022754248	0.16103399	0.4065891	0.03669451	-0.18030247	-0.23581506	-0.45880747	0.2608903	0.121238254	0.1599548	-0.20153888	0.15646906	-0.46075872	0.23258777	-0.18048206
In PanCan Pathway Analysis	-0.12574945	0.059138875	0.22362791	-0.08997515	-0.27263626	0.15401174	0.36191747	-0.047208957	0.3130753	-0.23605055	-0.047839448	0.29639667	0.115072206	-0.023457741	-0.54561347	-0.5133714
New Neoplasm Event Post Initial Therapy Indicator	0.5317656	0.28791177	-0.044575244	-0.39866477	0.044270594	-0.1158108	-0.085529864	-0.19417226	0.12418339	-0.045929413	0.22266588	0.26030624	0.28426677	0.32097724	-0.054176286	0.24897577
Other Patient ID	0.27747595	0.17697163	0.121077575	0.17276183	0.018876938	-0.1673746	-0.007489361	0.35862222	0.09744309	0.21244632	0.12713002	-0.7273561	0.010542665	0.28247353	0.40053618	0.30713996
American Joint Committee on Cancer Metastasis Stage Code	-0.6467375	0.09044659	-0.221376	-0.04181868	0.30220544	-0.062138755	-0.1508405	0.13683254	-0.44437394	0.10897326	0.29136807	0.097647786	-0.21888977	0.39604685	0.30954045	-0.29245287
Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code	0.21821456	-0.30642498	-0.15551622	-0.11983675	-0.17315158	0.30523077	0.3459906	0.15636604	0.26831535	-0.3501483	0.032591037	0.05655135	-0.41912776	-0.44060376	0.102855474	0.21179092
American Joint Committee on Cancer Tumor Stage Code	-0.13529699	0.15339352	-0.3884478	0.39712736	0.06629766	-0.45573196	-0.2763768	0.055184986	0.32086682	-0.03432013	-0.47819895	-0.013459562	0.17286159	0.098417625	0.25961468	0.097340554
Person Neoplasm Cancer Status	-0.17837216	0.008895784	-0.013667306	-0.2601346	0.11698074	0.1913838	-0.14319533	-0.4705111	0.18202902	0.15443665	-0.32548478	0.11377472	0.060860556	-0.36152568	-0.12955615	-0.2617754
Prior Diagnosis	0.14307022	-0.31131986	0.005762893	0.29600456	-0.060949925	0.031013502	-0.34970662	0.22411278	-0.08139927	-0.07459227	0.03454217	0.031568784	-0.44422528	0.33746022	-0.5285461	-0.1403357
Race Category	-0.3485699	0.24395403	-0.24226262	-0.07223144	-0.28896618	-0.041919857	0.3506195	0.04851596	-0.025918677	-0.2881847	-0.403893	-0.0008257986	0.17554542	-0.094609536	-0.24410504	-0.48842993
Radiation Therapy	0.02744421	0.21349047	0.39135623	0.2663317	0.17007664	0.1505055	-0.30529484	-0.23500697	0.33803174	-0.2619614	0.17623225	-0.04643261	-0.37834245	-0.24124116	-0.4131166	0.30577955
Sex	-0.25477782	-0.009198932	-0.0057109236	0.18095025	0.25767073	0.3531031	0.20726962	-0.20370294	-0.47869715	6.667815e-05	-0.33175254	0.15923682	0.3157449	0.34187508	-0.14832792	-0.05354139
10p Status	0.046937607	0.1909669	0.32251292	0.19355921	-0.31120962	-0.24712762	-0.029214285	-0.23859663	0.11594713	-0.328831	-0.35598117	0.276421	-0.30506936	-0.51161957	0.17174703	-0.1606664
10q Status	0.08156958	-0.024615146	0.097877026	0.04092983	0.38354945	-0.0006652479	0.28870896	0.24095719	0.13608715	0.15896337	0.39234114	0.4263973	-0.41231522	-0.01412101	-0.37393245	0.30467308
11p Status	0.062544465	0.015367853	-0.15689744	-0.32793528	0.48014283	-0.17965409	-0.14501181	-0.121112615	0.023367358	-0.31447795	0.33881885	0.010051588	0.10783927	0.567748	0.031756498	0.0762027
11q Status	-0.14214836	0.23539448	-0.12043471	-0.3618401	0.37984583	-0.44533122	0.017728755	-0.50843596	0.10322974	0.19166577	0.07021851	-0.10657884	-0.46858796	-0.36357957	0.19755504	-0.02913297
12p Status	-0.30692613	-0.26726377	0.17742807	0.29356733	-0.16366996	-0.18899803	-0.05540458	0.3166128	0.2739977	0.2708004	0.17610732	0.41061062	-0.3067615	0.106362045	0.10077558	-0.16086882
12q Status	-0.4725129	-0.026405685	0.12910773	0.30285406	-0.034159184	-0.10168735	-0.24153027	-0.13693273	0.41492268	-0.098103896	0.31470966	-0.016787166	0.49519238	0.34100422	0.24782555	-0.071718104
13 (13q) Status	-0.004897	0.03227744	0.024621746	0.21220973	0.27331847	0.20502637	-0.40292087	-0.27735996	-0.18959978	-0.3439124	0.31644097	-0.45761582	-0.13562989	-0.28293708	-0.38679585	0.20542002
14 (14q) Status	0.11425883	-0.24527691	0.48695776	-0.19107752	0.35278347	-0.17536178	-0.27218816	0.069691956	-0.35163337	-0.37969762	-0.05819054	0.22273281	-0.14249948	0.18228164	0.24487525	-0.28243905
15 (15q) Status	0.27062002	-0.33836314	0.24197741	-0.276712	0.09810154	0.106680654	0.2283964	-0.34618518	0.34460092	0.035902295	-0.2853325	-0.30838555	-0.26730856	-0.16156845	0.32782474	-0.097117305
16p Status	0.23451768	-0.08120392	0.3422044	-0.27655077	-0.37705958	0.07161386	-0.11354245	0.1809374	-0.23503461	-0.41600084	-0.22133237	0.18497793	-0.18644722	-0.51004654	0.20346431	-0.30755472
16q Status	0.1495837	-0.3881304	-0.14821881	0.09277166	0.3234356	0.07778809	0.037840206	0.06371778	-0.4076562	0.2347931	-0.32135406	-0.20087633	-0.2610609	-0.35090727	-0.41768503	0.30092788
17p Status	0.2912394	-0.2974693	-0.36719495	-0.114828184	-0.37536073	-0.026498755	0.20484072	0.16944973	-0.2300154	0.27647197	0.23395605	0.49228105	-0.19241965	0.20891611	-0.08073527	-0.078701906
17q Status	0.13881	-0.12962845	-0.37494043	0.3970114	-0.12568524	-0.039191745	0.0015864617	-0.120067626	0.078663535	-0.07170816	-0.38032892	0.26726606	-0.21562274	0.027175006	-0.38951665	-0.25347632
18p Status	0.2942271	-0.29254514	-0.24611242	-0.17625651	-0.1555107	-0.05828323	-0.11522949	-0.24876997	-0.034811277	0.39650723	0.13695061	-0.01806995	0.34863734	-0.19675927	-0.5763412	-0.19928035
18q Status	0.47374284	0.19030213	0.2861299	-0.3558228	-0.020860642	0.52462405	-0.011431871	0.32787892	0.14738487	0.16955157	0.28451815	-0.03912477	0.1749013	0.20020759	-0.41387707	0.10188863
19p Status	0.24862564	-0.6021283	-0.2768962	-0.27061835	-0.2120068	0.18290783	-0.05482662	0.20978543	-0.20547143	-0.008191786	-0.30541456	-0.16225693	0.33200115	0.023538955	0.42623726	-0.11241155
19q Status	-0.29171357	0.033618577	-0.31372467	-0.037721273	-0.09180354	0.18729515	-0.44210353	0.038525153	-0.30867878	-0.38465282	-0.05359239	0.06586632	-0.5065782	-0.30890253	0.12644263	0.3668288
1p Status	0.47603777	-0.0423288	-0.14747015	-0.23692869	0.20016491	0.06338247	-0.33174282	0.1468231	0.26288366	0.32784626	0.21369506	0.2665458	0.10683608	-0.30127916	0.37496403	-0.23359743
1q Status	-0.15080011	0.0772008	-0.1977277	-0.36128417	0.018289901	0.56794184	0.094540864	-0.4527894	0.23800795	-0.17968135	0.22803009	-0.36515412	-0.2398863	0.31795564	-0.16302179	0.102102675
20p Status	0.22288296	-0.4228476	-0.046059974	0.19752884	-0.233112	0.30840802	0.116289854	-0.534207	0.14646553	-0.2855218	0.02004817	0.016433246	-0.51439124	0.25937292	-0.110722296	0.28398567
20q Status	0.064779624	-0.412282	-0.024516467	0.12357324	0.052095313	0.28795803	0.23413049	0.28836393	0.2551972	0.02810178	0.2566622	0.042363953	-0.06709502	-0.33732152	-0.3664547	0.26860094
21 (21q) Status	0.4650715	-0.044507846	-0.25909692	0.013737025	0.30564806	0.6268026	0.2728767	0.09409739	-0.114497215	-0.39185888	0.32589126	-0.4005652	0.28182074	-0.03166298	0.00082604453	0.06347409
22 (22q) Status	-0.17399986	-0.29483154	0.31880236	0.24235085	0.1482858	-0.38299784	0.20861949	0.1398818	0.18126547	-0.17206569	0.24484815	0.38299584	-0.17253496	-0.45337254	-0.25278533	0.040472254
2p Status	0.14584757	-0.41864678	-0.13005209	0.13423526	-0.37282848	-0.32289684	0.37302673	-0.36406273	0.24905662	-0.37192294	0.14837004	0.137403	-0.0773104	-0.20045584	0.034441814	-0.04595922
2q Status	-0.09514227	0.2795093	0.36778352	-0.19163606	0.05087647	-0.33362976	0.1758682	-0.13956226	0.27502334	0.05009987	0.44277078	0.14933567	-0.04835845	-0.42357835	-0.36120385	-0.38290632
3p Status	0.00522277	0.17440782	0.5370387	-0.17078988	0.31088173	-0.17769618	0.2252457	-0.45465577	-0.24845982	-0.09688571	-0.16225621	0.27246836	-0.37480897	0.07384969	0.13939258	0.13322307
3q Status	-0.42705098	-0.038267415	-0.28438905	-0.07944991	0.46417698	0.035960604	-0.19737464	-0.47002003	-0.1032188	-0.35582468	-0.021662002	0.42363065	-0.18664177	-0.07053325	0.003972939	-0.16460888
4p Status	-0.06423323	0.015714431	0.23118863	0.17607932	-0.25265324	0.08694954	0.1421414	0.23009513	-0.18792342	0.383718	-0.37459797	0.16542509	-0.036261216	-0.37143677	0.27454835	-0.35512602
4q Status	-0.28728807	-0.09285421	0.17652863	0.26832655	0.12028404	-0.24343283	-0.2169003	-0.32181677	0.30356243	0.1391312	-0.2682709	-0.07984967	0.37902445	-0.39048558	0.08811209	0.27143526
5p Status	0.23956528	0.26817894	0.102681294	0.07424929	0.30765226	0.08616255	0.010265625	0.2545377	0.2883874	0.34408852	0.056781024	-0.32506996	-0.19769862	-0.3314844	-0.29181147	0.00022954594
5q Status	0.39227656	-0.41369587	-0.26278812	0.32541177	-0.09059421	0.51629186	-0.41226813	-0.12093934	-0.076221414	-0.104174964	-0.15295278	0.06817406	-0.013230028	-0.30602315	0.22362323	-0.22228089
6p Status	0.40493003	-0.24376906	0.33026233	-0.010782756	-0.1348524	0.40365297	0.26345927	-0.34084284	-0.03693244	-0.123687714	-0.3940553	-0.30342636	-0.22823149	-0.18629974	-0.2623881	-0.0010696433
6q Status	-0.16230164	0.07203818	0.3525823	0.23404229	0.22874248	-0.27412403	-0.3733421	0.26795062	-0.22516085	-0.098206654	-0.09181639	0.13021146	-0.25575313	-0.11157935	-0.35527205	-0.36925575
7p Status	0.28341717	-0.26527637	0.025115909	-0.20418997	-0.11280626	0.0916836	-0.11749552	-0.34020835	0.11168043	0.13672206	-0.032620616	0.32072026	0.31887355	-0.24557477	-0.37600893	0.18099385
7q Status	-0.07263574	-0.43688098	0.0061404584	0.27816105	0.14230858	-0.17948405	0.10647146	0.0689253	-0.13848409	-0.16731556	0.14448301	-0.09464509	-0.50022256	-0.6004655	-0.27891436	0.17460975
8p Status	0.3991305	-0.06928746	-0.08500501	-0.3625604	0.18133388	0.1723859	0.01993261	-0.42675897	-0.2276832	0.029634116	0.3119849	-0.40388468	-0.17350058	-0.4527618	-0.29339778	-0.4053675
8q Status	0.011042553	-0.38196322	0.029346755	0.16460633	-0.10901567	-0.1433295	-0.52831006	0.03395521	0.5210134	0.16476364	-0.36908954	-0.14526805	-0.3917107	-0.05166709	0.40175337	0.059675075
9p Status	0.31924716	-0.30255994	0.20013972	0.019887375	-0.026530407	0.539848	0.3589405	0.14884499	0.20686802	0.3604946	0.28670388	-0.39773962	0.028620414	-0.17320885	0.056705866	-0.28035876
9q Status	0.2775448	-0.49767536	-0.38329107	0.03665772	0.279059	-0.02979845	-0.4943742	0.015548034	-0.04666859	-0.23169775	-0.30810636	-0.025386672	-0.070810854	-0.18894023	-0.19399169	0.13729478
Subtype	-0.123705246	-0.44555843	0.26250812	-0.036402807	0.19252247	-0.4349589	0.029932829	-0.24657919	0.36424762	-0.04065768	0.34339637	0.27648312	-0.35390097	0.092971385	0.3050711	-0.21794616
Tissue Prospective Collection Indicator	0.48337066	0.36562297	0.30059487	0.2917965	0.18794173	-0.14941368	-0.16188243	0.21152478	0.207771	0.30654275	-0.08087237	0.5813382	-0.05163449	-0.025626618	0.061181642	-0.3015872
Tissue Retrospective Collection Indicator	0.3992241	-0.014531501	-0.113061726	0.32697973	-0.015871625	-0.06592766	0.17630439	0.145508	0.5645961	-0.25321564	-0.33619043	0.2687745	-0.1230808	-0.28547013	-0.2386514	-0.18807793
Tissue Source Site	-0.29732472	0.19499752	0.20922646	0.15318207	-0.27229926	0.11871205	0.21890119	0.31303504	0.31863853	0.31129017	-0.1464404	-0.05742073	0.19202787	-0.3206553	-0.44672975	0.054073527
Tumor Disease Anatomic Site	-0.28680456	-0.08961907	0.2912761	0.21660031	0.2864364	-0.41252878	-0.19704157	0.19775654	-0.27482927	-0.35325062	0.16520734	-0.30708578	-0.33235133	-0.056222457	0.2487953	0.038658008
Tumor Type	-0.02945736	0.013872135	0.22180445	0.43673536	-0.4380775	-0.21569477	0.2715151	0.30282947	0.1972924	0.07926954	0.119161576	0.44311908	-0.19018987	0.27763477	-0.1725863	0.25115454
