	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Diagnosis Age	0.12234695	-0.13658737	0.6494327	0.19713569	-0.05197709	0.9959544	0.06659284	-0.3026082	-0.30019292	-0.30166954	0.3291023	0.30473274	0.27304065	-0.27497697	-0.33140257	-0.14548433	0.057065204	0.2780065	0.12065131	0.045093685	0.09382553	0.2461556	0.042596903	0.04163499	-0.027503517	0.06250741	0.0719412	-0.06466677	0.067329325	0.45658594	-0.27368224	0.22658695
Neoplasm Disease Stage American Joint Committee on Cancer Code	0.08132195	-0.01771614	-0.06471326	0.08819451	-0.17137751	0.15563923	0.19243449	-0.11144881	0.05352932	0.30772194	0.2620539	0.22038317	0.18098405	-0.02674123	0.33370483	-0.36165762	0.19741324	0.3174439	0.32950237	0.36679906	0.1683914	-0.049653426	-0.17467494	-0.2932553	0.067984484	-0.32044122	0.12929621	0.2946759	-0.29754657	-0.10969055	-0.16722372	-0.24630427
American Joint Committee on Cancer Publication Version Type	-0.18918088	0.12428693	-0.1956428	0.15510099	-0.4817401	-0.077178225	-0.10118561	-0.21013716	-0.4044134	0.11120613	-0.0747014	0.03496163	0.20137067	-0.014177639	-0.09453226	-0.20172396	-0.08639478	-0.50897527	-0.07474546	0.11504322	0.17448628	-0.28990766	-0.30740312	-0.6396839	0.13908307	-0.28468457	-0.09327038	-0.064011775	0.25772306	0.2690267	-0.22135776	0.15459895
Aneuploidy Score	-0.29875168	-0.18351795	-0.2756152	-0.064351164	-0.47201395	-0.18639934	-0.44387516	0.23531061	-0.16491657	0.061904382	0.36817285	0.0890333	-0.18663175	-0.021994112	-0.104644775	0.05366904	-0.01808161	0.1863685	-0.20117678	0.12585491	0.12038608	-0.026272293	0.20035602	0.35490093	0.14437212	0.16604021	-0.4206861	-0.29386348	-0.056185644	0.27157673	-0.05012703	0.09983157
Center of sequencing	-0.013141958	-0.22338775	0.0439226	-0.063093334	-0.6531467	-0.38368434	-0.05724443	-0.18017556	-0.2987549	-0.05836684	-0.0012114408	-0.023104424	0.20077465	0.35903895	-0.22344352	0.3008678	0.24885823	0.00047927644	0.040220257	0.24673724	0.1296878	-0.11758489	-0.1406653	0.11076802	0.2285501	0.18338959	-0.5027869	-0.20485105	0.22287351	-0.011632101	-0.12817053	0.15872075
Last Communication Contact from Initial Pathologic Diagnosis Date	0.16112569	0.035932783	-0.2524415	-0.14824142	-0.12557733	1.0557997	0.3031177	-0.19980375	-0.48388866	0.1441434	-0.19925722	-0.2216336	-0.43510395	0.026610848	-0.040448733	-0.19805567	0.07975189	0.01716937	0.4259883	-0.19091189	0.022032432	-0.3831673	-0.2002245	-0.3526178	0.13598529	0.38347152	-0.30550206	0.37014353	-0.09050217	0.1334635	-0.19692111	-0.15870783
Birth from Initial Pathologic Diagnosis Date	0.019336447	-0.037711293	-0.115743704	-0.1930135	0.5401732	0.30600068	0.23429367	0.17358728	-0.20827048	-0.13059117	0.3434652	0.2370209	0.1537344	0.04509384	-0.2183321	0.12250641	0.089383036	0.4794308	0.34941584	-0.073097914	-0.053152096	-0.0015904903	0.14527534	-0.5288458	0.4399427	-0.08734649	-0.033653025	-0.3407044	-0.2233441	-0.22050118	-0.030471385	0.26930285
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	-0.13690528	0.031661775	-0.42841342	0.14698687	-0.70630896	0.000985146	0.23896486	0.3318908	0.45565522	0.014213094	0.27096304	-0.08652287	-0.409979	0.160408	-0.22012271	0.06262361	-0.0141905695	-0.13144247	-0.25516352	0.094002165	-0.085510366	0.18141049	0.03462879	0.07400299	-0.11188364	0.05388955	-0.67855495	-0.35691538	-0.098487355	-0.12318209	0.1586824	0.30392447
Ethnicity Category	0.23048167	-0.15035926	-0.17130774	0.2732231	-0.5498087	-0.25299516	-0.016897583	-0.1361881	0.40120503	0.350117	-0.10877971	-0.06450548	-0.20402282	0.054446846	-0.12361097	-0.39251146	-0.21269186	-0.2672152	0.18942274	0.09889123	-0.32420176	0.18314546	0.14889589	0.15216845	-0.015745822	0.19715492	-0.11189354	-0.272759	0.0431032	-0.22565821	-0.21495776	0.20249698
Form completion date	0.22291996	-0.08911668	0.8101555	0.060583927	-0.18906048	-0.1313922	-0.4396927	-0.2695527	0.014850839	-0.43577832	-0.07473785	-0.018446594	0.030380083	0.57550305	-0.26135045	0.5564909	-0.1371661	0.13586465	-6.276599e-05	-0.012783202	0.41624528	0.08942105	-0.28403762	-0.2772	-0.2796229	-0.43586698	0.42795476	-0.13040175	0.010542815	-0.011072566	-0.055690505	0.21993189
