Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
TCGA-05-4244-01,5.5995913,8.990636,4.216063,3.8613791,3.9167025,5.957453,4.1208124,5.2126713,5.348111,6.5343676,7.3899794,4.907602,4.105543,6.305353,5.936713,2.6574676,4.493345,3.9408414,6.2676597,5.1266484,4.7900715,3.7747557,4.1057816,5.3754644,5.260675,4.1853433,6.2755165,5.141982,8.419344,5.1727314,4.3712783,3.5111067
TCGA-05-4249-01,5.506513,8.924792,4.166757,3.9243996,3.9966817,5.8754973,4.1072717,5.139564,5.325965,6.3723927,7.4011745,4.951412,4.0724583,6.2913246,5.6955075,2.766293,4.4837365,3.9925203,6.1936164,5.049127,4.7853703,3.8807778,4.1801815,5.280085,5.1859083,4.144535,6.1267242,5.11315,8.169389,5.2037344,4.354309,3.6856403
TCGA-05-4250-01,5.5008097,8.784069,4.1311975,3.9410315,3.936683,5.847203,4.0543203,4.9922023,5.2192693,6.2882066,7.3963537,4.9898515,4.0025573,6.2526464,5.684498,2.8039103,4.428446,4.057887,6.0602016,4.9706006,4.7682276,3.9260015,4.2967634,5.2142344,5.063948,4.1312003,6.0651712,5.0750327,7.9558315,5.2589808,4.394834,3.7112582
TCGA-05-4382-01,5.4087434,8.921261,4.8090487,4.272256,3.8398275,5.7647753,4.1595383,4.6275167,5.3184867,6.5787625,7.506815,5.357098,4.122176,5.8887362,6.335149,3.284963,4.467699,4.8690414,6.345587,4.96686,5.0086656,3.6430304,4.336792,5.897648,5.1881795,4.367755,5.9579787,4.468845,7.9325705,5.170043,4.581135,3.5759652
TCGA-05-4384-01,5.700061,8.718369,4.577865,3.6671748,3.5695086,6.132842,4.210281,5.109102,5.0274706,6.2417464,7.7868657,4.9160495,3.974066,5.6889877,6.0985136,2.1812084,5.0598717,4.57495,6.4072404,4.8528695,5.033568,3.647666,4.1115656,5.48833,4.8774133,4.2897096,6.4415836,4.8193107,8.384939,5.884405,4.1878757,3.1008387
TCGA-05-4389-01,5.595551,9.154541,4.2728686,3.916255,3.9179795,6.036068,4.1678095,5.22532,5.2462173,6.667082,7.5588875,4.9346967,4.0246286,6.259617,5.921533,2.5907862,4.368159,3.996483,6.413274,5.001468,4.8276463,3.516828,4.1251917,5.3046865,5.473262,3.9204376,6.2874026,5.05739,8.538543,5.03089,4.2532496,3.5388722
TCGA-05-4390-01,5.593603,8.818241,4.5994544,4.1748514,3.8899198,5.8061576,4.079843,4.7211094,5.310505,6.4574275,7.4122734,5.2511125,4.0246086,6.0713444,6.235663,3.1177063,4.50309,4.6993313,6.297913,4.9494505,4.972647,3.8148172,4.374748,5.7085257,5.1535373,4.490676,6.0545774,4.731068,7.9331636,5.247878,4.572854,3.5592744
TCGA-05-4395-01,5.7438374,9.136176,4.235037,3.7926831,4.010831,6.1253366,4.169838,5.369427,5.2942214,6.559442,7.6213694,4.8875303,3.938718,6.255184,5.887506,2.5603292,4.466671,3.9265137,6.519405,4.948043,4.7899704,3.5340283,4.0438457,5.2934027,5.46191,3.935761,6.2619357,5.0938597,8.6928425,5.144961,4.182758,3.6337247
TCGA-05-4396-01,5.811455,8.627486,4.566549,3.7078152,3.7191927,6.0813103,4.053194,4.9785595,4.956749,6.154025,7.7262316,5.0386486,3.8867333,5.818372,6.100875,2.2561398,5.128954,4.80635,6.439535,4.7755013,5.0806146,3.6763148,4.1323814,5.443128,4.6741714,4.5133715,6.310424,4.788269,8.230186,5.936637,4.2191687,3.1280358
TCGA-05-4397-01,5.710144,8.861487,4.763277,4.112874,3.7158053,5.9766088,4.1010647,4.814,5.272725,6.504893,7.52951,5.168258,4.0451984,6.0152774,6.347292,2.74808,4.6661434,4.8284125,6.4163,4.917175,5.1287684,3.7352667,4.335956,5.739215,5.1323314,4.577274,6.3087835,4.760164,8.107349,5.3812585,4.5080175,3.2066853
TCGA-05-4398-01,5.709216,8.97053,4.6519704,4.2270985,3.7712955,5.953422,4.154927,4.8529,5.4155264,6.5844812,7.4244657,5.1206894,4.0635767,6.1960087,6.2317753,2.882741,4.4185185,4.6599455,6.365155,4.95877,5.0982533,3.8392413,4.461601,5.6731877,5.4332786,4.5308986,6.3638444,4.953852,8.051101,5.110635,4.5690794,3.315705
TCGA-05-4402-01,5.4299455,8.867834,4.6968417,3.779918,3.4347615,6.0681334,4.367164,5.1466155,5.2460823,6.4389877,7.7413187,4.875725,4.198278,5.564158,6.187002,2.3940563,4.863537,4.3453264,6.320282,5.050494,4.9590793,3.6503105,4.0857816,5.7372065,5.141459,4.091475,6.45745,4.730982,8.454094,5.652929,4.299414,3.1739006
TCGA-05-4403-01,5.585034,8.752595,4.723638,3.7573264,3.4588366,6.0964017,4.27628,5.0546756,5.1266484,6.360489,7.7590857,4.943965,4.0916233,5.604033,6.264402,2.2978508,4.988728,4.5920334,6.3680253,4.9498816,5.0358405,3.6431334,4.1269894,5.689535,4.974095,4.282556,6.4631166,4.721942,8.374972,5.803082,4.295209,3.0522099
TCGA-05-4405-01,5.5858173,8.875778,4.316945,4.032745,3.853472,5.9319544,4.108664,4.9386353,5.354071,6.4806075,7.3828974,5.0098557,3.99532,6.2146554,6.057926,2.9809186,4.2583523,4.1791654,6.1359587,4.979193,4.8182244,3.8355615,4.3631024,5.4738665,5.306294,4.180839,6.167327,4.9915724,8.104307,5.112132,4.4918976,3.6544425
TCGA-05-4410-01,5.4940324,8.977928,4.833014,4.252399,3.8941813,5.8277593,4.141954,4.6851325,5.334209,6.5244727,7.573145,5.3216095,4.054142,5.900149,6.274477,3.2535405,4.504881,4.854512,6.459496,4.884036,5.054144,3.6404583,4.30416,5.8821177,5.1997356,4.335975,5.960412,4.4533,8.021535,5.1886344,4.5061965,3.6471872
TCGA-05-4415-01,5.2938914,9.008573,4.219769,3.8723638,3.6105614,5.9113846,4.2028112,5.0450826,4.819173,6.655568,7.660219,4.9578843,4.1134887,5.9796724,5.788696,2.17509,4.536735,4.1037393,6.1937585,5.0062747,4.856911,3.3727512,4.178465,5.079918,5.2106953,3.710873,6.3788443,4.9756284,8.298237,5.25136,4.171341,3.2157896
TCGA-05-4417-01,5.5958977,8.975682,4.304142,3.8858387,4.055407,5.9320292,4.1190224,5.2094765,5.4454613,6.3241854,7.4479265,4.940286,4.0519705,6.2066402,5.8277473,2.878829,4.601523,4.0565085,6.357008,5.031624,4.821755,3.8782568,4.0756297,5.481848,5.1990743,4.215159,6.105878,4.987529,8.362753,5.2731423,4.3297644,3.7657704
TCGA-05-4418-01,5.756501,8.952846,4.331191,3.6599007,3.9213495,6.131727,4.152343,5.3352776,5.179402,6.340539,7.707716,4.8831487,3.9240923,6.028764,5.9112687,2.3888626,4.817027,4.1408153,6.528856,4.8970013,4.8631296,3.5864055,3.976194,5.3506985,5.135418,4.087899,6.275506,4.969108,8.648143,5.5362744,4.123915,3.492627
TCGA-05-4420-01,5.659081,9.064319,4.349534,3.8217428,3.9967895,6.0466757,4.1926317,5.3165035,5.423154,6.4251657,7.5650263,4.89133,4.023477,6.1374197,5.91633,2.736043,4.597432,4.0279627,6.4775414,5.0036507,4.8322086,3.7165754,4.030924,5.494579,5.342051,4.1036253,6.215404,4.9882817,8.589804,5.2683363,4.2481675,3.6834722
TCGA-05-4422-01,5.8038316,8.445878,4.4319234,3.643941,3.8173504,5.978377,3.8358767,4.8843236,4.7487807,6.030224,7.638151,5.1309047,3.852933,5.958925,6.003789,2.1173732,5.273405,4.824588,6.3360515,4.7777944,5.018308,3.6896,4.0641646,5.250682,4.3330183,4.6136565,6.158021,4.7765555,8.044923,6.0864196,4.2446895,3.0702507
TCGA-05-4424-01,5.6455235,9.012541,4.607034,4.2357354,3.7850962,5.957404,4.115848,4.827474,5.3912983,6.6486583,7.407319,5.107113,4.053844,6.2366314,6.2499375,2.9452562,4.284831,4.5801597,6.3120165,4.953372,5.0594196,3.7588189,4.4483814,5.642216,5.4258437,4.410291,6.3190713,4.912517,8.085593,5.012398,4.5460453,3.3856578
TCGA-05-4425-01,5.755403,8.440848,4.3895802,3.6283588,3.818476,5.9530363,3.8234165,4.8796597,4.681665,6.0191574,7.6595516,5.136053,3.855446,5.9474354,5.926869,2.0617342,5.2943954,4.7794747,6.3176994,4.7708473,5.0033026,3.6633008,4.047807,5.185196,4.27737,4.5488167,6.131653,4.768132,8.02709,6.1034265,4.2093043,3.0795677
TCGA-05-4426-01,5.8063636,8.508644,4.5228906,3.6831686,3.768305,6.020389,3.8940423,4.907797,4.8075852,6.0428495,7.686868,5.0968595,3.8679485,5.903441,6.003651,2.1050541,5.2722187,4.876052,6.385954,4.751306,5.093288,3.7028406,4.0961185,5.3154125,4.412127,4.6064324,6.2325625,4.7603693,8.079121,6.0744805,4.2245398,3.0448802
TCGA-05-4427-01,5.4815216,8.926565,4.739483,4.3014383,3.9151578,5.7581496,4.1248555,4.633383,5.3592834,6.4925723,7.461622,5.3167305,4.0585537,5.9872885,6.217477,3.3221278,4.4395804,4.826676,6.3585224,4.9142656,5.0334053,3.764709,4.393208,5.8275604,5.2326636,4.405625,5.9660983,4.554072,7.875128,5.138324,4.5717936,3.6754775
TCGA-05-4430-01,5.6194053,8.974466,4.3390803,3.8397708,4.010561,5.983515,4.166068,5.2371836,5.445628,6.336897,7.506221,4.924145,4.032633,6.129344,5.8936706,2.8645043,4.6117654,4.0578213,6.3850636,5.013958,4.8118486,3.827191,4.062223,5.5290036,5.225469,4.1701565,6.130771,4.955572,8.445614,5.316602,4.307644,3.7550938
TCGA-05-4432-01,5.6702876,8.927042,4.4805064,4.142182,3.8073623,5.956786,4.0978875,4.864072,5.3759522,6.6497416,7.3555493,5.0979805,4.025447,6.2678146,6.303207,2.965527,4.247288,4.4294477,6.2332067,5.001839,4.9302416,3.7559035,4.414644,5.6014667,5.391384,4.3839126,6.273338,4.9768534,8.135091,5.040008,4.573863,3.4365115
TCGA-05-4433-01,5.833254,8.434713,4.409707,3.6611168,3.8145323,5.9926176,3.8369303,4.8811235,4.7706866,6.0111504,7.612702,5.107939,3.8287911,5.993204,5.9875236,2.1371555,5.2231345,4.8281703,6.3063717,4.760412,5.02495,3.7337425,4.1197658,5.2211742,4.3997993,4.6233263,6.1896443,4.826553,8.012224,6.0588326,4.2604694,3.0797405
