Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
TCGA-05-4244-01,5.0748544,8.205971,3.6470342,4.837215,4.8628182,4.0087132,5.4543324,5.282128,5.689772,4.5195756,5.807393,5.767455,3.7801986,6.773575,5.6188226,4.559074,4.486894,4.7552896,6.1726623,4.9666667,4.961821,5.186743,5.9034977,3.9287877,5.347054,5.927221,4.682688,4.501923,3.6887865,3.67732,4.405118,3.4106998,5.7942724,4.9308176,4.996667,5.5509467,5.5446453,5.672605,6.115958,4.8906684,4.6549745,5.8238835,5.7011576,5.320429,4.516186,5.66843,5.219021,5.4997845,4.5843935,4.778345,6.1562524,4.992655,4.966197,5.590399,5.3330803,3.7361138,4.82448,4.608669,5.403743,5.062375,4.5945573,5.8980513,4.601694,4.274192,6.0828476,5.7025485,6.0202656,4.272405,4.861918,5.4193387,3.7766547,4.985653,5.7339873,5.5116997,5.4261937,5.218857,4.862979,3.8396404,4.115127,5.050093,5.0659556,4.349403,4.7246585,4.9356093,4.966281,3.3389764,4.6145663,4.600569,4.210979,5.3549075,4.667109,5.0335307,5.0463867,3.327631,5.7914166,4.8855,5.2217107,5.3971353,5.868141,5.407454,5.030151,4.340109,5.054804,4.9232454,4.1674943,4.1802454,5.4748254,5.2480693,5.467347,3.9267278,4.401066,5.298534,3.8710763,5.4467325,6.27643,4.590707,5.097303,4.0314884,5.01544,3.575849,5.031825,4.6754856,5.3268824,4.7242937,5.1723332,4.7580957,5.0642905,5.0676355
TCGA-05-4249-01,5.108113,7.8668237,3.6593928,4.878275,4.895788,4.007368,5.434284,5.220817,5.7314944,4.44179,5.725734,5.799732,3.7768397,6.720913,5.5656567,4.590013,4.5321927,4.706826,6.182015,4.994892,4.9698014,5.1726136,5.822354,3.924698,5.3086977,5.841158,4.6503015,4.437358,3.7204552,3.6680171,4.3790917,3.2754388,5.727859,4.9476457,4.9424996,5.560306,5.5705,5.7693653,6.067178,4.9028955,4.7148867,5.812375,5.750514,5.311272,4.5143905,5.6187744,5.250212,5.5251484,4.578032,4.7303634,6.093766,5.048308,5.002914,5.5643215,5.329249,3.7359848,4.8661084,4.6462283,5.4311004,5.0718875,4.5892496,5.9088182,4.610995,4.2769313,6.035949,5.62488,6.0157175,4.2763963,4.920592,5.3662834,3.7838824,4.982905,5.7464585,5.468527,5.3931513,5.2970786,4.9165225,3.9285157,4.1400747,5.035031,5.063712,4.3015437,4.6815114,4.945383,4.99157,3.4125388,4.497684,4.5133724,4.2597976,5.305163,4.678422,5.016192,4.994318,3.3598473,5.754608,4.858013,5.251689,5.387098,5.8615465,5.377811,5.081216,4.342358,5.014871,4.833024,4.15787,4.1389537,5.465454,5.268509,5.4414835,4.004658,4.3687444,5.2528305,3.8133168,5.473169,6.277865,4.63757,5.093433,4.0391216,5.028528,3.6027184,4.9369407,4.7131658,5.3452907,4.693605,5.17446,4.728754,5.093188,5.001121
TCGA-05-4250-01,5.2026653,7.768384,3.6892977,4.8804655,4.905706,4.0087323,5.388856,5.204949,5.66449,4.3035865,5.706846,5.8256783,3.8346355,6.728403,5.5515614,4.6401234,4.518811,4.6994534,6.174893,5.0166054,4.957656,5.187392,5.7886252,3.9473026,5.306677,5.7991266,4.679433,4.410154,3.7653008,3.7021904,4.4024024,3.3693168,5.7189674,4.9311404,4.935858,5.5701065,5.5796623,5.783447,6.0185595,4.9198947,4.7202973,5.817083,5.7719355,5.3265157,4.477089,5.6279016,5.248007,5.544876,4.5886493,4.7141485,6.0891366,5.053501,5.0205507,5.536341,5.3267784,3.7341104,4.8713884,4.7046275,5.423844,5.0862393,4.580262,5.926999,4.618786,4.286366,6.0189757,5.604901,5.966663,4.270868,4.9429235,5.369157,3.7786589,4.9594474,5.7411375,5.4329143,5.366725,5.306096,4.965128,4.0298944,4.151014,5.030242,5.034214,4.279788,4.678858,4.953732,4.951461,3.4356143,4.4850597,4.486332,4.2778015,5.271841,4.668139,4.9794803,5.0078273,3.3378916,5.748475,4.8222084,5.255375,5.391643,5.845904,5.403004,5.0742636,4.350972,5.0013523,4.817094,4.189419,4.109125,5.4450197,5.234637,5.43734,4.0343733,4.371327,5.2402844,3.8387039,5.4629583,6.242847,4.64655,5.0760803,4.088107,5.0320354,3.6015904,4.9102607,4.7531614,5.3923225,4.675659,5.147981,4.7554083,5.10541,4.940483
TCGA-05-4382-01,5.5302095,7.6569576,3.8696587,4.9338512,4.911998,4.105843,5.544106,5.2766156,5.681296,4.0507345,5.835717,5.7497187,3.6436567,6.969868,5.715795,4.701901,4.6825237,4.6482015,5.7517295,5.1182985,5.072469,5.1628213,5.9699674,3.8027017,5.2370286,6.078985,4.855013,4.5084057,3.8450468,3.636422,4.549018,4.0332522,5.290135,5.1294103,4.971035,5.5474405,5.455332,5.8102694,5.9181767,4.800831,4.6316957,5.8130035,5.704823,5.207256,4.418065,5.6095815,5.1185303,5.727486,4.658131,4.543525,6.1717906,5.2405186,5.0286694,5.479628,5.3817744,3.7208576,4.8992777,4.6449537,5.3360577,4.818155,4.586982,5.5407524,4.8096466,4.451986,6.097085,5.774438,5.669818,4.315293,4.866294,5.40856,3.805558,5.2729945,5.820027,5.606228,5.4728107,5.0114074,4.397345,3.632928,4.029469,5.2747126,5.0581126,4.283885,4.6303043,4.874497,4.90586,3.4054708,4.298328,4.6443405,4.231896,5.480653,4.6763005,5.157149,4.9697237,3.694899,5.8580546,4.9664044,5.26307,5.287313,5.9111743,5.423002,4.790496,4.279332,5.2436967,4.677856,4.1811438,4.1540623,5.696636,5.204735,5.4588537,4.100194,4.342219,5.275705,3.966282,5.495112,6.397871,4.6206694,5.145333,4.265254,5.1173015,3.4927058,5.182352,4.698495,5.267053,4.801731,5.10344,4.7922373,5.186469,5.1381364
TCGA-05-4384-01,5.4444103,8.247479,3.6495423,4.4526153,4.844454,3.997161,5.977497,5.3241987,5.536954,3.9796298,6.144655,5.6848865,3.7898538,6.999327,5.6814456,4.5948887,4.3182592,4.950454,6.142803,4.83047,4.9962735,5.17673,5.8326173,3.9659772,5.4450703,5.8701725,4.9337516,4.5590296,3.7639163,3.8323402,4.630806,3.6387384,5.303214,4.9561677,5.032474,5.5524297,5.3837514,5.5902653,6.1628203,4.938627,4.6829123,5.943831,5.6779914,5.411111,4.4869556,5.719089,5.1361456,5.718319,4.736445,4.912788,6.337523,4.7303395,4.9014497,5.4826326,5.437457,3.7685404,4.7283177,4.8002396,5.385819,5.105469,4.632887,5.875063,4.5923767,4.3072333,6.206291,5.6913695,5.8855314,4.225471,4.7045245,5.621724,3.8461676,4.8194065,5.5910554,5.5727606,5.369723,4.990354,4.445641,3.845613,4.0715737,5.164026,4.9189696,4.3170147,4.748429,5.006467,4.700492,3.3355043,4.7981157,4.5604787,4.3709545,5.350081,4.652164,5.0467553,5.3899407,3.1574442,5.7015653,4.7990546,5.1712914,5.429088,5.9056697,5.512537,4.913742,4.391177,5.0345497,4.945789,4.359529,4.260204,5.548924,5.5761037,5.489366,3.8909922,4.3946347,5.2265925,3.973225,5.3528137,6.052093,4.537109,5.078462,4.199376,4.9752054,3.609734,5.031079,4.683927,5.496585,4.799978,5.005364,4.821159,5.0350347,5.063051
TCGA-05-4389-01,5.05282,8.194461,3.5989995,4.711887,4.941283,3.9673398,5.496081,5.3949065,5.6826425,4.471982,5.932111,5.692363,3.703605,6.7333937,5.6028347,4.447398,4.48452,4.738776,6.1980867,4.9043274,4.9479866,5.1662874,6.049559,3.814741,5.4087715,6.003201,4.695523,4.546029,3.791615,3.6650453,4.4254875,3.272742,5.8006573,4.975127,4.985719,5.472513,5.5472426,5.707513,6.1183295,4.821532,4.640853,5.860606,5.709418,5.2018657,4.5075946,5.6335006,5.1179075,5.5712624,4.583203,4.6757636,6.239081,4.889476,4.9540324,5.521092,5.2659764,3.7208512,4.9060144,4.518142,5.4126725,4.9402328,4.594577,5.9040813,4.569315,4.203767,6.2403383,5.69715,5.990316,4.3327827,4.803823,5.434296,3.7643938,5.0263634,5.7776375,5.595994,5.5075874,5.1779585,4.9252644,3.7645407,4.0537357,5.1837344,5.00196,4.450332,4.7506723,4.93053,5.0869956,3.269635,4.6503954,4.583484,4.1647663,5.405265,4.7057843,5.0193634,5.025251,3.3742235,5.896453,4.9252295,5.2369065,5.3774424,5.8540044,5.4484076,4.98464,4.326739,5.0494866,5.0041957,4.093448,4.2434382,5.4821463,5.3588767,5.389354,3.975605,4.3612933,5.331835,3.729366,5.507087,6.3936334,4.661659,5.117218,3.8838484,5.053835,3.5694282,5.0213065,4.599914,5.185721,4.730815,5.203491,4.70138,5.045851,5.176237
TCGA-05-4390-01,5.5781546,7.6107416,3.8408942,4.893957,4.809666,4.119192,5.4917684,5.159775,5.686871,4.0546036,5.8102126,5.7470407,3.65845,6.9680295,5.7012725,4.711053,4.6018977,4.686841,5.813581,5.096935,5.076289,5.169345,5.9471917,3.8210807,5.3220387,5.963737,4.952267,4.463197,3.891506,3.654846,4.55923,3.7950115,5.4463787,5.0944877,4.9527087,5.560098,5.5127277,5.788489,5.961748,4.878517,4.623318,5.7874084,5.6615214,5.208266,4.406596,5.680305,5.1043525,5.6252136,4.688011,4.507566,6.2188063,5.162695,5.005856,5.4525843,5.290904,3.6807563,4.928206,4.6612043,5.3236446,4.87469,4.5612283,5.680953,4.8288155,4.438515,6.067457,5.677025,5.7560153,4.3054533,4.906523,5.359289,3.7413833,5.190532,5.730147,5.4782295,5.407629,5.0730314,4.5708,3.7948728,4.0386806,5.239114,4.9867754,4.339102,4.648324,4.907041,4.8466654,3.4161844,4.3846884,4.57482,4.2412724,5.4343624,4.672146,5.195054,4.986222,3.5708504,5.85395,4.9156137,5.2551727,5.3290067,5.9085336,5.4919114,4.8449283,4.256521,5.1287856,4.730376,4.174064,4.1514707,5.6322017,5.1885533,5.452675,4.082227,4.3064203,5.277185,3.9285612,5.452357,6.346524,4.576066,5.116387,4.2576723,5.116987,3.5241256,5.082292,4.728078,5.3381705,4.803764,5.080592,4.828639,5.1548343,5.115346
TCGA-05-4395-01,4.9817824,8.265881,3.5171177,4.6137233,4.9955344,3.9552639,5.557097,5.440093,5.7604795,4.4731913,5.9506955,5.7030673,3.7273853,6.731219,5.555438,4.434753,4.448604,4.7499375,6.282719,4.8429174,4.8887687,5.1530466,6.029021,3.8016067,5.4419026,5.9364476,4.6837587,4.535776,3.7991166,3.6683376,4.41217,3.223478,5.7983046,4.9395776,4.9644523,5.4816623,5.5578146,5.7036347,6.1668763,4.8433504,4.704876,5.8838553,5.6902146,5.219553,4.5358124,5.6464043,5.1156344,5.5952544,4.6001563,4.742221,6.310183,4.774903,4.920587,5.4849343,5.2604175,3.7345273,4.9023895,4.517826,5.4429536,4.9463887,4.6120467,5.989922,4.531937,4.1458054,6.281393,5.608415,5.957343,4.321534,4.818884,5.4243584,3.7319083,4.970861,5.7523212,5.5752254,5.488571,5.221855,4.938984,3.7759864,4.0582,5.152702,4.952573,4.481328,4.737029,4.9387965,5.102601,3.2798696,4.672086,4.5065055,4.149785,5.343192,4.737963,4.9630523,5.0439014,3.3057303,5.902792,4.891338,5.2102222,5.38903,5.833606,5.48788,5.045443,4.3358693,4.9616604,5.0375633,4.0799437,4.2694283,5.4334497,5.4006143,5.387033,3.9495358,4.345907,5.3304453,3.6829114,5.513307,6.3586755,4.657524,5.1053567,3.83363,5.0447974,3.6263437,4.9228354,4.5669494,5.166443,4.717516,5.227167,4.697459,4.9869394,5.200781
TCGA-05-4396-01,5.575647,8.088892,3.7107732,4.4964056,4.8308578,4.0192547,5.9712887,5.2551684,5.5144806,3.7162833,6.105562,5.7484517,3.8626447,7.013919,5.6384344,4.7079654,4.321364,4.915012,6.138965,4.891279,5.032815,5.1921215,5.7582493,3.9999871,5.4103575,5.789971,5.0100336,4.5189877,3.7956822,3.81875,4.611067,3.761378,5.1695333,4.9342384,5.000641,5.6087723,5.3977737,5.5593553,6.0717597,4.9770336,4.6668563,5.9309998,5.6934257,5.4317064,4.415427,5.7786155,5.1249433,5.724601,4.7849693,4.9175253,6.344716,4.778368,4.908921,5.453547,5.4941688,3.8065476,4.6886926,4.8143725,5.362876,5.170811,4.61347,5.9193206,4.615628,4.345736,6.133289,5.6391273,5.810288,4.195063,4.7576447,5.607652,3.8444521,4.781139,5.558404,5.485132,5.3180156,4.9951434,4.4296393,3.9530265,4.082709,5.12555,4.8774924,4.2892222,4.701299,5.0251102,4.6523633,3.4221792,4.781521,4.544278,4.325626,5.289552,4.6405115,5.0332804,5.4212956,3.0975623,5.669684,4.7503543,5.1289234,5.4370375,5.8599687,5.5565796,4.9292173,4.415575,5.0023475,4.9399633,4.411875,4.209438,5.5301447,5.5114894,5.489814,3.8908854,4.4328322,5.2187138,4.0400386,5.322493,5.987562,4.5274653,5.0793533,4.295643,4.9629965,3.634909,4.9613976,4.712642,5.617974,4.8143783,4.9758935,4.8739448,5.0413504,4.950989
TCGA-05-4397-01,5.592853,7.9303474,3.8220692,4.7398505,4.7156687,4.100931,5.710469,5.1808724,5.6546116,4.04698,6.00687,5.704003,3.7084482,7.032424,5.741727,4.6810164,4.4804564,4.805551,5.864845,5.015689,5.0986886,5.1922693,5.955245,3.8902414,5.3922024,5.9965086,5.0399055,4.541536,3.8453972,3.717867,4.606296,3.8408427,5.3262587,5.0466404,5.0157895,5.5620723,5.4411583,5.624814,6.0164633,4.889704,4.561715,5.835815,5.6192236,5.270083,4.3878098,5.766449,5.063896,5.6341157,4.740081,4.648616,6.316642,5.028635,4.953442,5.4789176,5.3678503,3.736965,4.8120356,4.6685243,5.286943,4.968814,4.5832987,5.728727,4.767644,4.4266577,6.1237397,5.7341056,5.787647,4.2769837,4.7967443,5.4848523,3.8057973,5.062798,5.653131,5.5200305,5.4079394,4.9527674,4.410444,3.7731311,4.0271673,5.247461,4.9487433,4.352082,4.7099547,4.934469,4.758017,3.3591645,4.617544,4.6531177,4.2360888,5.450789,4.6540904,5.2043915,5.183941,3.4021895,5.8120356,4.896953,5.1880918,5.3748307,5.907888,5.54607,4.809007,4.300414,5.1402917,4.882468,4.261897,4.204149,5.629403,5.3086495,5.4863987,3.9569066,4.37908,5.299851,4.015488,5.374746,6.2343793,4.5106497,5.113058,4.276009,5.0537796,3.531279,5.135288,4.6943207,5.449861,4.857647,5.0303307,4.8754997,5.1178913,5.1142254
