	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Diagnosis Age	0.44810328	0.16253336	0.22614922	-0.049698006	0.43572965	0.56489176	-0.13499379	-0.440403	-0.037419394	-0.3661016	-0.4288365	-0.20121083	-0.10189731	0.25786954	-0.25948644	-0.25343993
Aneuploidy Score	0.20309015	0.03716785	-0.07888111	-0.057111014	-0.23758142	0.29788336	0.2678262	-0.0018041187	0.18507639	-0.1961344	0.2982729	-0.42504087	0.29926503	0.23392965	-0.20434777	-0.056347042
Last Communication Contact from Initial Pathologic Diagnosis Date	0.023961952	0.068477616	-0.24323548	0.39553106	0.14230333	-0.29562622	0.5402069	-0.5218402	-0.27038437	-0.17115389	-0.550811	0.48871484	-0.1594765	0.57955056	-0.5085349	0.07145828
Birth from Initial Pathologic Diagnosis Date	-0.21440358	0.27506185	-0.37421116	-0.010930517	0.36568347	-0.15946397	-0.21310504	0.37156865	0.15840477	0.040808603	0.31826618	0.4299165	0.07324811	0.41495034	-0.2304695	0.41773432
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	-0.57758784	0.36944646	-0.17426772	0.2953279	0.19187434	0.6130275	-0.38214794	0.1829028	-0.13696869	0.03510895	-0.52248967	-0.19357038	0.13208759	-0.24347067	-0.4668369	0.120063365
Fraction Genome Altered	-0.09129579	0.36026603	0.3249096	0.23420756	-0.0035271293	0.14643085	0.41899034	0.37474045	-0.49745005	-0.0606181	0.066113606	-0.051214006	0.11152251	0.5486322	-0.088512614	0.17579865
Mutation Count	-0.44115907	0.6765852	0.18871379	-0.011935607	0.25953838	-0.048927184	0.37715378	-0.17137282	-0.34263986	-0.46667203	-0.23175414	0.23093504	-0.3315912	-0.10957217	-0.34111643	0.1428026
cigarettes_per_day.exposures	-0.38932744	0.34812307	-0.35655567	0.34048173	0.47889692	0.59575474	0.37413675	-0.27834323	0.103499085	-0.031464558	-0.13190085	-0.10866893	-0.5648783	0.19396335	-0.47205785	-0.14056449
pack_years_smoked.exposures	-0.204147	0.6742715	-0.15961094	-0.53298914	-0.51026976	0.96370065	0.17844939	0.24526514	0.25698572	-0.012727537	-0.2661608	0.17123263	-0.39520052	0.17280814	0.2981405	0.2416347
years_smoked.exposures	-0.0058362423	0.1279757	0.013631307	-0.32329088	0.5304712	0.45144194	-0.25596684	0.09610674	-0.1198755	0.40156877	-0.06621091	0.30989364	-0.19928595	-0.5524772	-0.54482555	0.26209474
