	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Diagnosis Age	0.20149083	0.8799186	-0.23320235	0.17747614	0.3578028	0.067590274	-0.09287165	0.38444063	0.16498703	-0.046378765	0.09573102	0.08119066	-0.26269087	-0.20932844	-0.043803968	-0.3035418	0.09083115	-0.16484563	0.041078947	-0.22883897	0.097413465	-0.17903082	-0.32470527	-0.2152755	-0.1703426	0.21677642	0.059309423	0.3687561	-0.018355902	0.047297016	0.19492473	0.19876954
Neoplasm Disease Stage American Joint Committee on Cancer Code	0.12442192	0.10340801	-0.2188366	0.048209086	-0.123872496	-0.1715033	0.30756775	-0.4726233	-0.22096838	-0.08167456	0.20581363	0.33129546	0.24111716	-0.011016645	0.025425404	0.15795882	-0.19463204	-0.43473116	0.2280498	-0.059701256	0.26923394	-0.05824488	-0.35730636	0.32433987	0.18136263	-0.0004675877	-0.05966179	0.06554511	0.03141233	0.24134232	-0.042128682	-0.24047266
American Joint Committee on Cancer Publication Version Type	-0.24201052	0.008943902	0.11464901	-0.20629759	-0.33372533	-0.32340407	-0.073940635	0.23748602	-0.08970108	0.3311351	-0.16605316	0.24256915	0.005541645	-0.19812761	0.042857256	-0.06726097	-0.11083442	0.06458997	-0.13928644	-0.36595854	-0.1451815	-0.3067002	-0.22635381	0.061817735	-0.2688622	0.14599818	0.18383457	-0.23110095	-0.121921524	0.18453145	0.31627437	-0.31960136
Aneuploidy Score	0.32736382	0.50559896	0.68288094	-0.21861877	-0.19288191	0.23842938	0.25224054	-0.490841	0.29689056	0.23249227	-0.13709967	-0.061969426	-0.4960398	0.17487074	-0.100985475	0.19367374	-0.48483366	-0.15942216	0.28200018	-0.3706713	0.05723965	0.5066907	-0.28760085	0.037309233	0.14246047	0.33430392	0.22367172	0.07255156	-0.28200892	0.2145798	0.10454262	0.18196519
Center of sequencing	-0.13734344	-0.23975094	0.08080702	-0.27782172	-0.2277163	-0.08532067	0.5761928	0.14715458	-0.010679819	-0.2812874	0.16864468	-0.0029481226	0.3201453	0.2926307	-0.06029933	0.26073658	-0.013758703	-0.08929834	0.0135101825	-0.39140907	-0.057554573	-0.28006914	-0.24676213	-0.20971705	0.42214125	-0.0569742	0.4128696	0.07693396	-0.0031296914	-0.11470281	-0.026662096	0.42770326
Last Communication Contact from Initial Pathologic Diagnosis Date	-0.5824759	0.040234253	-0.0044368217	-0.02552435	0.18041474	0.10719915	-0.105610505	0.27032673	-0.115217976	0.31862307	-0.12398152	0.076269664	0.261228	-0.04588822	-0.29608217	0.25727502	-0.03258416	-0.69456244	-0.13723017	0.41416532	-0.28910714	0.19445755	-0.335639	-0.26604015	0.034617715	0.3762272	0.23970747	0.16705395	0.0591365	-0.31312495	0.14578222	0.012470952
Birth from Initial Pathologic Diagnosis Date	0.2881427	0.69163615	-0.4810078	0.068712644	0.52819777	0.040971886	0.050980896	0.22121015	0.0684284	0.2782621	-0.019328542	0.2003208	-0.1558806	-0.034021933	0.2977146	-0.45227095	-0.1171567	-0.2337821	0.13364336	-0.10062625	-0.23654911	0.06678172	-0.16023833	-0.5448169	-0.24539529	-0.22333819	-0.12492886	0.09821259	0.007720185	-0.33742067	-0.09183175	0.41670778
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	0.6986102	-0.07165622	1.0524932	-0.3340946	-0.2245074	-0.215807	0.25071976	-0.14221248	-0.42148113	-0.17575234	-0.18076769	0.077389635	-0.20505972	-0.1800067	0.22724968	0.37788862	-0.022704152	0.079520494	0.041929133	0.04016222	0.09985239	-0.089451976	0.02783877	-0.24541815	0.33933935	-0.023766773	0.17062055	-0.15413854	0.39504498	-0.06931152	0.023891214	0.36666095
Ethnicity Category	0.49132186	-0.0154530145	0.23344621	0.04707436	0.25295407	0.1896622	-0.18589962	-0.48003697	-0.27219567	-0.05189963	0.094675794	-0.21852171	-0.33628234	0.09823177	0.3511755	0.2906359	0.105046235	-0.17195491	0.19526209	-0.11836905	0.030534152	0.02273291	0.041253455	0.040131696	-0.17893323	0.17391971	-0.19712248	-0.050791603	-0.083872005	0.25094378	0.082914494	0.21321723
Form completion date	-0.8098498	-0.013999189	0.45411456	0.28099003	-0.04942822	0.09317816	0.19398667	-0.20064403	0.11907403	-0.2695673	-0.48573226	0.22478774	-0.003117348	-0.11724114	0.14520176	0.27459392	0.45393687	-0.7175159	0.38052598	-0.29421875	-0.23974235	0.04354793	-0.44215992	-0.02536863	-0.24574603	0.22164619	-0.031952154	0.19598295	-0.4817854	-0.25084087	0.5473146	0.31196934
