Sample ID,dim_0,dim_1
TCGA-05-4244-01,18.919985,4.2341695
TCGA-05-4249-01,18.911892,3.7822464
TCGA-05-4250-01,19.138168,3.8617303
TCGA-05-4382-01,18.265354,3.8078732
TCGA-05-4384-01,19.983765,5.1171527
TCGA-05-4389-01,18.067722,4.2665863
TCGA-05-4390-01,17.99957,3.9436219
TCGA-05-4395-01,17.928782,3.9644516
TCGA-05-4396-01,19.900524,5.016875
TCGA-05-4397-01,19.755333,4.9889803
TCGA-05-4398-01,17.879242,4.0111866
TCGA-05-4402-01,17.739965,3.9199605
TCGA-05-4403-01,19.870602,5.017266
TCGA-05-4405-01,17.854717,4.429749
TCGA-05-4410-01,18.617094,4.7426496
TCGA-05-4415-01,19.77935,4.4747796
TCGA-05-4417-01,18.557617,3.8490508
TCGA-05-4418-01,20.083443,4.8859262
TCGA-05-4420-01,17.790195,4.289984
TCGA-05-4422-01,20.025543,4.8605833
TCGA-05-4424-01,18.676468,4.713682
TCGA-05-4425-01,19.828709,5.0089345
TCGA-05-4426-01,20.049778,4.7251196
TCGA-05-4427-01,18.046394,4.185014
TCGA-05-4430-01,18.361586,4.53667
TCGA-05-4432-01,18.65895,4.3768883
TCGA-05-4433-01,20.106142,4.8981714
TCGA-05-4434-01,19.937119,5.0580897
TCGA-05-5423-01,18.316242,5.25372
TCGA-05-5425-01,19.855194,5.2187133
TCGA-05-5428-01,17.121868,4.165731
TCGA-05-5429-01,19.545225,5.253726
TCGA-05-5715-01,19.609241,4.9609885
TCGA-17-Z000-01,-16.643597,18.793913
TCGA-17-Z001-01,-16.625744,18.87808
TCGA-17-Z002-01,-16.824308,18.893923
TCGA-17-Z003-01,-16.874388,18.82104
TCGA-17-Z004-01,-16.634592,18.943495
TCGA-17-Z005-01,-16.73294,18.855042
TCGA-17-Z007-01,-16.82391,18.948511
TCGA-17-Z009-01,-16.636679,18.778427
TCGA-17-Z010-01,-16.71482,18.91312
TCGA-17-Z011-01,-16.87464,18.689032
TCGA-17-Z013-01,-16.654657,18.81349
TCGA-17-Z014-01,-16.851463,18.648586
TCGA-17-Z015-01,-16.673687,19.027277
TCGA-17-Z016-01,-16.614971,18.612473
TCGA-17-Z017-01,-16.497505,18.846964
TCGA-17-Z018-01,-16.537655,18.951508
TCGA-17-Z019-01,-16.717903,18.85662
TCGA-17-Z020-01,-16.777771,18.852886
TCGA-17-Z021-01,-16.651043,18.745087
TCGA-17-Z022-01,-16.612938,18.862968
TCGA-17-Z023-01,-16.916887,18.759783
TCGA-17-Z025-01,-16.606798,18.993788
TCGA-17-Z026-01,-16.817308,18.692677
TCGA-17-Z027-01,-16.8441,19.100994
TCGA-17-Z028-01,-16.61629,19.1029
TCGA-17-Z030-01,-16.645649,19.1021
TCGA-17-Z031-01,-16.497564,18.88846
TCGA-17-Z032-01,-16.537178,18.713629
TCGA-17-Z033-01,-16.641834,18.62023
TCGA-17-Z036-01,-16.830091,18.925243
TCGA-17-Z037-01,-16.85023,18.782059
TCGA-17-Z041-01,-16.729282,19.179325
TCGA-17-Z042-01,-16.512262,18.984825
TCGA-17-Z043-01,-16.62198,18.532448
TCGA-17-Z044-01,-16.753597,18.995037
TCGA-17-Z045-01,-16.728397,18.516823
TCGA-17-Z047-01,-16.64048,18.623363
TCGA-17-Z048-01,-16.387873,18.55419
TCGA-17-Z049-01,-16.55942,18.679163
TCGA-17-Z050-01,-16.968042,19.17188
TCGA-17-Z051-01,-16.805038,18.469639
TCGA-17-Z052-01,-16.78387,18.639006
TCGA-17-Z053-01,-16.45247,19.03454
TCGA-17-Z054-01,-16.933079,18.818638
TCGA-17-Z055-01,-16.876894,18.790886
TCGA-17-Z056-01,-16.852116,18.891148
TCGA-17-Z057-01,-16.63467,19.085129
TCGA-17-Z058-01,-16.92124,18.617123
TCGA-17-Z059-01,-16.718306,19.059517
TCGA-17-Z060-01,-16.995285,18.998802
TCGA-17-Z061-01,-16.435553,18.745674
TCGA-17-Z062-01,-16.999798,18.729755
TCGA-35-3615-01,18.66223,5.338569
TCGA-35-4122-01,16.87474,3.7460577
TCGA-35-4123-01,17.043262,4.300213
TCGA-35-5375-01,17.266577,3.3873758
TCGA-38-4625-01,18.049225,3.827178
TCGA-38-4626-01,18.86261,5.4961066
TCGA-38-4627-01,19.462278,4.7825365
TCGA-38-4628-01,18.785631,3.021344
TCGA-38-4631-01,18.920412,2.833377
TCGA-38-4632-01,18.820278,3.0406172
TCGA-38-6178-01,16.628422,3.1172543
TCGA-38-7271-01,18.820892,5.5355186
TCGA-38-A44F-01,17.136904,6.689422
TCGA-44-2655-01,17.13998,5.935411
TCGA-44-2656-01,15.642742,4.746141
TCGA-44-2657-01,17.10614,5.99791
TCGA-44-2659-01,14.589463,5.3463454
TCGA-44-2662-01,15.385055,4.881569
TCGA-44-2665-01,17.213163,6.2182956
TCGA-44-2666-01,18.098047,6.080124
TCGA-44-2668-01,16.472733,5.794566
TCGA-44-3396-01,17.320143,6.6708117
TCGA-44-3398-01,17.395258,6.562965
TCGA-44-3917-01,15.403802,5.0269547
TCGA-44-3918-01,16.561268,5.838433
TCGA-44-3919-01,16.297401,6.4847074
TCGA-44-4112-01,17.494947,6.5777373
TCGA-44-5643-01,15.728855,4.341418
TCGA-44-5644-01,14.612765,5.1051116
TCGA-44-5645-01,17.19426,6.4501243
TCGA-44-6144-01,15.622474,6.358235
TCGA-44-6145-01,15.52589,5.9988184
TCGA-44-6146-01,17.085005,7.721448
TCGA-44-6148-01,17.369678,7.181197
TCGA-44-6774-01,17.45334,7.2411127
TCGA-44-6775-01,15.392135,5.408266
TCGA-44-6776-01,17.875399,5.92662
TCGA-44-6777-01,18.38145,3.7699142
TCGA-44-6778-01,18.123737,2.947874
TCGA-44-6779-01,18.805746,3.3586125
TCGA-44-7659-01,16.755215,6.336081
TCGA-44-7660-01,15.047333,4.922934
TCGA-44-7661-01,17.09082,6.6339655
TCGA-44-7662-01,14.959966,5.049907
TCGA-44-7667-01,14.555249,5.1459546
TCGA-44-7669-01,16.496164,4.6225476
TCGA-44-7670-01,14.458702,5.426257
TCGA-44-7671-01,16.715317,5.7438097
TCGA-44-7672-01,15.042344,5.55209
TCGA-44-8117-01,15.205333,4.8839087
TCGA-44-8119-01,14.631467,5.345098
TCGA-44-8120-01,16.099573,5.1130834
TCGA-44-A479-01,16.967632,6.3826327
TCGA-44-A47A-01,15.321532,5.529576
TCGA-44-A47B-01,16.360626,5.7195296
TCGA-44-A47F-01,15.812952,5.574722
TCGA-44-A47G-01,17.193283,6.7682085
TCGA-44-A4SS-01,17.019474,6.4492946
TCGA-44-A4SU-01,16.641344,6.800192
TCGA-49-4486-01,18.932686,5.7524967
TCGA-49-4487-01,17.748396,2.9194539
TCGA-49-4488-01,17.679995,2.7899806
TCGA-49-4490-01,17.421774,2.932018
TCGA-49-4494-01,18.909525,5.9898906
TCGA-49-4501-01,18.724669,3.23244
TCGA-49-4505-01,18.738651,3.2841027
TCGA-49-4506-01,19.161644,3.8532455
TCGA-49-4507-01,18.276745,4.0996437
TCGA-49-4510-01,18.724972,3.2538822
TCGA-49-4512-01,17.455507,2.8839989
TCGA-49-4514-01,18.400335,5.463496
TCGA-49-6742-01,19.162218,4.5404916
TCGA-49-6743-01,17.626894,3.6268725
TCGA-49-6744-01,18.585857,6.170956
TCGA-49-6745-01,18.778378,6.0795665
TCGA-49-6761-01,18.26492,4.1920595
TCGA-49-6767-01,17.60558,2.8677986
TCGA-49-AAQV-01,18.262642,6.2968984
TCGA-49-AAR0-01,18.340555,6.0815783
TCGA-49-AAR2-01,19.728643,4.233795
TCGA-49-AAR3-01,19.77951,4.421098
TCGA-49-AAR4-01,19.58629,4.2948623
TCGA-49-AAR9-01,19.74183,4.440203
TCGA-49-AARE-01,17.8892,3.2783418
TCGA-49-AARN-01,18.410307,6.319955
TCGA-49-AARO-01,17.651417,2.772689
TCGA-49-AARQ-01,18.650942,4.4854493
TCGA-49-AARR-01,18.749643,5.9281907
TCGA-4B-A93V-01,14.717912,4.613308
TCGA-50-5044-01,19.45501,5.5339518
TCGA-50-5045-01,19.638458,5.5939417
TCGA-50-5049-01,17.836515,3.8328748
TCGA-50-5051-01,18.180502,3.8755798
TCGA-50-5055-01,19.516376,5.2905607
TCGA-50-5066-01,18.967077,4.161094
TCGA-50-5068-01,18.13391,2.8379674
TCGA-50-5072-01,18.319855,2.9470465
TCGA-50-5930-01,19.672604,5.506635
TCGA-50-5931-01,19.025423,3.6627853
TCGA-50-5932-01,19.391119,4.270953
TCGA-50-5933-01,18.017813,3.3438172
TCGA-50-5935-01,17.490517,4.720881
TCGA-50-5936-01,19.585094,3.701741
TCGA-50-5939-01,19.364489,4.5760946
TCGA-50-5941-01,17.297724,3.1197813
TCGA-50-5942-01,18.892382,5.8670073
TCGA-50-5944-01,17.401583,4.6970983
TCGA-50-5946-01,18.116138,3.1714187
TCGA-50-6590-01,17.835201,3.7766209
TCGA-50-6591-01,17.884214,3.0404694
TCGA-50-6592-01,19.638107,5.6240187
TCGA-50-6593-01,18.175228,2.7555614
TCGA-50-6594-01,18.881292,2.8806627
TCGA-50-6595-01,19.282333,5.5720544
TCGA-50-6597-01,19.098349,3.556283
TCGA-50-6673-01,19.316261,3.1428688
TCGA-50-7109-01,17.145576,3.4075916
TCGA-50-8457-01,16.996498,7.1510673
TCGA-50-8459-01,17.10599,7.7042284
TCGA-50-8460-01,17.10407,7.060322
TCGA-53-7624-01,18.85359,2.881963
TCGA-53-7626-01,19.195307,4.357216
TCGA-53-7813-01,16.899464,4.377385
TCGA-53-A4EZ-01,15.000564,5.524967
TCGA-55-1592-01,17.585289,2.976822
TCGA-55-1594-01,18.589653,3.2823417
TCGA-55-1595-01,16.11047,4.777502
TCGA-55-1596-01,17.678516,2.8265998
TCGA-55-5899-01,17.089111,3.1699085
TCGA-55-6543-01,17.410534,6.3413625
TCGA-55-6642-01,18.78382,3.6915746
TCGA-55-6712-01,16.618889,4.4512897
TCGA-55-6968-01,18.108282,5.619236
TCGA-55-6969-01,18.545717,2.8514025
TCGA-55-6970-01,18.826815,5.2617993
TCGA-55-6971-01,16.980673,4.581544
TCGA-55-6972-01,18.383003,4.7797475
TCGA-55-6975-01,19.621058,3.8986363
TCGA-55-6978-01,18.503101,6.1562986
TCGA-55-6979-01,18.550457,5.2635155
TCGA-55-6980-01,17.966656,5.5051513
TCGA-55-6981-01,17.36587,3.0902944
TCGA-55-6982-01,19.143164,3.1444697
TCGA-55-6983-01,19.38725,4.492634
TCGA-55-6984-01,19.060759,5.2438784
TCGA-55-6985-01,19.129349,3.1727293
TCGA-55-6986-01,19.141296,5.749897
TCGA-55-6987-01,18.017025,5.4496417
TCGA-55-7227-01,15.503488,6.0999546
TCGA-55-7281-01,15.748623,7.21741
TCGA-55-7283-01,15.943412,7.0512233
TCGA-55-7284-01,17.011568,7.495645
TCGA-55-7570-01,15.470314,6.5133147
TCGA-55-7573-01,15.671121,7.0440955
TCGA-55-7574-01,16.558285,7.2990456
TCGA-55-7576-01,14.849945,4.599888
TCGA-55-7724-01,15.6270895,6.440707
TCGA-55-7725-01,16.75443,6.9549503
TCGA-55-7726-01,14.593173,5.740348
TCGA-55-7727-01,16.346241,6.229553
TCGA-55-7728-01,16.535263,7.4472013
TCGA-55-7815-01,16.814333,5.181444
TCGA-55-7816-01,16.093098,6.877904
