	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Neoplasm Disease Stage American Joint Committee on Cancer Code	0.3067135	0.17483793	-0.077649124	-0.05017707	0.1992387	-0.43125853	0.11738652	-0.074888386	0.61000913	0.18959175	0.48603284	-0.2419171	-0.18869588	-0.121426575	0.03386642	-0.25760323
American Joint Committee on Cancer Publication Version Type	0.06301893	-0.49522287	-0.20523867	-0.28512144	-0.51420885	-0.29924467	0.29099604	-0.23362315	-0.040836055	0.23378228	0.33354545	-0.09757448	0.1579114	-0.008251369	-0.010453817	0.023872871
Center of sequencing	-0.0034182235	0.4085969	-0.123159416	-0.34477842	-0.009037424	-0.24176243	0.19036795	0.31251055	-0.4460427	-0.32389793	-0.08771726	-0.32430926	0.2960963	0.26434582	0.24447832	-0.21980348
Ethnicity Category	-0.3530247	0.26270685	0.25460914	-0.09940729	-0.3128828	0.29701933	-0.55389273	-0.36396137	-0.31695178	-0.123471364	-0.02308118	0.04319887	0.2943305	-0.18786256	-0.34823495	-0.2889277
Form completion date	0.31582078	0.38988525	-0.28883654	-0.265316	-0.028104775	0.066196926	-0.25243726	-0.05763914	-0.27317768	0.1184796	0.020835258	-0.37946716	-0.12493462	0.3847809	-0.16505377	-0.23017262
Neoadjuvant Therapy Type Administered Prior To Resection Text	0.12753081	0.21049887	-0.25679806	0.42103633	-0.45574147	-0.31107366	-0.4865799	-0.09895771	0.055641975	0.2095377	0.17266606	-0.27891192	-0.05647823	0.25406626	-0.4036162	0.2244667
ICD-10 Classification	-0.48664507	0.085464	0.25645563	0.5211264	0.19315124	0.012459689	0.15763877	0.20275937	-0.26341596	-0.105423026	0.20096563	-0.23797517	0.28271267	-0.16520064	0.24531502	-0.33022904
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code	-0.3691063	-0.49526548	-0.0136771295	-0.3781434	-0.49566936	0.062104344	0.10580167	-0.10635542	-0.37600023	0.14755702	-0.20629103	0.06509561	-0.23067826	4.3698885e-05	-0.03893526	0.3546107
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code	0.23526955	-0.14405796	0.2831438	0.15569189	0.08823918	0.33527339	-0.06873327	-0.17870031	0.37563738	0.6522484	-0.117772095	-0.04688295	0.34777257	-0.3484939	-0.29624084	0.0875951
Informed consent verified	-0.24091023	-0.4614421	-0.46877828	-0.1792598	0.06726027	0.044263236	-0.21734913	-0.13917154	0.21279778	0.48480812	-0.13681214	0.27309287	-0.0901977	0.06763151	-0.1509213	-0.33294243
In PanCan Pathway Analysis	-0.06647846	-0.481849	0.35712096	0.15353493	-0.6558354	0.39709294	-0.23395312	-0.22098331	0.17755938	0.5345703	-0.075305276	-0.18999028	0.120970555	0.3835892	-0.13618444	0.23437333
New Neoplasm Event Post Initial Therapy Indicator	-0.34352946	-0.38475385	0.40057164	0.30396965	-0.0241219	-0.26078779	0.40470183	-0.038556352	0.43484378	0.3401522	0.4030023	0.12570404	0.21975578	-0.10841799	0.34771347	0.28377232
Other Patient ID	0.28029755	0.3235098	0.07046521	-0.3587561	1.0517715	0.27497897	1.0525026	-1.3756441	-0.49708351	-0.37018958	0.1885085	0.10033421	0.14006901	0.2447389	0.06105854	0.21381375
American Joint Committee on Cancer Metastasis Stage Code	-0.12711945	0.17410919	0.3071193	0.18227099	-0.6439581	-0.16766262	0.30265677	-0.14472343	0.058757313	0.35393274	0.36204955	0.050745938	0.39019585	-0.12110752	-0.38195005	0.21877545
Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code	-0.45804304	-0.49876943	0.21688627	-0.44236037	-0.09195317	0.1209157	-0.22223511	-0.18350303	0.053356446	0.2718186	0.30743113	0.30857855	0.47311017	0.03412027	0.05206483	-0.14967397
American Joint Committee on Cancer Tumor Stage Code	-0.3452037	0.32570627	-0.034435995	-0.1425201	-0.23769343	-0.46117228	0.1953492	-0.31668636	0.42335904	0.11874281	0.45846772	-0.43450603	-0.18397674	-0.16955873	0.052369695	0.14108343
Person Neoplasm Cancer Status	-0.35130838	-0.5378643	0.058597714	-0.22586915	-0.14360607	-0.06709334	0.4908171	0.2835328	0.5670724	0.14994282	-0.127456	-0.25464377	0.0733391	-0.34262684	0.07768864	0.14988635
Prior Diagnosis	-0.20560373	0.17414856	0.1633175	0.110976934	-0.050270293	0.21258159	-0.002121744	0.15507129	-0.07466818	0.1638383	0.4908886	-0.47648183	-0.113362566	0.3833114	0.106856786	-0.32863522
Race Category	-0.058437638	-0.107957214	0.25403726	-0.30173755	-0.08814022	0.47247013	-0.38668397	0.42934623	0.04795536	-0.27664918	0.44885793	-0.3097792	-0.021497501	-0.28760713	0.48499507	0.28517377
Radiation Therapy	-0.6131481	-0.052619316	-0.0351289	0.10224229	0.1396746	-0.3741205	0.049675006	-0.29860625	0.5724167	-0.06422825	0.3628464	0.23880461	-0.19040932	-0.32973933	-0.24510449	0.0907951
Sex	-0.06614074	0.09092556	0.5978202	-0.33761922	-0.39365515	-0.27323636	0.57816803	0.2942529	0.2927178	0.20120579	-0.17015089	-0.34554517	0.3178011	-0.20380223	-0.03661914	0.3735134
10p Status	0.1435157	-0.25198954	0.006835028	-0.09373421	-0.4344439	-0.49806562	-0.21845664	-0.111752644	0.2351484	-0.14050329	0.5231901	-0.43622902	-0.021714302	-0.16179563	-0.18789738	-0.20190588
10q Status	0.017062003	-0.122918874	0.22092772	-0.10505982	-0.4563634	0.2180526	-0.22036196	0.43062586	-0.22483388	-0.17364784	-0.04233125	-0.048124343	0.10072594	-0.3113528	-0.0032367813	-0.22362144
11p Status	-0.2622816	-0.3396316	-0.17799376	-0.386417	-0.18324453	-0.23336732	0.26011285	0.5241211	-0.22374162	-0.011599567	-0.2785584	0.22181594	0.25253573	-0.10093302	0.092511624	0.29508892
11q Status	0.31471124	0.1515234	-0.20313202	0.106423475	0.043287914	-0.32714215	-0.15593474	0.52644885	-0.25116715	-0.02436096	0.3208181	-0.43188268	-0.4247083	0.18146607	0.45958558	0.13451812
12p Status	-0.3507865	0.30265272	-0.08999234	0.08973297	-0.2879949	0.13782275	0.12518139	0.4561782	-0.103785075	-0.20098889	0.29525393	0.43812597	0.022915993	-0.23660803	0.28478372	-0.37807927
12q Status	-0.04109982	0.23923223	-0.2452066	-0.3576673	-0.07234627	-0.38147193	0.21316247	0.5879232	0.34174237	-0.038936473	-0.22113767	0.30524194	-0.20233628	-0.07383687	-0.304521	-0.05594779
13 (13q) Status	-0.17064166	0.27146244	0.40706143	0.14043741	-0.55078983	0.2925877	-0.11940373	0.32841074	0.31918627	-0.14676234	-0.018050347	0.352485	0.024336763	-0.2742882	0.3826014	0.20826492
14 (14q) Status	0.14050116	0.030978665	0.3263862	0.054712288	-0.3535108	-0.4590993	-0.17648065	-0.3409067	-0.094075896	-0.24746971	0.35638216	0.3523438	0.15663795	-0.19649047	0.22193192	0.27821302
15 (15q) Status	-0.36261013	-0.18695323	0.0233895	0.016255178	-0.4541646	0.24296665	-0.16175607	-0.39139044	-0.3714262	-0.12671408	0.20808099	-0.2083035	-0.20539413	0.2727543	-0.12811624	0.31568804
16p Status	0.07264172	-0.41712856	-0.32008296	0.07866576	0.20854998	0.29031596	-0.525829	0.45015317	-0.09476474	-0.14867382	0.34442294	-0.19248064	0.24855572	0.041006237	0.2877748	-0.2848752
16q Status	0.012221664	-0.51150346	-0.1872826	0.4196391	-0.50182843	0.29714108	0.37621123	0.41833428	0.62499493	0.5779437	-0.13591519	0.12366304	-0.07196468	0.23885863	-0.14910987	-0.30122343
17p Status	0.15817183	-0.32051066	-0.0064961226	0.051117565	0.3284912	-0.2074314	-0.031942606	0.20309909	0.5094218	0.1985937	0.34241384	-0.08977457	0.21444675	-0.3670433	-0.6180373	-0.41347632
17q Status	-0.006189621	-0.23429051	-0.3198854	-0.043837175	0.16206986	-0.3401256	-0.31777313	0.28165236	0.49686655	-0.14928024	-0.11371916	-0.32382208	-0.29099664	0.28474608	-0.2902262	0.36805958
18p Status	0.19557944	0.24103299	0.41360962	-0.22001	0.31119022	-0.24291946	0.0038752453	0.041201368	0.007851841	0.2539531	0.2623152	-0.40670708	0.39043126	-0.24593955	0.09542101	-0.16924457
18q Status	-0.21404964	-0.2698312	-0.20254399	0.13604674	-0.17132574	-0.20456971	0.48547214	0.18343514	0.69620824	0.1186271	-0.27978316	0.19029313	0.11121698	0.33956355	-0.159484	0.37790546
19p Status	0.29164028	-0.29335555	0.33825824	0.093627736	-0.32881364	-0.17741796	-0.37358525	-0.005092651	-0.22447522	0.30447355	0.34387887	-0.28108752	0.2636188	-0.19869189	-0.23685378	-0.37543488
19q Status	-0.1869501	0.178538	0.057955187	-0.032839492	0.45776084	-0.19767351	-0.25679943	0.3762692	-0.5561148	-0.4741567	0.021965856	-0.49306375	-0.044722307	0.28881103	-0.0032278423	-0.14232765
1p Status	-0.24822699	0.28123793	0.12982915	0.3756483	0.25645834	-0.23740743	0.39248282	-0.02526844	0.23664126	0.33189234	0.04893627	0.23982361	0.1726953	0.13499592	-0.05224279	-0.56471014
