	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31	dim_32	dim_33	dim_34	dim_35	dim_36	dim_37	dim_38	dim_39	dim_40	dim_41	dim_42	dim_43	dim_44	dim_45	dim_46	dim_47	dim_48	dim_49	dim_50	dim_51	dim_52	dim_53	dim_54	dim_55	dim_56	dim_57	dim_58	dim_59	dim_60	dim_61	dim_62	dim_63
Diagnosis Age	0.52045304	0.17229639	-0.35280985	0.15429161	-0.23836523	-0.13067338	-0.1631127	-0.0065170536	-0.3570296	0.32147497	0.06755391	-0.12215178	-0.032493148	-0.3555818	0.2331151	-0.17358656	-0.04577718	0.12344232	-0.32550377	0.025378065	0.13014275	-0.21343143	-0.10469342	0.36560234	0.20526096	0.2132371	-0.34371904	-0.04903662	0.21696351	-0.30361396	-0.32619023	-0.08496395	-0.2338107	-0.11214485	-0.19511996	-0.016314812	0.09234605	-0.32498536	-0.1634895	-0.24953412	-0.38578826	-0.1705821	0.09749352	0.018422782	0.26854268	0.19519112	-0.30447215	0.041902408	-0.2091254	-0.11500089	-0.057048053	0.29156825	0.026284344	0.18234833	0.20523146	0.11247069	0.04938804	-0.24367052	-0.19700047	0.014051743	0.32164577	-0.27994972	-0.17809007	-0.015862739
Neoplasm Disease Stage American Joint Committee on Cancer Code	-0.35944214	0.24612212	-0.087588444	0.0027763033	-0.18605658	0.05265334	0.011153226	-0.21832207	-0.21103491	-0.1326303	-0.29970476	0.20392847	-0.09172202	0.016104577	0.092094906	-0.10536568	-0.26890957	-0.13022272	0.018114937	-0.02118678	0.0126659395	-0.3009647	-0.03570874	0.20989065	0.093289055	-0.37024483	-0.14579031	0.28169623	0.06661147	0.1467216	0.10519181	0.110428445	0.026670348	-0.18193333	-0.3519085	-0.002197338	0.14133194	-0.24686113	-0.11557427	-0.33480254	0.21170609	-0.012424532	-0.095262	-0.0146588115	0.2595943	-0.11720993	0.1979028	0.15021056	-0.046109144	0.023594996	-0.18049282	0.10752095	-0.23298405	0.24483666	0.42402497	0.044710625	-0.15751274	-0.23223223	-0.2974324	0.04988609	-0.0707983	-0.089191	0.09243677	0.009356021
American Joint Committee on Cancer Publication Version Type	-0.017997684	0.12845463	-0.12250456	-0.011824403	0.2064057	0.10492989	0.007887701	0.18640788	-0.018862646	0.3680769	-0.17839417	-0.06367082	-0.072926745	-0.2778554	-0.24288054	0.051279597	-0.19647218	0.06402645	-0.021243466	-0.40038493	0.06352127	0.05762326	0.40225127	0.051488753	-0.10797091	0.14524958	0.27824387	-0.16799526	-0.1956796	-0.18705821	0.14084479	-0.41349745	0.29143247	-0.033958785	0.31150496	-0.055142578	-0.17700623	0.096202865	-0.02759215	0.099267066	0.26318902	-0.09140936	0.040624116	-0.09559491	0.06775679	0.12099069	0.19947098	0.011869478	0.020081645	-0.19804358	0.13148381	0.09776578	0.2619687	-0.33629495	-0.010631715	0.073511176	-0.37956545	-0.011729365	0.040137816	0.22576952	-0.20959279	0.26729557	0.16844854	-0.086370826
Aneuploidy Score	-0.26696682	0.3952639	-0.4692261	-0.2764152	0.37377387	-0.18658963	0.4329413	0.22112086	0.00046815898	0.30492845	-0.39679438	-0.23596786	-0.34385186	0.5241552	-0.43990028	-0.07082923	-0.48955888	0.07068875	0.7418964	-0.22089279	0.20709947	-0.2845912	0.1888102	0.6588735	0.29138017	-0.10962716	0.6943667	0.22775914	-0.29661787	0.28408968	-0.19175456	-0.7919194	0.17529109	0.08341365	0.2778726	0.1199249	0.24774799	-0.06935176	0.39317915	-0.005968983	0.74326664	0.1580626	-0.5566801	-0.03470389	-0.0042164526	-0.04977882	0.48199043	-0.16605619	0.31330416	-0.16081086	0.12321243	-0.48956677	-0.06152529	0.111590646	0.44824585	-0.40298313	-0.1146751	-0.16416973	-0.03047577	0.09946795	-0.44193375	0.39493185	-0.16987804	0.37846696
Center of sequencing	-0.005866084	-0.13067318	-0.06698313	-0.19456132	-0.105528295	0.06203393	0.20467573	0.034159847	-0.045425065	0.19535974	-0.15012908	-0.2917011	0.089086756	-0.07885943	-0.0476106	0.24609876	-0.4255745	-0.18601355	0.20241798	0.052864715	0.17862754	-0.08568265	-0.07356097	0.2100937	0.22800831	0.12787913	0.015909657	0.081731565	-0.057846528	-0.29080632	-0.39252022	0.06958877	-0.32903302	0.02270194	0.19249943	-0.06881148	-0.16686726	-0.04046906	-0.005296837	-0.008769911	0.21654326	-0.01521381	-0.34944814	0.0049672187	-0.004608103	-0.22016932	-0.1388414	0.21705593	0.3650879	0.16244075	0.072497636	0.015367304	-0.20215039	0.085120484	-0.028302234	-0.10990112	-0.2631857	-0.021228421	0.31386963	-0.16158599	-0.2770284	0.029235328	0.076989345	-0.1438632
Last Communication Contact from Initial Pathologic Diagnosis Date	0.28238434	0.06606244	0.124114335	-0.0077787978	0.15871051	-0.32979053	-0.16361965	-0.3171142	0.03974255	-0.31351468	0.42571276	-0.12384257	0.26039952	0.24720831	0.06377285	0.048380833	0.2490644	-0.07096177	0.06844468	-0.10819864	-0.17880125	-0.021291817	0.54638714	-0.16247235	0.007154586	-0.17874514	0.004624144	0.46646464	0.11617947	-0.108141	0.05593263	0.006261682	-0.027393185	-0.34711036	-0.026466945	-0.069037765	-0.09999211	-0.030898111	0.20199127	-0.022970652	-0.030320514	0.036428127	0.19650419	0.045149054	0.11025895	0.09970534	0.053267524	0.029608661	0.012295904	-0.049189355	-0.01587716	0.20250492	-0.27892932	0.13578264	0.13104814	0.27192196	0.16183291	0.47978288	-0.2300494	-0.067018464	0.068264216	-0.2761874	-0.25540295	-0.03913559
Birth from Initial Pathologic Diagnosis Date	0.010401375	0.055159394	-0.11400001	-0.062221043	0.09897212	-0.059994034	-0.17237473	-0.08199239	-0.39889687	-0.054061737	-0.0017381004	-0.41802126	0.08239707	0.025863014	-0.008593132	0.32070607	-0.039497193	-0.038654182	-0.014568754	0.33905727	0.23308857	-0.07390684	-0.2595605	0.41519484	0.21781556	0.054991096	-0.15465021	0.3424366	-0.23184597	-0.2473373	-0.6548213	0.03290528	-0.09226007	0.23339097	-0.051878273	-0.15376692	-0.035437092	-0.30314386	0.055743717	-0.22966798	-0.124675855	-0.4052292	-0.48695585	-0.0778965	0.6380667	0.1470161	-0.10151222	-0.357161	-0.06662327	-0.31080633	-0.335561	0.08646223	-0.77463037	-0.08983421	0.14253454	-0.2735638	0.21196815	-0.35288155	-0.38440874	0.1452386	0.41417342	-0.021059675	-0.14911704	0.12761001
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	-0.02226315	0.1271169	-0.17239073	0.0004885701	0.20089751	-0.24980451	0.19484197	0.18412314	-0.016222712	0.26925477	-0.14892077	-0.2053028	-0.17931019	-0.09090776	0.057871222	0.23677836	-0.14802766	-0.3442185	-0.28380325	0.035005856	0.049843654	-0.106352195	0.17255095	0.16989774	0.3098865	0.53473645	0.10794632	-0.044508662	0.012075416	0.05006796	-0.3015764	-0.015569346	-0.015356082	0.06684677	0.27600515	0.37229833	-0.12089907	-0.17695649	-0.021297129	-0.22262298	0.25437218	0.56027174	-0.35433778	0.031025277	-0.008673117	0.007915148	-0.15252455	-0.23460978	0.16943209	-0.023873737	0.0019900077	-0.13689363	-0.07219181	-0.18481186	0.17711201	-0.25247273	-0.12978676	-0.155014	0.27772588	0.1226146	-0.4593224	0.083710626	0.053547923	0.070461236
Ethnicity Category	0.0042533646	0.023361012	-0.046134304	0.2649896	0.14184956	-0.05799999	0.2491372	-0.013810612	0.13004126	-0.042346884	-0.34588468	0.1067345	-0.11350068	-0.08058312	-0.10870864	0.07774119	-0.10983595	-0.27112126	-0.23226988	0.21610062	0.2304949	-0.23901694	0.049231265	0.04682238	0.27584955	0.0628859	0.051601075	0.023910768	-0.23378557	-0.0017417917	-0.20253187	-0.20013651	-0.26424327	0.11848895	0.31261042	0.17811069	-0.0055512437	-0.39763138	0.10454036	-0.07800936	0.29260764	0.35104454	-0.07173803	-0.14035462	-0.082951054	-0.0949798	0.13388264	-0.12141284	0.044328935	-0.13916887	0.20394449	0.14336465	-0.105245546	0.107038595	0.1251964	-0.17759563	-0.16720584	-0.26350468	0.043316036	0.18737487	-0.14567254	-0.060986765	0.026408052	-0.017170025
Form completion date	-0.45869753	-0.15200107	-0.2157576	-0.45030656	0.31588522	-0.09039618	0.20084569	0.3729706	0.115643375	0.06705986	-0.009509989	-0.28635824	0.06520523	-0.0046209525	-0.6016131	-0.3149592	-0.3630901	-0.19245403	0.21884064	-0.22411782	0.3299089	0.16941288	0.043047745	0.27696934	0.0047592293	0.80074257	0.08670011	-0.27946892	-0.08747943	-0.32834694	-0.34631115	0.0006445174	-0.5076092	-0.14890079	0.03417131	0.071134955	0.21082696	0.069310375	0.23090053	-0.10547736	0.08369071	0.44411722	-0.10261452	0.15457115	-0.05428983	0.07042584	0.07513708	0.04464536	0.032940507	0.36834672	-0.18025209	0.17922369	0.28780293	-0.2712911	-0.05061107	-0.0033337323	-0.09957827	0.23802295	0.268916	0.12010835	-0.16435759	0.15357198	0.30950934	-0.48725533
