	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31	dim_32	dim_33	dim_34	dim_35	dim_36	dim_37	dim_38	dim_39	dim_40	dim_41	dim_42	dim_43	dim_44	dim_45	dim_46	dim_47	dim_48	dim_49	dim_50	dim_51	dim_52	dim_53	dim_54	dim_55	dim_56	dim_57	dim_58	dim_59	dim_60	dim_61	dim_62	dim_63
Diagnosis Age	0.1500813	-0.06465592	-0.0011812801	-0.65112597	0.1398685	-0.004165088	-0.18532722	0.17531562	-0.1685357	0.2747707	-0.045562845	0.06644538	-0.06377452	0.009986911	1.0948937	-0.109781176	0.10880929	-0.14726232	-0.08514632	-0.13003944	-0.1760392	0.7545078	-0.18005301	-0.21911737	-0.024597878	0.109650165	-0.08528233	0.13554394	-0.3219256	-0.1574376	0.03962636	-0.309278	0.038969006	0.26239365	-0.2785193	0.12738444	-0.32398129	-0.07381015	0.020676464	-0.008534763	0.17718548	0.12941524	-0.4445439	-0.15009856	0.09622361	-0.20309183	-0.22184815	-0.4361198	0.16507253	-0.3017181	0.527139	0.17639776	-0.7147015	-0.2199212	0.050770883	0.34198123	0.35663816	-0.09601335	-0.25736782	0.17627513	0.31416127	-0.20933235	-0.15319452	0.17566317
Neoplasm Disease Stage American Joint Committee on Cancer Code	0.15480188	-0.12138574	-0.30462423	-0.013724093	-0.06761355	-0.2281935	0.23520198	-0.1907661	-0.21812664	-0.024918202	-0.45917106	-0.043002278	-0.066520505	-0.106606185	-0.28889835	-0.20958863	0.19639239	0.017233627	-0.09387046	-0.02133919	-0.19776389	-0.14557615	-0.28802365	-0.12605159	0.18178754	0.05707483	-0.17463043	-0.14813106	0.0022264973	0.26646462	-0.1806341	0.23821183	0.025992656	0.017241362	-0.45535767	0.07545461	0.24998902	-0.2781131	0.17552897	0.013536588	-0.02783274	-0.28347346	0.04155715	-0.091657296	0.15257059	-0.137212	0.6092026	0.23229817	-0.02363961	-0.008490066	0.07598634	0.37534583	0.16035491	-0.24033639	0.617087	-0.21134244	0.029122427	-0.025602724	0.23123625	0.009079886	-0.15331508	0.19042325	-0.24827275	-0.18781583
American Joint Committee on Cancer Publication Version Type	0.107018314	0.039446536	0.012393624	-0.11542711	0.068014786	0.10591016	-0.013085265	-0.3755659	-0.18471508	0.21564752	-0.5717326	0.07598401	0.013112759	-0.28743815	0.0877084	0.088249944	0.06929912	-0.023733323	0.1614243	-0.37464923	-0.10578963	-0.19747218	-0.12564236	-0.10378219	0.16554114	0.13702041	-0.09361954	0.1879195	0.14320499	-0.047689155	-0.13172473	0.21945746	-0.3289525	0.5890159	0.13075805	0.115652114	-0.7127305	0.08065126	0.16893645	-0.1420305	-0.18390128	0.061608523	-0.18221644	0.05092033	-0.080953434	-0.25754166	-0.13412866	0.1413855	0.025657011	0.13278084	-0.36284876	0.24301125	-0.36696717	-0.19344923	0.25224987	-0.113347165	0.044560704	-0.17496443	-0.08614328	0.01695829	0.1626331	0.11898704	0.030747866	-0.16325569
Aneuploidy Score	0.35416868	-0.08285011	0.25184608	0.5302234	-0.4795648	0.042436875	-0.19179109	-0.37657443	-0.3567537	0.26623988	-0.57388294	-0.40594134	0.048235204	-0.039185397	-0.25974807	-0.2935143	0.07176351	0.21134156	0.13600132	-0.38323823	-0.2778774	-0.26707536	-0.14970426	-0.011208886	0.40693054	-0.025594734	-0.081753865	0.16848043	-0.21280974	-0.13263714	0.36995226	-0.05907763	0.20136967	0.36976817	-0.5513147	0.45362797	-0.20485465	-0.18675871	0.054902673	-0.19058901	-0.02342992	0.224603	-0.02463911	-0.025193015	-0.19767939	0.06966035	0.52509016	-0.27663234	-0.22183101	-0.027173873	0.203849	0.38218498	0.24456269	0.09421636	0.036574174	0.23651968	0.5930183	0.11058317	0.24997115	0.17430156	-0.5384697	0.063809015	0.72038835	-0.6478784
Center of sequencing	-0.13223308	-0.14530091	-0.09549875	-0.19788942	0.005053045	-0.06968365	0.28797033	-0.18970953	0.24815816	0.1324563	-0.4281307	-0.100675665	-0.2212092	-0.04424022	0.15856399	-0.1353565	0.16600011	0.42323178	0.31513172	-0.07042223	-0.13190901	-0.17628989	0.15604316	-0.0048933486	0.35922867	-0.4301503	0.5052875	-0.13267122	0.08477863	-0.23791665	0.21907543	0.02410763	0.430599	0.054848954	-0.25291452	0.06027885	-0.61053383	0.13728435	0.3240567	0.10380589	-0.029984897	-0.28786594	-0.3058432	0.15371615	-0.27772576	-0.33351594	0.12436833	0.030520793	-0.4521869	-0.113484874	-0.41728744	-0.29608044	0.06169274	-0.06428757	0.15367506	0.032215916	0.014922062	-0.080388226	0.0068001426	0.17763995	0.09698247	0.02295032	0.05959109	-0.30648226
Last Communication Contact from Initial Pathologic Diagnosis Date	-0.021390915	-0.039066833	-0.17993474	0.29758385	-0.36539677	-0.3680312	0.117793344	-0.057562042	-0.116043106	-0.13924713	-0.027730484	-0.07143376	-0.6089038	-0.06084219	0.060522117	-0.11341565	0.38854393	0.10563753	0.04827565	0.16130668	0.1343636	0.19583052	-0.15290461	-0.13276178	0.16356276	-0.041785512	0.10899759	0.071048245	-0.04218585	0.16345504	0.16239658	-0.13003063	0.04373686	-0.54922533	-0.48698053	-0.51895905	-0.057994664	-0.20168635	-0.028375883	0.057716724	0.37268126	-0.42577347	0.3724912	0.43265647	0.1700408	0.22156431	0.0034855462	0.19306694	0.42341742	-0.3553019	-0.18808676	0.07741247	-0.19264394	-0.077862516	0.4638649	0.36546227	-0.06854793	-0.48147374	0.320982	0.41609997	-0.42764515	-0.025534231	0.2548589	-0.042209662
Birth from Initial Pathologic Diagnosis Date	-0.12374779	0.16352688	0.2772148	0.3135218	0.016165558	-0.046484776	-0.06492513	-0.2980503	0.23729742	-0.046473753	0.09452182	-0.10970165	-0.026072472	0.027032802	0.08508652	0.46344358	-0.32992572	0.014541406	0.0130773755	-0.008670254	0.18168461	0.023425844	-0.14644146	0.062314913	0.3517226	0.1620198	-0.26672313	-0.048750877	0.26751304	-0.18344173	-0.253517	-0.13223715	-0.20449762	0.64666533	0.19005741	0.31720114	-1.103975	0.0015705243	0.16207795	-0.11764858	-0.19833964	-0.29191935	-0.03735797	0.518488	0.17951241	0.016191624	-0.1785682	0.015858026	0.074169375	-0.5921864	-0.1982218	-0.016899558	-0.41615772	0.11405474	0.30496722	0.15224375	0.14430796	-0.545369	0.025165614	-0.19542035	0.2924868	-0.10393851	-0.12886445	-0.51495075
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	0.31860346	-0.17814094	-0.095920414	-0.07544461	-0.19211347	-0.1342746	-0.20625092	-0.32966724	-0.039020177	0.36014834	-0.31322315	-0.38986903	0.06305672	-0.18074134	-0.17645165	-0.16956653	0.03177285	0.25130835	-0.018724771	-0.36065847	-0.3403662	-0.1742667	-0.03845145	0.09132521	0.23840636	-0.13334422	0.3016392	0.19999105	0.11960975	-0.21463872	0.25061265	-0.26621568	-0.076263	-0.30747038	-0.06575567	-0.053575333	-0.3345166	-0.08982878	0.0965857	0.32179907	0.034194574	0.3643555	-0.015341439	0.088086806	0.011080354	-0.27937785	0.28628343	0.08603355	-0.40657234	-0.09170789	0.039721053	0.21270373	0.24295236	0.030630264	0.065535694	-0.1680792	0.029236374	0.03348688	0.009019752	0.07715938	-0.39173335	0.090827994	0.2435026	-0.35644898
Ethnicity Category	0.07407983	-0.43396303	-0.17797403	0.004548656	-0.097660184	-0.14442936	-0.40034443	-0.22330931	0.16186412	0.25235662	0.022420954	-0.26297662	0.14983726	-0.043118853	0.23657931	0.07132987	0.0034153746	0.036320433	0.05357134	-0.15856835	-0.043110434	0.058363788	0.07860702	0.0012198717	0.15610392	-0.32990986	0.24461207	-0.13429818	0.096177086	0.006014182	0.11178802	-0.4303276	-0.089753024	-0.24518153	-0.066998124	0.121305294	-0.11174748	-0.062917985	-0.14133817	0.16196977	0.26332128	-0.13256833	0.089402854	0.19036776	-0.014143211	-0.19356269	0.10484241	-0.17457119	-0.28959614	0.016123857	0.15363555	0.20375042	0.21206568	0.4205297	0.0950902	0.27486032	0.14248967	-0.047379874	-0.025735782	-0.06889361	-0.1885249	-0.16458614	0.19327493	-0.31760067
Form completion date	-0.18490638	0.12705453	0.0342358	-0.020425696	0.006465727	0.35226506	0.07801422	0.08801645	-0.3000557	-0.09191452	-0.11915771	-0.003321604	0.20442021	-0.021598682	-0.0638546	-0.4737094	-0.0055019325	0.25516537	0.36256325	-0.13437966	-0.36338282	0.19823706	0.022265801	0.09228916	0.4167367	0.41777396	0.39446023	0.0058362456	0.05875747	-0.276324	-0.012631526	0.021302916	-0.025773324	-0.0969981	0.22950308	0.08362062	-0.0075567043	-0.09405361	0.3016786	0.1008161	-0.026185554	0.17176898	-0.30582187	-0.0012367918	0.2128839	0.26985997	0.19010021	-0.15309551	-0.5818215	-0.09405795	-0.16223481	-0.030550497	-0.21608296	0.21621485	-0.007859811	0.13556954	-0.29204178	0.6531157	-0.119871736	0.23639348	-0.28822342	0.3178106	0.2845047	0.014137468
