Sample ID,dim_0,dim_1
TCGA-05-4244-01,18.382254,5.3570857
TCGA-05-4249-01,18.647093,4.7227044
TCGA-05-4250-01,18.841648,4.6280565
TCGA-05-4382-01,18.267149,4.958783
TCGA-05-4384-01,19.875391,5.661921
TCGA-05-4389-01,18.186098,5.182655
TCGA-05-4390-01,17.90633,4.8518033
TCGA-05-4395-01,18.025248,5.0452795
TCGA-05-4396-01,19.76839,5.749924
TCGA-05-4397-01,19.722391,5.4516253
TCGA-05-4398-01,17.770073,5.019856
TCGA-05-4402-01,17.659111,4.9366155
TCGA-05-4403-01,19.790165,5.6326647
TCGA-05-4405-01,17.828573,5.3119707
TCGA-05-4410-01,18.63847,5.560628
TCGA-05-4415-01,19.351868,5.0380344
TCGA-05-4417-01,18.25347,4.737914
TCGA-05-4418-01,19.797983,5.5278826
TCGA-05-4420-01,17.846254,5.268684
TCGA-05-4422-01,19.935541,5.3933315
TCGA-05-4424-01,18.65049,5.5500197
TCGA-05-4425-01,19.795351,5.362495
TCGA-05-4426-01,19.82317,5.1998854
TCGA-05-4427-01,18.104143,4.959862
TCGA-05-4430-01,18.233377,5.272251
TCGA-05-4432-01,18.479439,5.162349
TCGA-05-4433-01,19.916391,5.299017
TCGA-05-4434-01,19.79528,5.6476073
TCGA-05-5423-01,17.812048,6.0810747
TCGA-05-5425-01,19.851324,5.7054157
TCGA-05-5428-01,16.818455,5.073366
TCGA-05-5429-01,19.431028,5.7115383
TCGA-05-5715-01,19.409395,5.517617
TCGA-17-Z000-01,-13.579757,-14.903958
TCGA-17-Z001-01,-13.521123,-14.845475
TCGA-17-Z002-01,-13.497998,-14.81602
TCGA-17-Z003-01,-13.369883,-14.9077835
TCGA-17-Z004-01,-13.552983,-15.005354
TCGA-17-Z005-01,-13.595751,-14.829652
TCGA-17-Z007-01,-13.295602,-14.817832
TCGA-17-Z009-01,-13.437222,-15.031037
TCGA-17-Z010-01,-13.518485,-14.930071
TCGA-17-Z011-01,-13.494249,-15.006336
TCGA-17-Z013-01,-13.348186,-14.884906
TCGA-17-Z014-01,-13.631104,-14.899253
TCGA-17-Z015-01,-13.191462,-14.799755
TCGA-17-Z016-01,-13.296666,-14.915092
TCGA-17-Z017-01,-13.194057,-14.981065
TCGA-17-Z018-01,-13.476297,-14.768864
TCGA-17-Z019-01,-13.699481,-14.874919
TCGA-17-Z020-01,-13.431179,-15.091002
TCGA-17-Z021-01,-13.303484,-15.074426
TCGA-17-Z022-01,-13.451008,-14.75738
TCGA-17-Z023-01,-13.358979,-14.613444
TCGA-17-Z025-01,-13.653787,-14.652533
TCGA-17-Z026-01,-13.3374605,-14.993107
TCGA-17-Z027-01,-13.82691,-14.752979
TCGA-17-Z028-01,-13.524987,-15.116649
TCGA-17-Z030-01,-13.590436,-14.826455
TCGA-17-Z031-01,-13.431542,-14.947555
TCGA-17-Z032-01,-13.408079,-14.75848
TCGA-17-Z033-01,-13.584752,-14.712592
TCGA-17-Z036-01,-13.33877,-14.957697
TCGA-17-Z037-01,-13.601084,-14.582046
TCGA-17-Z041-01,-13.716542,-14.970652
TCGA-17-Z042-01,-13.228105,-15.034131
TCGA-17-Z043-01,-13.679577,-14.675038
TCGA-17-Z044-01,-13.70113,-14.7041025
TCGA-17-Z045-01,-13.300648,-14.785942
TCGA-17-Z047-01,-13.616616,-15.046188
TCGA-17-Z048-01,-13.152451,-14.701943
TCGA-17-Z049-01,-13.692094,-14.741243
TCGA-17-Z050-01,-13.661653,-15.033675
TCGA-17-Z051-01,-13.632221,-15.167421
TCGA-17-Z052-01,-13.674512,-14.922031
