	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31	dim_32	dim_33	dim_34	dim_35	dim_36	dim_37	dim_38	dim_39	dim_40	dim_41	dim_42	dim_43	dim_44	dim_45	dim_46	dim_47	dim_48	dim_49	dim_50	dim_51	dim_52	dim_53	dim_54	dim_55	dim_56	dim_57	dim_58	dim_59	dim_60	dim_61	dim_62	dim_63
Diagnosis Age	0.17263095	0.14435622	-0.19779947	-0.05090567	0.19201869	0.21766339	0.15849136	0.020381477	0.15268402	0.1529598	-0.084633015	0.011514868	-0.18127146	-0.15873349	-0.23205356	-0.008770274	-0.1272999	-0.18975775	-0.04970968	-0.17211187	-0.15788181	-0.21878599	0.113097474	0.22464235	-0.18925832	0.07059386	0.3060673	-0.16243522	0.018398868	-0.11114692	-0.25027135	0.19705561	0.046375148	0.14553478	0.1407752	0.07261368	0.14652579	0.081802465	0.23128012	0.014767622	-0.10702978	-0.110605575	0.036607962	-0.16947252	-0.2619884	0.17222859	0.25651738	-0.14620858	-0.09960964	0.06438396	0.16340284	-0.29353732	0.12808558	-0.032687377	-0.057672407	-0.32035762	-0.14020035	-0.07856263	-0.19493413	0.09327032	-0.100393966	-0.2530242	-0.07232898	0.2849403
Aneuploidy Score	0.10942412	0.06795942	-0.13915744	-0.27535895	-0.006028762	0.0209194	-0.16598105	0.32621166	-0.10782572	-0.034931988	0.06877333	0.24121602	-0.10707028	-0.05254295	0.0585652	-0.037305206	-0.12652564	0.02371491	0.17492051	-0.094781876	0.41062397	-0.013862086	0.3068529	0.013025587	0.24881853	0.127231	0.12963629	-0.19395329	-0.07311055	-0.11454394	-0.21705979	-0.07549573	-0.089549236	-0.2519478	0.2348135	0.059469353	0.22528076	0.019733423	-0.117684536	0.030673327	-0.20321678	0.07750946	0.10845491	-0.14310132	0.01829807	0.047249213	0.0006526057	0.11691907	-0.040675048	0.06350506	0.27310684	-0.040278718	-0.07950444	-0.12479579	-0.13950223	0.23934682	-0.1541504	-0.003114498	0.21373473	-0.11406639	-0.23643401	-0.4247688	-0.037838753	0.18080491
Last Communication Contact from Initial Pathologic Diagnosis Date	-0.21253984	-0.17936192	-0.4392456	0.21790318	0.13858448	0.28380644	0.07664113	0.2526114	0.008065086	-0.1301175	0.09448518	-0.14270921	0.059460025	-0.29945168	-0.18086481	-0.13505174	-0.23097807	-0.053031586	-0.11214539	-0.07861234	-0.17510876	0.045399103	0.29677442	-0.17871341	0.20499386	-0.0861977	-0.010753083	-0.007698518	-0.09567473	-0.5046116	0.007623043	0.30395767	-0.25803486	-0.19539198	0.12717116	-0.36225456	-0.0045418115	0.21063289	0.20282549	0.070733316	0.052255545	-0.03122	0.2546518	-0.15336552	-0.35173038	0.029672204	-0.08564283	-0.30370575	-0.107365854	-0.21351548	0.084408216	-0.2821424	0.36963108	0.17138734	0.1154302	-0.19021335	0.28403807	0.118149735	-0.06790228	-0.28950363	-0.09518114	0.04558832	-0.16026253	0.0672809
Birth from Initial Pathologic Diagnosis Date	0.14602727	0.12847912	0.12553442	0.11142107	-0.16075158	0.19603741	-0.041998327	-0.10088119	-0.17229657	0.15315741	-0.0006269103	-0.012345434	0.1840994	-0.24266955	-0.07227474	0.09026721	0.030825406	-0.012269367	-0.16585447	-0.3321947	0.11842369	0.11223791	-0.2939327	0.19132091	-0.24833652	-0.10824369	0.07482562	0.19181149	0.07770938	-0.089732625	0.2742939	-0.010183902	0.2110475	0.0009954172	0.013590824	-0.15444934	0.08523448	-0.12406916	-0.10311075	-0.007255856	0.27331206	0.07938342	0.21164596	0.20401946	-0.28087777	0.09962278	-0.018754968	-0.18226154	0.1794544	-0.17189994	-0.035119865	-0.02338417	0.076739974	-0.23574564	0.07847018	0.20658225	-0.20336944	-0.084186144	0.28440934	0.3581293	0.066972636	-0.1998994	0.22185831	0.022143153
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	0.032498702	-0.23857957	0.08529753	-0.34974602	0.10653298	0.22529292	0.106333554	0.24440478	-0.01089311	-0.016193897	-0.15603107	-0.17612314	0.09313004	-0.4546089	0.03816057	0.0074993093	-0.0649966	-0.052568864	0.1715179	0.15772986	0.089254126	-0.06157226	-0.00016677436	-0.11845324	0.3256817	-0.15630773	0.026183218	0.121502586	0.20340545	-0.1575965	0.069007926	0.4233531	0.27434948	0.20569535	-0.153564	-0.02287639	-0.06491554	0.11472894	-0.06092769	-0.19219527	0.2541642	-0.37551498	-0.34778985	-0.21068881	-0.03602166	0.27510333	-0.09989656	-0.09839889	0.1586914	0.098833516	-0.0020419776	0.026764192	0.25532854	0.29786205	0.18324159	-0.060668703	-0.24025233	0.07628564	-0.08890919	-0.12477013	0.549029	-0.16495086	-0.045326915	0.06926881
Fraction Genome Altered	-0.27224863	0.3813002	0.10279102	0.12081207	0.3053974	0.26501885	0.081377186	-0.43031788	0.20859057	0.3297928	-0.4135114	-0.21369463	0.11413367	0.040689103	-0.35208622	0.06893994	-0.2603772	0.15092652	-0.1734008	0.090372294	0.099143215	0.024941351	0.11594546	0.29250437	0.22630683	0.12208242	-0.116383955	-0.28729227	0.19171052	-0.08608198	-0.3622879	-0.13653791	-0.25676444	-0.034787387	0.08170935	-0.2364763	0.19356902	0.010056131	0.21916655	0.11215528	-0.16179493	-0.041325808	-0.0033174336	0.20273127	-0.34046066	-0.4562798	0.2462603	-0.03001844	-0.20359118	-0.2913271	-0.114908785	-0.2407535	0.13211589	-0.15225527	0.2129459	-0.4238161	-0.13237438	-0.09453813	-0.3756254	-0.20309755	-0.080708586	0.051549394	0.22137173	0.0924706
Mutation Count	0.2256168	0.249945	-0.10328089	0.114945635	0.102735415	-0.29788297	0.24140783	-0.13503832	0.04788086	0.16591594	0.12097673	0.13831095	0.2381481	-0.22233014	0.26237613	0.2823805	0.14683515	0.008295339	-0.2998264	-0.07568944	-0.03261446	-0.085281946	0.10033394	0.053999405	-0.021274341	-0.06580313	0.16390042	0.10091317	0.1948969	0.27856	0.024952842	0.22122388	0.21837547	-0.029233264	-0.17918335	0.13455065	0.18106222	-0.0548325	0.17797047	-0.015638616	0.24284832	-0.3199938	-0.12196492	-0.20965761	0.050693385	-0.3749506	0.015119687	0.22111306	0.18935785	-0.054688256	-0.26733157	0.08432144	0.3733249	0.15690836	0.094923876	0.13430801	0.24815704	-0.17589158	0.122846425	0.11887019	-0.006879198	-0.121706426	0.12261077	0.12839788
cigarettes_per_day.exposures	-0.31548107	-0.21010773	0.10789666	-0.13973485	0.24555615	0.067047864	0.04557517	-0.3659596	-0.044164587	-0.19790415	-0.024673607	-0.25138223	0.053796533	-0.2549693	0.1455205	0.046651125	0.012971301	-0.20456511	-0.103310116	-0.16867234	-0.04069943	0.26141158	-0.19142812	-0.22045222	0.09980947	0.11868836	-0.1280839	-0.18202506	-0.19331072	-0.2421313	-0.35279796	0.07649415	-0.32936162	0.27406985	-0.024978941	0.08838394	-0.17114758	-0.26969436	0.11207834	-0.37588918	0.22915822	0.31214738	-0.12715459	-0.13141792	-0.1884035	-0.15615517	-0.24858518	0.047558405	0.08263707	-0.06529914	0.13594654	-0.48610902	0.38387588	0.046369452	0.2760748	-0.30112576	-0.12849317	0.3009064	0.11711454	-0.1623872	0.06210431	-0.26514772	0.14308444	0.07732027
pack_years_smoked.exposures	-0.012406282	-0.003030046	0.030598521	-0.18940374	0.073832475	0.118735366	-0.16083601	0.09004432	0.11546832	-0.23263119	0.24005792	-0.27708203	0.0015671487	-0.0011495451	-0.12331936	-0.17996818	0.17414653	0.10215045	-0.089727856	-0.38356215	-0.12950249	0.318222	0.16383234	0.09551033	0.36608213	-0.13313006	-0.1397439	0.017796952	0.14986387	-0.5718585	-0.32541186	-0.38908687	-0.022311306	0.3178553	-0.14908819	-0.048294295	0.012160492	-0.043664895	0.124283664	-0.48892033	0.46245906	-0.07281917	0.06474515	0.13157666	-0.027023282	0.19109969	-0.15961076	-0.035809554	-0.13131043	0.042993367	-0.120375805	-0.19858433	0.4659369	0.13287602	0.10584167	-0.47588056	0.10837279	-0.079672694	-0.2080401	-0.15889478	0.13802207	-0.007818545	0.0050592404	-0.26373705
years_smoked.exposures	-0.0881291	0.28745383	-0.17631897	0.29765472	0.36306658	-0.54646033	0.064556815	0.1118773	-0.38546237	0.12780252	-0.060114924	0.17593652	0.021610925	-0.087676734	0.121948816	-0.09895871	0.027875857	-0.39500454	0.050935403	-0.006019501	0.36594537	0.060358036	-0.19629796	0.04373925	0.46219224	0.08664017	0.060426384	0.15732099	0.09585862	-0.054085895	-0.0376384	0.13641831	-0.2951735	-0.08699766	-0.26509395	-0.20359887	-0.17096505	-0.015582815	-0.29544586	0.08116343	0.3448476	-0.19750308	0.3709495	-0.1461451	-0.34041443	0.119795784	0.021375932	-0.03871781	-0.106745966	0.028440356	0.13522492	0.09819241	-0.21206719	-0.14601515	0.13302754	-0.558405	-0.3201447	0.02367721	0.11801514	0.083997495	-0.082006246	-0.27823272	0.027124116	-0.51226074
