	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
TCGA-05-4244-01	0.11824463	-0.2001588	0.22791663	-0.12317623	0.22443835	-0.026959207	-0.19355656	-0.18352865	0.118127696	0.19957654	-0.19338627	0.2210266	-0.1656202	-0.24907461	0.1437207	-0.0067706974	0.012413932	0.19857508	-0.1171608	0.21536253	-0.110360704	-0.07925964	0.05152705	0.09281234	0.16905378	0.21298946	-0.07426254	-0.15820903	-0.10908816	-0.11826383	0.25776383	-0.4244318
TCGA-05-4249-01	0.056134656	-0.17344284	0.27390364	-0.0073611266	0.23498026	0.15941164	-0.18349028	-0.066474736	0.056653243	0.15013349	-0.16681035	0.2791621	-0.14766186	-0.26078722	0.24222621	0.035940092	0.13536057	0.25604913	-0.1681385	0.22793676	-0.13730586	-0.0047159027	0.07895708	-0.045416024	0.23729385	0.20387475	0.08034536	-0.16281416	-0.1057669	0.0031664255	0.14510551	-0.3705631
TCGA-05-4250-01	0.04590757	-0.16116683	0.13921995	0.004343712	0.24791066	0.01691369	-0.1592761	-0.11816934	0.023192974	-0.00960307	-0.1688666	0.19715309	-0.24359141	-0.3420636	-0.11698042	0.1500655	0.03210398	0.20564386	-0.21424371	0.13417919	-0.21091941	-0.13406934	-0.27579775	0.12381772	0.10573926	-0.019589912	0.035265826	-0.22700469	-0.20966728	-0.08511221	0.25732902	-0.35781425
TCGA-05-4382-01	0.12961884	-0.14369716	0.3540798	-0.0407902	0.26523703	0.1467237	-0.20232177	-0.014346479	0.05198458	0.105923034	-0.16443376	0.29244685	-0.08208791	-0.23333889	0.29388905	-0.00317924	0.15792817	0.32627255	-0.18024215	0.29808667	-0.097165346	0.0401064	-0.062218007	-0.09732802	0.14397044	0.24783331	0.03148991	-0.1998886	-0.09337359	0.084466256	0.10045673	0.04765712
TCGA-05-4384-01	0.039089147	-0.16156864	-0.11451795	-0.26422882	0.21609479	-0.27295172	-0.12407947	-0.20085622	0.11718616	0.033461735	-0.1757358	-0.0065629794	-0.15007786	-0.17190103	-0.18263948	0.032333322	-0.15956366	-0.041563194	-0.076108895	0.01283954	-0.15865894	-0.2276066	-0.27965754	0.19043218	-0.21494357	-0.022384848	-0.12593673	-0.12800601	-0.16696768	-0.15373026	0.29754543	-0.36967003
TCGA-05-4389-01	-0.118683584	-0.17926976	0.29290947	-0.108253404	0.27294996	0.08847482	-0.20291126	0.013636514	0.082780235	-0.04644334	-0.23757526	0.26386318	-0.05675194	-0.31285766	0.29138666	0.21103224	0.13006456	0.28338763	-0.22107638	0.1553449	-0.1935924	0.035046868	0.07659467	-0.07715358	-0.022860544	0.14902164	-0.039750393	-0.22314706	-0.1308953	0.16386072	0.1282409	-0.10800128
TCGA-05-4390-01	0.06974956	-0.13545322	0.35132232	-0.015514507	0.19553813	0.29955974	-0.19370526	-0.01537901	-0.03859168	-0.0730723	-0.09906431	0.16014074	-0.060679726	-0.23502058	0.21929456	0.13253066	0.18765858	0.26472923	-0.17337272	0.15584692	-0.0988382	0.08501283	0.05218392	-0.16249332	0.36620373	0.24014604	0.036473483	-0.12679748	-0.044428207	0.1737249	0.01380437	0.2706215
TCGA-05-4395-01	-0.12808983	-0.1546725	0.298576	0.166709	0.17156781	0.040103633	-0.11701986	0.020845663	0.0137451645	-0.14132284	-0.12192452	0.15405771	-0.21913762	-0.3333225	-0.06525287	0.22722422	0.055779204	0.2821074	-0.26380432	-0.0022441656	-0.23277037	-0.11242826	-0.3435745	0.026292315	0.1004289	-0.18922515	0.22079305	-0.16707747	-0.15918185	0.07533782	0.11214632	-0.14065896
TCGA-05-4396-01	0.03983017	-0.2878027	0.1417365	0.18155283	0.13995466	0.022868307	-0.13309333	-0.35205293	0.08678023	-0.01254173	-0.06394332	0.113265805	-0.16998336	-0.17800029	-0.23475012	0.1789266	0.14225063	0.06463436	-0.13488828	0.11400715	-0.11514706	-0.20772304	-0.0024078307	0.32272676	0.27647066	0.014789937	-0.067066655	-0.10789277	-0.10242564	-0.09407173	0.2558003	-0.3670438
TCGA-05-4397-01	0.100276835	-0.19624288	0.10889365	-0.14737757	0.26770398	-0.16037075	-0.20117304	-0.13624331	0.13835695	-0.034961138	-0.18482347	0.13333754	-0.010462263	-0.21000645	-0.027015176	0.008931765	0.016560119	0.18061276	-0.2020042	0.2269844	-0.10270647	-0.07552375	-0.27538285	0.11803489	-0.2629811	0.109382935	-0.23388135	-0.28668693	-0.18423887	0.06543271	0.23943856	0.3151189
TCGA-05-4398-01	-0.06497585	-0.13676375	0.2930503	0.33255386	0.121991605	0.24577408	-0.118538775	-0.051494416	0.0067368345	-0.13271794	-0.066235796	0.17026268	-0.15878384	-0.2654903	-0.0023838286	0.30427796	0.18898962	0.2531205	-0.15780489	0.03279272	-0.16560651	0.00323067	-0.03033928	0.052813787	0.3698466	-0.016779834	0.15922774	-0.10518859	-0.07718337	-0.005152156	0.082263745	-0.32579336
