Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-97-8171-01,7.4871435,4.598149,5.6740036,4.4402013,5.469944,4.6230645,4.68995,5.6100135,6.376594,5.7857976,5.462817,3.8093066,0.8793414,3.035054,4.319028,4.526964
TCGA-55-8092-01,2.208585,4.887495,4.6027594,2.7472446,3.7873516,5.9209075,4.529943,2.5999706,5.627832,5.3044143,4.2356253,4.564361,1.5793573,5.5808783,5.3996496,3.6009073
TCGA-55-6979-01,2.4225392,5.124926,4.662448,3.204004,3.9388325,5.939043,4.3948517,2.3319821,5.912147,5.388957,4.2551684,4.4585767,1.4084575,5.4297304,5.1834116,3.7800024
TCGA-53-A4EZ-01,2.1926546,4.742983,4.571104,2.785522,3.6910396,5.886964,4.1418433,2.3458858,5.7467117,5.3847175,3.8819726,4.645492,1.4086298,5.9023876,5.482019,3.5923984
TCGA-55-6986-01,7.5926337,4.5140905,5.241325,4.1335626,5.466635,5.1256785,5.178963,5.291891,6.3311286,5.8123,5.1641164,3.8472395,0.99762255,3.435834,4.478202,4.4192367
TCGA-55-8207-01,3.0776334,4.5030107,4.851871,3.0575953,3.9431107,5.6270323,4.3074565,2.9167502,5.8059893,5.3623233,3.9465435,4.5076427,1.3098842,5.4594846,5.510145,3.5923584
TCGA-05-5425-01,2.7313278,4.969985,4.6176057,3.1671157,3.99048,5.962607,4.3877087,2.4449875,5.859126,5.446464,4.3115864,4.4841557,1.401137,5.415655,5.1987076,3.8506083
TCGA-55-7724-01,4.5508413,3.8656619,5.0332355,3.356821,4.225357,5.717917,4.311663,3.026383,6.2252774,5.566534,3.8802655,3.7881033,0.7626841,5.8411164,5.603538,3.8077135
TCGA-91-6847-01,7.0692663,4.4859443,5.667893,4.5172653,5.2417226,4.8026304,4.494574,5.5009007,6.5097103,5.8689065,5.325515,3.7026904,0.95134026,3.2169528,4.640468,4.3300247
TCGA-75-6206-01,6.9399242,4.5000625,5.5604186,4.530172,5.270378,4.830669,4.74508,5.2385063,6.4618344,5.5673304,5.1498394,3.7895539,0.9766165,3.4049187,4.602399,4.4514413
