Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
TCGA-55-6982-01,2.3479612,3.2991786,6.924181,3.995722,6.5712085,7.8509865,5.305604,3.1521251,0.70972604,9.601242,6.414408,3.338326,2.5626113,2.6594353,3.554511,4.553239,3.5515704,4.105343,3.0387638,3.144592,8.073417,7.763087,6.8355913,6.4002266,3.8862407,5.2134356,1.1367296,5.237778,3.067002,5.6211996,4.6471057,7.052852,5.575174,5.741332,5.1176805,1.5620923,3.4541974,3.9137008,3.877783,3.9435523,6.2116795,5.558253,6.09332,8.149155,5.6930523,5.581521,7.296554,6.5046134,7.7775955,4.760235,5.572852,0.69271094,3.8349776,0.5535277,6.4822307,4.5542326,5.7883554,4.090294,4.3247743,10.369011,1.8323274,4.3374586,4.016952,3.8161285
TCGA-78-8662-01,2.0826309,3.5704157,6.9575434,4.1422215,6.4063373,8.37724,5.2257495,3.5452695,0.6791222,9.547581,6.3268113,3.7546005,2.9436128,2.6718435,3.5879965,4.232841,3.789924,4.493778,3.3315036,2.9930143,7.7655883,7.3957186,6.889705,6.4186964,4.10313,4.674985,1.1753699,5.236216,3.5298233,5.5552716,4.976033,7.032881,5.6520195,5.4157586,4.949381,1.8826728,3.3819466,4.2428975,3.9728196,3.7215717,6.4794016,4.964021,6.2978315,8.475233,5.7023244,5.811571,7.367394,6.076454,7.582565,5.2785325,5.37586,0.52509844,4.209477,1.0916445,6.349151,4.7850766,6.0979385,4.0928416,4.378796,10.130375,2.149595,4.534611,3.9695957,3.905747
TCGA-17-Z042-01,2.234562,3.417985,6.968754,4.086846,6.4081373,7.780614,5.095745,3.2911747,0.7286091,9.4586935,6.7105703,3.6150675,2.499472,2.8463004,3.6329396,4.429522,3.805894,3.89847,3.3824897,2.9999106,7.6703434,7.719712,6.696287,6.382332,4.0381885,5.114951,0.9933964,5.0417204,2.8840322,5.448927,4.6274643,6.9463215,5.5374904,5.7396793,4.9494314,1.4698951,3.5416427,3.7666392,3.943575,4.180217,6.168926,5.4945245,6.3322463,8.40757,5.666561,5.6360493,7.219382,6.365793,7.502238,4.788546,5.0711417,0.7698078,3.642132,0.4299134,6.55106,4.8238473,5.4009075,4.325466,4.2075405,10.257084,2.1912746,4.2562103,3.9947844,3.948077
TCGA-78-7158-01,2.3409543,3.1880887,6.7074604,3.7898126,6.372515,7.7515798,5.339946,3.2439857,0.99420553,9.143976,6.957347,3.9439583,2.3193202,3.1703708,3.693833,4.6329765,3.881776,4.1826663,2.2019,3.2061932,7.7467656,7.1069794,6.838913,6.168034,3.776675,5.0197387,1.452428,5.1020947,3.289976,5.746758,4.929969,7.36048,5.257899,5.877368,5.2346563,2.1040614,3.4157474,3.5213974,3.8609374,4.0239635,5.9938498,5.0077457,6.387642,8.490336,6.175793,5.4772353,7.5408278,5.9538794,8.035303,4.1711426,5.562442,0.7769768,3.6899025,0.5510554,6.5418916,4.7005672,6.09968,4.1514053,4.7861714,10.094759,2.3486924,4.3897386,4.081276,4.223811
TCGA-64-1677-01,2.249922,3.359978,6.8613462,4.0014334,6.476551,7.8285947,5.176894,3.216501,0.77150464,9.492378,6.605641,3.570233,2.5875728,2.6103892,3.6108174,4.455428,3.686753,4.092479,3.2412207,3.1041806,7.7987084,7.6253057,6.7859154,6.447565,3.9850059,5.0847583,1.1958612,5.157009,3.0277643,5.5590105,4.688817,6.9781895,5.5242434,5.724056,4.9378924,1.4324135,3.515622,3.9062886,3.9345052,4.009141,6.183509,5.5995665,6.2606235,8.410298,5.715387,5.6289783,7.206219,6.331658,7.589989,4.7446923,5.3623433,0.7118352,3.7770834,0.57540184,6.538313,4.713771,5.571265,4.1672416,4.322931,10.212615,2.0440876,4.3266025,3.988691,4.002596
TCGA-44-7671-01,2.235946,3.4409592,7.0367074,4.2370057,6.2825294,7.8660183,5.082419,3.2708604,0.60586417,9.390001,6.819211,3.9491572,2.7247512,2.7977624,3.7807488,4.4401813,3.9516284,3.9802506,3.089642,3.0026004,7.46269,7.4727993,6.6835628,6.3453717,4.0876822,4.961319,1.2390305,5.167029,2.9595745,5.530725,4.7503285,7.1406956,5.4651246,5.9751906,5.1166196,1.5411785,3.5296693,3.8284597,3.97181,4.1123676,6.142202,5.1920733,6.468144,8.547333,5.8712387,5.7273574,7.310572,6.0892825,7.573407,4.605755,5.1559176,0.64635,3.6053627,0.527243,6.478951,4.8488913,5.798499,4.1610484,4.1772428,10.239423,2.1693428,4.490293,3.917826,4.0708256
TCGA-95-8039-01,2.2918494,3.2851787,6.8848433,4.0571337,6.319706,7.792842,5.1904407,3.2287345,0.7482065,9.234422,6.966774,3.956264,2.4798102,3.1079834,3.7563457,4.534066,3.9923284,4.006643,2.4649522,3.0336785,7.582413,7.3239694,6.7400403,6.338876,3.9585998,4.9910784,1.2872238,5.1680365,3.2010713,5.6123886,4.821514,7.2653084,5.2458944,5.9380717,5.1418433,1.974301,3.452769,3.6108587,3.9107935,4.1214523,6.043613,5.025055,6.4700646,8.477644,6.042337,5.5654964,7.4412737,6.0536714,7.791411,4.281314,5.2699375,0.7081536,3.5148833,0.41346318,6.577638,4.795622,5.9307156,4.210594,4.4339643,10.171539,2.281627,4.4049106,4.0122848,4.142497
TCGA-73-4666-01,2.1067038,3.5363426,6.861346,4.0918517,6.498389,8.152723,5.124554,3.3565629,0.65967137,9.465124,6.373702,3.6934435,2.7708027,2.7358775,3.6258483,4.344516,3.7039413,4.4088283,3.33097,3.1005464,7.800536,7.4515533,6.902683,6.372659,4.05211,4.73218,1.2089909,5.1985903,3.4073434,5.58563,4.9203296,6.9909406,5.6892385,5.410677,4.872672,1.8133389,3.4192772,4.110719,4.0616226,3.8053572,6.3488984,5.2533083,6.324348,8.540313,5.686435,5.742016,7.2751527,6.3371634,7.6307626,4.976281,5.3870263,0.654174,4.0596714,0.954605,6.4393554,4.752856,5.9240403,4.0967636,4.3667746,10.095066,2.1725829,4.443178,4.0265512,3.8783486
TCGA-17-Z058-01,2.241657,3.3488953,6.8977613,3.994552,6.3917637,7.77689,5.1771092,3.1463356,0.75244683,9.417532,6.836497,3.6118615,2.4661195,2.8706574,3.633978,4.429144,3.7989557,3.8837657,3.1427522,3.0530612,7.7756486,7.6844244,6.7525063,6.5087247,4.0851755,5.1801157,1.2083472,5.061333,2.9326472,5.572794,4.736654,6.998751,5.4029264,5.789844,5.0133367,1.7530892,3.5668428,3.6917856,3.9476874,4.2075677,6.103661,5.4478207,6.253137,8.302145,5.8082137,5.5443125,7.30198,6.3022327,7.5368104,4.642191,5.2269773,0.7431381,3.6207225,0.3160859,6.55066,4.751011,5.3442087,4.377176,4.296798,10.26979,2.114067,4.219817,3.9752345,3.8871458
TCGA-MP-A4TD-01,2.2868962,3.2797623,6.7670093,3.9125767,6.5381503,7.8723874,5.2484097,3.1078982,0.85271,9.481376,6.6396346,3.5104656,2.5285742,2.5763302,3.6396656,4.50544,3.6719851,4.2012615,3.0464466,3.2059677,7.909724,7.581048,6.881972,6.5163436,3.9558017,5.072675,1.3818223,5.202028,3.125622,5.7021327,4.805944,7.0503182,5.4327097,5.7987785,4.9464736,1.4147713,3.455136,3.8904727,3.913538,3.9754672,6.1417522,5.619617,6.2209187,8.362202,5.859255,5.5282774,7.3291087,6.3253303,7.720028,4.5636673,5.462585,0.7122334,3.7953053,0.448207,6.5097737,4.587136,5.6006913,4.132608,4.4186945,10.199209,1.8558123,4.3268476,3.987356,3.958114
