run,na_ratio,epoch,mae_cont,nmae_cont,acc_cat,dataset
0,0.01,100,398.8085207279791,0.07974476902866359,0.6336336336336337,TCGA_LUAD
0,0.01,500,311.32062691354776,0.07921628773577968,0.6366366366366366,TCGA_LUAD
0,0.01,1000,364.08491750754325,0.07418893819018275,0.6606606606606606,TCGA_LUAD
0,0.01,1500,421.0211274848352,0.08135471314400991,0.6726726726726727,TCGA_LUAD
0,0.01,2000,280.8629123347377,0.06885543171071205,0.6786786786786787,TCGA_LUAD
1,0.01,100,256.69164244903493,0.07560010116405716,0.6081504702194357,TCGA_LUAD
1,0.01,500,239.04359842652084,0.08640145630494166,0.6332288401253918,TCGA_LUAD
1,0.01,1000,330.97570076796654,0.0766262501389786,0.6677115987460815,TCGA_LUAD
1,0.01,1500,306.25106548571733,0.06979277446386391,0.6802507836990596,TCGA_LUAD
1,0.01,2000,252.82464720976182,0.08265386259409957,0.670846394984326,TCGA_LUAD
2,0.01,100,312.5131337416287,0.10079872255890862,0.653250773993808,TCGA_LUAD
2,0.01,500,345.3187527936821,0.09291200706351731,0.6408668730650154,TCGA_LUAD
2,0.01,1000,424.79147282380075,0.10601437305600481,0.6687306501547987,TCGA_LUAD
2,0.01,1500,223.9667065667611,0.08600880463969805,0.6749226006191951,TCGA_LUAD
2,0.01,2000,371.5285920768135,0.09102911209198525,0.6718266253869969,TCGA_LUAD
3,0.01,100,20.800001648868577,0.06681845858302478,0.5701492537313433,TCGA_LUAD
3,0.01,500,15.687085839331163,0.0711849605131324,0.6059701492537314,TCGA_LUAD
3,0.01,1000,21.33371180087664,0.07063075825642096,0.6477611940298508,TCGA_LUAD
3,0.01,1500,28.110194412311404,0.0654800505480706,0.6537313432835821,TCGA_LUAD
3,0.01,2000,27.955535068975312,0.06850843614642604,0.6388059701492538,TCGA_LUAD
4,0.01,100,470.7276935213503,0.06982635650258347,0.56,TCGA_LUAD
4,0.01,500,631.6825052226002,0.08011833333986391,0.6307692307692307,TCGA_LUAD
4,0.01,1000,675.5518653778906,0.0760855092960672,0.68,TCGA_LUAD
4,0.01,1500,550.815653527334,0.08379156252083637,0.6646153846153846,TCGA_LUAD
4,0.01,2000,504.46657946177226,0.0741701526959905,0.6738461538461539,TCGA_LUAD
5,0.01,100,452.2949319870788,0.08364498627427429,0.5700934579439252,TCGA_LUAD
5,0.01,500,624.1178909280892,0.08580613227367152,0.6012461059190031,TCGA_LUAD
5,0.01,1000,454.4021174008399,0.059986438727333787,0.6448598130841121,TCGA_LUAD
5,0.01,1500,459.7244280120309,0.09520357016933828,0.6573208722741433,TCGA_LUAD
