run,na_ratio,epoch,mae_cont,acc_cat,dataset
8,0.5,1000,312.03244982265204,0.6577218990429724,TCGA_LUAD
9,0.5,100,289.4117334531764,0.6102950329889207,TCGA_LUAD
3,0.1,400,302.5070640488925,0.640473963205488,TCGA_LUAD
7,0.01,700,394.2566250366131,0.6583850931677019,TCGA_LUAD
6,0.5,100,327.13437578566146,0.6236525444973677,TCGA_LUAD
9,0.01,1000,158.31879750992607,0.6761006289308176,TCGA_LUAD
9,0.5,1000,324.2328124029348,0.6529939001618325,TCGA_LUAD
6,0.25,700,305.89613559100695,0.6354244461040578,TCGA_LUAD
6,0.05,700,200.16695084251393,0.663125,TCGA_LUAD
4,0.01,100,558.8840980334766,0.5815384615384616,TCGA_LUAD
8,0.05,700,236.82097528619943,0.6541307028360049,TCGA_LUAD
4,0.05,1000,358.21148728759533,0.6541307028360049,TCGA_LUAD
0,0.25,1000,303.9433648737752,0.6667081983553451,TCGA_LUAD
6,0.1,1000,372.24906100409345,0.66729205753596,TCGA_LUAD
4,0.25,700,250.09910035157102,0.6642563271412542,TCGA_LUAD
7,0.25,100,324.3988134714859,0.6013994751968011,TCGA_LUAD
7,0.05,100,251.54488438273282,0.5786481364497789,TCGA_LUAD
2,0.1,400,363.25914010614963,0.6360512339893784,TCGA_LUAD
8,0.25,100,287.8810405776412,0.6286571642910728,TCGA_LUAD
1,0.5,700,305.99642892783146,0.6354577928181989,TCGA_LUAD
7,0.1,1000,264.02115777730563,0.6675968992248063,TCGA_LUAD
2,0.05,400,279.8904609485174,0.5923409512044472,TCGA_LUAD
9,0.25,1000,297.25376945842766,0.6830085639816309,TCGA_LUAD
2,0.5,100,320.3560905591717,0.6285019030386223,TCGA_LUAD
5,0.01,1000,627.8264335591234,0.6853582554517134,TCGA_LUAD
3,0.5,700,298.1444530568653,0.6573156287014525,TCGA_LUAD
8,0.5,700,297.69465073516585,0.65428160380309,TCGA_LUAD
5,0.5,400,298.4263874029543,0.63473239786415,TCGA_LUAD
5,0.1,700,232.48986672950332,0.6771286513362337,TCGA_LUAD
8,0.1,100,300.6563641449923,0.5924657534246576,TCGA_LUAD
3,0.01,700,43.093673812971645,0.6388059701492538,TCGA_LUAD
4,0.5,400,316.67664267912613,0.638944099378882,TCGA_LUAD
1,0.01,400,190.00386665891003,0.670846394984326,TCGA_LUAD
1,0.25,700,299.135237234459,0.6508653122648608,TCGA_LUAD
8,0.05,100,237.98700101778223,0.6208384710234278,TCGA_LUAD
7,0.5,400,297.7534997834305,0.6456835656685629,TCGA_LUAD
0,0.01,1000,444.5989967759326,0.6936936936936937,TCGA_LUAD
2,0.5,400,307.4541407194629,0.6558307855493855,TCGA_LUAD
0,0.05,100,469.23633499840355,0.6454207920792079,TCGA_LUAD
3,0.05,100,326.6736670162337,0.6339787632729544,TCGA_LUAD
6,0.05,400,191.0413443525772,0.638125,TCGA_LUAD
8,0.1,400,300.00344490926216,0.6385429638854296,TCGA_LUAD
9,0.5,700,302.96968287239986,0.6509398730237769,TCGA_LUAD
7,0.05,700,253.4953056114879,0.5786481364497789,TCGA_LUAD
8,0.01,400,387.96061959190246,0.6697530864197531,TCGA_LUAD
9,0.05,100,296.53250707593673,0.6440251572327044,TCGA_LUAD
6,0.1,400,353.5974822166278,0.6616635397123202,TCGA_LUAD
5,0.5,700,295.8506443933819,0.6451632931826649,TCGA_LUAD
3,0.1,1000,313.19061882331107,0.6750857499220455,TCGA_LUAD
5,0.05,700,315.4779604839201,0.6738035264483627,TCGA_LUAD
6,0.25,1000,298.55021110372223,0.6513567338810057,TCGA_LUAD
4,0.1,400,393.1874805787162,0.6611698817672682,TCGA_LUAD
3,0.25,400,276.60485760417566,0.6414719045251119,TCGA_LUAD
4,0.25,1000,256.27607924551165,0.6741054731330258,TCGA_LUAD
0,0.1,100,273.91680921738407,0.6142544545170365,TCGA_LUAD
9,0.05,400,301.50327192457166,0.6616352201257861,TCGA_LUAD
0,0.05,700,456.5389022815531,0.6571782178217822,TCGA_LUAD
5,0.01,700,510.57265412823716,0.6043613707165109,TCGA_LUAD
6,0.05,1000,190.8302863312112,0.66625,TCGA_LUAD
9,0.25,100,303.9483318156829,0.6349757974432171,TCGA_LUAD
