run,na_ratio,epoch,mae_cont,acc_cat,dataset
8,0.5,1000,15.898830379643492,0.8677212287941312,MIMIC
9,0.5,100,15.240934460912701,0.8752306273062731,MIMIC
3,0.1,400,14.839227898046811,0.8694196428571429,MIMIC
7,0.01,700,14.905733326885466,0.8604651162790697,MIMIC
6,0.5,100,15.131046010364035,0.8648405927256398,MIMIC
9,0.01,1000,18.922184421035727,0.85,MIMIC
9,0.5,1000,15.213694954675718,0.8752306273062731,MIMIC
6,0.25,700,16.564451575808267,0.8707987778262767,MIMIC
6,0.05,700,14.324334462591995,0.8738938053097345,MIMIC
4,0.01,100,21.008323493754293,0.8854166666666666,MIMIC
8,0.05,700,14.514971813281848,0.8827433628318584,MIMIC
4,0.05,1000,15.105950890031268,0.8946188340807175,MIMIC
0,0.25,1000,16.246401567527247,0.8656235618959963,MIMIC
6,0.1,1000,17.558063964659933,0.8666666666666667,MIMIC
4,0.25,700,15.477449529418635,0.8670747704416266,MIMIC
7,0.25,100,14.303136875226304,0.8685258964143426,MIMIC
7,0.05,100,14.567963418237197,0.8799076212471132,MIMIC
2,0.1,400,16.47380258557285,0.8603104212860311,MIMIC
8,0.25,100,15.704419967868128,0.8763297872340425,MIMIC
1,0.5,700,16.464944723996975,0.8595078299776286,MIMIC
7,0.1,1000,15.706600419309709,0.8728070175438597,MIMIC
2,0.05,400,13.290765406061155,0.8619153674832962,MIMIC
9,0.25,1000,15.871249931520056,0.868409193330329,MIMIC
2,0.5,100,15.504732253918093,0.8656818181818182,MIMIC
5,0.01,1000,11.786023948020112,0.8666666666666667,MIMIC
3,0.5,700,15.99000978072658,0.8715909090909091,MIMIC
8,0.5,700,15.762014384623038,0.8665749656121046,MIMIC
5,0.5,400,15.731268191299339,0.8710397144132084,MIMIC
5,0.1,700,15.196789710888629,0.8449197860962567,MIMIC
8,0.1,100,14.666674718165623,0.8630751964085297,MIMIC
3,0.01,700,14.151200825221908,0.9385964912280702,MIMIC
4,0.5,400,15.792672475517604,0.8677573278800272,MIMIC
1,0.01,400,18.561493529951736,0.803921568627451,MIMIC
1,0.25,700,15.190782884151815,0.8637770897832817,MIMIC
8,0.05,100,14.48538413909231,0.8827433628318584,MIMIC
7,0.5,400,15.998687386081855,0.8663773412517131,MIMIC
0,0.01,1000,15.881647339432861,0.7865168539325843,MIMIC
2,0.5,400,15.428176118460836,0.8656818181818182,MIMIC
0,0.05,100,15.199558741793895,0.8604651162790697,MIMIC
3,0.05,100,15.373509077802325,0.8810126582278481,MIMIC
6,0.05,400,14.324334462591995,0.8738938053097345,MIMIC
8,0.1,400,14.668468971563549,0.8630751964085297,MIMIC
9,0.5,700,15.189101373954411,0.8752306273062731,MIMIC
7,0.05,700,14.568025752250726,0.8799076212471132,MIMIC
8,0.01,400,13.115112674426129,0.8846153846153846,MIMIC
9,0.05,100,14.284100059640034,0.8643326039387309,MIMIC
6,0.1,400,17.535095890303666,0.8666666666666667,MIMIC
5,0.5,700,15.923650337637612,0.8737170905845605,MIMIC
3,0.1,1000,14.845898714297542,0.8694196428571429,MIMIC
5,0.05,700,15.910911386127436,0.8744186046511628,MIMIC
6,0.25,1000,16.594838905345554,0.8707987778262767,MIMIC
4,0.1,400,16.947793803485347,0.8623024830699775,MIMIC
3,0.25,400,16.287981697265383,0.8659142212189617,MIMIC
4,0.25,1000,15.498543296897846,0.8670747704416266,MIMIC
0,0.1,100,15.5408970373419,0.8518099547511312,MIMIC
9,0.05,400,14.284100059640034,0.8643326039387309,MIMIC
0,0.05,700,15.090856331994324,0.8604651162790697,MIMIC
5,0.01,700,11.83989102902322,0.8666666666666667,MIMIC
6,0.05,1000,14.324991792556583,0.8738938053097345,MIMIC
9,0.25,100,15.84910815570153,0.868409193330329,MIMIC
7,0.1,400,15.679014520751243,0.8596491228070176,MIMIC
0,0.01,700,15.874743463820183,0.7865168539325843,MIMIC
3,0.05,700,15.252768675405157,0.8810126582278481,MIMIC
9,0.01,100,19.32962967745712,0.85,MIMIC
3,0.01,100,14.151507277579796,0.9385964912280702,MIMIC
3,0.05,400,15.251253192827983,0.8810126582278481,MIMIC
3,0.5,400,15.90133340633616,0.8715909090909091,MIMIC
1,0.25,1000,15.163000669483983,0.8637770897832817,MIMIC
1,0.5,100,16.581143657245846,0.8595078299776286,MIMIC
2,0.25,400,16.101875280485658,0.8614958448753463,MIMIC
1,0.5,1000,16.54514012936292,0.8563758389261745,MIMIC
5,0.25,400,15.271451186421798,0.8685295464956482,MIMIC
2,0.05,1000,13.308057222068756,0.8619153674832962,MIMIC
2,0.1,100,16.464332610180826,0.8603104212860311,MIMIC
0,0.01,400,15.874743463820183,0.7865168539325843,MIMIC
3,0.1,700,14.841796946591124,0.8694196428571429,MIMIC
2,0.25,1000,16.149895315078943,0.8614958448753463,MIMIC
7,0.1,700,15.679462222015513,0.8596491228070176,MIMIC
1,0.25,400,15.186086199955275,0.8637770897832817,MIMIC
1,0.1,1000,17.119339749938653,0.8877314814814815,MIMIC
4,0.5,1000,15.720425754351206,0.8652578959327426,MIMIC
0,0.5,400,16.34861151423083,0.8680571299025165,MIMIC
5,0.25,700,15.187514911699823,0.8653229500687127,MIMIC
8,0.01,1000,13.186500500436352,0.8846153846153846,MIMIC
0,0.5,700,16.38056712295957,0.8680571299025165,MIMIC
9,0.1,1000,14.959127618419116,0.8876404494382022,MIMIC
2,0.01,700,15.261069659143095,0.8488372093023255,MIMIC
2,0.1,700,16.449494817231926,0.8603104212860311,MIMIC
4,0.1,700,16.90818571041713,0.8623024830699775,MIMIC
2,0.01,1000,15.259201048618893,0.8488372093023255,MIMIC
4,0.5,700,15.831594144566393,0.8677573278800272,MIMIC
2,0.01,100,15.259201048618893,0.8488372093023255,MIMIC
4,0.25,100,15.46541154990358,0.8670747704416266,MIMIC
5,0.25,100,15.27353905188579,0.8685295464956482,MIMIC
2,0.25,700,16.108947644379057,0.8614958448753463,MIMIC
1,0.05,100,15.019096942332501,0.8811659192825112,MIMIC
6,0.01,700,17.153608313764412,0.8589743589743589,MIMIC
2,0.5,1000,15.522350109235392,0.8715909090909091,MIMIC
2,0.1,1000,16.51989947553145,0.8713968957871396,MIMIC
7,0.25,400,14.364952821094953,0.8685258964143426,MIMIC
8,0.01,100,13.115112674426129,0.8846153846153846,MIMIC
0,0.25,400,16.229574776149242,0.8656235618959963,MIMIC
7,0.01,100,14.90444030304438,0.8604651162790697,MIMIC
7,0.5,1000,16.077515138018956,0.8652352672453175,MIMIC
0,0.5,100,16.406114547659673,0.8680571299025165,MIMIC
4,0.01,400,21.012288634411107,0.8854166666666666,MIMIC
5,0.1,1000,15.187290186083962,0.8449197860962567,MIMIC
1,0.1,400,17.01096625336039,0.8703703703703703,MIMIC
0,0.1,1000,15.657811508839949,0.8529411764705882,MIMIC
5,0.5,100,15.862425878823071,0.8710397144132084,MIMIC
8,0.01,700,13.113551477494802,0.8846153846153846,MIMIC
8,0.05,1000,14.480263743533968,0.8938053097345132,MIMIC
6,0.05,100,14.321227898052612,0.8738938053097345,MIMIC
5,0.05,400,15.911298430068257,0.8744186046511628,MIMIC
3,0.1,100,14.747149852989937,0.8694196428571429,MIMIC
8,0.05,400,14.485189343180323,0.8827433628318584,MIMIC
2,0.25,100,16.10195211925789,0.8614958448753463,MIMIC
9,0.1,100,15.089593110790709,0.8876404494382022,MIMIC
6,0.01,100,17.153608313764412,0.8589743589743589,MIMIC
3,0.01,1000,14.336935062389133,0.9385964912280702,MIMIC
6,0.5,400,15.09425419728913,0.8648405927256398,MIMIC
7,0.25,1000,14.356292890680923,0.8756086764054891,MIMIC
7,0.05,1000,14.572330439418346,0.8799076212471132,MIMIC
4,0.01,1000,21.00863620855253,0.8854166666666666,MIMIC
4,0.05,700,15.140015283368017,0.8946188340807175,MIMIC
6,0.5,1000,15.117681056737899,0.8648405927256398,MIMIC
4,0.1,100,17.024864391454912,0.8623024830699775,MIMIC
4,0.1,1000,16.91896026232195,0.8623024830699775,MIMIC
7,0.5,700,16.019220165102094,0.8663773412517131,MIMIC
9,0.05,700,14.284100059640034,0.8643326039387309,MIMIC
6,0.25,400,16.564451575808267,0.8707987778262767,MIMIC
0,0.01,100,15.874743463820183,0.7865168539325843,MIMIC
3,0.25,100,16.288188125116935,0.8659142212189617,MIMIC
0,0.05,1000,15.095893281808786,0.8604651162790697,MIMIC
4,0.5,100,15.43677081733428,0.8677573278800272,MIMIC
8,0.1,1000,14.674985889471753,0.8709315375982043,MIMIC
1,0.1,100,17.009068793649607,0.8703703703703703,MIMIC
5,0.1,400,15.195440366390493,0.8449197860962567,MIMIC
8,0.5,100,15.735616522201882,0.8677212287941312,MIMIC
6,0.1,100,17.535805396819317,0.8666666666666667,MIMIC
0,0.25,700,16.19202322547808,0.8656235618959963,MIMIC
1,0.01,700,18.55996805127131,0.803921568627451,MIMIC
8,0.25,400,15.704937762765388,0.8763297872340425,MIMIC
7,0.01,1000,14.90444030304438,0.8604651162790697,MIMIC
9,0.25,700,15.862688440371082,0.868409193330329,MIMIC
9,0.01,400,18.92743906230295,0.85,MIMIC
0,0.05,400,15.090856331994324,0.8604651162790697,MIMIC
0,0.1,700,15.551921953512764,0.8518099547511312,MIMIC
7,0.5,100,15.993685122437096,0.8663773412517131,MIMIC
3,0.05,1000,15.252768675405157,0.8810126582278481,MIMIC
3,0.01,400,14.662711344724615,0.9385964912280702,MIMIC
3,0.25,700,16.280586411166514,0.8659142212189617,MIMIC
2,0.5,700,15.461397581665812,0.87,MIMIC
7,0.01,400,14.937183938528976,0.8604651162790697,MIMIC
3,0.5,1000,16.09270503179557,0.8690909090909091,MIMIC
5,0.5,1000,16.112731573125757,0.8681392235609103,MIMIC
8,0.25,1000,15.61966197605672,0.8763297872340425,MIMIC
3,0.25,1000,16.303715212949903,0.8663656884875847,MIMIC
1,0.01,1000,18.592546266359726,0.803921568627451,MIMIC
4,0.05,100,15.136268155865134,0.8946188340807175,MIMIC
1,0.5,400,16.448644759413007,0.8595078299776286,MIMIC
1,0.05,400,15.019096942332501,0.8811659192825112,MIMIC
8,0.1,700,14.667895246112293,0.8630751964085297,MIMIC
6,0.25,100,16.606174538783097,0.8707987778262767,MIMIC
5,0.1,100,15.194859860236306,0.8449197860962567,MIMIC
9,0.1,700,14.970330763940735,0.8876404494382022,MIMIC
1,0.05,700,15.019096942332501,0.8811659192825112,MIMIC
4,0.05,400,15.136268155865134,0.8946188340807175,MIMIC
1,0.01,100,18.561493529951736,0.803921568627451,MIMIC
6,0.01,400,17.15266121963106,0.8589743589743589,MIMIC
9,0.01,700,18.883917023907834,0.85,MIMIC
6,0.5,700,15.104449751265193,0.8648405927256398,MIMIC
9,0.25,400,15.86191741504937,0.868409193330329,MIMIC
6,0.01,1000,17.153608313764412,0.8589743589743589,MIMIC
8,0.5,400,15.747614043868191,0.8677212287941312,MIMIC
7,0.1,100,15.679014520751243,0.8596491228070176,MIMIC
1,0.05,1000,15.04007586763624,0.8811659192825112,MIMIC
9,0.05,1000,14.271677077668581,0.8643326039387309,MIMIC
9,0.1,400,14.970974054539305,0.8876404494382022,MIMIC
6,0.1,700,17.54065213719122,0.8666666666666667,MIMIC
7,0.05,400,14.567963418237197,0.8799076212471132,MIMIC
8,0.25,700,15.704674199976989,0.8763297872340425,MIMIC
5,0.25,1000,15.315618466960919,0.8721942281264315,MIMIC
2,0.01,400,15.259201048618893,0.8488372093023255,MIMIC
1,0.25,100,15.195864213580068,0.8637770897832817,MIMIC
0,0.1,400,15.540257097383444,0.8518099547511312,MIMIC
4,0.01,700,21.008323493754293,0.8854166666666666,MIMIC
5,0.05,1000,15.947549760396678,0.8744186046511628,MIMIC
9,0.5,400,15.25458820870316,0.8752306273062731,MIMIC
0,0.25,100,16.33456805022081,0.8656235618959963,MIMIC
7,0.25,700,14.332824752687483,0.8685258964143426,MIMIC
4,0.25,400,15.465153658012865,0.8670747704416266,MIMIC
1,0.1,700,16.902235050301503,0.8703703703703703,MIMIC
2,0.05,700,13.290629479300312,0.8619153674832962,MIMIC
5,0.01,400,11.841945121126566,0.8666666666666667,MIMIC
5,0.05,100,15.917421437414173,0.8744186046511628,MIMIC
3,0.5,100,15.930438804026311,0.8715909090909091,MIMIC
0,0.5,1000,16.42962695389693,0.8710043074132849,MIMIC
2,0.05,100,13.283779344642616,0.8619153674832962,MIMIC
5,0.01,100,11.84161576167677,0.8666666666666667,MIMIC
