,run,na_ratio,tool,mae_cont,nmae_cont,acc_cat,mre_cont,dim,bins,discretization
0,0.0,0.01,KNN,77.75124893153043,0.09352484996772184,0.8454746136865342,207858444340177.06,-1,-1,
1,0.0,0.01,AutoComplete,143.87807783216684,0.10268838387719098,0.8432671081677704,133746845750193.92,-1,-1,
2,0.0,0.01,MissForest,112.11017412713045,0.07521790880766491,0.8631346578366446,121697770744867.16,-1,-1,
3,0.0,0.01,POME,125.29532503090009,0.09567996266081535,0.8609271523178808,140213720315243.2,16,11,z
4,0.0,0.01,POME,117.49905747390851,0.08640948356398333,0.8785871964679912,115323364321587.05,32,11,z
5,0.0,0.01,POME,92.1586690059495,0.07698724927424154,0.8984547461368654,85316726679726.3,64,11,z
6,1.0,0.01,KNN,108.92310480469047,0.06984338288606141,0.8551068883610451,225179981368525.53,-1,-1,
7,1.0,0.01,AutoComplete,188.68138315720157,0.08633148577556285,0.8527315914489311,81229242929938.08,-1,-1,
8,1.0,0.01,MissForest,134.92211949401866,0.062070422132586144,0.8551068883610451,78532101529968.06,-1,-1,
9,1.0,0.01,POME,175.08839950605443,0.08329713879659477,0.8646080760095012,29063159192619.49,16,11,z
10,1.0,0.01,POME,152.3718844465061,0.0762801837267112,0.8574821852731591,33654359897329.113,32,11,z
11,1.0,0.01,POME,122.50853215192323,0.06381793676921822,0.8764845605700713,48484281319253.84,64,11,z
12,2.0,0.01,KNN,167.30663787316243,0.09980900863107288,0.8619909502262444,43148259902951.41,-1,-1,
13,2.0,0.01,AutoComplete,257.538880850488,0.11815616117507094,0.8484162895927602,71732949239036.16,-1,-1,
14,2.0,0.01,MissForest,204.30873492817045,0.08793714172373074,0.8552036199095022,26786863810129.14,-1,-1,
15,2.0,0.01,POME,237.1240257970637,0.10776111773392952,0.8552036199095022,20099653693288.957,16,11,z
16,2.0,0.01,POME,194.02261965032156,0.09444393020069107,0.8823529411764706,2464568957191.014,32,11,z
17,2.0,0.01,POME,162.7876521716399,0.08463205391485297,0.8755656108597285,10073827760749.309,64,11,z
18,3.0,0.01,KNN,128.70357906436467,0.0896542275455323,0.8419864559819413,0.4688584800663966,-1,-1,
19,3.0,0.01,AutoComplete,210.90044766859523,0.1054704632318372,0.8419864559819413,0.531446396816816,-1,-1,
20,3.0,0.01,MissForest,132.5820148176368,0.07376523422216331,0.873589164785553,0.36001083633084763,-1,-1,
21,3.0,0.01,POME,186.91061621624578,0.09312662817112989,0.8623024830699775,0.3466282403935273,16,11,z
22,3.0,0.01,POME,185.35447351777555,0.08805710453516179,0.8690744920993227,0.4242601743443408,32,11,z
23,3.0,0.01,POME,117.36204996209436,0.0718035892136201,0.8848758465011287,0.34590252568163243,64,11,z
24,4.0,0.01,KNN,57.069740021885615,0.09689262020409999,0.8577981651376146,36445314903576.76,-1,-1,
25,4.0,0.01,AutoComplete,165.15086805137435,0.11651657795795711,0.8738532110091743,50700099713936.84,-1,-1,
26,4.0,0.01,MissForest,106.96495010822781,0.08599999544868754,0.8692660550458715,25641488396074.094,-1,-1,
27,4.0,0.01,POME,128.51619518077368,0.10363737773242086,0.8692660550458715,41717421932034.19,16,11,z
28,4.0,0.01,POME,129.76517961106236,0.09365168700022902,0.9013761467889908,36655984111726.52,32,11,z
