run,na_ratio,epoch,mae_cont,acc_cat,dataset
8,0.5,1000,15.89211429856819,0.8677212287941312,MIMIC
2,0.25,1500,16.228524871184785,0.8771929824561403,MIMIC
6,0.5,500,15.112288593080175,0.8648405927256398,MIMIC
2,0.05,1500,13.331782407781317,0.8619153674832962,MIMIC
9,0.01,1000,19.2758504372674,0.85,MIMIC
9,0.5,1000,15.494315289944716,0.8733856088560885,MIMIC
1,0.01,500,18.43139170357947,0.803921568627451,MIMIC
2,0.01,1500,15.260036335238533,0.8488372093023255,MIMIC
4,0.05,1000,15.163238094969556,0.8946188340807175,MIMIC
6,0.5,2000,15.722318378212549,0.8686573866187697,MIMIC
0,0.25,1000,16.352244261915253,0.873446847676024,MIMIC
8,0.25,2000,16.2354065671904,0.887854609929078,MIMIC
6,0.1,1000,17.564858333347694,0.8666666666666667,MIMIC
9,0.01,1500,19.06503773222489,0.85,MIMIC
0,0.01,2000,15.655952313180581,0.8089887640449438,MIMIC
9,0.5,1500,16.268159781786547,0.8768450184501845,MIMIC
1,0.01,2000,18.06097116467212,0.8333333333333334,MIMIC
7,0.1,1000,15.729289666993484,0.8596491228070176,MIMIC
3,0.1,1500,14.773224826757062,0.8694196428571429,MIMIC
9,0.25,1000,15.868986451761891,0.868409193330329,MIMIC
2,0.05,2000,13.402104112673724,0.8619153674832962,MIMIC
2,0.1,1500,16.425238316205633,0.8603104212860311,MIMIC
5,0.01,1000,11.575042075285761,0.8666666666666667,MIMIC
4,0.05,1500,14.740751725559452,0.9013452914798207,MIMIC
7,0.5,500,16.048843646615154,0.8663773412517131,MIMIC
6,0.1,2000,17.809133389508936,0.8788888888888889,MIMIC
4,0.01,1500,21.767117137316806,0.90625,MIMIC
6,0.05,2000,14.388607164947292,0.8938053097345132,MIMIC
4,0.05,2000,15.17983539427943,0.9080717488789237,MIMIC
4,0.25,2000,15.678536039181372,0.8657630083078268,MIMIC
2,0.5,500,15.427587407033807,0.8656818181818182,MIMIC
3,0.25,2000,16.33455095247658,0.8753950338600451,MIMIC
0,0.01,1000,15.876938852473264,0.7865168539325843,MIMIC
2,0.1,500,16.435180888276566,0.8603104212860311,MIMIC
8,0.05,2000,14.479641927872912,0.9048672566371682,MIMIC
0,0.05,1500,15.179741286868445,0.8816067653276956,MIMIC
1,0.25,2000,15.294304182164195,0.8637770897832817,MIMIC
5,0.25,2000,15.694727133764026,0.874942739349519,MIMIC
8,0.01,500,13.045241687735981,0.8846153846153846,MIMIC
3,0.01,500,14.148373696852422,0.9385964912280702,MIMIC
2,0.01,500,15.310491267378861,0.8488372093023255,MIMIC
4,0.1,1500,16.795507297379803,0.8747178329571106,MIMIC
7,0.1,2000,15.637055894678744,0.8695175438596491,MIMIC
3,0.1,1000,14.787342724025825,0.8694196428571429,MIMIC
6,0.01,500,17.34457182247343,0.8589743589743589,MIMIC
1,0.25,1500,15.218509776292487,0.8637770897832817,MIMIC
