run,na_ratio,epoch,mae_cont,acc_cat,dataset
8,0.5,1000,180.98014342795508,0.8662140943936455,HANCOCK
9,0.5,100,174.05267765191599,0.8599185788304959,HANCOCK
3,0.1,400,168.13904234869304,0.8599221789883269,HANCOCK
7,0.01,700,171.55822539034742,0.8822170900692841,HANCOCK
6,0.5,100,188.2138974271033,0.8595752471622117,HANCOCK
9,0.01,1000,177.70998880486204,0.8614318706697459,HANCOCK
9,0.5,1000,172.62526071558077,0.8706513693560326,HANCOCK
6,0.25,700,157.54559761548174,0.8651291512915129,HANCOCK
6,0.05,700,161.4918086263761,0.8847058823529412,HANCOCK
4,0.01,100,151.13607887519666,0.8692660550458715,HANCOCK
8,0.05,700,150.65143098156904,0.8677570093457944,HANCOCK
4,0.05,1000,165.5653804595801,0.8727770177838577,HANCOCK
0,0.25,1000,174.44146770547025,0.8654165896914835,HANCOCK
6,0.1,1000,153.6614815637469,0.8736453769887018,HANCOCK
4,0.25,700,185.47935783501282,0.865521381730858,HANCOCK
7,0.25,100,173.49542331816863,0.8609655172413793,HANCOCK
7,0.05,100,130.84119182307256,0.8671586715867159,HANCOCK
2,0.1,400,185.2975431963762,0.8644935972060536,HANCOCK
8,0.25,100,178.72619615521802,0.8566009806642613,HANCOCK
1,0.5,700,185.18910641254342,0.8627023516860708,HANCOCK
7,0.1,1000,164.72842179957715,0.8800372699743769,HANCOCK
2,0.05,400,167.61354238315832,0.8712962962962963,HANCOCK
9,0.25,1000,172.9174244139129,0.8824831657596163,HANCOCK
2,0.5,100,172.34935511343906,0.8620944293164721,HANCOCK
5,0.01,1000,185.08452414504174,0.8325471698113207,HANCOCK
3,0.5,700,180.4958517909345,0.866390041493776,HANCOCK
8,0.5,700,172.44772005554444,0.8636741479634248,HANCOCK
5,0.5,400,175.5448158879639,0.8639789171945074,HANCOCK
5,0.1,700,174.51165382623512,0.8759761139182362,HANCOCK
8,0.1,100,172.24907144889227,0.8618495796409907,HANCOCK
3,0.01,700,213.5414745542693,0.8758465011286681,HANCOCK
4,0.5,400,170.63564962225274,0.8619732642582913,HANCOCK
1,0.01,400,215.47235685209685,0.8622327790973872,HANCOCK
1,0.25,700,172.34255677933376,0.8695412337960835,HANCOCK
8,0.05,100,149.39808146773245,0.8677570093457944,HANCOCK
7,0.5,400,178.80629284615273,0.861057113764695,HANCOCK
0,0.01,1000,148.65110830546533,0.8565121412803532,HANCOCK
2,0.5,400,172.36799656749076,0.8606636820971985,HANCOCK
0,0.05,100,182.61586160704272,0.8405456255879586,HANCOCK
3,0.05,100,161.171020494421,0.8547794117647058,HANCOCK
6,0.05,400,158.96401075200842,0.8663529411764705,HANCOCK
8,0.1,400,170.99467561273119,0.8618495796409907,HANCOCK
9,0.5,700,173.3505188768299,0.867921909696521,HANCOCK
7,0.05,700,123.97295394397766,0.8703874538745388,HANCOCK
8,0.01,400,213.04030854359354,0.8714953271028038,HANCOCK
9,0.05,100,139.79090262556454,0.8465182378019895,HANCOCK
6,0.1,400,157.36478546293114,0.8575051879179156,HANCOCK
5,0.5,700,175.47353240930076,0.8673540154422303,HANCOCK
3,0.1,1000,164.04927737049738,0.8736552986953536,HANCOCK
5,0.05,700,181.08164347188165,0.8709827666511412,HANCOCK
6,0.25,1000,155.90783377061518,0.8717712177121771,HANCOCK
4,0.1,400,179.1577001416415,0.8733363928407526,HANCOCK
3,0.25,400,169.37087494137407,0.8676982237685406,HANCOCK
4,0.25,1000,177.23238515049823,0.8705089129029279,HANCOCK
0,0.1,100,145.84619546540378,0.8583447021373352,HANCOCK
9,0.05,400,139.1450292864923,0.8654666035054477,HANCOCK
0,0.05,700,185.27961739600028,0.8560677328316086,HANCOCK
5,0.01,700,194.9968995404652,0.8372641509433962,HANCOCK
6,0.05,1000,171.57506813100446,0.8894117647058823,HANCOCK
9,0.25,100,172.995532521494,0.8700304399963104,HANCOCK
7,0.1,400,161.72309093338677,0.8704868390402981,HANCOCK
0,0.01,700,141.1334333191622,0.8631346578366446,HANCOCK
3,0.05,700,159.38286506122037,0.8727022058823529,HANCOCK
9,0.01,100,180.5564561021351,0.8452655889145496,HANCOCK
3,0.01,100,203.10872757259654,0.8690744920993227,HANCOCK
3,0.05,400,152.9292062062348,0.8621323529411765,HANCOCK
3,0.5,400,186.99431032457386,0.8627939142461964,HANCOCK
1,0.25,1000,171.8243243669696,0.8742300266617633,HANCOCK
1,0.5,100,176.63839220729602,0.8596409852033954,HANCOCK
2,0.25,400,185.3492658629471,0.858081836696908,HANCOCK
1,0.5,1000,178.63282356993855,0.8681293195417227,HANCOCK
5,0.25,400,176.172010708321,0.8564562344024401,HANCOCK
2,0.05,1000,169.80200926579167,0.8837962962962963,HANCOCK
2,0.1,100,190.08759329002226,0.8535506402793946,HANCOCK
0,0.01,400,146.96122521784432,0.8631346578366446,HANCOCK
3,0.1,700,159.62418971376763,0.8709086747539483,HANCOCK
2,0.25,1000,188.38760265841987,0.8691908905758193,HANCOCK
7,0.1,700,165.46922179277743,0.8784067085953878,HANCOCK
1,0.25,400,172.63879217895416,0.8582329686494438,HANCOCK
1,0.1,1000,169.59060403214022,0.8924411966202329,HANCOCK
4,0.5,1000,167.76286039956668,0.8667838475415144,HANCOCK
0,0.5,400,176.25178586915587,0.8648101265822785,HANCOCK
5,0.25,700,171.48807216390273,0.858582124041039,HANCOCK
8,0.01,1000,213.6072827672805,0.8925233644859814,HANCOCK
0,0.5,700,174.06320353887048,0.8695512082853855,HANCOCK
9,0.1,1000,196.30448794938178,0.8718473074301295,HANCOCK
2,0.01,700,249.0752688437471,0.8687782805429864,HANCOCK
2,0.1,700,184.40575988306912,0.8691501746216531,HANCOCK
4,0.1,700,173.53075042668834,0.8797613584212942,HANCOCK
2,0.01,1000,249.35276532849332,0.8755656108597285,HANCOCK
4,0.5,700,170.61348785000624,0.8647023451593505,HANCOCK
2,0.01,100,267.58965510710254,0.8552036199095022,HANCOCK
4,0.25,100,204.50516134324113,0.8582248083494967,HANCOCK
5,0.25,100,192.29941610655158,0.858582124041039,HANCOCK
2,0.25,700,188.9529980397705,0.8658581744121459,HANCOCK
1,0.05,100,161.6824063110766,0.8652680652680653,HANCOCK
6,0.01,700,160.92174628419787,0.8706697459584296,HANCOCK
2,0.5,1000,182.91575240108864,0.8642174735773296,HANCOCK
2,0.1,1000,173.8827687423776,0.8731082654249127,HANCOCK
7,0.25,400,172.95639485982636,0.8698850574712643,HANCOCK
8,0.01,100,213.6088338528319,0.8714953271028038,HANCOCK
