run,na_ratio,epoch,mae_cont,acc_cat,dataset
8,0.5,1000,326.2216363318437,0.6467129542753487,TCGA_LUAD
2,0.25,1500,350.7834901358788,0.6758508914100486,TCGA_LUAD
6,0.5,500,333.9724664257676,0.6486588117322637,TCGA_LUAD
2,0.05,1500,279.8904609485174,0.5923409512044472,TCGA_LUAD
9,0.01,1000,204.4721100372912,0.6792452830188679,TCGA_LUAD
9,0.5,1000,313.2231684024302,0.6587202788497448,TCGA_LUAD
1,0.01,500,193.18053357489006,0.6677115987460815,TCGA_LUAD
2,0.01,1500,271.02171460121286,0.6934984520123839,TCGA_LUAD
4,0.05,1000,368.55513992892315,0.6670776818742293,TCGA_LUAD
6,0.5,2000,332.42328900239596,0.6521057909250438,TCGA_LUAD
0,0.25,1000,293.22521321494975,0.6690755046100174,TCGA_LUAD
8,0.25,2000,312.6061939884678,0.6674168542135533,TCGA_LUAD
6,0.1,1000,354.3007000483248,0.6685428392745466,TCGA_LUAD
9,0.01,1500,174.51478026490292,0.6886792452830188,TCGA_LUAD
0,0.01,2000,404.5470562277903,0.7057057057057057,TCGA_LUAD
9,0.5,1500,321.0629343678517,0.6550479272998879,TCGA_LUAD
1,0.01,2000,229.2046262505138,0.6677115987460815,TCGA_LUAD
7,0.1,1000,282.8361076949432,0.6638759689922481,TCGA_LUAD
3,0.1,1500,309.44058345428954,0.672903024633614,TCGA_LUAD
9,0.25,1000,307.9732300860632,0.6796574407347648,TCGA_LUAD
2,0.05,2000,279.8904609485174,0.5935762816553428,TCGA_LUAD
2,0.1,1500,370.6745519665028,0.676038737894408,TCGA_LUAD
5,0.01,1000,468.0085060834237,0.632398753894081,TCGA_LUAD
4,0.05,1500,370.18991798851266,0.6775585696670777,TCGA_LUAD
7,0.5,500,297.9218690429721,0.6430580733887604,TCGA_LUAD
6,0.1,2000,368.54230269914893,0.6741713570981863,TCGA_LUAD
4,0.01,1500,502.0255476090083,0.6461538461538462,TCGA_LUAD
6,0.05,2000,169.6051742527325,0.66,TCGA_LUAD
4,0.05,2000,400.6985726947084,0.6689272503082614,TCGA_LUAD
4,0.25,2000,256.2626810152363,0.6707393093130533,TCGA_LUAD
2,0.5,500,319.1225376981007,0.659449678667249,TCGA_LUAD
3,0.25,2000,308.0716173964375,0.6686971655892591,TCGA_LUAD
0,0.01,1000,315.6179948123075,0.6666666666666666,TCGA_LUAD
2,0.1,500,372.14095451820714,0.6454233052171197,TCGA_LUAD
8,0.05,2000,235.22573553519027,0.6707768187422934,TCGA_LUAD
0,0.05,1500,419.1142441626495,0.6782178217821783,TCGA_LUAD
1,0.25,2000,314.2558484059249,0.6622774015550539,TCGA_LUAD
5,0.25,2000,355.11172326673943,0.6800200300450676,TCGA_LUAD
8,0.01,500,387.96061959190246,0.654320987654321,TCGA_LUAD
3,0.01,500,39.5371543826158,0.6059701492537314,TCGA_LUAD
2,0.01,500,208.41546580543067,0.6656346749226006,TCGA_LUAD
4,0.1,1500,419.0554453275831,0.6817050404480398,TCGA_LUAD
7,0.1,2000,264.93361844329223,0.6623255813953488,TCGA_LUAD
3,0.1,1000,311.4489246820821,0.6641721234798877,TCGA_LUAD
6,0.01,500,229.2785116404704,0.7088607594936709,TCGA_LUAD
1,0.25,1500,299.59719149993754,0.6669174818159017,TCGA_LUAD
6,0.25,1000,314.47228186517043,0.6626835947224297,TCGA_LUAD
8,0.5,1500,307.1569393390981,0.6543441546256333,TCGA_LUAD
4,0.25,1000,244.90952682719512,0.672360054856003,TCGA_LUAD
8,0.1,2000,278.8694557037349,0.6715442092154421,TCGA_LUAD
4,0.5,1500,322.79302157757905,0.6458385093167702,TCGA_LUAD
5,0.5,2000,348.76188806112845,0.6415621507512728,TCGA_LUAD
6,0.05,1000,195.12315250531142,0.67375,TCGA_LUAD
3,0.25,1500,290.1061099186028,0.6696916956737942,TCGA_LUAD
0,0.01,1500,314.25357683089436,0.6696696696696697,TCGA_LUAD
9,0.25,1500,295.15696280114054,0.6759339704604691,TCGA_LUAD
3,0.05,500,344.29612901479953,0.660212367270456,TCGA_LUAD
2,0.25,2000,346.9432648642296,0.6677471636952999,TCGA_LUAD
1,0.5,2000,359.3104191137674,0.6510622297424328,TCGA_LUAD
4,0.5,500,305.59426488065975,0.6407453416149068,TCGA_LUAD
8,0.1,1500,324.0191540637724,0.6746575342465754,TCGA_LUAD
4,0.05,500,376.25688069431266,0.6553637484586929,TCGA_LUAD
6,0.01,1500,219.69984565795275,0.75,TCGA_LUAD
0,0.5,2000,315.873853522206,0.641705213151644,TCGA_LUAD
9,0.01,500,154.0531981533437,0.6666666666666666,TCGA_LUAD
9,0.01,2000,249.49832749422728,0.6761006289308176,TCGA_LUAD
5,0.05,1500,331.8331625497283,0.6870277078085643,TCGA_LUAD
6,0.01,2000,222.5509361004133,0.7436708860759493,TCGA_LUAD
1,0.25,1000,278.1532520649489,0.6686731878605467,TCGA_LUAD
2,0.5,1500,364.4912192242598,0.6588257315779622,TCGA_LUAD
1,0.5,1000,321.5696135804803,0.6556370245033527,TCGA_LUAD
7,0.25,1500,338.597343516573,0.6883668624265901,TCGA_LUAD
7,0.25,500,325.2486355795634,0.6548794202174185,TCGA_LUAD
1,0.5,1500,355.9256006851666,0.6538823087046437,TCGA_LUAD
2,0.05,1000,279.8904609485174,0.5935762816553428,TCGA_LUAD
6,0.5,1500,318.0800833067988,0.6570569064928553,TCGA_LUAD
6,0.05,500,194.11882835511992,0.639375,TCGA_LUAD
6,0.25,1500,313.1743854235425,0.6587005227781927,TCGA_LUAD
6,0.05,1500,185.09440266038115,0.671875,TCGA_LUAD
2,0.25,1000,325.94125238528335,0.6684952000997382,TCGA_LUAD
