run,na_ratio,epoch,mae_cont,nmae_cont,acc_cat,dataset
0,0.01,100,132.0879309664661,0.09074510176121661,0.8565121412803532,HANCOCK
0,0.01,500,143.09775387621383,0.09675214817922483,0.8631346578366446,HANCOCK
0,0.01,1000,116.0102085193159,0.08676626894829473,0.869757174392936,HANCOCK
0,0.01,1500,108.22846826662385,0.08209231876591955,0.8719646799116998,HANCOCK
0,0.01,2000,141.43028817907188,0.09096322363795109,0.8852097130242825,HANCOCK
1,0.01,100,179.26263338841454,0.08548653662206805,0.8551068883610451,HANCOCK
1,0.01,500,171.79706649213614,0.07854616562246172,0.8551068883610451,HANCOCK
1,0.01,1000,173.4451179279909,0.08223716515934885,0.8717339667458432,HANCOCK
1,0.01,1500,166.9448452111041,0.08017318084242898,0.8717339667458432,HANCOCK
1,0.01,2000,129.6760856287916,0.072428384383433,0.8812351543942993,HANCOCK
2,0.01,100,238.7155601887701,0.10075661627079777,0.8506787330316742,HANCOCK
2,0.01,500,221.5884532296187,0.09906070031558774,0.8552036199095022,HANCOCK
2,0.01,1000,239.18856707747378,0.10172736338921973,0.8552036199095022,HANCOCK
2,0.01,1500,217.85964567150327,0.10545527647964018,0.8552036199095022,HANCOCK
2,0.01,2000,211.14885694584328,0.09227032140303071,0.8552036199095022,HANCOCK
3,0.01,100,172.0558399610853,0.09007884757047618,0.8690744920993227,HANCOCK
3,0.01,500,190.0700164908743,0.09125163704442202,0.8668171557562077,HANCOCK
3,0.01,1000,183.86354897114265,0.08945518504362365,0.873589164785553,HANCOCK
3,0.01,1500,191.985247976991,0.09216769569448457,0.8826185101580135,HANCOCK
3,0.01,2000,146.56192549651894,0.08001004493064771,0.8893905191873589,HANCOCK
4,0.01,100,132.77791519142528,0.09980607485168727,0.8692660550458715,HANCOCK
4,0.01,500,113.45793132469241,0.09043890561734257,0.8692660550458715,HANCOCK
4,0.01,1000,132.16754715590113,0.09563721941965944,0.8967889908256881,HANCOCK
4,0.01,1500,108.41393348077479,0.09372821738833198,0.908256880733945,HANCOCK
4,0.01,2000,115.1750708221268,0.09384241891629468,0.908256880733945,HANCOCK
5,0.01,100,179.5314845898186,0.09489166446584608,0.8066037735849056,HANCOCK
5,0.01,500,158.685790779468,0.09388540518732283,0.8066037735849056,HANCOCK
5,0.01,1000,135.3231145618577,0.08918311250877672,0.8066037735849056,HANCOCK
5,0.01,1500,151.00338085968986,0.09223381735696173,0.8066037735849056,HANCOCK
5,0.01,2000,154.60733895842444,0.08897618377655347,0.8066037735849056,HANCOCK
6,0.01,100,113.64944342873714,0.0807036347807507,0.8637413394919169,HANCOCK
6,0.01,500,136.55922823172196,0.0906217950260758,0.8614318706697459,HANCOCK
6,0.01,1000,113.67672389736157,0.08083002258743933,0.8799076212471132,HANCOCK
6,0.01,1500,108.11948842791038,0.07332249552737649,0.8891454965357968,HANCOCK
6,0.01,2000,98.79209264998052,0.07829825461734563,0.8937644341801386,HANCOCK
7,0.01,100,156.76404199346487,0.08841633569857736,0.8637413394919169,HANCOCK
7,0.01,500,128.7665308433942,0.08573260545725764,0.8868360277136259,HANCOCK
7,0.01,1000,140.4782212702298,0.08831146833028168,0.8937644341801386,HANCOCK
7,0.01,1500,143.3282879272694,0.08854799308107236,0.9053117782909931,HANCOCK
7,0.01,2000,137.24855003980312,0.08797800483113996,0.8891454965357968,HANCOCK
8,0.01,100,190.58019619390925,0.0844659374664841,0.8714953271028038,HANCOCK
8,0.01,500,184.04625398140732,0.08180941820306406,0.8761682242990654,HANCOCK
8,0.01,1000,178.92569442916238,0.0828742788634371,0.8901869158878505,HANCOCK
8,0.01,1500,179.42913607793386,0.07815774809043421,0.8855140186915887,HANCOCK
8,0.01,2000,207.000074027962,0.07803340722720059,0.8948598130841121,HANCOCK
9,0.01,100,135.37307249558123,0.08981045764738721,0.8452655889145496,HANCOCK
9,0.01,500,131.0981356778012,0.09115969795691532,0.8614318706697459,HANCOCK
9,0.01,1000,129.3109287537536,0.08423916747426193,0.8568129330254042,HANCOCK
9,0.01,1500,134.18651948632188,0.08202787059720111,0.8521939953810623,HANCOCK
9,0.01,2000,135.4813625532007,0.08221664683926445,0.8637413394919169,HANCOCK
0,0.05,100,171.54786645000868,0.09517123964231958,0.8405456255879586,HANCOCK
0,0.05,500,153.80189848514163,0.08973085187185598,0.8518344308560677,HANCOCK
0,0.05,1000,161.14895486365796,0.08793885108318339,0.861241768579492,HANCOCK
0,0.05,1500,154.62983935117978,0.08943123817776451,0.8664158043273753,HANCOCK
0,0.05,2000,150.3715165704307,0.08646105158459642,0.8795860771401693,HANCOCK
1,0.05,100,131.27256775729703,0.08649805267864895,0.8652680652680653,HANCOCK
1,0.05,500,138.41485261276185,0.0856699132748943,0.8643356643356643,HANCOCK
1,0.05,1000,126.50695847245757,0.08177205024934278,0.889044289044289,HANCOCK
1,0.05,1500,125.33520542252433,0.08379958370163794,0.8834498834498834,HANCOCK
1,0.05,2000,126.91132131923088,0.08468887518659027,0.8881118881118881,HANCOCK
2,0.05,100,137.2218426332162,0.0848680833630433,0.8712962962962963,HANCOCK
2,0.05,500,139.0083999012813,0.08429793615902442,0.8712962962962963,HANCOCK
2,0.05,1000,124.13133188691626,0.08174792089726808,0.8888888888888888,HANCOCK
2,0.05,1500,137.75599069652435,0.08627288472652637,0.8898148148148148,HANCOCK
2,0.05,2000,135.23866827796923,0.08612605462611705,0.8893518518518518,HANCOCK
3,0.05,100,129.06178115033504,0.0909648115790757,0.8570772058823529,HANCOCK
3,0.05,500,122.11507302961301,0.08512506039830002,0.8681066176470589,HANCOCK
3,0.05,1000,124.12664416361574,0.08611751609271964,0.8786764705882353,HANCOCK
3,0.05,1500,130.09837294399304,0.08639534977732335,0.8800551470588235,HANCOCK
3,0.05,2000,128.62115490024286,0.08799666312144537,0.8768382352941176,HANCOCK
4,0.05,100,146.19421814492503,0.08686782753264297,0.8609211126310989,HANCOCK
4,0.05,500,132.94249841031746,0.08528941641394285,0.8613771089831281,HANCOCK
4,0.05,1000,135.48317854880608,0.08587506484165626,0.8718650250797993,HANCOCK
4,0.05,1500,131.1480026522491,0.0873621701310713,0.8768809849521204,HANCOCK
4,0.05,2000,119.1004917922175,0.08149156720609184,0.8814409484724122,HANCOCK
5,0.05,100,153.08061104765613,0.09445285432552032,0.8630647414997671,HANCOCK
5,0.05,500,158.0169800809318,0.09716442124627019,0.8709827666511412,HANCOCK
5,0.05,1000,144.7191272462942,0.09403033364711343,0.8761061946902655,HANCOCK
5,0.05,1500,150.089125874109,0.09262772072294037,0.8891476478807638,HANCOCK
5,0.05,2000,152.41254481218144,0.09165984619993733,0.8816953889147647,HANCOCK
6,0.05,100,145.0720781307509,0.08931758508897783,0.8583529411764705,HANCOCK
6,0.05,500,132.989663376769,0.08797423953459377,0.8644705882352941,HANCOCK
6,0.05,1000,136.0311118508821,0.08734875633752051,0.8767058823529412,HANCOCK
6,0.05,1500,132.13175573264576,0.08521662577111452,0.8837647058823529,HANCOCK
6,0.05,2000,137.87167102178043,0.08898054705556621,0.8870588235294118,HANCOCK
7,0.05,100,102.04169444523295,0.08464888507269444,0.867619926199262,HANCOCK
7,0.05,500,99.55364048377442,0.08163566689465487,0.8671586715867159,HANCOCK
7,0.05,1000,93.37143085377143,0.08115085085873844,0.8745387453874539,HANCOCK
7,0.05,1500,104.46106266490561,0.08057407638100346,0.8763837638376384,HANCOCK
7,0.05,2000,109.43586842750526,0.08514709971711049,0.882380073800738,HANCOCK
8,0.05,100,130.9317225022226,0.08630025348553165,0.8677570093457944,HANCOCK
8,0.05,500,125.16245118103765,0.08331095580327298,0.8677570093457944,HANCOCK
8,0.05,1000,115.66730812622576,0.0797404833224872,0.8827102803738318,HANCOCK
8,0.05,1500,119.36809184680403,0.0816152815610859,0.8864485981308411,HANCOCK
8,0.05,2000,119.48498940847955,0.08274315060568266,0.8925233644859814,HANCOCK
9,0.05,100,126.63574281060856,0.08236426980822195,0.8465182378019895,HANCOCK
9,0.05,500,130.9754860607105,0.08143343282003003,0.8597820937944103,HANCOCK
9,0.05,1000,113.29081149358738,0.08003087816240868,0.8820464234959735,HANCOCK
9,0.05,1500,119.10627062315727,0.07953208580254041,0.8820464234959735,HANCOCK
9,0.05,2000,120.26448584470894,0.08293142674404574,0.876361913784936,HANCOCK
0,0.1,100,124.92549746371027,0.08583455692151516,0.8583447021373352,HANCOCK
0,0.1,500,129.67772968082156,0.08633048847356206,0.859481582537517,HANCOCK
0,0.1,1000,120.30270380284566,0.0842151395070364,0.8758526603001364,HANCOCK
0,0.1,1500,114.00257654037705,0.08392796872021842,0.8792633015006821,HANCOCK
0,0.1,2000,124.59288875734651,0.0863217787380318,0.8810823101409732,HANCOCK
1,0.1,100,150.14187946486203,0.08922440832289917,0.8636675039963462,HANCOCK
1,0.1,500,137.98213680754677,0.0856872973392248,0.8723452843114866,HANCOCK
1,0.1,1000,139.5344169437892,0.0861111085771549,0.8787394382279059,HANCOCK
1,0.1,1500,126.81062508378349,0.0845935472292018,0.8821648778259876,HANCOCK
1,0.1,2000,131.9566448492728,0.08516797373653505,0.8876455811829185,HANCOCK
2,0.1,100,160.51444147979865,0.0926294357915519,0.8535506402793946,HANCOCK
2,0.1,500,161.500738831966,0.09369147070395764,0.8661233993015134,HANCOCK
2,0.1,1000,151.5859076559721,0.09064602929404143,0.8789289871944121,HANCOCK
2,0.1,1500,156.47820478796567,0.09239055299811594,0.8847497089639115,HANCOCK
2,0.1,2000,160.62322045793925,0.09260553774402268,0.8812572759022119,HANCOCK
3,0.1,100,153.1205639142008,0.09205466106733289,0.8585488670176241,HANCOCK
3,0.1,500,139.49902135060933,0.08918684083721103,0.8674753948271916,HANCOCK
3,0.1,1000,137.90701390810614,0.08829462104472166,0.8757152666514076,HANCOCK
3,0.1,1500,137.56300685828498,0.08687798467559496,0.8768596932936599,HANCOCK
3,0.1,2000,139.64924346081156,0.08920149116746968,0.8814373998626688,HANCOCK
4,0.1,100,150.3707718544301,0.0917876307185701,0.867370353373107,HANCOCK
4,0.1,500,159.81445539032495,0.09143512112212877,0.8737953189536485,HANCOCK
4,0.1,1000,149.81633086444307,0.08981354881263667,0.8848095456631482,HANCOCK
4,0.1,1500,147.68167494981395,0.08864776635630284,0.8864157870582836,HANCOCK
4,0.1,2000,146.48781805083843,0.0874383037675126,0.8896282698485544,HANCOCK
5,0.1,100,143.8487089797633,0.08891659427536568,0.8635737253100597,HANCOCK
5,0.1,500,155.04885422100872,0.09120880176822627,0.8782728525493799,HANCOCK
5,0.1,1000,146.07347592894118,0.0883229632211843,0.8835553514010106,HANCOCK
5,0.1,1500,145.80852268823202,0.08897574230123179,0.8830960036747818,HANCOCK
5,0.1,2000,140.5732766328767,0.08744953277743087,0.88194763435921,HANCOCK
6,0.1,100,141.75307774776766,0.08873356858441264,0.8575051879179156,HANCOCK
6,0.1,500,135.15617503331853,0.08719364332758542,0.8651141341941434,HANCOCK
6,0.1,1000,126.6168603376002,0.08336771242784123,0.8747982476366152,HANCOCK
6,0.1,1500,134.00855306269185,0.08628114083106064,0.8787180078395204,HANCOCK
6,0.1,2000,131.59347454991286,0.08551359598022121,0.8821766197832603,HANCOCK
7,0.1,100,149.54838012041023,0.09415802191046511,0.862799906825064,HANCOCK
7,0.1,500,151.36157774584254,0.0966063211668703,0.862799906825064,HANCOCK
7,0.1,1000,139.33311997212607,0.09142673609399138,0.8807360819939436,HANCOCK
7,0.1,1500,135.0940792869171,0.09128582242103761,0.8777078965758212,HANCOCK
7,0.1,2000,128.66940706112916,0.09209674707619274,0.8844630794316329,HANCOCK
8,0.1,100,143.38706487615872,0.08993775280177616,0.8618495796409907,HANCOCK
8,0.1,500,136.657087121583,0.08689344479801947,0.8720745285162463,HANCOCK
8,0.1,1000,127.15036185405053,0.0860317009654925,0.880027266530334,HANCOCK
8,0.1,1500,134.03337399396554,0.0882127612633452,0.8829811406498523,HANCOCK
8,0.1,2000,137.8306308120982,0.08742822763746018,0.8847989093387867,HANCOCK
9,0.1,100,181.21184590104613,0.09700174534030911,0.8588957055214724,HANCOCK
9,0.1,500,183.8063366134834,0.0979813719648094,0.8588957055214724,HANCOCK
9,0.1,1000,167.26067635682728,0.09434984732098808,0.8650306748466258,HANCOCK
9,0.1,1500,164.18174701226386,0.09179992881985719,0.8782094978413997,HANCOCK
9,0.1,2000,156.01026595379383,0.08939338092753601,0.8809361508748011,HANCOCK
0,0.25,100,158.1400937224995,0.09647413453714254,0.8588583040827638,HANCOCK
0,0.25,500,152.8429165200904,0.09331422432630306,0.8588583040827638,HANCOCK
0,0.25,1000,162.3530615081172,0.09255142794447709,0.8716977646406798,HANCOCK
0,0.25,1500,155.09818659122925,0.09086507521028649,0.8774247182708295,HANCOCK
0,0.25,2000,151.66855609133725,0.09111796127495876,0.8762239054128949,HANCOCK
1,0.25,100,158.86059021875593,0.09462574985677832,0.8582329686494438,HANCOCK
1,0.25,500,153.78644925256395,0.09385479020457528,0.8681621770708835,HANCOCK
1,0.25,1000,153.3844075821659,0.09250266841679779,0.8690815482210168,HANCOCK
1,0.25,1500,147.599443991033,0.09125410190900832,0.8729429070515767,HANCOCK
1,0.25,2000,140.21318074920606,0.0887041711530251,0.8769881401121633,HANCOCK
2,0.25,100,157.3722925050581,0.09728796189235848,0.858081836696908,HANCOCK
2,0.25,500,162.70547578206745,0.0956918595625824,0.858081836696908,HANCOCK
2,0.25,1000,151.54706590456138,0.09118379072449656,0.8700240696167376,HANCOCK
2,0.25,1500,157.69129463539784,0.09475944436629238,0.8765969264950935,HANCOCK
2,0.25,2000,149.75914664390893,0.0909546821499441,0.8788187372708758,HANCOCK
3,0.25,100,152.7242773522909,0.0938902097206841,0.8587255081486908,HANCOCK
3,0.25,500,150.45909543336347,0.09246349734175142,0.870536531770738,HANCOCK
3,0.25,1000,147.66106179032582,0.09116260689929745,0.876762497711042,HANCOCK
3,0.25,1500,149.34736986834787,0.09220031041124208,0.8809741805530122,HANCOCK
3,0.25,2000,143.3891497644948,0.0906120160787898,0.8807910639077092,HANCOCK
4,0.25,100,160.8636622327475,0.09817832582127567,0.8582248083494967,HANCOCK
4,0.25,500,156.3533762517795,0.0964582663023644,0.8582248083494967,HANCOCK
4,0.25,1000,156.37535214783367,0.09412286596815779,0.8711554447215295,HANCOCK
4,0.25,1500,156.3515778250839,0.09499735041536263,0.877343677842431,HANCOCK
4,0.25,2000,149.41206092534705,0.09333535946211942,0.8758658908284843,HANCOCK
5,0.25,100,152.87748037634663,0.09353701905869462,0.859506423883908,HANCOCK
5,0.25,500,156.00428099838797,0.09444034714342983,0.858582124041039,HANCOCK
5,0.25,1000,152.84109974154939,0.09425429681656976,0.858582124041039,HANCOCK
5,0.25,1500,151.80823080770884,0.09405483599193043,0.858582124041039,HANCOCK
5,0.25,2000,148.7982590615569,0.09296386844195953,0.858582124041039,HANCOCK
6,0.25,100,148.16342412266607,0.09356522013581745,0.8586715867158672,HANCOCK
