,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95
TCGA-MP-A4SY-01,-0.19960442,-0.028829094,0.1257496,-0.114434965,-0.053345006,-0.0023859066,-0.014663993,-0.0798046,0.011284789,-0.11610444,-0.07815239,-0.10199507,0.07809072,-0.13474073,0.11683354,0.071433514,-0.27232945,-0.029474158,0.05835524,0.060600802,0.13283098,0.0056544426,0.043957643,0.011366894,0.014035862,0.008896898,-0.03452479,-0.096814774,-0.05762677,-0.060659982,-0.06886063,-0.00019599938,-0.08990945,0.028538147,0.04460328,0.26819652,-0.10522746,-0.008644871,0.18769811,0.02468526,0.08231122,-0.050225787,-0.0076410184,0.01423632,-0.00091450143,0.18580656,0.09377584,-0.07819091,0.00094986317,0.07518377,-0.061925758,-0.055691056,0.16535081,-0.050899833,0.07288984,-0.016162502,-0.046280704,0.13141997,-0.15972354,-0.10051515,0.061571397,0.20040028,0.09301664,0.06058626,0.1316451,-0.12021977,0.009313017,0.22514637,0.029861782,-0.0051561664,0.13897263,-0.07299767,0.12876567,0.108046114,0.026962902,0.1107231,0.104726486,0.034007058,0.076004714,-0.098492816,-0.15453348,-0.062130254,0.11287462,-0.07487515,-0.21350327,0.081436045,0.09854837,-0.08558977,-0.012777508,-0.09065171,-0.013005869,-0.14577164,-0.046336796,0.07799947,-0.21167229,0.00969733
TCGA-17-Z015-01,-0.13064823,0.135834,-0.24513708,0.05533926,-0.011144587,0.06688543,0.089020625,0.008917179,0.094291516,-0.010552944,-0.032414027,-0.13408563,0.23131958,-0.03381934,-0.040874805,0.023387877,0.15403761,0.032023523,-0.14824629,0.064408936,-0.19417416,-0.10033253,0.12607239,-0.16471054,0.06969531,-0.056945387,-0.05830992,-0.039147843,-0.15081017,0.12456392,-0.052647267,-0.027588027,-0.015245417,-0.15621434,0.14688858,-0.1439609,-0.058968447,0.05570064,-0.08490902,0.08211758,0.022828357,0.11724775,-0.03204307,0.1270934,-0.031227672,-0.082565166,-0.19826406,-0.008694297,-0.017899424,-0.14384651,-0.0798248,-0.19206053,0.02048797,-0.03910869,-0.023512749,-0.10535622,-0.08238145,0.1272528,-0.098195665,0.0866192,0.124296695,-0.070132546,-0.0833296,0.24405919,-0.04173053,-0.0018196809,0.06995118,-0.12906581,0.081491016,-0.07908458,-0.13441321,0.00705729,0.16665614,0.035962153,-0.13362558,0.081615426,0.032945365,0.0343708,0.07629383,-0.0035313633,0.017708858,0.1058184,0.019301692,-0.028127505,0.032345798,0.14350158,0.10080655,-0.10232866,0.05482749,0.03241253,0.09522044,0.16846485,0.02711191,0.11975143,0.09256857,-0.01634237
TCGA-44-7662-01,0.019133715,0.10416801,-0.15909366,-0.015445308,0.059577238,0.060066067,0.07931579,0.02468605,0.05657803,-0.043793727,-0.041303735,-0.07157656,0.098364,-0.13799407,-0.1617559,-0.013935382,0.10508188,0.086837456,-0.12267403,0.1821346,0.01259427,-0.103536054,0.0752858,-0.108957924,0.14818503,0.002195704,-0.09406682,-0.068661876,-0.121311575,0.10889779,0.05891031,0.063277036,0.0526942,-0.030115409,0.14828905,0.21410225,0.015867123,0.07052571,0.09217228,-0.09301044,0.061077766,-0.05352331,0.0045628212,0.02425609,-0.11418705,0.006247946,-0.15708283,-0.2106736,0.16835853,-0.14280435,-0.28029326,-0.054878145,0.1149279,0.0930807,0.031701013,-0.08948647,-0.04080636,0.19863388,-0.12778941,0.071535915,0.0843716,0.03540714,0.015520205,0.24604723,-0.12745887,0.111710496,0.05714197,-0.116032824,0.11724986,0.107553326,-0.19199954,0.0963368,0.045465782,0.061042685,0.10948173,0.058495063,0.010414974,-0.08807357,0.06815487,0.040914346,-0.07680163,0.15556428,0.042486675,-0.01774044,0.010463737,0.040726326,0.0018585505,0.026240014,-0.05054523,0.0031806428,-0.0009569362,0.05643271,-0.16235186,0.06854584,0.12024293,0.054430142
TCGA-91-6840-01,-0.0036235957,0.10911063,0.20762117,0.096778445,0.17553869,0.0006047904,0.075434506,0.09389384,0.016576683,0.010890235,-0.005374076,0.036419265,-0.19976912,-0.029479783,-0.09115598,0.06759194,0.06496011,0.34869087,-0.03545701,-0.022704244,-0.024288015,-0.15304059,0.23084427,-0.054850407,0.19899043,0.05890568,-0.07593257,-0.03122944,-0.050292116,0.06988509,-0.015902696,-0.002082592,0.051011197,0.038525596,0.04329687,0.08196903,0.024813972,0.08688718,0.09914814,-0.018080369,-0.0197463,-0.010598059,0.021421658,-0.048043218,0.07347268,0.1470348,-0.13696536,-0.19274843,-0.14157622,-0.079015896,-0.25762215,0.052793026,0.15835382,0.030442256,0.0009573596,-0.10357698,0.07336578,0.05290157,-0.031135287,0.20169564,0.07392632,-0.07155696,-0.1320532,-0.083968475,-0.15550518,0.1642702,0.029772248,-0.0186201,0.06834704,-0.053986862,-0.06812674,0.108093135,-0.04031546,0.03268364,0.002541625,0.023287747,-0.24479175,-0.054724645,0.07190153,-0.0110072,-0.020965386,-0.11972114,-0.07405629,-0.1559335,0.13723595,-0.0110325515,-0.024913084,-0.018295133,-0.083715804,-0.070107535,-0.02005443,-0.027458237,0.029423019,0.02136476,0.09001296,-0.022106977
TCGA-44-2665-01,-0.034077402,0.06409141,-0.05838431,0.031214936,0.110279806,0.034371875,0.07673645,0.052321162,0.015487663,-0.07578968,-0.03797159,-0.064896256,-0.13184904,0.02867124,0.12180681,0.016602568,-0.0713441,0.10128737,0.026665587,0.061399125,-0.023801094,-0.029580396,0.027331058,-0.0147125535,-0.08458429,0.04142468,-0.106036626,-0.15756607,-0.03319811,0.06111103,0.18161762,-0.07236563,-0.146949,0.007828899,0.09264807,0.0148654105,0.052518286,0.027875876,0.16008069,-0.206001,-0.040886108,-0.08358366,-0.011511821,-0.16352461,-0.08482042,0.18816917,-0.041037705,-0.034489978,-0.0506457,-0.12444711,-0.21207984,0.0065169395,-0.040731523,-0.057190415,-0.012677017,-0.03323904,0.03262998,-0.05929626,0.012916768,0.21098597,0.043802883,0.06706905,0.13724005,0.30770975,-0.27808407,0.086152695,0.016556067,0.0046238787,0.069766596,0.06277127,0.050187297,0.14842044,-0.14562854,0.029336752,-0.14438628,0.06429572,-0.086007655,-0.09392089,0.056548797,-0.08296925,-0.08087223,-0.14925233,0.11386308,0.029608702,0.13037239,-0.034782328,-0.013844295,-0.06106014,-0.041975446,0.1412538,0.047826365,-0.25746316,0.04102482,0.01668809,-0.073403165,0.19359693
TCGA-95-7039-01,-0.011497718,0.097373426,-0.042063363,0.011925294,0.16454193,-0.020995973,0.06988104,0.11159985,0.026131634,-0.0445444,-0.0196691,0.15212779,-0.205758,0.04728202,0.15853754,0.07237556,0.0724149,0.0426565,-0.0226476,-0.16977766,-0.21927632,0.14489548,0.06356233,-0.052163232,-0.009230075,0.0448408,-0.078605376,0.109266296,0.016419105,0.05782739,-0.014509267,-0.06256003,-0.14435369,-0.040182233,0.06405072,-0.10191907,-0.12079493,0.09080147,0.13731381,0.0108839935,-0.038526397,-0.05336978,-0.07359013,0.034533843,-0.11227332,0.13583477,-0.10065792,0.0009462619,-0.122309305,-0.000901011,0.0027650755,0.14296745,-0.13791804,0.012800052,-0.031550985,-0.05979073,0.17528814,-0.125234,0.15596768,0.19767918,0.024253126,0.06763166,-0.06209679,-0.042637233,-0.12607214,-0.11715965,0.008920276,-0.15260844,0.008588667,0.043320164,0.10822655,0.03345188,-0.029327596,0.056725293,0.01806563,0.06285433,-0.113205075,-0.067639396,0.019697463,-0.06232069,-0.035554215,-0.35337567,-0.032891285,0.040053837,0.2575314,-0.02408921,0.023963643,-0.13220458,0.029312665,0.106015116,-0.023848545,-0.22038117,-0.033276025,0.041620582,-0.036918096,0.12078703
TCGA-78-7147-01,-0.18334797,0.05680223,0.011781702,0.05739994,0.14167006,-0.028417338,0.011597955,0.0009168057,-0.00017688108,-0.074607424,-0.037991434,-0.10875116,-0.050981708,-0.086449675,0.10427637,0.024530115,-0.15018634,-0.0844114,0.10918871,-0.0621356,0.07654197,0.045081347,0.052543636,-0.022325754,0.01503263,-0.00032846333,0.03519419,-0.021097044,0.0152424965,-0.011345584,-0.11636624,-0.11134937,-0.10999022,0.012950195,0.038068786,0.09647549,-0.3644718,0.013876838,0.25910056,0.06372561,0.0725849,0.015403203,-0.044499137,0.049366336,0.1731903,0.25123355,-0.0073230434,0.035715986,0.02470776,0.13586766,-0.10009118,0.09988922,-0.01842327,-0.086722374,0.018692901,-0.024270646,-0.046363503,0.02459188,-0.06805735,0.12743042,0.060536787,0.08073328,-0.0924238,-0.14474128,0.116495274,-0.19811393,-0.015081512,0.0055882265,0.01136587,0.004281862,0.015191651,-0.15345532,0.08652463,0.09938283,-0.060905654,0.06952728,-0.10749612,0.031089853,0.08668493,-0.059869908,-0.12577775,-0.1787708,0.072705224,-0.009148857,-0.050993524,0.15032785,0.28899226,-0.06485741,0.07114699,0.04598144,0.028324796,0.014786012,0.005729362,0.06659781,-0.23127009,-0.109392285
TCGA-05-4427-01,-0.14889623,0.07602313,-0.08623563,-0.0076595256,0.13526893,0.032971803,0.010261223,0.06369531,-0.0048810514,-0.017141316,0.019951543,0.1097364,-0.046341527,0.28190765,0.0040730457,0.1526797,-0.022754302,-0.030210193,-0.14967005,-0.16988213,-0.06490468,-0.037181947,0.025843473,-0.0421694,0.09810766,0.018736292,0.026510421,-0.050455194,0.04172899,0.094967745,-0.21075185,-0.027405748,0.091057085,-0.05767469,0.016232908,0.099859655,-0.023915527,0.043700702,-0.054854315,0.05602222,-0.059629075,-0.03626459,-0.03273063,-0.23428127,-0.033661198,-0.067583986,0.19664034,0.17506117,-0.16520119,0.06775423,0.017538587,-0.10569982,0.10278047,-0.12832947,-0.17716068,-0.013054473,0.11717542,0.063241296,0.13596919,0.0813548,0.020690868,-0.13508195,-0.12840725,-0.2527621,0.017352046,-0.15700336,0.038790416,0.030723406,0.011967898,-0.027693573,0.16508509,-0.047807563,0.14739391,0.0051727747,-0.23050673,0.028255602,-0.08912762,-0.094223,0.012807296,-0.059409373,-0.0504151,-0.10305683,-0.12956741,-0.07418385,0.107953146,-0.11232559,0.009521647,-0.19650066,0.02486038,0.0876131,-0.12433135,-0.040728115,-0.06836977,-0.00064711645,0.0089525,-0.02473155
TCGA-17-Z047-01,-0.15801209,0.07621869,-0.3368313,-0.025766011,-0.059300035,0.008608874,0.062475886,-0.030457264,0.06016504,0.024535239,0.06420402,-0.18092148,0.22167996,-0.00010091182,0.072122864,0.03585673,0.14412083,0.009827304,-0.18569288,0.060406554,-0.14709163,-0.06407821,0.09463478,-0.11734956,0.0021613666,-0.08239714,-0.056219567,0.008553154,-0.099072985,0.09197586,-0.058926865,-0.07268834,-0.0021510632,-0.13665025,0.123621434,-0.18090399,-0.04771359,-0.0066280174,-0.12267191,0.081509314,0.06589319,0.109790064,0.013875616,0.08230078,0.023747558,-0.10584906,-0.11267617,-0.025074158,-0.031040613,-0.05977712,-0.03552096,-0.22100899,-0.014283687,-0.030676555,0.023594763,-0.06625086,-0.02321539,0.14009959,-0.06300087,0.11173094,0.06387803,-0.12056956,-0.037996758,0.32057086,-0.06503352,-0.003794032,0.06759786,-0.09296056,0.053612858,-0.0615071,-0.11980531,0.015209475,0.22217101,-0.0042705503,-0.1767053,0.07409391,0.026000727,0.052614808,0.0069412747,0.023474598,0.08636758,0.08937486,0.09096873,0.013772695,0.063311346,0.08834927,0.08811203,-0.11207469,0.050307974,0.085429974,0.08153311,0.16522637,0.06480453,0.08931163,0.06845102,0.024370806
TCGA-86-8671-01,0.046716053,0.08630924,-0.009286806,0.13248962,-0.034079753,0.03896332,0.08632276,0.06435086,0.046294887,-0.020688813,-0.01589177,-0.09952458,-0.08672895,0.046061277,-0.07778025,-0.09245509,-0.11771584,-0.20562138,-0.028157594,0.028624702,0.0776604,0.15855938,0.117038734,-0.124792665,0.115328126,0.06418794,-0.0023485408,0.14268623,-0.13856567,0.10955624,0.03553916,-0.045061924,0.0632194,-0.113120995,0.0557778,-0.3445212,-0.019060824,0.0010244554,0.08574889,-0.061707072,-0.102257706,0.057593398,-0.031572852,-0.10854775,0.12666419,-0.1837488,-0.009884376,0.07893821,-0.056863494,-0.097339734,0.200487,0.13462442,-0.13670231,-0.14334077,-0.025238307,-0.08279432,-0.031559397,0.057709698,-0.1938719,-0.1441196,0.08021188,0.075317934,0.0054548047,-0.08024625,0.072123766,0.00074875454,0.08628955,-0.20209281,0.058346096,-0.15172231,0.032138906,0.08905285,0.014034011,0.05083839,-0.0029649816,0.04514595,-0.04933221,0.13323377,0.08182594,0.019988898,0.22588663,0.11367747,-0.018515466,-0.06804158,-0.13899314,0.05888037,-0.102773696,-0.030856637,-0.027336773,-0.028857604,0.0667708,0.0072379983,0.23228915,0.07571258,-0.043818828,0.0853109
