Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
TCGA-55-8619-01,-6.6245217,12.207745,3.5911999,1.5091418,2.5499744,5.078015,0.63821006,6.043097,5.7205033,5.358478,4.295855,6.311213,6.1305733,5.111089,2.3402667,4.3727064,4.42354,8.383281,3.753169,3.1761503,6.396463,5.5035105,5.401434,9.429326,4.7470365,4.294815,5.664393,3.9338539,10.916045,2.8953836,6.1685047,3.0140173,6.2078977,6.1484346,5.642231,1.7371328,3.9799457,4.1402807,3.7639704,5.661334,3.3663008,4.7996097,9.140539,6.824172,3.9884422,4.124679,6.7392077,7.758157,2.1074796,3.419855,7.114772,3.1823714,3.0156646,3.7251692,2.4354722,8.030345,7.868461,4.5937314,8.25352,8.132802,9.543658,4.418488,1.2975793,1.5213053
TCGA-91-6836-01,-6.1022487,11.739655,3.3123713,1.7177157,2.2289248,5.3207483,0.8427753,5.826027,5.395006,4.534148,4.3976545,5.3695188,6.525286,4.431392,2.2401075,4.707582,4.0675955,8.033703,3.3610818,2.7248666,6.781042,5.407866,5.28209,9.215849,4.541636,3.851619,5.772275,4.113528,10.103887,2.2849216,6.749545,3.0679111,6.284158,6.6758213,5.768468,1.9587903,3.7764077,4.683456,3.7326963,6.0028434,3.2684364,4.991558,8.813516,7.11591,4.4629188,3.9223816,6.732453,7.347507,1.9449701,3.2769654,6.543975,3.2991624,3.1432834,4.3373637,2.8041832,7.3370852,7.8069344,4.9244947,8.079664,7.519114,9.226148,4.481086,1.6374714,1.612439
TCGA-44-5645-01,-6.3344374,12.176117,3.5235333,1.5943083,2.5732892,5.193004,0.6047691,5.9753547,5.593105,5.0135283,4.3261814,5.9038806,6.266456,4.821215,2.4054608,4.3934603,4.2974696,8.137816,3.858158,2.9579306,6.4564056,5.3199177,5.405571,9.393717,4.6076174,4.1208186,5.7306657,4.0241003,10.484515,2.7501929,6.4743743,3.186306,6.201701,6.5268745,5.6572165,1.9221452,3.8023906,4.19341,3.8750618,5.804324,3.4001946,4.9034123,9.026912,6.914447,4.1100025,3.9214418,6.6017585,7.5095043,2.0474143,3.5842655,6.8951435,3.3054748,2.9055817,3.963887,2.5774224,7.702995,7.7759047,4.7419558,8.166434,7.8141456,9.618473,4.3557453,1.247798,1.6666807
TCGA-MP-A4TF-01,-5.783291,11.649889,3.2282233,1.7611697,2.2221143,5.3567166,1.0114182,5.828627,5.554399,4.5110373,4.4961586,5.3934455,6.721718,4.4052014,2.2544074,4.6944704,4.049397,7.8932548,3.437181,2.6330433,6.82932,5.513589,5.341425,9.233611,4.3749385,3.8641818,5.8304405,4.2354794,9.993665,2.1565404,6.799035,3.2456388,6.225551,6.6556683,5.8651557,1.9250072,3.7098281,4.724573,3.9171214,6.037445,3.2376797,5.0104733,8.726888,7.211882,4.4382763,3.8690562,6.8066473,7.3243675,1.9194813,3.2571006,6.439751,3.4003913,3.2471125,4.4186025,2.9147084,7.2567453,7.6899424,4.901707,8.0784025,7.396472,8.945397,4.5205154,1.7375556,1.6443329
TCGA-86-8055-01,-5.7309613,11.707255,3.3432167,2.1865716,2.203197,5.4593782,0.93125033,5.6080265,5.436525,4.4789557,4.65997,5.360548,6.404103,4.858368,2.3173125,4.749336,4.0808587,8.064993,3.6726923,2.6725209,6.2678404,5.2796316,5.2521086,9.264675,4.624957,4.0248017,5.8625784,4.2562294,10.21952,2.1225336,6.778957,3.0678253,5.9693165,6.6628194,5.9635572,2.2711918,3.8089325,4.596452,3.8051386,6.0422525,3.771359,4.83976,8.686349,7.3324604,4.534434,3.8502517,6.6961694,7.372275,1.8596326,3.4126537,6.45568,3.3032842,3.0126998,4.4271708,2.651823,7.4711027,8.057866,4.9529033,7.762964,7.462354,9.348514,4.53821,1.8380015,1.6559706
TCGA-49-6761-01,-5.996235,11.914776,3.3639414,1.632019,2.420511,5.352739,0.8356738,6.013311,5.6357903,4.831333,4.260428,5.751114,6.384944,4.411162,2.301191,4.4707804,4.0460706,7.951118,3.8194714,2.761698,6.657529,5.4130993,5.468789,9.232415,4.567203,4.031389,5.783958,4.203646,10.23663,2.600775,6.5494347,3.2268796,6.3529105,6.664163,5.7291317,1.9783335,3.6373563,4.380389,3.8448505,5.8641706,3.2826986,4.790131,8.9356165,6.835391,4.267973,3.8743105,6.67269,7.289774,2.049783,3.3834634,6.8441896,3.317797,2.973957,4.114733,2.7661583,7.518736,7.6003275,4.86291,8.132752,7.628336,9.333123,4.3888946,1.4607224,1.7603695
TCGA-73-7498-01,-6.474028,12.096768,3.5683503,1.4538374,2.4229321,5.1192493,0.7521192,6.102586,5.6317425,5.2419343,4.1723404,6.098243,6.15838,5.04863,2.3156624,4.443458,4.218935,8.312035,3.9035294,2.9449713,6.5095005,5.4530516,5.2967763,9.260416,4.6796823,4.1929045,5.693413,4.0378995,10.677918,2.8675752,6.2451687,3.0640364,6.37076,6.3450108,5.5697346,1.7806412,3.846851,4.2315817,3.7422736,5.75704,3.3570075,4.6920295,9.197594,6.8226376,4.062845,4.0353866,6.6771564,7.6193957,2.1330552,3.4005916,7.169634,3.145937,2.959809,3.915535,2.53607,7.9824867,7.758311,4.6593165,8.288121,8.083404,9.553218,4.435611,1.4079932,1.6776123
TCGA-97-A4M0-01,-5.9459453,11.7892475,3.4523485,2.0394025,2.168035,5.236853,0.994671,5.666768,5.4565663,4.754735,4.6458187,5.6487255,6.309557,5.2290215,2.2756684,4.7450786,4.1947155,8.30767,3.8177881,2.6577413,6.246974,5.389643,5.1221066,9.270328,4.639251,4.135825,5.835703,4.0572414,10.511908,2.281794,6.535481,3.0464096,6.053824,6.406379,5.8552356,2.0680118,3.9968765,4.596602,3.7307434,5.990082,3.756551,4.7149587,8.886295,7.274971,4.4001184,3.9934733,6.75916,7.5875106,1.9844749,3.3116238,6.770816,3.2201743,3.0016994,4.3663816,2.5171273,7.7986193,8.104045,4.8394184,7.86836,7.77711,9.329043,4.6270103,1.8240023,1.5400529
TCGA-44-A47G-01,-6.4757996,12.308518,3.542548,1.5817456,2.6474264,5.0733724,0.4551598,5.887473,5.6881976,5.085286,4.366154,6.0213933,6.261601,4.9797144,2.3904278,4.494981,4.4655075,8.233447,3.740151,3.1072862,6.37564,5.408616,5.3706737,9.560945,4.643634,4.104599,5.766634,3.955791,10.722444,2.7654176,6.4376683,3.0212274,6.0958457,6.3472514,5.664367,1.8774153,3.9167717,4.1289062,3.8230338,5.6994543,3.383842,4.9518924,8.986865,7.014546,4.0870295,3.9794252,6.697978,7.581153,1.9913999,3.5953577,6.782535,3.2859452,2.9424999,3.8453515,2.5682893,7.783482,7.871694,4.649523,8.185512,7.874069,9.605227,4.3101606,1.1773285,1.5352081
TCGA-55-8207-01,-6.3678145,12.035913,3.5920317,1.8202351,2.3290155,5.277958,0.78205913,5.9283433,5.5976152,5.103866,4.346409,6.1699004,6.1069307,4.920414,2.3004513,4.461889,4.2698727,8.312595,3.8278587,2.9461777,6.2294245,5.3921742,5.439828,9.263049,4.7903013,4.3031683,5.7368503,4.0489697,10.762423,2.752103,6.263064,3.017452,6.143802,6.3621783,5.715649,1.9837036,3.9076765,4.320103,3.6965623,5.7957134,3.6368375,4.6039276,8.995982,6.8727584,4.254191,4.0556626,6.6800756,7.4549885,2.0566928,3.3157172,7.101814,3.1791809,2.820293,3.9107587,2.462823,7.955933,7.865377,4.733416,8.017736,7.9846187,9.576042,4.4700284,1.4862664,1.6271923
