Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-44-7670-01,7.6143847,7.1663957,3.233286,5.2697244,4.458225,6.0617404,7.2192593,6.1190557,4.0289845,6.208687,4.5629377,2.5557241,4.766732,5.6977468,3.9505188,6.8491273
TCGA-38-6178-01,8.847778,7.6630106,3.4020092,6.0373034,6.130104,4.7663975,7.091728,6.2851505,4.1381326,5.836342,4.8095117,2.365442,4.569957,5.004269,4.5851235,5.4247365
TCGA-38-4628-01,8.667935,7.51334,3.031669,5.685424,5.61771,5.3226314,7.316368,6.5057807,4.1179905,5.4827423,4.8483863,1.9484333,4.669195,5.399885,3.9403348,5.825358
TCGA-MP-A4TC-01,9.073807,7.4630294,3.0798392,6.127402,6.195344,5.257121,7.2927155,6.1178737,4.5102544,6.097034,4.5827217,2.0171888,4.712263,5.8978243,3.6626163,5.916384
TCGA-69-8255-01,8.633384,7.117029,3.0361898,5.417044,5.2468567,5.7682223,7.60326,6.0802407,4.1953697,6.044161,4.63634,2.028619,4.738323,6.0148416,3.625664,6.2265244
TCGA-05-4398-01,7.9675455,7.267656,3.387484,4.737962,4.7897882,5.8873615,7.270852,6.204053,4.2317266,5.885835,4.766409,2.5270135,4.883214,5.557814,3.9083617,6.184712
TCGA-69-7764-01,8.913239,7.98034,3.6713836,6.284508,6.37237,4.6786866,6.9223104,6.4965477,4.393997,5.6433773,4.794377,2.2452812,4.6483393,4.9464517,4.514206,5.127875
TCGA-49-AAR0-01,8.839157,7.939445,3.2479784,6.586467,6.2294607,5.166826,7.1044745,6.982351,4.2610683,5.6768923,4.5853295,1.9261423,4.994544,5.1720333,3.9271903,5.5826836
TCGA-38-4631-01,7.75929,7.3476415,3.2297268,5.1459503,4.769079,6.035712,7.20141,6.5339775,4.2620187,5.7976065,4.794048,2.3811185,4.864315,5.4266334,3.761328,6.434888
TCGA-50-5935-01,8.828673,8.059531,3.6656408,6.4691133,6.3265376,4.7735305,6.960404,6.7682137,4.3480864,5.5179,4.71939,2.1802754,4.7611175,4.913976,4.481729,5.1683464
TCGA-97-8552-01,8.646532,7.7408266,4.1902695,6.5710726,6.436793,4.727255,6.797123,6.0968933,4.849682,6.649608,4.4939475,3.2366312,5.0754194,5.109047,4.671574,5.2615657
TCGA-73-4668-01,7.998944,7.2316527,2.9703054,4.953303,4.8196054,5.905352,7.31911,6.263847,4.0412316,5.743602,4.8881335,2.1654775,4.7307878,5.6250043,3.785493,6.3637257
TCGA-62-A470-01,8.747841,8.010814,3.4596884,6.6284075,6.354188,4.995667,7.0735073,7.136152,4.394961,5.361915,4.7634892,1.8490068,5.004863,4.942933,4.1250196,5.302988
TCGA-97-7546-01,9.17899,7.279416,3.0224445,5.720931,5.8580184,5.5642967,7.584948,5.8095436,4.296943,6.274299,4.4802623,1.8798025,4.7932367,6.3023233,3.4803243,6.04334
TCGA-44-3918-01,7.482303,7.3659105,3.4178996,5.3992205,4.538639,6.0095005,6.967568,6.21179,4.2096243,6.225285,4.585605,2.6399362,4.816452,5.48996,3.9182222,6.7949805
TCGA-97-A4LX-01,8.84184,7.790907,2.806789,6.651798,6.0544224,5.506645,7.4071374,7.214263,4.112955,5.539344,4.639592,1.5520362,5.0979314,5.458345,3.5073702,5.8964515
TCGA-55-8616-01,7.9395766,6.9892783,3.2650769,4.702595,4.565508,5.912883,7.431827,5.799849,4.05558,6.220173,4.6737,2.4867227,4.73301,5.884742,4.01069,6.533365
TCGA-44-A4SS-01,8.211037,7.0222974,3.3109975,4.311103,4.709217,5.678298,7.440698,5.69384,4.0997386,6.044014,4.77617,2.613409,4.684569,5.7805552,4.026154,6.2362666
TCGA-44-5643-01,8.791237,8.060967,3.3984108,6.530856,6.285221,4.987707,7.029266,7.0347705,4.3373175,5.35673,4.6771154,1.8537477,4.9132247,4.9692554,4.1047287,5.3405643
