	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Patient_1	-0.10413897	-0.1467764	-0.09441704	-0.1259162	0.19326629	-0.15846635	-0.061730348	-0.08434197	-0.22689112	-0.2145673	-0.1684661	-0.18377899	0.084149286	0.22537261	-0.17279914	0.1127891	0.057023074	-0.12439621	-0.23003575	0.22977218	-0.18170567	0.015372666	-0.1618501	0.017056046	0.19834578	-0.43871737	-0.27563742	-0.12218553	0.19750084	0.19759877	0.15097901	-0.039779913
Patient_2	0.034210168	-0.086832695	0.02379467	-0.08905874	0.23284335	-0.15376319	-0.010707922	-0.09443837	-0.13680062	-0.43199015	-0.18478352	-0.13576439	-0.18384174	0.15238382	-0.1126069	0.11666887	-0.21149191	0.13766387	-0.504506	0.14371936	-0.2053807	0.28092942	-0.080885574	0.011887328	0.048040673	0.18158585	0.0123364385	-0.048244223	0.12248637	0.017418524	0.18220367	-0.04205719
Patient_3	-0.23918818	-0.12251719	-0.18558626	-0.17640856	-0.04704467	-0.09466793	-0.17730469	-0.17459008	-0.17980559	-0.029429592	-0.07123187	-0.11048641	0.2870441	0.1607439	-0.13737018	0.018229628	0.16257028	-0.2312034	-0.05281645	0.2520093	-0.09577315	-0.1369699	-0.2672122	0.18380545	0.22772229	-0.2347644	-0.2314357	-0.2412366	0.22470243	0.24929121	0.017774565	0.014971468
Patient_4	-0.18254806	-0.0630199	-0.14540541	-0.18444236	0.17196779	-0.043993883	-0.15955769	-0.06899988	-0.21866955	-0.011489009	-0.1425851	-0.059613857	0.20635821	0.17236534	-0.13434958	0.06789877	0.23254687	-0.27433565	0.019328028	0.24245904	-0.0479224	-0.12710689	-0.27487528	0.2220006	0.3223607	-0.16143785	-0.09634623	-0.29110464	0.24522233	0.23329489	0.06026959	0.071001746
Patient_6	-0.14262937	-0.13979551	-0.13157338	-0.13826545	0.12699415	-0.15967524	-0.07231158	-0.08968463	-0.21462417	-0.14696598	-0.12777223	-0.1575561	0.14325191	0.2150088	-0.17306946	0.07496185	0.13976733	-0.17020139	-0.16608505	0.2364288	-0.13511236	-0.051057484	-0.18226509	0.030145843	0.1730656	-0.45509964	-0.33860284	-0.12091462	0.18696687	0.22821206	0.116451845	-0.061148025
Patient_7	-0.124086715	-0.17995209	-0.16425933	-0.16294889	0.16975358	0.044740558	-0.15399045	-0.049477015	-0.30111602	-0.13539466	-0.1440456	-0.24561734	-0.060209908	0.25420102	-0.11414126	0.11210445	0.33118084	-0.13206516	-0.05359447	0.21269593	-0.16679631	-0.02600128	-0.23610839	-0.003998203	0.25216272	0.03519324	-0.04187894	-0.20012972	0.16397871	0.27441728	0.2978855	-0.027100766
Patient_8	-0.1437453	-0.17682718	-0.11916998	-0.14914434	0.14405505	-0.038798857	-0.13665974	-0.049502116	-0.26176786	-0.02862843	-0.079885185	-0.23108731	0.09459813	0.22598599	-0.15064733	0.14492825	0.22424479	-0.10403267	0.021957548	0.2099281	-0.15254153	-0.125537	-0.20716995	-0.068380855	0.28310713	-0.41197407	-0.20874669	-0.17422825	0.16667204	0.23508829	0.18867937	-0.025787923
Patient_9	-0.17094016	-0.16041073	-0.2050585	-0.1732969	0.07477753	0.08326246	-0.16221517	-0.05066792	-0.26299092	0.044033714	-0.09953403	-0.17373931	-0.013351225	0.2182114	-0.08845859	0.04156319	0.44317678	-0.23188946	0.17018065	0.17665052	-0.0790958	-0.13910758	-0.24626851	0.02694316	0.23505457	0.0636145	-0.03326053	-0.21276933	0.13906252	0.2993767	0.22586566	0.0061849966
Patient_10	-0.17625779	-0.15827109	-0.17346182	-0.17322871	0.05381701	0.097011834	-0.15849999	-0.0010832716	-0.25396776	0.09176809	-0.059423793	-0.1641273	-0.01827592	0.20878914	-0.08907878	0.045880266	0.44465595	-0.21195167	0.2830781	0.1706535	-0.062524684	-0.1732728	-0.24187396	-0.023347862	0.23871654	0.05539428	-0.03195322	-0.2193244	0.13622871	0.263146	0.21704917	-0.00513633
Patient_11	-0.1445935	-0.15639564	-0.14587142	-0.17307599	0.17340481	0.011250242	-0.12492858	-0.020421188	-0.29654276	-0.1577491	-0.13668856	-0.22032252	-0.047570404	0.2535132	-0.13890152	0.1009774	0.32717755	-0.18528487	-0.057090048	0.24080808	-0.1530036	-0.051733293	-0.23837242	0.017992068	0.24349567	0.0012850163	-0.07962747	-0.20511676	0.19606845	0.26585102	0.2793062	-0.020432852
Patient_12	0.04593493	-0.0996838	-0.0023554417	-0.07622581	0.22688137	-0.14179291	-0.02559445	-0.13616937	-0.13083449	-0.4133234	-0.20357542	-0.14251888	-0.17219181	0.14520577	-0.09250025	0.1083669	-0.21004428	0.14588185	-0.525036	0.121499695	-0.20850955	0.29903498	-0.07407726	0.025078932	0.044474434	0.16995855	0.027634514	-0.035949815	0.09807589	0.03514662	0.17538415	-0.03525859
Patient_14	-0.19092356	-0.19357038	-0.24304335	-0.18772434	0.025229229	-0.024982346	-0.19186054	-0.15105721	-0.25960782	-0.10015148	-0.14048652	-0.19959727	0.0667786	0.23608322	-0.0913175	-0.017012872	0.3428627	-0.17956807	-0.03364555	0.2225186	-0.110022545	0.008514022	-0.27332446	0.120703585	0.16628669	0.07735362	-0.094482206	-0.19538178	0.16645339	0.31810752	0.22471596	-0.054976735
Patient_15	-0.11282219	-0.14378662	-0.19615474	-0.14993274	0.17395225	-0.053552072	-0.15083061	-0.2062509	-0.23420867	-0.22462995	-0.24108207	-0.15868497	0.051150262	0.20764574	-0.10996117	0.05333508	0.15200664	-0.17974918	-0.32543504	0.22107978	-0.16802152	0.069736026	-0.23356694	0.19537316	0.21500686	0.023071203	-0.05899264	-0.20256501	0.17677645	0.2749194	0.15181644	0.027752746
Patient_16	-0.01156818	-0.13690268	-0.12374671	-0.09793925	0.25212756	-0.09408248	-0.087097675	-0.20579968	-0.19190942	-0.3428276	-0.27277163	-0.16835	-0.07222179	0.18780382	-0.09388543	0.093157984	-0.027514974	-0.02716221	-0.50168717	0.15941116	-0.21560705	0.2177953	-0.13663256	0.12177177	0.1371494	0.04390005	-0.014122066	-0.099124566	0.12627694	0.18144782	0.18189864	0.0063698804
Patient_17	-0.08123773	-0.16277176	-0.19206129	-0.15046667	0.19335163	-0.011937106	-0.13035028	-0.15522599	-0.25036916	-0.24842633	-0.23861052	-0.192891	-0.084174946	0.23596278	-0.09597894	0.053919323	0.21648751	-0.15036978	-0.28813842	0.19562957	-0.17893745	0.1082488	-0.20740025	0.124040864	0.16813281	0.16913807	-0.0074358922	-0.16409099	0.14861748	0.27284446	0.2490773	0.0008189123
Patient_18	-0.18867666	-0.117844164	-0.188748	-0.19417372	0.12634519	-0.009937711	-0.1715673	-0.075973615	-0.24713264	-0.021219108	-0.13573682	-0.12137555	0.1255196	0.20921052	-0.11889912	0.043140728	0.32638055	-0.26183215	0.05597305	0.23239698	-0.07283629	-0.10661387	-0.27245894	0.16028719	0.27742934	-0.07306546	-0.092536345	-0.26074517	0.21610992	0.28113595	0.14684586	0.027044987
Patient_19	-0.014653999	-0.19135234	-0.113561206	-0.11470325	0.25836885	-0.020779522	-0.127124	-0.15899344	-0.25047842	-0.27375785	-0.22242734	-0.26283124	-0.13230242	0.22655438	-0.10523108	0.17635146	0.041064426	0.054316256	-0.36834264	0.15124512	-0.25513148	0.15321873	-0.15805002	-0.031421542	0.21340658	0.01154618	0.0051086987	-0.12049331	0.11401442	0.19204183	0.2707285	-0.011529244
Patient_20	-0.24792457	-0.14600495	-0.24707565	-0.15623017	-0.14796963	-0.10983531	-0.20228794	-0.2704542	-0.15708373	-0.0964868	-0.08823015	-0.11950134	0.29976353	0.13489014	-0.08509704	-0.07949104	0.1584417	-0.19507995	-0.16946962	0.23700479	-0.08263258	-0.02620554	-0.27223644	0.25871685	0.1262872	-0.064962804	-0.1939446	-0.19736008	0.18231113	0.2794332	0.015216591	-0.034263466
