	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Leukocytes [#/volume] in Blood	-0.17365469	-0.36649674	-0.2603504	-0.12041452	0.23803441	0.22163746	0.1942158	0.07664363	-0.019909056	-0.037163172	0.23698388	0.03192318	-0.13828154	-0.3476048	0.18811585	-0.11915482	0.09905749	0.006987775	-0.23546751	0.07977329	-0.32595903	0.23823765	-0.058168296	0.28959775	-0.13218077	0.12318472	0.1266774	-0.031619698	-0.3948338	0.15550156	0.022689588	0.107576944
Hemoglobin [Mass/volume] in Blood	-0.54358137	-0.28966305	-0.18512748	0.07300017	0.0028847035	0.1219928	-0.007040932	-0.5295655	-0.31432962	-0.017062895	-0.22961722	-0.37782335	0.19668001	0.06641407	-0.34218708	0.08327559	-0.30688357	0.225659	-0.20368505	-0.0109768715	0.072906084	0.5276441	-0.14180475	-0.1424003	-0.1510038	0.40041023	0.36152226	-0.12812941	0.11188804	0.5663685	-0.2709658	0.29369467
Platelets [#/volume] in Blood	0.55200875	0.32234082	0.068231136	0.3517519	0.21221606	0.17930032	-0.3130423	-0.12111611	-0.37686408	-0.13205655	0.17749433	0.072746895	0.031519096	-0.03950538	0.28873897	-0.1850976	-0.11974607	0.31732538	-0.2469019	0.28883877	-0.40231666	-0.38718268	-0.20466383	-0.12346777	-0.05338848	0.111496255	0.75978726	0.363961	0.32685727	0.11613054	0.18561806	-0.17922756
Erythrocytes [#/volume] in Blood	-0.38363147	-0.07004289	0.3103103	0.05928317	0.13890754	0.30516458	0.23255523	-0.38317123	0.3239865	0.1935075	-0.30462632	-0.044679295	0.1234778	-0.11931433	-0.3827433	0.22100341	-0.35108507	-0.08350664	-0.21524504	-0.1282082	-0.090863585	0.086638756	0.039965544	0.39993846	0.15593414	0.16942951	-0.24002959	-0.18646546	0.11860003	0.6012983	-0.20187862	0.09234833
Hematocrit [Volume Fraction] of Blood	-0.2407837	-0.097933196	0.11519323	-0.08119224	0.0077588926	0.24946561	0.17279671	-0.19554539	-0.12277938	0.23157856	0.15925051	-0.09654804	0.08789764	-0.33401796	-0.5046288	0.16374508	-0.4593569	-0.13464819	-0.5598304	0.01027591	0.21539415	-0.02175425	-0.20911993	-0.027356256	-0.33860475	0.55638	0.25278607	0.04055861	0.21023642	0.44292995	0.101441525	-0.22831821
Erythrocyte mean corpuscular hemoglobin [Entitic mass]	0.2260504	-0.18110181	0.016888559	0.046750177	0.09046864	0.23597734	-0.15716547	0.35814658	0.31595656	0.5270188	0.015912553	0.070089236	0.17870827	0.06615522	0.21438836	0.007995293	-0.2544807	0.04666802	0.0007767044	0.12018181	-0.08690101	0.17445719	-0.052741736	0.20430662	-0.3001271	0.18941502	0.063951544	0.13756378	-0.2175331	-0.41708964	0.19581822	-0.089563705
Erythrocyte mean corpuscular volume [Entitic volume]	-0.075680695	-0.15877675	0.23746392	-0.5111544	-0.18440539	0.3385157	-0.11178639	0.22527987	-0.08354678	-0.22632806	-0.24567255	-0.30360165	-0.14710185	-0.075622596	-0.34235173	-0.46452734	-0.3322879	0.029904924	0.3041335	-0.0575773	-0.16148126	0.5592105	-0.14570785	0.36134443	-0.18893044	0.21435843	0.20201813	-0.16399655	0.06187383	-0.33548823	-0.1615541	0.15015772
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume]	-0.054750293	0.047932025	-0.08604893	-0.1094458	0.04819667	0.022105653	0.06731263	-0.1971136	0.19389722	0.063058086	0.048745736	0.19997533	0.42711735	0.17389968	-0.41013923	-0.115958	0.087554425	-0.19021232	0.16923292	0.21637672	0.27972916	-0.1085869	0.23143151	0.11234375	-0.2486423	0.019272424	-0.14313436	0.11243616	0.2853892	-0.40628496	0.12158909	0.29284593
Erythrocyte distribution width [Ratio]	-0.18390511	0.103052035	-0.056582663	-0.3900669	-0.24164446	0.117933266	-0.088369325	0.12157266	0.23768908	-0.29278782	-0.20787518	0.00755386	-0.16073504	-0.2894259	-0.11842963	0.069972076	-0.30279222	-0.052361757	-0.25065607	0.23709114	0.23835275	0.21011198	-0.5276657	0.20365952	-0.26741377	0.4415279	0.15047775	-0.32375497	0.05250612	0.1289319	-0.2721627	0.19305478
Platelet mean volume [Entitic volume] in Blood	-0.31149364	-0.5158322	-0.06687948	-0.2715415	0.23947603	0.4002466	-0.18343276	0.060453136	-0.07732707	-0.30073574	-0.021254448	0.04539663	-0.21862715	-0.07240611	-0.31362328	0.097034626	-0.31519973	0.28157175	0.055293668	0.62102824	0.390956	-0.029552761	0.18044774	-0.06765326	0.17856574	-0.4023977	-0.16409568	-0.25682956	0.16154404	0.006148234	-0.07292709	-0.034032132
