	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
c020	0.031651046	0.37587783	-0.25313163	0.067242734	-0.027560761	-0.30495268	0.4136727	0.030791933	0.12933719	0.26598397	-0.28537133	0.22815202	-0.0061071482	0.11666563	0.43719736	0.32933414
c021	-0.2596036	0.43018788	0.11436079	0.25306746	-0.31641367	0.020707492	-0.17511572	-0.04248197	0.40986526	-0.082383946	-0.3002082	-0.053358905	-0.28753164	0.4784424	0.1705761	0.3281361
c022	-0.24463436	0.29485843	-0.33883604	0.36907747	0.2509179	-0.20456749	0.08734439	0.15420125	0.030616608	0.26613262	-0.08378467	0.32237348	-0.028909726	0.33524707	-0.090815775	0.19613644
c028	0.24337237	0.29096738	-0.40152782	0.062002838	-0.07480153	0.37255913	0.3618334	0.2104352	-0.2802257	0.30856317	-0.18118107	0.036636543	-0.033458635	-0.23087838	-0.34475845	0.0011312285
c029	0.21484737	-0.007990153	0.010613043	0.54717094	-0.2735664	-0.2847514	-0.22366281	-0.24447359	0.07261182	0.26867968	-0.20416315	0.19529167	0.14049721	-0.28131482	0.4406191	-0.24855071
c048	0.3265796	0.43479145	-0.31894878	0.24277522	-0.14373595	-0.039643478	0.10029519	-0.19557099	0.083865635	0.027048726	-0.4203594	0.22631828	0.5137658	-0.13005184	-0.38415432	-0.33155307
c051	0.40820652	-0.08609667	-0.4003553	0.25746736	0.25252238	-0.11966841	-0.38276902	-0.001182462	0.07943899	0.21427085	-0.15101819	0.22908314	-0.13029055	-0.040981255	0.34718633	-0.21256958
c052	-0.041807353	0.52288896	-0.28079727	0.290245	0.25699714	0.06888198	0.18816406	0.2000667	0.20061362	-0.20021427	-0.1952113	0.38252875	0.28868267	0.07924731	0.3604722	0.38373193
c058	0.24887049	0.043428447	-0.3025347	-0.07796363	-0.22569151	0.16145004	0.4883054	0.20267355	-0.15275393	0.17553985	0.0039800494	-0.2736169	0.255048	-0.33163217	-0.32491487	-0.23587519
c068	0.4779459	0.24456783	0.050858162	-0.17405406	-0.06841261	-0.24964023	-0.14616491	-0.3130197	-0.26299393	-0.3363887	0.28597015	-0.31756175	-0.07530603	-0.10096091	0.3543173	0.046489347
c090	0.34706813	0.27861685	-0.18683268	0.36495173	-0.14678748	-0.0532616	-0.07633127	0.2148822	0.38139334	0.23448315	0.14664295	-0.3500215	-0.26020458	0.023082336	-0.28747943	0.3429041
c091	0.15953662	0.13887674	-0.28852487	0.3540579	0.18512386	0.4269272	-0.36074233	0.13806172	-0.13937669	-0.18839243	0.19753881	-0.026509972	0.122383416	-0.40951017	0.3012635	-0.20276044
c098	0.5335256	0.5383455	-0.16957372	0.24627022	0.12039991	0.2222352	-0.36848995	0.22760652	-0.11120552	-0.009088261	0.26004013	0.070806496	-0.075072736	0.3371301	-0.143919	0.3241256
c099	-0.062072895	0.38080087	-0.4044266	-0.010084809	-0.42466947	-0.24672903	-0.0749388	0.26372522	0.30572686	0.0124336835	-0.31064552	0.276725	0.3428927	-0.2610337	0.009927288	0.15755752
c100	-0.18144363	0.54770595	0.10685512	0.0121782515	-0.13026401	0.13375734	0.3077361	-0.03656399	0.0150570255	0.25127524	0.46708184	0.03253136	-0.106538914	0.0076626227	0.45000947	0.13169344
c102	0.41316015	0.13467641	-0.33547246	0.4337565	-0.24369407	-0.17918365	0.19611184	0.049792137	-0.24579868	0.033787563	0.13004088	0.4496978	-0.12128873	0.14736749	0.24608892	-0.1677468
c108	0.057175066	0.20177273	0.22242072	0.39882034	0.045163754	0.09006842	-0.27046296	-0.15911506	-0.020638216	0.538465	0.28103516	0.35200167	-0.13479489	-0.18598264	0.35695985	0.22223647
c109	-0.17155817	0.117299154	-0.3363142	-0.1882058	0.16479173	0.31590596	-0.17180929	0.19331162	-0.23079057	0.05616696	0.34337816	0.123747505	-0.313434	0.45953065	0.23684129	0.39286593
c111	0.47762835	-0.028796617	0.23424616	0.2405903	0.3181342	0.16418304	0.22514075	-0.15574907	-0.19613901	-0.4353773	0.45176136	0.2534447	-0.27586114	-0.01640228	-0.10618467	0.07075808
c130	0.40392536	-0.07322755	0.27284524	0.42948088	0.025442434	0.22103764	-0.1146742	-0.115535975	-0.11744801	0.22023809	-0.23272344	0.17499447	0.24609129	-0.23404305	0.25853992	-0.2826531
c131	-0.2728616	-0.24352908	-0.036072556	-0.026828839	-0.33371332	0.27188402	-0.22658856	-0.266941	0.35332328	0.2820057	0.36010036	-0.15912879	-0.079506576	0.29894692	-0.08384333	-0.23339602
c132	-0.1711557	-0.22137628	0.022998165	0.18451661	-0.35655	-0.35700625	0.42422992	0.256305	-0.2763471	-0.26481178	-0.24654244	0.413204	-0.22194918	-0.034778725	-0.30395263	0.21764998
c138	0.07095729	0.38738018	0.09681368	0.22336487	-0.36447632	0.052696656	-0.2960034	0.39805228	-0.17798342	0.40943745	0.14843948	0.0460809	0.07234919	0.21397525	-0.41299924	0.50145257
c139	0.054170355	0.06400712	-0.16198619	0.0562242	-0.48847717	0.45039526	0.30797717	-0.12176686	-0.08583013	0.086853035	0.24289022	0.49527156	0.10619989	-0.13796164	-0.29944104	-0.11122551
c148	0.07404124	-0.27358648	-0.29585537	0.2951825	0.0068295146	0.4869945	0.42841625	-0.33217794	-0.411194	-0.12095389	-0.08367501	0.12592068	0.14194857	-0.3443841	0.08526688	-0.115916535
c320	0.63816553	0.16284752	-0.06421488	-0.10720844	-0.19706576	-0.16138186	0.0469955	0.36087653	0.22692502	0.058432914	0.6074315	-0.032705054	-0.0915051	0.37747085	-0.10923697	0.15182543
c321	-0.21384783	-0.26724988	-0.4894463	0.19988255	-0.363589	0.11165183	-0.04385264	0.03457411	-0.10868802	-0.09613354	0.17048658	-0.014507889	-0.39807054	0.43336713	-0.37101597	-0.19723685
c322	0.4367871	-0.1855115	0.35373935	-0.10265474	-0.3264151	-0.11037464	0.11344269	-0.31454587	0.0924304	0.091153	-0.3385159	-0.11698736	-0.22742365	-0.28734004	-0.29189292	-0.18387283
c323	0.05186662	0.055975296	0.062038038	-0.069607906	-0.31572053	0.18050379	-0.041546185	-0.42636886	0.23542863	-0.5713472	0.09287478	0.3771133	0.4255158	-0.22440976	-0.3102533	0.30077386
c328	0.43457478	-0.21347672	-0.066228956	0.013796855	-0.36725205	0.07084996	-0.31054747	-0.24180219	-0.08673058	0.020127503	0.11840466	0.40999165	-0.41637984	0.42544323	-0.19867209	-0.1565132
c329	-0.0060104574	0.14040579	-0.37284836	-0.24667229	-0.17189772	-0.18528911	0.029115982	-0.20975994	0.06374237	0.091928095	0.51233023	0.18686134	-0.29552948	0.33762944	-0.25159395	-0.012883156
c770	0.47018754	0.45799202	-0.15816838	0.29063448	-0.023750067	-0.2688498	0.34141117	-0.16889583	0.16964075	0.22025359	0.035868507	0.5804241	-0.25290576	0.5507157	0.06534042	-0.21008518
c778	0.36199456	0.019578183	0.04266646	-0.2559683	-0.3696638	-0.033431955	-0.29693097	-0.26893017	0.17214562	0.06108812	-0.22609387	0.28754878	0.44974163	-0.06298595	0.5085012	0.12478852
c800	0.52646	-0.3378512	-0.42231038	-0.05140358	-0.21600543	0.22164975	0.26039883	0.1732706	0.009315513	-0.36123708	0.0026226928	0.1639367	-0.18302687	0.46845785	0.1261922	-0.06542241
d000	-0.128775	0.04524819	-0.08789106	0.08332828	-0.4138703	0.41082475	0.3498913	0.0058276053	0.28572723	-0.34642327	0.28852272	0.009996629	-0.08879386	0.08869028	0.39747587	-0.35959724
d370	0.1002507	-0.35492298	0.00021008545	0.491735	0.09505176	-0.20335306	0.13392745	0.1458055	-0.16562419	0.013918591	0.26237613	0.5452448	-0.047158048	0.3715202	0.15606245	0.026130045
d380	0.17219421	0.20941187	-0.36535573	0.37980136	-0.10562805	-0.0018835668	0.37605307	0.09186886	-0.2925074	-0.07474975	-0.14105573	0.39961162	-0.08752976	-0.13538066	0.4018773	-0.196404
r590	-0.11641878	0.4179485	0.376889	0.1835432	-0.10034068	-0.067845404	0.07768713	0.16880941	-0.008707933	-0.54446656	0.26253283	-0.032715376	-0.0034349116	0.113833554	0.20904647	-0.25076082
r599	0.08963945	0.08341213	0.24278818	0.12281267	0.18353078	0.044019226	-0.11453486	0.3229368	0.39738873	0.17607449	0.17393944	-0.09740362	-0.2558341	-0.31256306	0.21181375	0.294245
t810	0.36832058	0.19309358	-0.10797797	0.27031627	0.031132849	0.31757572	0.20255584	-0.08042693	-0.31888297	-1.000384	-0.23228036	0.17821987	0.36912033	0.33851436	-0.15153708	-0.16672805
Leukocytes [#/volume] in Blood	-0.22145286	-0.31827557	-0.26408	0.4712947	0.018878112	0.29278016	0.124911025	0.082226194	0.2581471	-0.24085753	-0.21369438	0.3130813	0.44884446	0.17711014	0.12803607	0.07803394
Hemoglobin [Mass/volume] in Blood	-0.12134161	0.26321277	-0.3587312	0.4595696	-0.30709872	-0.36581844	0.29283282	0.1206398	0.2696498	0.32765844	-0.009355584	-0.28587005	0.2723232	-0.080980964	0.40139425	-0.24594972
Platelets [#/volume] in Blood	0.4174983	0.24191496	-0.253193	0.13800192	-0.14606951	-0.4988214	-0.31958792	0.12425519	-0.3681263	0.100011885	0.3795732	-0.360476	0.28324068	0.114931114	0.16265368	-0.067612015
