	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
bin_0	-0.09342459	-0.05385292	-0.12516055	-0.6528817	-0.39956182	0.26533902	0.26758668	0.23340839	0.15802921	0.26225007	-0.6013892	0.18294749	-0.41967192	0.2933601	0.32515702	0.21795614	0.44850633	0.18682574	0.18978278	-0.22452687	-0.4340811	-0.04139606	-0.26898113	-0.03193712	-0.8994321	0.14275761	0.5315064	0.61983126	0.31749463	0.55602413	-0.14186476	0.060698748
bin_1	0.13422942	0.12679982	-0.11627452	-0.18518907	-0.35841838	-0.09634458	0.8872322	0.59412265	-0.14240448	0.57150686	0.003325919	0.32735565	-0.08317889	0.07386502	0.33675435	-0.14186339	-0.6733769	0.9994666	-0.03343098	-0.20256485	-0.09625838	-0.12218524	-0.3094604	0.11877009	-0.053941853	0.31663606	0.43304825	0.36991906	0.1459494	0.02372622	-0.0120050805	-0.1649548
bin_2	-0.011793916	0.32787374	0.1469598	0.08527756	-0.15319826	-0.12305269	-0.0111742085	0.31507385	0.24267606	-0.14486675	0.5135045	0.12233436	0.14299783	0.3092813	0.36757413	-0.03747288	-0.1488363	0.3143433	0.24589047	-0.29850045	-0.3022762	-0.015797528	-0.2390372	-0.04865935	0.0013869661	0.1463332	0.30312473	-0.11472887	0.3008908	-0.023880139	0.71818405	-0.048231523
bin_3	-0.25403476	0.10513377	0.24536745	-0.09725867	0.118026175	-0.013475637	-0.11126705	-0.05221819	0.008546392	0.1582283	0.3751945	-0.15446845	-0.15223217	0.47690123	0.6318281	0.26283133	-0.1507351	0.9304218	0.18013722	-0.334643	-0.42766267	0.17798093	-0.053221256	-0.2913673	0.22829679	-0.050468404	0.04818344	0.48021424	0.16017006	0.025678447	0.55163187	0.057051815
bin_4	-0.14350054	0.21572255	0.22630286	0.24390462	-0.16015983	-0.21642295	0.17339177	0.033656135	-0.17248799	0.06558456	-0.103724465	0.2706533	-0.25988457	-0.18262495	-0.14920686	0.16056529	0.22789961	0.25664756	-0.19192792	-0.11468414	0.14932108	0.15553783	-0.23322761	0.36930874	-0.10834599	0.21971685	-0.27051193	0.076090716	0.13198839	0.10761868	0.28548262	0.0012242796
bin_5	-0.06044139	-0.03627341	0.4544758	-0.42929178	0.280394	0.14759557	0.020338293	-0.1269821	-0.26054534	0.17179099	-0.13316885	-0.40986928	0.13046402	-0.16783018	-0.21423402	0.19145435	0.20107868	0.18783449	-0.29907835	-0.07040304	-0.0033309248	0.12326088	0.05704628	0.014101127	0.103324145	0.114200205	0.030888187	-0.16313891	0.27609736	-0.093498304	0.16329394	-0.10246934
bin_6	-0.26601672	0.2559091	0.2078174	-0.09107957	-0.26530048	-0.32571167	-0.020445341	-0.31864873	0.0625597	-0.34264567	-0.22330077	-0.21229742	-0.14722314	-0.0077870847	0.114293694	0.10618261	0.14986256	-0.3014279	-0.18902144	0.31524828	0.2818828	-0.3275863	-0.25838923	0.1386783	-0.04247583	-0.08415849	0.056687016	-0.18947259	0.26093784	-0.03361176	-0.029647732	0.21279994
bin_7	-0.26332146	0.11927257	0.10469499	0.09816418	0.3307532	-0.31687522	-0.1898561	-0.2796224	0.2108311	-0.30656263	0.055665493	0.078282006	0.29062292	0.0939506	0.111797474	0.052168503	0.2242864	-0.039761562	-0.29907197	0.33377093	0.15186323	-0.2586618	-0.13171475	-0.20419307	0.15268151	0.31789866	0.01054169	-0.1628034	0.033777747	-0.105639696	-0.0013928851	0.06208797
bin_8	0.2501596	-0.012604382	0.4718398	-0.22017387	0.09065075	-0.023534767	0.06354109	-0.21359691	-0.06926534	-0.033993542	-0.27798235	0.07144622	0.33643234	-0.35190666	-0.5109236	-0.2037485	0.083249964	0.1176653	-0.19961809	-0.14353101	0.14922547	-0.14990474	0.1564768	-0.1970469	0.19845486	-0.006854879	-0.23084256	0.26926044	-0.02399187	-0.059348617	-0.17765677	-0.31872597
bin_9	0.3349806	-0.045025174	0.12600882	-0.33418667	0.28845143	0.016440138	-0.35361308	-0.24878989	0.046724588	0.025656357	0.22138503	0.13418493	-0.22633624	0.3167324	0.23012435	-0.24483727	-0.017404567	-0.018973757	0.11947514	-0.17926446	0.16554645	-0.05504947	0.23596902	0.27389625	-0.28138068	0.32721072	0.12191779	0.1684287	-0.13090514	0.07911098	0.20883226	-0.27336282
bin_10	-0.22037224	-0.06094033	0.15605794	-0.31471816	-0.06665551	-0.20782037	-0.2406317	-0.22745073	-0.056285024	-0.2517496	-0.17000209	0.13549994	0.20588294	0.17993744	-0.11128966	-0.15930149	-0.20048875	0.12159523	0.22973274	-0.36360893	-0.13616927	0.37322742	-0.015867218	-0.18674225	0.039768826	0.31202167	0.28056496	0.16452427	-0.10983412	0.18204208	-0.00546796	-0.13053426
