	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
bin_0	0.018353706	0.16150045	-0.18782498	-0.2754933	-0.3925612	-0.16026369	-0.30807453	-0.046316493	-0.3048754	-0.006145683	-0.34582537	-0.15526052	-0.1253527	0.3753467	-0.2529865	-0.3581531
bin_1	-0.3354752	-0.37505835	-0.23610477	-0.3727863	-0.14515786	0.057447553	0.33114162	-0.3593978	-0.042718872	0.35516712	-0.3340994	-0.08948861	0.15985127	-0.036456775	0.07240006	-0.095694624
bin_2	0.27491352	0.07144143	-0.3315126	-0.055152144	-0.084671386	0.26479858	0.3829286	-0.26400885	0.12528765	0.19739757	0.12034112	-0.30079362	-0.2219156	-0.3636929	-0.29645118	0.28936118
bin_3	-0.3628716	-0.41334245	0.15337245	0.0013692158	-0.1141568	0.07406836	-0.45800927	-0.13208053	-0.11131969	-0.42270738	-0.14339904	-0.22313556	0.39104602	0.016374907	0.024079727	0.11410682
bin_4	0.27158895	-0.12249305	-0.054776717	0.1493164	-0.18704635	-0.34074202	0.14968354	-0.094747566	-0.31939328	-0.351251	-0.2525933	0.27187154	0.22400068	-0.28495416	-0.26608655	0.37172732
bin_5	0.22944635	0.026337663	-0.42534408	-0.17763555	-0.37014392	-0.010952557	-0.3234089	-0.08250974	-0.37728307	-0.10398984	0.10536148	-0.37120143	0.14665337	0.32343635	0.072238006	0.2286405
bin_6	-0.28116772	0.13660793	-0.024866592	-0.14986257	-0.2531203	-0.35652953	0.30066252	-0.025153494	0.31656283	-0.15918297	0.46791422	0.06595782	0.34865782	0.28901058	-0.07667686	-0.19281563
bin_7	0.22802676	0.25391975	0.008303444	-0.21750244	-0.05194822	0.1364082	-0.36793387	-0.0055693905	0.2370227	0.2901743	0.3904172	-0.18535034	0.28512958	0.25778186	0.33505684	0.3037524
bin_8	0.4167788	0.3235486	0.12796892	-0.026093261	-0.2492214	-0.38234067	-0.08132849	0.2826431	0.2758878	0.25005913	-0.0682764	-0.16758262	-0.047394205	0.34126782	-0.28628156	-0.1941683
bin_9	0.3550906	-0.22084206	0.37231782	-0.083840385	0.23827597	0.442205	-0.14420639	-0.106750585	-0.20544839	-0.06380147	0.39249307	0.03631371	-0.25717118	0.3282321	0.06063505	-0.12561364
bin_10	-0.24135345	-0.31749237	0.114010096	0.24962044	0.33208773	-0.2827022	0.28772992	0.23984653	-0.30229393	-0.09139733	0.23500295	0.23896962	-0.32754385	0.13716866	0.1489532	-0.27343288
bin_11	0.12902646	0.35672852	0.19533642	-0.17204198	-0.2868994	0.32938716	-0.14516059	0.19418028	-0.12673324	0.3466652	-0.23769142	-0.30888206	0.037214715	-0.33830735	-0.24847656	0.27025294
bin_12	0.15557836	-0.0345746	0.0080408035	-0.23910065	-0.3921979	0.080352746	0.39944813	-0.2571814	0.03750304	-0.20413174	0.24319011	0.40286276	0.39346582	-0.2220044	0.026441311	0.24914403
bin_13	-0.27801973	0.10521171	0.2605727	-0.27167615	-0.22063904	0.210954	-0.27177322	-0.25361744	-0.29149604	-0.15981162	0.31415352	-0.118405856	-0.23816422	0.17124282	-0.32668594	0.35010242
bin_14	0.28444228	0.3010971	-0.38591355	-0.24063262	0.17033269	-0.18217793	-0.24972174	0.20069239	0.2499483	0.11037526	0.13070053	-0.24726933	-0.082909636	0.42599	-0.22891411	0.25126624
