	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
c020	-0.25500965	-0.0069211773	-0.2727586	0.2335438	0.17724662	0.31518382	-0.17897357	-0.25597924	-0.014066863	0.11089585	0.0026436925	0.09710061	0.038471762	-0.24567573	0.019621598	-0.17959501	0.06499931	-0.23376854	0.13209333	-0.06365258	0.141897	0.12277828	-0.100233905	-0.2688439	0.22658463	-0.18020967	0.10237127	-0.21914734	-0.10820093	-0.23957095	0.2561647	-0.03740254
c021	-0.008631429	-0.122851744	-0.07070723	-0.118389376	-0.30353466	-0.2911271	-0.0983378	-0.07454718	0.20303777	-0.37067488	0.2776999	-0.50412804	-0.26287055	0.27136317	-0.17271811	-0.07341199	-0.15231435	-0.05442903	0.18228117	-0.07195778	-0.16364402	0.020463001	-0.02317785	-0.21872725	0.25722104	0.094095856	-0.06588845	-0.03687192	0.16270956	-0.2314515	0.115631014	-0.2641499
c022	-0.078395024	0.09202417	-0.26951653	-0.12678486	0.10998422	0.4267067	-0.1603094	-0.12418631	0.006118796	0.17945623	0.06555153	-0.21733801	-0.14621639	0.27757013	-0.11437435	-0.123589285	-0.22377297	-0.2864267	0.19264469	-0.26011333	0.20994732	-0.22231859	0.044506937	0.18157172	-0.10788038	0.20363082	0.25304547	-0.13081352	-0.14613485	-0.13871375	-0.18896827	-0.18212317
c028	0.08975041	0.14988565	-0.19523284	0.06741859	-0.036130298	-0.039645735	0.15272333	-0.119484246	-0.26167724	-0.14714226	-0.22617288	-0.054392144	0.14931338	-0.22158279	-0.31903055	-0.0061872834	-0.28039315	-0.09553886	0.12074893	-0.23665701	-0.049320247	0.04441378	-0.07149433	0.13647245	0.29500118	0.11814354	0.29466763	-0.17242551	0.35634717	0.2092098	-0.10807905	-0.36759093
c029	-0.25916925	0.27710974	0.0003160477	0.14972459	-0.106781036	0.2636932	-0.113982484	-0.1833184	0.1851719	0.20479286	-0.29492044	-0.15823697	-0.21337831	-0.056424752	0.093435235	-0.14440821	0.20903093	0.02922798	0.21466322	-0.11262772	0.0021741772	0.18137048	-0.18166827	-0.1270207	0.2755123	0.009986097	0.32834327	-0.05091788	0.31791934	0.18716517	-0.033280395	0.15124469
c048	-0.265815	-0.028335	-0.17209181	-0.024015462	-0.22893149	0.31004894	0.17578095	0.011033581	0.029140808	0.18252708	-0.21674237	0.04116116	-0.2803026	-0.13707764	0.26894873	0.41752294	0.13897122	-0.052522127	-0.3257958	0.09047089	-0.2011067	-0.29056424	-0.06132961	-0.07490255	0.0027754065	0.24160555	0.26049858	0.050015956	0.24318197	-0.29537168	-0.056488782	-0.03685196
c051	0.12476248	-0.015815139	-0.20090148	0.17221408	0.004875419	0.12628348	0.18661173	0.18660225	0.13838711	0.14169678	0.2620725	-0.38782027	-0.26773942	0.06457009	0.0777178	-0.19107547	-0.050362833	-0.14369935	-0.12501606	-0.25470403	-0.20914598	-0.29289377	-0.12235009	-0.031473573	0.26550347	-0.15230563	-0.16721039	-0.08817315	-0.25295764	-0.10195652	-0.34582043	-0.3028326
c052	0.27661854	0.1685626	-0.27107108	-0.14364544	-0.23810992	0.059342247	0.13896114	0.0935043	-0.037286587	-0.2148609	0.051599283	0.22507049	-0.175144	0.20510377	-0.10350588	-0.2635337	-0.038216155	-0.21613519	-0.06279748	-0.30742893	0.19253922	-0.3238683	-0.086355105	0.16873212	-0.10274686	0.06374771	0.123280376	0.09229325	-0.2371425	-0.0719386	0.2176538	0.21899228
c058	0.17495069	0.32530296	0.13570555	0.0977638	-0.21576515	-0.017262097	-0.08418433	0.21467917	0.1622132	-0.016377706	-0.028393319	-0.053621553	-0.38403133	-0.07125509	0.24325345	-0.0777249	0.05127624	-0.17766263	-0.22768359	-0.20609179	0.23799627	0.08032457	-0.2818873	0.23239695	-0.10744398	-0.20139314	-0.1753248	0.030487537	0.0027427238	-0.00485489	-0.047106408	0.18938819
c068	-0.2463962	0.29394534	0.1604241	0.22624236	0.1568482	0.22961687	0.038177006	-0.15501371	-0.025149025	-0.18720324	-0.017762352	0.18924639	-0.30466732	0.1988067	0.038937077	0.20368716	0.26185954	0.13624261	-0.24577525	0.027799098	0.23353268	0.075788245	-0.17406288	0.022779258	0.05047533	0.18858492	0.30331048	0.065952286	0.17255035	0.19321577	0.1400144	-0.23342794
