	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Leukocytes [#/volume] in Blood	-0.111339435	-0.080430776	-0.007713337	-0.036121253	-0.3610244	-0.044356875	-0.08996274	-0.3016289	-0.1086729	-0.0988862	0.07726345	0.3076732	-0.24907377	0.09123845	0.37536836	0.09777577	-0.2962676	-0.023281347	0.09069562	0.011429958	-0.26832166	0.48143336	-0.4223857	0.09706079	-0.24999034	0.09473676	-0.3275559	-0.29327556	0.051330354	-0.24321888	0.34288666	-0.060166467
Hemoglobin [Mass/volume] in Blood	-0.17058009	-0.21701486	0.03219179	-0.19481945	-0.41577944	-0.053613357	0.059291966	0.11590193	-0.22097759	0.3734126	-0.041022256	0.055351645	-0.1466232	-0.22944713	-0.13857566	0.15994121	-0.020254795	0.040287066	0.2736028	0.1603054	0.09381461	-0.29595497	-0.0967504	0.101569325	0.26531547	-0.21304445	0.12987943	0.17465201	0.07896156	0.020767406	-0.27669644	-0.16804908
Platelets [#/volume] in Blood	-0.11804134	-0.37163687	0.35643545	0.3321927	0.2545807	-0.10299751	0.20579076	-0.10621883	-0.0027228124	0.24382615	-0.14163996	-0.07353935	-0.2600187	0.011596685	-0.06423708	-0.38719162	-0.5677809	-0.1673144	-0.41429463	-0.14326482	0.08580238	0.210008	0.07543999	0.14443249	0.7566279	-0.5124787	-0.35065082	-0.1660253	0.21129361	0.16580783	-0.15054232	0.14051037
Erythrocytes [#/volume] in Blood	-0.020408312	0.00620474	0.013135038	-0.5530186	0.13036004	0.13718817	-0.002892552	0.17218842	-0.026177067	0.3589654	0.05610762	-0.12477904	-0.18128905	0.26828253	0.28909662	-0.24875155	-0.1479323	-0.4458795	0.31787696	-0.2739872	0.18114752	-0.34700873	0.0969358	0.3386592	0.2323749	0.021240788	0.07764663	0.01918793	-0.24506249	0.020004923	-0.23628637	-0.074931055
Hematocrit [Volume Fraction] of Blood	-0.038432837	0.15956216	0.12509494	0.007970204	-0.38165015	-0.09913501	-0.12318467	0.17523085	0.2909732	0.12795193	0.05649486	0.23792942	-0.18575129	-0.114468075	-0.24227935	-0.22045842	-0.0064699627	0.15757142	-0.3411674	-0.22460361	-0.20394906	-0.02735122	0.06919224	-0.13846974	0.2696582	-0.30913952	0.05936843	-0.057575643	0.09194241	0.19253975	0.20926917	0.2255839
Erythrocyte mean corpuscular hemoglobin [Entitic mass]	0.1391967	-0.14262466	-0.019425174	-0.06397641	-0.3441134	-0.12868068	-0.13188805	-0.2974663	-0.32008433	0.41512772	-0.08948977	-0.12323415	-0.24418709	0.21098581	-0.37722126	0.017507378	-0.15390505	0.2148307	0.060601275	0.09895463	-0.1798851	0.2325225	0.20009705	0.09555307	-0.3834622	-0.10214093	0.26209727	-0.11521482	0.060737606	-0.38330117	0.21339737	0.25055918
Erythrocyte mean corpuscular volume [Entitic volume]	-0.22806256	0.00290119	0.21155144	-0.57623595	-0.33993867	0.22591689	0.21241654	0.13959612	0.17801875	0.29951996	0.092098825	0.1138189	-0.27420714	-0.117358334	0.20405722	0.18938479	-0.050658144	0.08477726	-0.15479255	-0.13493706	0.20670758	0.050673928	-0.26713362	0.04834499	-0.049818233	-0.22097698	0.18528433	-0.09888188	-0.07068117	-0.5522527	0.18395002	-0.1898473
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume]	0.24326776	-0.28188527	0.045405656	0.30329016	0.03354237	0.3733678	0.20063134	-0.28538072	0.07158814	0.0793011	-0.17402902	-0.06838618	-0.20265755	0.108425565	0.12651074	-0.16260882	0.032585748	-0.16029976	-0.23522398	0.24020988	0.06491051	-0.22271925	0.076651774	-0.07357504	0.29190245	-0.26247635	-0.17233898	-0.031200705	-0.48038313	0.057720438	0.050068505	0.18209349
Erythrocyte distribution width [Ratio]	0.0046982197	0.087701075	0.17600702	0.42482182	-0.11341478	0.17306298	0.039363086	-0.21404278	0.21509771	0.13127242	0.191139	0.048075985	-0.36351642	0.23203216	0.2415907	-0.12266956	0.2309077	-0.4887971	-0.2853668	-0.0488494	-0.13501199	0.082306705	-0.25367612	-0.10750062	0.35047644	-0.25078934	-0.23581819	0.2716353	-0.10112896	0.054773994	0.092065945	0.18722242
Platelet mean volume [Entitic volume] in Blood	-0.17345467	-0.2227425	-0.15101793	-0.28057206	-0.1843811	-0.081106104	0.37817684	-0.16464697	-0.002116041	0.2454497	-0.05403055	-0.44716612	-0.15390146	-0.04476581	0.26656383	-0.015414572	0.17414346	-0.5988174	0.35221195	-0.2636249	-0.20719457	-0.12019344	0.14445476	0.34795833	0.081873365	0.13568126	0.15262197	0.28347832	-0.26343593	-0.30124342	-0.1782068	0.3679295
