,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
1,11.2972355,4.688797,5.952819,3.6381445,8.031065,9.140239,1.7651114,4.698698,6.26263,3.8502448,6.5669904,0.2041022,7.262185,4.975429,3.381649,7.693664
2,12.19619,4.642775,6.1941285,3.7458963,8.23296,9.398462,1.3607979,4.571973,5.633621,3.5199246,7.3623104,-0.5363561,7.4140673,4.1944594,3.6914864,7.9656096
3,11.2229805,4.701287,6.076075,4.0932064,8.104005,9.102306,1.1336198,5.117533,6.417611,4.1745343,6.672905,-0.015855432,7.2620616,5.0722036,3.1763387,8.107121
4,12.1174555,4.688062,6.0099235,3.5450137,8.279528,8.854828,0.66041106,4.9114447,5.6979976,3.6602,7.4626484,-0.7068072,7.3512907,4.2249327,3.5120356,8.207072
5,12.331416,4.6637816,5.9282713,4.2829914,8.135549,9.88015,2.1529775,4.289879,5.0664086,3.229588,7.5149584,-0.35180503,7.451519,4.5601416,4.574616,7.8325567
6,11.465834,4.756106,6.008693,4.050724,8.227649,9.328325,1.2104602,4.7105527,6.428107,4.1408815,6.699401,-0.07517547,7.168602,5.0309844,3.2391276,8.146513
7,11.635088,4.6081324,6.3654613,3.79167,7.96915,9.478829,2.2651885,4.5352755,6.0037537,3.5646262,6.7434826,0.14027913,7.4083266,4.272845,3.529139,7.346479
8,12.195037,4.6281443,5.9178963,3.99587,8.150025,9.149513,1.0078166,5.0864687,5.00406,3.346284,7.8831344,-0.88719785,7.5724974,4.5561404,4.222659,8.2798815
9,12.2516985,4.7170477,5.919988,4.4148445,8.110144,9.893244,2.373562,4.1236696,5.18632,3.2778094,7.3714714,-0.13731076,7.367442,4.5236654,4.6318526,7.669418
10,12.052631,4.73134,6.034913,3.7445123,8.339707,9.326844,1.0099108,4.5751996,6.062146,3.8517222,7.098103,-0.46475178,7.222435,4.4933796,3.3772092,8.15759
11,12.1165285,4.6000395,6.1776032,3.5897963,8.15095,9.011945,0.8264367,5.0696187,5.5860686,3.5560853,7.490267,-0.7207262,7.5029397,4.1679087,3.5639567,8.1156025
12,11.88573,4.5398498,6.304045,3.5205772,8.146826,9.211824,0.72799397,5.315351,5.8414974,3.7151196,7.3050904,-0.7841764,7.572268,4.536316,3.1994858,8.275878
