	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
c020	0.07376573	-0.2411617	0.51202136	-0.13438542	-0.10492951	0.055357102	0.33414316	0.04457389	-0.053350653	0.4341159	0.24371947	-0.15412821	0.32681772	0.09069002	-0.25848493	-0.12133701
c021	-0.04548701	-0.08667703	-0.5448442	-0.0009814958	-0.31023175	0.34321955	0.12111666	0.1394806	0.34209004	-0.42420992	-0.20153245	-0.09803922	0.19594935	0.17663468	0.14054906	-0.30398914
c022	0.29538128	0.15614633	-0.19893238	-0.2553929	-0.09553837	-0.17764564	0.2166225	-0.1770934	-0.31333095	0.48703918	0.3242511	0.15663195	-0.23623514	0.02295756	-0.1001765	-0.2899479
c028	0.23351559	-0.40733862	0.3512106	0.24029717	-0.115175396	-0.23623207	-0.026825553	0.17568853	0.022952665	0.44900116	-0.16054663	-0.10787538	0.41684154	-0.114883654	-0.17276916	0.24768284
c029	-0.15709205	-0.080756076	-0.0011662847	-0.36552328	0.1268323	-0.09569513	-0.27734625	0.07947831	-0.04877969	0.44812623	-0.13822082	0.10388199	0.30654716	0.16752112	0.387606	-0.3826544
c048	-0.39132485	0.14573063	0.1206944	-0.060503747	-0.23762839	0.0064252834	-0.10951335	0.35672864	0.06457759	-0.0057676546	-0.19053042	0.40269655	-0.420601	-0.06865556	0.27401242	-0.3870274
c051	0.1537279	0.10820263	-0.1063077	-0.27775496	0.29060277	-0.13423853	-0.19806036	0.30204314	0.32069728	-0.19253545	-0.48984945	0.31233862	-0.29055002	0.3385608	-0.13754365	-0.03300814
c052	0.043812655	-0.13311934	0.45873004	-0.3785037	0.06808558	0.15045418	0.3079458	0.38351285	0.32098004	0.03201439	-0.035277903	0.47774634	-0.27715608	-0.067037426	0.32726347	0.006287734
c058	0.10230567	0.014722104	-0.354399	-0.2187396	-0.18727906	-0.120130874	-0.35115632	0.31457323	-0.16005899	0.30255997	-0.0044108937	-0.11599549	0.54750127	0.36119077	0.015685514	0.29009506
c068	0.016908552	0.23284812	0.45432013	0.30135688	0.085958	-0.06234549	-0.07454133	-0.36680713	0.017176392	0.21954197	0.15454498	0.023324827	-0.3652904	-0.18485695	0.30345556	-0.29379362
