	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Leukocytes [#/volume] in Blood	-0.19538175	0.20081611	0.102376305	0.19683234	0.16917503	-0.008316561	0.23460077	0.0617948	-0.24455038	-0.21691278	0.24544054	0.07748696	-0.1131984	-0.022290347	-0.11369392	-0.1433858	0.0325188	0.26172003	-0.14892186	-0.23162639	-0.1628582	0.19830474	-0.101522185	0.32259476	-0.07532738	0.30264536	-0.019992474	-0.20784752	-0.23759902	-0.21773882	0.070069924	-0.19854872
Hemoglobin [Mass/volume] in Blood	0.018598696	-0.050766766	0.03165352	-0.24249291	-0.20627853	-0.070889294	-0.03744294	-0.19289061	0.2736672	0.33385238	-0.26040906	0.25604144	0.44485283	-0.14249979	-0.10791692	0.1892719	-0.0043252083	-0.2646978	-0.027241651	-0.0022800444	0.042338736	0.037043512	-0.42789063	0.09332921	-0.35398406	0.32903132	-0.09948258	0.003944367	-0.103360444	-0.15511498	-0.21355279	-0.08910396
Platelets [#/volume] in Blood	-0.28949386	-0.010701235	0.15059896	-0.39345095	0.21266091	-0.100556776	-0.22541928	-0.08947412	-0.12321864	0.24326682	-0.08621366	0.27195406	-0.1677617	0.051263466	0.25224453	-0.031052789	-0.23604079	-0.125433	-0.029592486	0.17605467	0.04422564	0.3084946	0.30385008	-0.081779584	0.098897524	-0.30915394	0.25865763	0.018359983	-0.26029733	0.28754628	-0.16773161	0.22308874
Erythrocytes [#/volume] in Blood	0.35575408	-0.13786356	-0.24383476	-0.4156128	-0.13774239	-0.26909322	0.081909955	0.22400475	0.21521516	-0.3696722	-0.29950985	0.02164644	-0.267776	-0.042253274	0.18887827	0.18851508	-0.047154006	-0.013451426	-0.014673118	0.19956319	-0.06702307	-0.33499086	0.33179268	0.020134058	0.013333175	0.112695545	0.06504767	0.0497609	-0.16250242	0.10689327	0.20097014	-0.06591233
Hematocrit [Volume Fraction] of Blood	-0.23622252	-0.26273656	-0.021598844	0.08224398	-0.40155628	-0.12080436	-0.09408265	0.12564805	-0.3384432	-0.21313912	0.07668585	-0.27420336	0.15745384	0.16643675	-0.13496323	-0.05224222	0.12787104	0.12282769	0.2079768	-0.3336963	0.10622786	0.26311305	0.14881259	0.2802251	0.021225639	0.03509951	0.31825122	0.10046271	-0.314767	-0.16879712	0.21523026	-0.06700908
Erythrocyte mean corpuscular hemoglobin [Entitic mass]	-0.27555266	-0.13782214	0.2014286	0.0074857846	0.21221443	0.41134816	-0.048762143	-0.14353405	-0.02674063	0.2942688	0.057685774	0.24140635	0.0008099964	-0.06668949	-0.28881085	0.0802087	0.19161695	-0.15328757	0.4345135	-0.027524393	0.17183302	0.10792482	-0.19045407	0.23805949	-0.094092764	0.18562904	-0.005770009	0.341442	0.23247072	-0.13014805	0.040668093	0.028899794
Erythrocyte mean corpuscular volume [Entitic volume]	-0.19110383	-0.17221908	0.032740433	-0.27610627	-0.20227319	0.14067198	0.20277207	-0.12764873	-0.103556246	-0.0035857763	0.023220977	0.012102833	0.29518297	-0.14385498	-0.15954986	-0.13551816	-0.31982428	0.08843874	0.023833985	-0.03529769	0.162588	-0.069160715	0.22160582	0.30725503	0.34134096	0.36957607	0.23145396	-0.22057194	-0.2651034	0.23276319	-0.2811926	0.03504176
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume]	-0.039017513	0.1920054	-0.19591635	0.17803144	0.050875183	-0.16011861	-0.055650104	0.32874137	-0.038948	0.2806437	0.33458143	-0.3184049	0.21462534	0.013642117	0.4277486	0.26418766	-0.09644999	0.07649536	0.12728599	0.08005871	-0.06849748	-0.03030953	0.12937866	0.21992846	-0.19449334	0.16930804	-0.09116148	0.053857967	0.31765258	-0.00780804	-0.40604162	0.06726673
Erythrocyte distribution width [Ratio]	-0.2719732	0.21117732	-0.14272511	-0.09894085	-0.13192764	-0.17194264	-0.05435224	0.029613124	-0.10880337	0.19655393	-0.20868775	0.2782257	0.3096982	0.24661079	0.18733183	0.104149856	-0.1383176	0.09190801	-0.24502516	-0.23100725	0.008578293	-0.011249765	-0.003909735	-0.05133751	0.18781543	0.36715597	0.06679644	-0.09694566	0.029378995	0.1576745	-0.033137694	0.1940109
Platelet mean volume [Entitic volume] in Blood	-0.37045917	0.13782963	0.22253305	-0.22073884	0.23114128	-0.048008103	-0.28978005	-0.10975479	-0.23656511	-0.010889226	0.055708464	-0.05729584	0.21210079	0.25980517	-0.14958183	-0.21438186	0.12138377	-0.28146917	0.013233872	0.32640785	-0.1846311	-0.14080472	-0.10813914	-0.31400388	-0.032914355	0.13064702	0.032078546	0.26106423	0.3033882	0.24240535	-0.030069076	-0.27999386
Granulocytes [#/volume] in Blood	-0.2514487	-0.050605476	-0.29973847	-0.032072626	-0.49246618	-0.23956087	0.1139706	-0.047286276	-0.20026645	0.21114197	0.22461854	-0.0152654005	-0.08692692	-0.21828808	-0.3419427	-0.050423417	-0.14835244	0.15996648	0.31150192	0.27476352	-0.00071909593	0.28609946	-0.15434778	-0.07590125	-0.12536807	0.062267106	0.17558901	-0.25602522	0.15586756	0.3120463	0.14554186	-0.048841998
Eosinophils [#/volume] in Blood	0.030446377	-0.08629435	-0.0011047885	9.084296e-05	0.118193075	0.20730491	0.20927939	-0.25389242	-0.36242026	0.34652892	-0.30137312	0.25817588	-0.29959008	-0.31711456	-0.0945553	-0.08797172	0.27058285	-0.30214304	-0.090494044	0.22741325	0.17717539	0.38009146	-0.069828644	-0.24566168	0.16823143	-0.003117062	0.11235651	-0.20462765	-0.34506762	-0.27137655	0.17638327	-0.0066558886
Basophils [#/volume] in Blood	-0.15397933	0.09432495	-0.22592385	-0.27667925	-0.23469639	0.35127726	-0.58389056	0.26769385	-0.22102363	-0.23101546	0.23148498	0.33991778	0.11992067	-0.019494366	0.3373583	0.110574275	-0.041444622	0.008508551	-0.16958988	-0.022637386	-0.13452333	-0.23002455	-0.06297501	-0.14664705	0.19539417	-0.14545509	-0.17046341	-0.0009577454	0.17818327	0.11163348	-0.17532533	-0.02659079
Lymphocytes [#/volume] in Blood	-0.07102601	-0.2384929	-0.054238204	-0.19999245	0.10649334	0.17141417	-0.1112475	-0.08002586	-0.027609976	-0.03081542	-0.049406774	-0.19688341	0.07899268	0.15332697	0.20790845	0.25278175	0.16749464	-0.11329395	0.1157419	-0.21569608	0.35738575	-0.29701427	-0.067352265	0.015718663	0.14297214	0.29341394	0.097086444	0.3134554	-0.31055972	-0.04138603	0.0025597892	0.044463817
Monocytes [#/volume] in Blood	0.05143919	0.051379412	-0.08541071	0.04690802	-0.1889402	0.06443135	-0.19667795	-0.12627201	-0.030129338	0.2191338	-0.21206965	0.3047102	0.072158046	-0.051705915	0.03469678	0.14611116	0.01801399	0.03572387	-0.004756677	0.111196086	-0.16796705	-0.37043792	-0.08823452	0.23220398	0.15169293	0.42165384	-0.008535118	-0.20142797	0.2554921	0.025664391	0.0099899275	0.0788072
Platelet distribution width [Entitic volume] in Blood by Automated count	-0.10969658	0.10348644	0.11685935	0.33474952	-0.38028407	0.1345978	0.07842327	-0.14123993	0.19793338	0.074931785	0.05021194	-0.120215654	0.19725071	-0.055597812	0.15842558	-0.21716875	-0.29687047	-0.08470243	-0.19863862	-0.19054322	-0.038107865	-0.17366388	-0.38043997	0.21088922	-0.2317326	0.38230637	-0.16837448	-0.0053481646	0.13985062	-0.09884731	0.07820131	-0.19948052
c020	-0.2666736	0.01544014	0.45108354	0.18442205	-0.39299607	0.0045626494	-0.26174715	-0.18079062	-0.19547881	0.03846776	0.09643652	0.2755116	-0.23350085	-0.039328992	-0.091697924	-0.1751595	0.14656126	0.35798538	0.12504354	-0.22229032	0.096001595	-0.23597726	-0.44575316	-0.100506335	0.13695781	0.08224901	0.10722272	-0.04707911	-0.24792615	-0.14067456	-0.0070756506	-0.12134577
c021	-0.29326597	0.32155955	0.027410643	0.27655116	-0.010631852	-0.09726278	-0.1066356	-0.062201753	-0.23719849	-0.14769591	-0.09540972	0.24757268	-0.020234222	-0.14922422	0.25261673	0.21171188	-0.17967413	0.22093417	-0.044981204	-0.0079427585	-0.32259363	-0.26468095	-0.38532895	-0.14816454	-0.037969813	-0.3810835	-0.297925	0.0375246	-0.3076732	-0.21987864	-0.03266764	0.011507202
c022	0.13489594	-0.059231386	0.3183843	0.08739846	-0.3690506	-0.03268988	-0.27063638	-0.17198606	0.15246676	0.1712829	0.059360635	-0.1906351	0.20386815	-0.15492272	-0.20875722	-0.02392888	-0.21007524	-0.092972614	0.09791027	-0.19211628	-0.24210462	-0.2663729	-0.23081546	0.14806709	-0.24442919	0.40532807	-0.10206859	0.16285622	0.22227691	-0.1523481	0.13677336	0.1559699
c028	-0.27048928	0.27132627	0.21039689	0.18716103	-0.16124013	-0.14283518	0.20227003	-0.16717128	0.003319583	-0.10921666	-0.12093664	0.22389458	0.186103	-0.23474339	-0.021893483	-0.30724818	0.019650325	-0.14165916	0.31409386	0.22710787	0.06513699	0.2637693	-0.15535262	0.20973794	-0.13136671	0.16044804	-0.11285875	0.2377134	-0.2887832	-0.1737481	-0.13572381	0.03311685
c029	0.19106501	-0.27069736	0.1435542	-0.14892542	-0.4070036	0.076779306	-0.013815645	0.07372681	-0.14286283	-0.027590236	0.026510652	0.2030706	-0.10549888	-0.2919201	0.0064927535	-0.09378106	-0.0069359867	0.175084	-0.095211275	-0.16235799	-0.2719302	-0.24036276	-0.22257245	-0.19352348	-0.32193318	-0.31717926	0.37561285	0.22506799	-0.32906568	-0.15789932	-0.069349624	-0.049125668
c048	-0.08579242	0.23767476	-0.046146344	-0.05152326	-0.3860263	-0.18639578	0.11026783	0.13891141	-0.2847183	0.22679539	-0.054188777	0.092404395	-0.13305557	-0.013219528	0.22130361	-0.06878074	-0.23803328	0.0035619994	-0.13309647	0.15593806	0.116083056	-0.21259451	-0.28795788	0.007461295	-0.09201314	0.28369948	0.46550408	0.022811607	-0.30122176	-0.046737194	-0.16854495	0.05172438
c051	-0.0859005	0.2487036	0.3285715	-0.19555825	-0.10771472	0.0017520182	-0.0034983747	0.09869005	-0.03106466	0.34337452	0.006770682	0.094620064	-0.12355167	-0.018328235	0.31643566	-0.3862785	0.21915825	0.025064265	0.17422618	0.17061532	-0.29718938	0.093097016	0.08599888	-0.27042007	-0.05973017	-0.14913404	0.25923747	0.06847258	-0.011863618	0.19388498	-0.3405572	-0.15916441
c052	0.020470602	-0.19686693	-0.0817339	0.20405743	-0.23695354	-0.046576247	-0.10559029	-0.21194373	-0.13509808	0.06354568	0.27543142	-0.06651373	0.1977772	-0.019153304	0.29665503	-0.2919779	0.18951105	0.21810997	-0.24613298	-0.22512695	-0.2668639	0.038250733	0.008891347	-0.07883395	-0.11224299	0.094774805	0.006614023	0.36048153	-0.026232699	-0.11261946	-0.15239954	0.3555905
c058	-0.11784435	0.22046523	0.057466373	-0.28597072	-0.093132444	0.385358	-0.05183556	-0.08925055	-0.12461242	-0.19423608	0.33328858	-0.010516213	-0.17295407	-0.3923864	0.19530547	-0.19364329	0.123134084	-0.18658929	0.2148651	0.18118186	-0.1588518	0.09164584	-0.032017145	-0.20264831	-0.32011393	0.06769962	-0.08987943	0.29950726	-0.06725046	0.089058936	0.047629748	-0.22058475
c068	0.103807464	0.15619923	0.29292554	-0.12277993	-0.21094623	0.04547173	-0.15073101	-0.12585634	-0.03774407	0.13866031	0.2262625	0.10072066	-0.17738043	-0.23048115	0.08182074	-0.2920465	0.0552552	0.019441381	-0.34602007	0.018010046	0.16632697	-0.24352069	0.069217175	-0.014334733	-0.20627467	0.119684465	0.075501725	-0.11842946	-0.12566508	-0.24505395	-0.0067892936	0.18864635
c090	-0.1391439	-0.22435449	0.20717183	-0.14370826	0.08124135	0.2294949	0.12181225	-0.1698535	-0.16764955	0.32287055	0.31680045	0.1436733	0.25026444	0.19333933	0.013815967	-0.15152712	0.24955781	-0.19326337	-0.10078962	-0.037371982	-0.21373257	0.11590878	-0.1806448	0.13673231	-0.18968314	-0.32373655	0.15095972	-0.13788317	0.22184412	-0.049469348	-0.391698	-0.00829677
c091	0.123362824	0.13552499	-0.027122095	0.29166144	0.10824256	-0.1375604	0.08131645	-0.30312553	-0.04907517	0.20518184	0.25958088	-0.021664293	-0.07431105	-0.016607396	0.06643039	0.060554326	0.09172945	-0.10493247	-0.1421616	0.006578775	-0.19515577	0.313173	-0.33026642	-0.059877265	0.1305915	0.42054632	0.1558904	0.25335228	0.23357543	-0.1124091	0.023510426	0.29702392
c098	-0.1953266	0.063701056	-0.1297994	0.3193674	0.30404332	0.0006949257	-0.09741485	-0.14920942	0.0054947073	-0.017235136	0.29064453	0.10445749	-0.14473695	0.113016285	-0.017795648	-0.056945294	-0.2929962	-0.080479756	0.37330315	0.10687484	0.2054953	0.13240425	-0.21758066	-0.11102341	0.08962239	-0.3879475	0.17088321	0.164607	-0.42232126	0.22396846	-0.25009698	0.22976239
c099	-0.0035813628	-0.074384935	-0.15720439	-0.17416014	0.031097438	-0.073514365	0.13088858	0.1794858	-0.2420084	-0.05009292	0.18474571	0.05816726	-0.28442293	-0.47472605	0.11641783	-0.033137877	-0.15780294	0.18790995	-0.25879228	0.26003522	0.18094216	0.21702686	-0.19848073	0.074574284	-0.0408439	0.14503226	-0.17787799	0.13464154	-0.23894638	0.23835835	-0.17205228	-0.089877926
c100	0.15666237	0.2145712	-0.14611568	0.18854196	-0.1848605	-0.03147374	0.13683467	-0.22867498	-0.30386624	0.14366533	0.19617301	0.14822248	0.07897201	-0.00076870155	-0.057931695	-0.13238336	-0.19975927	0.27823353	0.25452963	-0.06302589	0.11186872	-0.21504176	-0.3142266	0.17372496	-0.24774617	0.0073812203	0.2556972	0.11417237	-0.014480835	-0.25014943	-0.38102913	-0.006711643
c102	0.26769906	0.108236305	0.026276695	0.09650387	-0.16874973	0.2072931	0.13420998	0.08850403	0.1556794	0.39096367	-0.037750714	0.2804679	-0.13331336	-0.066960916	0.20602378	-0.070338756	-0.16641197	0.2318189	0.31565803	-0.026058061	-0.20224985	0.041592143	-0.2938985	-0.35129005	-0.30232698	0.109538384	-0.073742464	0.04436863	-0.11266248	-0.09718199	-0.50544065	-0.18716706
c108	-0.2641647	0.31279653	-0.25565767	-0.19554476	0.35048172	-0.16951533	0.10974091	0.29661557	-0.12780407	0.50292283	0.22604266	-0.07611369	-0.22440504	0.18787397	0.025933038	0.05545435	0.15827434	-0.025313552	0.099827066	-0.18496764	-0.025863966	-0.02619247	0.089070655	-0.29900494	0.13591956	-0.42400777	-0.073540054	0.28527677	-0.21399015	0.23349607	-0.013343819	0.03249524
c109	-0.1160086	-0.039855234	-0.20376253	-0.15598366	0.006795498	0.23012714	0.035286073	-0.23200387	0.12495292	0.33749384	-0.041090045	0.27269474	0.056728143	0.22391927	-0.14780504	0.08563583	-0.07539276	0.21003228	0.32524642	0.051680237	0.14916693	0.28182545	-0.18110023	0.20555189	-0.26502532	-0.20252836	0.0018194427	0.07208162	-0.35191396	0.1907493	-0.35504276	-0.2101024
c111	0.049929127	0.22844838	0.10920198	-0.2977553	-0.24024853	0.16183387	-0.070190124	-0.26029	0.16954796	0.09038014	-0.13925926	-0.2526421	0.1640729	-0.08820108	-0.072018385	0.12153542	-0.15360188	0.043887056	0.073414244	-0.23220965	0.16917415	-0.21997674	-0.14143424	-0.20649512	-0.3021196	0.20404178	-0.048568826	0.13643068	0.059425592	0.09602493	0.09568701	0.07928176
c130	-0.0875259	0.24272299	0.5402933	-0.21171154	-0.3493435	-0.09750489	0.058208805	0.054004844	0.19953698	-0.13807867	0.05025216	0.20749155	0.09874847	-0.06759351	0.17371364	-0.20342858	-0.09297453	-0.1365279	-0.36924493	-0.1547554	0.12686583	-0.100715555	0.005525196	0.12666787	0.17674932	0.36718345	0.14588705	-0.06845617	-0.11176108	0.15852186	-0.016641464	0.10651667
c131	-0.2189468	0.012763047	0.13050559	-0.1088162	0.13493347	-0.07280022	-0.29825535	0.054322522	-0.11443307	0.3368884	-0.21582608	0.23549303	-0.03734297	-0.12213784	-0.29129872	0.10306822	0.16381356	0.25796697	0.03168154	0.09242745	0.123620085	-0.042467233	-0.2929835	-0.22127485	0.17472413	0.046935763	-0.20818125	-0.027249675	-0.009547713	-0.1624421	0.10680017	0.3346071
c132	-0.20016357	-0.18488428	-0.030102039	0.14625843	0.0013666748	0.09881244	-0.1641651	-0.15692319	-0.102575816	0.23612455	0.010252439	0.22854106	0.21652317	-0.2985626	-0.0017432196	0.115624145	0.22228138	0.34050044	-0.09334898	0.16090402	-0.13184804	-0.029673511	-0.031120742	-0.0897263	0.1411791	-0.08744965	0.09405257	0.3341134	-0.10764158	-0.23372582	-0.1194151	0.07207499
c138	0.07584453	-0.16937312	-0.02344549	-0.11342444	0.19886704	0.098729335	0.33738476	-0.18657735	0.24363792	0.064039424	-0.38364866	0.2871329	0.13462412	-0.2541276	-0.019787988	-0.30927363	0.10883718	0.050236143	-0.103179485	0.27978066	-0.18480065	0.20513175	0.04780997	-0.11003177	0.18000336	-0.106580645	0.22945303	0.18054098	0.14992675	-0.15282026	-0.13618408	0.32576984
c139	-0.1972806	0.17648318	0.0955012	0.16824265	-0.25843415	0.08982096	-0.11878179	0.07665621	0.20528707	-0.14231776	0.018508384	0.00469531	-0.24460803	-0.34732684	-0.12385299	-0.26810607	0.18821168	0.037091773	0.22278662	-0.110936955	0.050103396	-0.1842229	-0.37736607	-0.2697928	0.028304609	-0.089497596	-0.026217453	0.32802463	-0.40753236	0.010601657	0.105260685	0.25211164
c148	0.05465863	-0.15899001	0.29631773	0.028208261	-0.2833679	-0.099455655	0.13144352	-0.008735942	0.13891192	0.08353986	0.2302136	-0.024077646	-0.24724855	-0.3123818	0.18533225	-0.45150584	-0.22704467	-0.056382835	0.2540358	0.102258824	0.070075065	-0.15526748	0.053647757	0.14036761	0.23484491	0.2582851	0.34892833	0.13945107	0.003450795	-0.06349512	-0.08264275	-0.02453732
c320	0.30108073	-0.011429696	-0.24122527	-0.14625745	-0.18951137	-0.032161612	-0.20108585	-0.10878055	-0.25883234	0.06975468	0.3238155	-0.13594857	-0.068991154	-0.19876887	-0.04700058	0.021235261	0.10159427	-0.24858123	-0.23537858	-0.19446646	-0.085968286	0.17226423	-0.13482386	-0.36319548	0.025152734	-0.27154568	-0.26452458	-0.024035966	0.12601915	0.061188158	-0.17939752	0.37569925
c321	-0.03327713	0.03740829	0.15883254	0.18780772	0.062110893	-0.14975773	0.20240565	-0.18911853	0.26015937	0.37648332	0.103782125	0.19668934	-0.26881608	0.03433889	-0.016562758	0.03511303	0.027122287	-0.05795588	-0.2198192	-0.11895156	-0.27539134	-0.0070401905	0.25318182	0.058048025	-0.16316676	-0.35338128	0.23088713	-0.0897409	-0.2977058	0.2518372	-0.30096146	0.1319591
c322	0.15129396	-0.20304716	0.05349935	0.1398197	-0.37412918	-0.025024274	-0.105123535	0.1981467	0.00572553	0.18267259	0.28543568	0.2273354	0.02817356	-0.26379347	-0.035999298	0.019942112	0.12544167	0.002889406	0.20150523	-0.117307	0.1157751	0.18655464	-0.047931805	0.18517083	0.10525163	0.3183208	0.27658698	-0.050004207	-0.26164538	0.03948108	0.07457096	-0.17216887
c323	0.17861058	0.019341102	0.3032377	-0.16380326	-0.096698135	-0.05167805	0.1601074	0.05857951	0.11583227	0.16675206	0.22847869	0.32925615	-0.23258767	-0.1282026	0.25373048	-0.2146412	0.008905323	0.20752478	-0.07864104	0.029139703	0.07850419	-0.23019865	-0.008502836	0.24813175	0.17018488	0.50069857	0.32746544	-0.032180313	-0.11622721	-0.015494412	-0.18651319	0.32718918
c328	0.24059208	-0.033908572	0.2832457	-0.028531043	0.23538359	0.29750893	0.40809593	-0.1877541	-0.18960026	0.0535209	-0.065691985	-0.20650238	-0.26614365	0.23341702	-0.16644797	-0.4155415	0.09434712	0.11083378	-0.029263737	0.14839876	0.096386574	0.12998943	-0.328987	0.028962765	0.250478	-0.26093224	-0.29786843	0.011822992	0.19531518	0.12486649	-0.18925822	-0.10705245
c329	-0.004458757	-0.06873798	0.0108835995	0.13026762	-0.3392174	-0.13403837	0.11321747	-0.008491658	-0.1708253	-0.01177019	0.29196247	0.15503079	0.22193395	-0.11936915	-0.0917228	0.14760345	-0.05524408	-0.18776444	0.19017403	-0.042985763	0.31209916	0.050411426	-0.12443215	-0.23966162	-0.38096356	-0.111542664	0.24541114	0.1726834	-0.26431543	-0.0872093	-0.075600415	0.16933385
c770	0.13312407	0.27824327	-0.27120772	-0.17279375	0.28814444	-0.13400936	0.0110345315	-0.03314476	0.1382336	0.19416286	-0.1559275	0.16694067	0.11158339	-0.093638964	-0.041324154	-0.12124278	-0.025069201	0.26860178	0.3438703	0.27385426	0.20828731	0.06462899	-0.18797041	-0.38337404	-0.060713943	0.07027333	-0.27955672	0.16509476	-0.037154824	-0.026434392	-0.27182737	0.18504381
c778	-0.25851688	-0.18699633	0.28268048	-0.029870803	-0.07715157	0.010263903	-0.18713708	-0.039684877	0.10445327	0.2927813	-0.093733005	0.010437926	0.10312995	-0.20364377	-0.20503855	-0.09716369	-0.2542808	0.1253503	-0.042587593	-0.23047699	-0.17333403	0.15830612	0.081529886	-0.055816393	-0.21969019	0.24454914	0.20746712	0.14457971	0.12792401	0.21573952	-0.21231918	0.19468346
c800	-0.1663715	0.08743694	0.10170404	0.012759718	0.15682255	0.045655817	-0.07217966	-0.24833581	-0.22868174	0.018141083	-0.084956236	-0.116221815	0.014737293	-0.28447494	-0.33250698	-0.2964138	-0.18908995	0.21659215	0.26017597	-0.0932094	-0.2106524	-0.16181739	-0.12058052	0.27082473	0.17655756	0.11734961	0.05704919	-0.18424778	0.018370131	-0.22885914	-0.18884128	0.30104235
