	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
1	0.16630386	0.08588608	-0.19567813	-0.16294187	0.23306681	-0.38491493	0.3751736	0.4474479	0.25465813	-0.20861225	-0.22360319	0.050405733	-0.062001973	-0.33692887	-0.032087468	-0.27816942
2	-0.39905044	-0.17487863	0.019385492	-0.3258744	0.1759418	-0.24844001	0.29745123	-0.05018282	-0.35589957	0.026368512	-0.31990445	-0.06005081	-0.25949854	-0.28848764	-0.074599	-0.36124557
3	0.06593588	0.050992254	-0.22245412	-0.18851838	0.19772103	-0.41906634	0.43532977	0.3351699	0.19186607	-0.16117595	-0.28323442	0.015957104	-0.12922491	-0.3665485	-0.0067632208	-0.31160384
4	0.062424943	0.049164593	-0.22108203	-0.19050534	0.19864383	-0.41894546	0.4354948	0.33389455	0.1879049	-0.16050698	-0.284264	0.015276953	-0.13055217	-0.36737746	-0.0074836994	-0.31340745
5	-0.45135388	-0.24219963	0.1277477	-0.2903381	0.12517011	-0.13449705	0.15543394	-0.18617003	-0.4770247	0.15551567	-0.2890158	-0.05103287	-0.28583476	-0.1980291	-0.09313888	-0.27742258
6	0.12917957	0.054231282	-0.20789781	-0.17414296	0.21617953	-0.3974381	0.3993395	0.4061891	0.22555238	-0.18170363	-0.2479431	0.020660331	-0.0978742	-0.36231115	-0.016189115	-0.3012783
7	-0.44763857	-0.23741877	0.123118445	-0.29554603	0.12762293	-0.14546926	0.16454822	-0.18345617	-0.4655795	0.14810953	-0.29622295	-0.052404936	-0.28558308	-0.20714818	-0.09504701	-0.2826097
8	0.093414724	0.06882211	-0.22496754	-0.1776478	0.21566871	-0.39655855	0.4174831	0.3803808	0.21310474	-0.20242901	-0.24718648	0.016162617	-0.09353952	-0.35719863	-0.008683831	-0.3121624
9	-0.45153537	-0.24171732	0.12823918	-0.29075044	0.124264896	-0.13460927	0.15204309	-0.1874928	-0.4769421	0.15487388	-0.28910425	-0.053626023	-0.2852087	-0.19847225	-0.09336979	-0.27839825
10	-0.4394586	-0.1964638	0.052517697	-0.30886713	0.14945257	-0.2061316	0.2538033	-0.12531686	-0.40981492	0.08291971	-0.3132723	-0.0501511	-0.27511454	-0.24811992	-0.07429484	-0.3269931
