	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
bin_0	0.3008597	-0.17158417	-0.4413824	0.36327937	-0.29618478	0.685244	0.016358394	-0.28088754	0.10880642	0.119832925	-0.10384054	0.034662552	-0.39353314	-0.18867473	-0.07195236	0.00086469564	-0.17351346	-0.8547284	0.6513273	-0.5907475	0.17782971	-0.52532315	-0.06367284	-0.1295417	-0.1336649	-0.53606486	-0.139195	-0.4000217	0.1863797	0.16588993	-0.7128668	0.15501997
bin_1	0.19362125	-0.6079751	-0.18691152	-0.5254044	0.18056549	0.025674045	-0.23372398	-0.023982812	0.2002619	-0.08321339	-0.37048715	0.13886543	0.05073208	-0.29078713	0.08709658	-0.029406145	-0.049949624	-0.46958047	-0.33187205	0.12209696	0.45343173	-0.055720724	0.32897335	0.17912145	-0.03301879	-0.066773914	-0.022450222	-0.63942343	0.13358837	-0.20217885	0.050697133	0.07629798
bin_2	0.16404736	-0.15119073	0.11278153	-0.13388328	-0.22407846	0.4725514	0.13475758	-0.6748833	0.076530196	0.42806917	-0.23720758	0.22632106	0.16929649	-0.19671254	-0.2996924	0.09433393	-0.1952332	0.11507443	-0.034682553	-0.5185033	0.14625892	-0.41201234	0.1033362	-0.15043482	0.21952428	-0.46017832	0.08969045	0.20226517	-0.14555492	-0.056583285	-0.42054918	-0.16878213
bin_3	0.1280793	0.14178807	-0.26717368	-0.0552551	-0.13855498	-0.10334216	-0.0657945	-0.13934961	-0.1101441	-0.05322074	-0.27183187	-0.25801897	0.10903984	0.14730108	0.4601047	-0.13219674	0.07098819	-0.32674083	0.18313026	-0.038428817	0.38775653	0.017399574	-0.14982451	0.1863682	-0.15427506	-0.34019625	0.17202455	-0.2969947	0.09573684	0.23307092	-0.3813439	0.089979164
bin_4	0.11269319	-0.025673645	0.048662353	0.34445018	-0.23669608	-0.37219223	0.22727343	-0.27693403	0.18068595	-0.24001156	0.10074267	-0.22422628	-0.18205631	-0.33623028	-0.10233871	-0.048730403	0.22574367	-0.2797761	0.4515861	-0.2793539	0.11937749	0.10758218	0.17593417	-0.22949187	0.088269964	-0.10732916	0.029755883	-0.06908334	-0.33513945	-0.23456444	-0.19133843	-0.41065136
bin_5	0.033745218	0.0015787026	-0.06513171	0.09114099	0.29396403	-0.28145304	0.025924291	-0.09193994	-0.42504767	0.29023913	0.066632204	0.37148342	-0.09935679	-0.25187927	0.22698303	0.21776487	-0.055548266	0.1952873	-0.047610365	-0.0897059	-0.2873619	0.012930321	0.10582678	0.12584563	0.20070182	-0.22024281	-0.101550125	0.22940959	-0.15174285	0.11451808	0.20552273	0.3444863
bin_6	-0.16170919	0.09020471	0.326263	-0.09994326	-0.27902356	0.16022713	0.08386882	-0.07800404	-0.3070536	0.20859131	0.054710895	-0.08415487	0.109810725	0.23626618	0.10642706	0.3420171	0.22155134	0.0019540724	-0.13299234	0.1470749	0.022949291	-0.12507631	0.05469081	0.085992254	-0.4096485	0.38402587	0.20583871	-0.24847558	-0.13059562	-0.12029595	0.3089103	-0.049176317
bin_7	0.14496753	0.15535793	0.3078753	-0.17346103	-0.07325473	-0.28120884	-0.029422555	-0.12593082	0.09126008	-0.008945361	0.32079035	0.23843756	0.017633166	0.094762936	0.21515095	0.00860112	0.13924867	0.16652828	0.01883388	0.17519523	-0.22987126	0.46327442	-0.26066858	0.2393568	-0.38746586	-0.06161903	0.122339755	0.25626242	-0.11467294	0.28416592	-0.15972814	0.36592996
bin_8	-0.45893407	-0.06951924	0.08748324	-0.3499593	-0.06771568	0.030359406	-0.119992524	-0.2029562	0.032148466	0.0450272	-0.08129817	0.2922715	0.2934433	0.07360838	0.11550806	-0.20365788	0.11344705	-0.23177186	0.04693893	0.31710082	-0.27731267	0.3178814	0.117279015	-0.025964996	-0.23673931	0.04810076	0.3077108	0.4274965	0.2800169	-0.04009763	0.071165115	0.31315884
bin_9	-0.22682668	-0.13414688	-0.16093749	-0.13487096	-0.031010278	0.0015163852	-0.20966694	-0.3303498	-0.20917538	-0.0140918	0.2384711	-0.31079823	-0.098184094	0.0061182687	-0.32753736	0.22313254	-0.21254183	-0.094526045	-0.445908	-0.29427272	0.02625536	-0.11092553	0.17297	0.31698	-0.06310789	-0.12070703	-0.32812843	-0.1605679	-0.27404183	-0.11555325	-0.17530438	0.2882852
