	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Leukocytes [#/volume] in Blood	0.43374428	-0.21618478	-0.17361449	-0.16563372	-0.12930828	0.18648854	0.46163365	-0.40702322	-0.40600458	0.007086952	-0.3192898	0.30673194	0.054699037	-0.20056263	-0.10652564	-0.0879027
Hemoglobin [Mass/volume] in Blood	-0.130285	0.059458897	0.3187338	-0.33952352	-0.050531488	0.06418901	-0.21496905	-0.4075357	-0.14417355	0.17002161	-0.09917606	-0.50620115	0.11757466	0.07505364	-0.36540848	0.011570843
Platelets [#/volume] in Blood	-0.072532944	-0.46090654	0.37244862	-0.46877226	0.055061776	0.2563841	0.19954835	0.15455687	-0.20976071	0.13574375	-0.28867754	0.282793	-0.22267595	0.20482603	-0.45132065	0.35103446
Erythrocytes [#/volume] in Blood	-0.27318984	-0.20980114	0.12983136	-0.5034019	-0.50928444	-0.12138836	-0.095085464	-0.3061678	-0.13461635	-0.14007637	0.14885691	0.15617076	-0.013123602	-0.4309214	0.15545042	0.21999839
Hematocrit [Volume Fraction] of Blood	-0.35472476	-0.026712526	0.4050893	-0.39508748	0.3043172	-0.22775024	0.052277226	-0.023594916	0.13380799	-0.17533669	0.30393726	0.1679602	-0.32394192	-0.26345363	0.103259526	0.12101822
Erythrocyte mean corpuscular hemoglobin [Entitic mass]	0.24961308	-0.19407544	0.22441836	0.1777409	0.27688468	0.028098596	-0.27237302	0.18835236	0.1396778	0.28056222	-0.07307138	-0.38863337	0.19082458	0.018450279	0.2927055	0.1513929
Erythrocyte mean corpuscular volume [Entitic volume]	0.031816754	0.19919379	0.5243705	0.13717371	0.35010228	0.68627423	-0.06847108	-0.21935846	-0.16050865	0.01627732	0.033093374	0.19767083	-0.41819364	-0.08462413	-0.2596195	-0.30117863
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume]	0.05954295	0.2747152	-0.6080774	-0.14925878	-0.14305384	-0.027126143	0.10131	0.46031442	0.40627667	0.45683077	-0.17398746	-0.36903936	0.27052015	0.3256421	-0.17019008	-0.27203637
Erythrocyte distribution width [Ratio]	-0.16742665	0.29304054	0.40897918	-0.21671095	-0.110580854	0.40450144	-0.2609063	-0.19638012	-0.35403508	0.16777606	-0.021829015	-0.22436124	0.3842611	0.058749545	-0.25934416	-0.02283287
Platelet mean volume [Entitic volume] in Blood	-0.31993577	0.5715151	0.38750258	0.061380252	-0.33082902	-0.05331844	0.079331174	-0.05754488	-0.14703909	-0.40569994	-0.16874816	0.19794567	-0.004399733	0.45044157	-0.35994726	0.28063723
Granulocytes [#/volume] in Blood	0.2650029	-0.49591783	-0.5875444	-0.11870934	0.07958635	0.16884889	-0.029731551	0.0047776354	-0.23192666	-0.042063165	-0.2661361	-0.111581676	0.22817546	0.2999183	0.25924432	-0.3658424
Eosinophils [#/volume] in Blood	-0.31450337	-0.0613805	-0.42510283	-0.23158535	0.26771688	0.42732626	0.052475944	0.11403496	0.09793816	-0.16709144	0.40553266	0.3483574	-0.32589692	0.20454967	-0.18903702	-0.09440904
Basophils [#/volume] in Blood	0.085388005	0.31632322	0.13709722	-0.20576765	-0.4720846	0.51220465	0.18914887	0.46772707	0.19957761	0.47021237	-0.22885346	-0.28332335	-0.0139476	-0.35491288	-0.19702436	0.24178186
Lymphocytes [#/volume] in Blood	0.10723467	-0.28180063	-0.18710868	0.084560946	-0.4147612	0.07926842	-0.050877556	0.48895806	-0.015907656	-0.08961245	-0.16825496	-0.16713545	-0.114168316	-0.41078362	-0.057610694	0.16112381
Monocytes [#/volume] in Blood	-0.21998164	-0.13083759	0.18532902	0.39534697	-0.12294025	-0.13369454	0.08457447	-0.28456658	0.01646402	-0.19006827	0.08351125	0.39503065	-0.22423679	0.08476052	0.052728347	0.11523387
Platelet distribution width [Entitic volume] in Blood by Automated count	0.00047390195	0.40713963	-0.44343206	0.35832533	-0.4106406	-0.076750755	0.07767982	0.33636665	-0.18286638	0.3328402	-0.11314051	-0.016029682	-0.37322626	0.3333024	-0.042507775	-0.042590808
cd3_z	-0.14038698	-0.23001225	0.0815858	0.047721867	-0.08092855	-0.34159574	-0.38514483	0.06709753	-0.21231194	-0.14861524	0.2406739	-0.100055926	-0.3210203	0.14103128	-0.10409292	0.2743734
cd3_inv	-0.4628002	-0.17001812	-0.33746067	-0.32343662	0.31309456	0.4001628	-0.11983468	0.42329112	-0.5054106	-0.15711512	0.35241	0.08075428	-0.05629389	-0.20707583	0.13055873	0.2563437
cd8_z	0.21264529	0.37527078	-0.08667705	-0.3580027	0.17988834	0.47332302	-0.3676448	-0.0034794875	-0.4838129	-0.20510545	0.20347069	0.1239426	-0.105372116	0.2643496	0.09894039	-0.27848816
cd8_inv	-0.24567737	0.71921945	-0.104116075	0.16499436	-0.41502133	0.23007444	0.2518806	0.59608954	0.39161512	0.2596385	-0.026097162	0.32930264	-0.43034098	0.17549355	0.0945292	0.23879808
number_of_positive_lymph_nodes	0.50674075	-0.22787066	-0.06530474	0.046664678	0.021653078	-0.12528786	-0.16804305	0.0038261751	0.22924773	-0.38470286	-0.018124593	0.320361	0.4032387	0.12258334	0.020645449	-0.47921887
infiltration_depth_in_mm	-0.32803056	-0.22217722	0.1826317	-0.009814289	0.078020714	0.41219884	0.3950794	0.28690487	0.4674259	-0.09683728	-0.5404491	0.31893736	-0.17511393	0.2304587	0.2954912	0.05255341
age_at_initial_diagnosis	0.12560596	0.2627722	-0.257131	-0.5788205	0.19608018	0.33356467	-0.4315027	0.017766153	0.29176134	0.21018866	-0.3568607	0.2535669	0.046068665	0.29177675	0.11378727	0.0034170994
