	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Leukocytes [#/volume] in Blood	0.13996094	0.4233602	-0.4375723	-0.21071517	0.18023522	-0.3306514	-0.01906396	-0.31894723	-0.45031244	0.59871286	0.1342328	-0.31686765	-0.1428553	0.054672368	0.17147219	0.29720387
Hemoglobin [Mass/volume] in Blood	-0.30028385	-0.08120993	0.18648592	0.09178693	-0.21692002	-0.4485474	-0.24153163	-0.41903868	0.23399602	0.13860069	-0.3106426	-0.37588134	0.16384852	-0.10612231	-0.05672734	0.36992335
Platelets [#/volume] in Blood	-0.6037978	0.09659051	0.31606847	-0.6064271	-0.32665202	-0.13988003	0.37931094	-0.21805644	-0.1160808	-0.23951155	-0.16084592	-0.4686308	-0.23044004	-0.07429357	-0.13385879	0.5873751
Erythrocytes [#/volume] in Blood	-0.33537176	-0.027097179	0.12188885	0.44811228	-0.15080562	0.20525804	0.038987808	0.07987766	0.48584703	-0.35303316	0.15281656	0.06830494	0.28764284	-0.29323632	0.22227907	-0.5320542
Hematocrit [Volume Fraction] of Blood	0.026802512	-0.1017537	0.22932166	-0.1259533	-0.003565836	-0.3578228	0.4132553	0.28491297	0.1975373	0.03801768	0.5145535	-0.46151614	-0.06351637	-0.3108702	-0.04148123	-0.2780496
Erythrocyte mean corpuscular hemoglobin [Entitic mass]	0.057668358	0.2870694	0.4433954	0.0478294	-0.43065917	0.09857779	-0.044785343	0.14956304	-0.5211231	-0.0039823703	-0.124621995	0.03896241	0.049413223	0.42543533	0.086654834	-0.23702972
Erythrocyte mean corpuscular volume [Entitic volume]	0.35095742	0.18621388	-0.09576399	-0.12359325	-0.085980296	-0.47748435	0.4490855	0.1646077	-0.11002492	0.26086664	-0.56784683	0.14725839	0.0985669	0.0113543095	-0.36661953	0.47427148
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume]	0.35806638	0.060325205	0.2236451	0.2971689	0.008206942	-0.3372433	-0.0771567	-0.31656218	-0.28353226	0.21855062	-0.0059022554	0.23167025	-0.07627599	-0.0750786	-0.12352617	0.09214705
Erythrocyte distribution width [Ratio]	-0.023810172	0.0913512	-0.0192182	0.53878385	-0.1957544	0.4347231	-0.0014685564	0.13352293	-0.14880814	-0.030099718	0.26249653	0.5573176	-0.06886791	0.4190253	0.17522143	-0.39078093
Platelet mean volume [Entitic volume] in Blood	-0.6166182	0.14617674	0.052358344	0.19137573	-0.3901149	-0.35975358	0.41126627	-0.02372348	-0.48508257	0.4123115	-0.48551345	0.037301376	-0.05743644	0.17559233	-0.18544063	-0.029287608
Granulocytes [#/volume] in Blood	0.36959177	0.02932405	0.07760126	-0.0029651814	0.099865645	-0.043412697	-0.22435349	0.2858206	-0.4312971	-0.22456113	0.119354144	0.557796	0.07111565	0.7035113	0.3114355	0.08447816
Eosinophils [#/volume] in Blood	-0.8949661	-0.39391145	0.086601675	-0.22479264	0.2433206	-0.2997744	-0.16107893	0.29556283	-0.13742822	-0.28405854	0.1860325	0.25977495	-0.040281594	-0.4108132	-0.19426604	0.22647434
Basophils [#/volume] in Blood	-0.3989538	-0.22002111	-0.33966625	-0.4078877	0.13527945	-0.27649567	0.019379247	0.24073458	-0.10522841	0.5509867	0.14145818	0.034923863	0.013825309	0.3678316	0.3782042	0.64654016
Lymphocytes [#/volume] in Blood	-0.27774554	0.10947523	-0.458034	-0.64067435	0.25423157	-0.13549787	0.16385452	0.47674948	-0.32524833	0.28727394	-0.09115705	-0.26949114	-0.25642738	0.35172507	-0.00398849	0.4580562
Monocytes [#/volume] in Blood	-0.755085	0.075603515	0.12823209	0.4756478	-0.091228716	-0.18135764	0.48055306	-0.05024057	-0.101955816	-0.4180973	-0.015569278	0.023756089	0.011250347	-0.32420993	0.15042344	0.73460066
Platelet distribution width [Entitic volume] in Blood by Automated count	0.10860393	-0.20941614	0.213724	0.43391165	0.21613188	0.47245347	-0.120912924	0.45634946	0.14019032	-0.2441563	-0.064840525	-0.029539516	0.39672214	-0.24006073	0.16466376	-0.42431745
cd3_z	-0.16283189	-0.23075283	-0.12543511	0.16361634	0.3729424	-0.16747884	0.019752294	0.15710092	0.21700579	-0.27564916	-0.44447488	-0.2069796	-0.60766757	-0.31960046	0.018269118	0.23353869
cd3_inv	-0.37665614	-0.1444503	-0.0032133642	0.25939712	0.103732795	0.15371238	-0.39839053	-0.0008458269	-0.3679821	0.3825508	0.27381688	-0.32875744	-0.33179316	0.050349288	0.544128	0.004080519
cd8_z	0.034096673	-0.032869015	-0.08161531	-0.3008598	0.3273016	0.18241887	-0.20452793	-0.2721246	0.17188965	0.22371729	-0.25988227	-0.26548794	0.11635447	-0.118035376	-0.008235564	-0.3346518
cd8_inv	-0.011135854	0.3464799	-0.18697134	-0.2957484	-0.27776587	-0.015601827	0.045681123	0.5222803	-0.34154916	-0.2745916	-0.7183558	-0.2629921	0.14675589	0.5552153	0.15126562	-0.06346374
number_of_positive_lymph_nodes	-0.17501496	0.26537097	0.37433448	0.09947084	-0.23974572	-0.24490285	0.21414626	-0.2380533	-0.40303764	0.48881996	-0.18813851	0.10135682	-0.22616498	0.08873964	0.26386774	0.28723243
infiltration_depth_in_mm	-0.64102054	-0.21626318	-0.23695831	-0.28287944	-0.1848315	-0.5490387	-0.23261498	-0.22512774	-0.3561009	0.13715611	-0.34597054	-0.3308734	-0.338175	0.20593223	-0.13049486	0.22871791
age_at_initial_diagnosis	-0.10927259	0.37705442	0.18295126	-0.3899453	0.15819666	-0.30184326	0.28762156	-0.21538231	-0.049143154	-0.35405493	0.30577224	0.29037365	-0.07926553	-0.4076632	-0.09868118	0.29150867
