	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
bin_0	0.1601551	0.9010772	-0.34667584	-0.4715257	0.5868307	-0.44270602	-0.36790904	0.21948616	0.16471308	-0.32565093	0.38732293	-0.2987825	-0.49369457	-0.034329478	-0.33846235	-0.23692712
bin_1	-0.034475543	0.43295002	0.30594766	0.22703591	-0.21540074	-0.44506466	-0.56187874	0.42912167	1.0501864	-0.32461196	-0.42197993	-0.18057302	0.5579848	0.2965495	-0.44947687	0.2573823
bin_2	0.39233553	0.38341263	-0.082485296	-0.6242682	0.60421425	-0.28352153	0.3405379	0.04538668	0.83041155	-0.29853374	0.060887653	-0.77700317	0.22713734	0.1563402	-0.5019459	0.034379356
bin_3	0.13744146	0.08006571	0.29526848	0.41686115	-0.25495997	-0.8228397	0.13097036	-0.0994984	-0.24857037	-0.051101305	0.0016503261	0.4752797	-0.204597	0.7495193	0.08517615	-0.42977524
bin_4	0.12623657	-0.23565075	0.108426794	0.42800063	0.04450913	0.0053596003	-0.13929936	0.17027575	-0.44550508	-0.001498369	-0.23987515	0.5354699	-0.5226957	0.11646045	0.49777085	0.03979708
bin_5	0.15793817	-0.27754727	-0.18319553	0.5767851	0.29911295	0.09453474	-0.13144432	-0.37272352	-0.021197066	0.49167806	-0.2289124	0.5005673	0.32273915	0.25398317	0.24898547	-0.17743525
bin_6	0.18731946	0.2802684	-0.25146747	0.09654776	0.39423186	0.01824938	0.31423464	-0.10609545	0.21781813	-0.12000864	0.54438215	0.14710572	-0.19969305	0.25874546	0.30197275	0.08994928
bin_7	0.055100773	0.051659107	0.09466339	-0.15974599	0.26436698	0.48651332	0.28384906	-0.016498607	0.2093318	0.32016322	0.1129908	0.10318496	-0.117195584	-0.47923332	-0.34299076	-0.44587553
bin_8	0.062183224	-0.52574724	-0.009260548	-0.064615406	0.2698703	0.1281442	-0.21745133	-0.2924886	-0.30065423	0.41037455	-0.2064472	0.11106016	-0.13106787	-0.14147958	0.6312567	-0.31338668
bin_9	-0.3283934	-0.22811963	-0.24217153	-0.042589057	-0.28264984	0.38642713	-0.2527388	0.2690041	-0.31231514	-0.47742012	0.12601298	-0.5846186	0.025911618	0.17330512	0.35756314	0.34334478
bin_10	0.4950513	0.35465068	0.1715789	0.31504226	-0.46138468	-0.19427101	0.20658664	-0.34118202	0.06644824	-0.096710846	-0.099523164	-0.3765655	0.025294151	0.71798027	0.6547974	-0.23129202
bin_11	0.14653419	0.03391947	0.4299554	0.3113962	-0.37713128	0.2270597	-0.37863696	-0.021275489	-0.0801466	0.3250659	0.19733897	0.15704152	0.22434512	0.5459935	0.6245755	-0.4010153
bin_12	0.039058648	0.19217214	0.05433387	-0.1776482	-0.54653513	-0.10852613	-0.5382794	0.49008423	-0.10363632	0.034332786	-0.19620155	0.54850423	0.29062468	0.5698738	0.105716534	-0.11183961
bin_13	0.43414295	0.1923555	0.8933345	0.6062734	-0.5551612	-0.10102683	0.09857016	0.20512618	0.4809851	0.053020157	0.3573166	0.64180136	-0.06341561	0.7523548	0.14928803	-0.27944323
bin_14	0.59126794	0.22830707	0.7357002	0.3346794	-0.38210803	-0.30896142	0.110182606	0.35595384	0.2500747	-0.47677356	0.13644807	-0.42143926	-0.4992848	0.16583449	-0.3542961	0.1303605
