	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Leukocytes [#/volume] in Blood	-0.31037918	0.16686617	0.20851384	-0.232734	0.079730935	-0.16264744	-0.306501	-0.32014063	0.068997465	-0.319655	-0.08271948	0.030968308	0.5877431	-0.11946285	0.10391655	0.52254087
Hemoglobin [Mass/volume] in Blood	0.27621436	0.08878645	0.3142801	-0.074351504	0.2087119	-0.004152252	0.49764016	-0.0014133371	0.3629622	-0.23396386	-0.23147105	0.34843805	-0.35276037	-0.16182746	0.045168176	-0.015268841
Platelets [#/volume] in Blood	0.16159354	0.40665767	-0.35849833	-0.1458732	0.37483338	-0.31679085	0.08507495	-0.32726344	0.473455	-0.2691023	-0.059598356	-0.42170152	-0.07348464	0.20979358	-0.2075094	-0.031401753
Erythrocytes [#/volume] in Blood	0.32762274	0.34128097	-0.17370431	0.044845227	0.12508312	-0.068284996	-0.30605122	0.34644103	0.2379851	-0.30478877	-0.2630402	-0.02960043	-0.017434826	0.32792687	0.3740421	-0.27747282
Hematocrit [Volume Fraction] of Blood	-0.030338038	-0.21995746	-0.15855737	0.015472516	-0.3583645	0.03787964	0.19466498	-0.20483425	0.5351846	-0.211723	0.31822333	0.21558674	0.09278506	0.36607176	0.21024959	-0.16788681
Erythrocyte mean corpuscular hemoglobin [Entitic mass]	0.07213231	0.33557796	-0.39191553	-0.007977329	0.2678942	-0.1145178	-0.069081165	0.039643597	-0.13179436	-0.030311918	-0.17795634	-0.4164877	-0.27063158	0.32018608	0.36951736	0.2832489
Erythrocyte mean corpuscular volume [Entitic volume]	-0.17682362	-0.36864555	0.25111315	0.20925152	-0.30948663	-0.0705138	0.20933306	-0.1357733	-0.0698857	-0.29373413	0.25757754	-0.030114366	-0.04621692	0.10389661	0.35165453	-0.3143847
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume]	0.015835648	0.21757545	-0.5129074	-0.11334106	-0.04082573	-0.107986614	0.13040316	-0.17063159	-0.29024237	-0.25903222	0.3239554	0.22444597	0.093459144	0.07646273	0.24709067	0.3527439
Erythrocyte distribution width [Ratio]	0.018602204	-0.29465935	0.21451078	0.54512745	0.0330917	-0.049722042	0.16194935	0.2852689	0.3839047	0.21639588	0.5336934	0.054631203	0.31096384	0.37476933	0.34116745	0.07047417
Platelet mean volume [Entitic volume] in Blood	0.06362276	0.1937306	0.65882283	-0.048144225	0.14416744	-0.15240483	-0.11484604	0.0017969139	0.15843403	0.20528822	-0.3203381	0.004378593	-0.0050498447	-0.07325809	0.39139125	-0.30444172
