	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31	dim_32	dim_33	dim_34	dim_35	dim_36	dim_37	dim_38	dim_39	dim_40	dim_41	dim_42	dim_43	dim_44	dim_45	dim_46	dim_47	dim_48	dim_49	dim_50	dim_51	dim_52	dim_53	dim_54	dim_55	dim_56	dim_57	dim_58	dim_59	dim_60	dim_61	dim_62	dim_63	dim_64	dim_65	dim_66	dim_67	dim_68	dim_69	dim_70	dim_71	dim_72	dim_73	dim_74	dim_75	dim_76	dim_77	dim_78	dim_79	dim_80	dim_81	dim_82	dim_83	dim_84	dim_85	dim_86	dim_87	dim_88	dim_89	dim_90	dim_91	dim_92	dim_93	dim_94	dim_95	dim_96	dim_97	dim_98	dim_99	dim_100	dim_101	dim_102	dim_103	dim_104	dim_105	dim_106	dim_107	dim_108	dim_109	dim_110	dim_111	dim_112	dim_113	dim_114	dim_115	dim_116	dim_117	dim_118	dim_119	dim_120	dim_121	dim_122	dim_123	dim_124	dim_125	dim_126	dim_127
bin_0	0.36403602	0.5180672	0.4046253	0.28713357	-0.2604653	-0.63425475	-0.68259364	0.73123425	-0.3782154	0.12501617	-0.36943084	0.18785636	0.60549873	-0.17179754	0.9618189	-0.20045988	0.5649743	-0.031192563	-0.46585104	0.0916463	-1.069826	0.6772338	-0.57803863	0.18485935	0.05304183	1.2753401	-0.24178807	0.35656196	1.7039238	0.07932689	0.51543975	0.15922716	-0.47969273	-0.48928535	-0.2942983	-0.42058808	-0.32360384	-0.68394876	0.19018444	0.4110042	0.39485595	-0.2084093	0.12900391	0.35093012	-0.3447784	-0.5278195	0.2208254	0.1787517	0.5126852	-0.31929144	0.69705135	-0.0122265415	-0.24377577	-0.19850253	-0.17743567	-0.44451085	-0.0433388	0.1287635	1.275484	0.099356174	0.62001127	-0.7288123	0.18045257	1.0693783	-0.19281854	0.15006208	-0.6377321	-0.4324165	0.52049017	0.35486776	-0.477671	1.1646881	0.6350926	-0.63785326	0.15867108	-1.1045649	-0.18554498	-0.32320184	-0.39235273	0.61637616	1.2092277	0.15550947	-0.9391651	-0.14893927	-0.9840284	-0.2820503	0.2840467	0.18370934	0.9478935	-0.13295634	-1.1507697	0.7362833	-0.83578956	-0.040778536	-0.2653076	-0.9209044	0.81412053	0.2993801	-0.5511362	0.75585544	1.1654011	1.073592	-1.5216213	-0.86762804	0.93372387	-0.2630493	-0.5004275	2.2079272	-0.16269062	-0.36296222	0.7485531	0.30427158	0.9608898	-0.03992453	-0.8105195	-0.010144999	0.08016791	-0.42726144	-0.104663804	0.24547449	0.6192079	0.23628457	0.22371049	-0.106994726	-0.7741676	0.31456137	-0.22555512	-0.36780566
bin_1	0.2501407	0.02677892	-0.35214204	-0.03429697	0.20055032	-0.47776717	0.31429666	-0.0373691	0.015771983	-0.18832947	-0.29893625	-0.11342626	0.51913136	-0.31235757	0.045227207	-0.3433436	0.47642922	0.2527032	-0.9036714	0.34149852	-0.43719894	0.037049066	-0.033114187	-0.361224	0.9297666	0.37997088	-0.1253396	-0.20118885	0.44639924	-0.10416047	-0.16726129	0.5402632	-0.93164814	-0.14760028	-0.25057968	-0.24787188	0.41676837	-0.66233766	-0.8400033	0.5023353	0.120733276	-0.4106287	0.45462003	-0.22145966	0.11577173	0.04209305	-0.21955298	0.45723876	0.2194641	-0.044139594	1.0562667	0.6560777	0.25953656	-0.4146471	0.28653917	0.08873408	-0.09778944	-0.15226996	0.89449924	-0.2512128	0.78225094	-0.57391894	0.36979508	-0.004418999	-0.50015545	0.07576059	0.092778176	0.0034874554	-0.10838916	-0.10679422	-0.6968855	0.06272357	-0.49235433	-0.22796388	0.19095647	-0.63049227	-0.16826756	0.14233154	0.31018996	-0.7606895	0.6514561	-0.10939598	0.3368698	-0.13979204	-0.08795984	-0.04602097	0.30722278	-0.065969646	0.1297301	-0.34145197	-0.21749385	-0.21023309	0.5827742	0.2695908	0.50554913	-0.32876363	0.5514047	-0.08098616	-0.002064131	-0.67344505	0.30230433	0.29862565	-0.87759393	-0.85099596	-0.21849282	-0.50387913	0.32400542	0.53620344	-0.46903846	1.120043	-0.8602947	-0.39051235	0.7688166	-0.21927513	0.032503523	0.11647443	-0.09062905	-0.2866002	-0.43673402	-0.1106939	0.13767739	0.32516742	-0.2913409	0.30865163	-0.5103757	-0.31652832	-0.41574228	-0.5531822
bin_2	0.24295573	-0.8274689	0.22796686	-0.3445137	-0.3634887	-0.129589	-0.99200803	0.103419416	-0.23733352	-0.47609934	0.18215124	-0.45443887	0.4982674	0.42373547	0.37749884	0.17849293	0.1978106	0.6952766	-0.56426764	0.81718004	-0.122094534	0.2036596	0.20524716	-0.13909727	0.3191623	0.04953092	0.18202055	-0.24819557	1.4590257	0.49689412	0.78306645	0.10753278	0.92480147	-0.29643846	0.061954696	-0.06859044	0.21528615	-0.023695095	-0.5813797	-0.11278485	0.3965505	-0.0138652185	1.1313423	-0.75460887	0.15927303	-0.18812507	0.32411394	-0.4646787	0.49658406	-0.04491496	0.44371682	0.59540385	0.9908126	-0.27899516	0.18824802	-0.07093671	0.40728477	0.44734976	0.9464804	-0.2690228	0.13996129	-2.3365293	-0.007378999	0.6868335	-0.115226835	0.5797171	-0.12501526	0.27635753	0.068102315	0.05000329	-0.7738563	0.19807674	-0.9857743	-0.30962503	0.60412467	-0.07373804	0.41524786	-0.44935638	0.27398795	0.13172223	0.9884707	-0.1230109	-1.2458032	0.1007819	0.11567957	-0.116041735	0.2482135	-0.55772334	1.0186553	-0.37677506	-0.42111662	0.25623056	0.5835444	0.021501528	-0.13623978	-0.48280624	0.5847061	-0.14738679	0.0505527	-0.78314924	1.0738485	0.21695212	-0.71132106	0.108479485	-0.6337542	-0.13155794	-0.34592232	0.52139044	-0.6070582	0.3326656	0.16850688	0.016077427	0.16285798	0.2457116	0.12996852	0.06836697	-0.06521563	-0.756703	-0.05397818	-0.7225072	0.4645959	0.97856826	-0.22961317	-0.34854415	-0.5212442	0.425734	-0.088034295	-0.044772413
bin_3	-0.0018393194	-0.07153977	-0.80368644	-0.59894216	0.09331374	0.4346429	-0.3342195	-0.3720862	-0.64641243	-0.026562888	0.58471227	0.38620597	-0.18867913	0.15466543	0.049398493	0.33828747	0.04616429	0.15764593	-0.2201506	0.6346335	-0.06880757	-0.41014236	0.16769265	-0.106453896	-0.35373417	0.35368726	0.6988584	-0.0013293511	0.14296038	0.001153488	-0.47695825	-0.058512993	0.12921698	0.3162579	0.5241066	-0.38414118	0.11205098	0.31189823	-0.29301992	0.030923283	0.16222604	-0.31511483	-0.8951036	-0.3247859	0.2652365	0.91469127	-0.21343766	-0.17999782	-0.086170256	0.30134094	0.24001388	0.17459694	0.040704973	-0.3511893	0.11751348	0.45004475	0.24244575	-0.025371272	0.4420771	-0.25332996	0.09688998	-0.98033684	-0.81233	0.6103547	0.5383311	-0.25385702	-0.066707894	-0.06835598	-0.03390971	0.08565402	-0.37148845	0.89240265	0.3170667	-0.4449798	-0.19949575	-0.22161104	0.31220466	0.23935388	-0.75967026	-0.5333804	0.29521912	0.28951508	0.042305637	0.061293583	-0.1177749	-0.22950462	0.5035533	-0.10453874	-0.5860426	0.15190722	-0.010915283	0.30386928	0.5940098	-0.0049325316	-0.14706686	-0.37744886	0.0816337	-0.26084524	-0.63293564	-1.4323752	-0.1827034	0.082904026	-0.464677	-0.042639457	0.71379334	0.4041141	-0.44280574	0.0218561	0.041016553	0.38137344	0.21252364	-0.27610463	0.41302836	0.5354049	0.09916694	0.078767546	0.08749216	-0.3022132	-0.3008074	0.2517539	0.11741907	0.6682892	-0.55816	-0.63786346	-0.15144773	0.6300107	0.7751758	0.19055156
bin_4	0.20146278	0.29966545	-0.17903869	-0.12779723	0.060278554	0.16483568	-0.092951514	-0.10931256	-0.084052965	-0.03684784	0.36068928	-0.34583932	-0.013129244	0.13711041	-0.19838426	-0.20437703	-0.35176417	0.3412891	-0.0963698	0.7659379	0.43856063	0.41939092	-0.10395969	0.08745675	-0.21499443	0.13302752	-0.29625398	-0.07628953	0.37209475	-0.07748462	-0.007707143	-0.30861622	0.5960938	0.58831865	-0.045453034	-0.18818763	0.06404424	0.3921029	0.0037309888	-0.23892127	-0.26548225	0.08561982	0.1870745	-0.4660172	-0.1732041	0.077198684	0.15399729	-0.12668349	0.027253913	-0.098129764	0.82268894	-0.11419333	0.23745783	-0.1407836	0.11101493	0.33309838	-1.2783178	0.31258172	0.2978325	-0.021565959	0.372847	-0.40763655	-0.135856	0.7472536	-0.095954984	0.11520538	-0.0033348873	-0.1685516	-0.5826304	-0.04239889	0.25308487	-0.36984223	-0.3833543	0.092366844	0.32700905	0.088659495	-0.15640476	0.40469524	-0.07041752	-0.34098873	0.049606238	0.36273256	-0.3411399	0.12531656	-0.13603988	0.30409047	-0.026720071	0.22276008	-0.15702428	-0.31498635	0.06933778	0.02863877	0.42795235	0.24677981	-0.09218235	0.11513747	-0.17038946	-0.27231476	0.07020585	-0.61481124	0.30646968	-0.040849715	0.11879953	-0.24220107	0.5009507	0.025460748	0.049182557	0.3064804	-0.018271355	0.26844016	-0.06839145	0.022518141	0.36022022	0.1604823	-0.2572629	0.04265055	0.12863699	0.24064274	0.21323594	-0.45083317	0.1308375	-0.07022934	-0.028939655	-0.12615986	-0.06648072	-0.19842859	0.015951494	-0.06290932
bin_5	-0.31105918	0.16033633	0.3986879	0.19626439	0.12658863	-0.070599936	0.2775238	0.005383031	0.00313558	0.14531507	-0.18526421	-0.470442	0.016152484	0.13099681	0.009538763	-0.13279736	-0.19443807	-0.005997561	0.026522856	-0.04386037	0.47690248	0.2587468	-0.075180754	0.15866259	-0.019926298	-0.17138226	-0.027193043	0.20988311	0.01434421	-0.020575358	0.013973849	-0.07884019	-0.0026095547	0.37694687	0.030142317	0.2439841	0.39687982	0.20337507	0.09680683	-0.45623532	0.105398394	0.18180318	0.2089079	-0.15852453	-0.35777542	0.11141718	-0.0014107216	0.1918079	-0.011964929	-0.11399945	-0.049542688	0.21336846	-0.23920575	-0.026783468	-0.11746587	0.054313753	-0.22563073	0.34304595	0.37494332	0.2538755	-0.20073768	-0.17484114	-0.43677425	-0.097597376	0.052870974	0.094190754	0.32423142	-0.11989746	0.059997015	-0.20825042	-0.0024214375	0.11615956	-0.14098611	0.13364962	0.11655896	0.14444435	-0.3895959	0.41178083	0.027798925	-0.14753312	-0.090870164	-0.18996587	-0.030740274	-0.20226112	0.031613532	-0.34240517	-0.16119105	-0.05073882	-0.027216984	0.016500348	0.4505804	0.056522314	0.083740376	-0.008718217	0.11268805	0.21426418	-0.16888633	-0.1900586	0.08453462	-0.26038533	0.16567193	0.10460967	0.28420693	0.28278667	0.06756849	0.13375051	0.12560755	0.09832993	0.06378226	-0.016712777	0.41121995	-0.13563617	0.0831086	-0.016272401	0.1823837	-0.04547022	0.011027224	0.17203787	0.11651888	-0.12677674	0.11843763	0.12956472	0.30391815	-0.052544575	-0.09294552	0.025606846	-0.04563878	-0.013834051
bin_6	0.030643277	0.017860651	0.17862627	0.27476078	0.16160586	0.0012860198	0.09053631	-0.039555687	-0.028465638	0.16952252	-0.16329196	-0.13296184	-0.25182965	-0.059560712	-0.18324976	-0.06656935	-0.14482805	-0.17900412	-0.07527363	-0.041308183	-0.0034117901	0.0064936047	0.25439775	0.19792515	0.01575162	0.032511983	-0.20366183	0.15301818	-0.023816828	0.215068	0.17290081	0.06597392	-0.15271086	0.2942403	-0.04696634	0.2004464	0.21640237	0.1491077	-0.20720695	-0.16783236	-0.23452441	-0.15160462	0.018253578	0.08074158	-0.123101205	-0.01788072	0.08706532	0.007760247	-0.12232648	0.14735825	-0.07479485	-0.019541383	-0.1378207	0.16150846	-0.19661911	0.0784944	-0.15617883	0.33565813	0.034994833	0.078929305	0.038708027	0.1374858	-0.25877887	-0.037274476	0.27144423	-0.022427404	0.31492022	0.11545472	-0.022007752	-0.23756692	-0.07784079	-0.14065798	-0.121989906	0.09356102	0.18341723	0.1376713	-0.08605461	0.19962634	-0.12547754	-0.02589725	-0.08494314	-0.20692475	-0.15401159	-0.493766	0.061478805	0.06436605	-0.22954421	0.26010978	-0.015865915	-0.081199765	-0.06294883	-0.19997495	-0.12871471	0.05940379	0.14503571	0.22690319	-0.099771805	0.03916976	0.32416424	0.29350603	-0.07629316	0.099933214	0.22884355	0.041852094	-0.037636705	0.21576269	0.25257486	0.19621149	0.28970802	-0.27819952	0.05738734	-0.3481716	-0.08938773	0.029050132	-0.009538879	0.002979571	0.08561911	0.17415759	0.058793485	0.13365532	0.062450178	0.026186729	0.18754019	-0.01086747	0.15987599	0.14515787	-0.105286725	-0.15656795
bin_7	-0.093352236	0.13156466	0.32932684	0.11233429	0.12794414	-0.13227071	0.35830075	-0.058026586	0.080211915	0.028723864	-0.052642997	0.059380457	-0.35174206	-0.28483114	-0.29871807	0.039061572	-0.035009813	0.06824744	-0.1931756	0.14213157	0.076510645	-0.0622339	0.1975098	-0.0005182324	-0.32353398	-0.15585826	-0.2433631	-0.09488633	-0.009452398	0.1440009	0.20971854	0.25429696	-0.038252585	0.1158031	-0.28449088	0.100064516	0.21170484	0.043028414	0.011180768	-0.14203899	0.035456065	-0.069699146	-0.049532644	0.117977135	-0.11419382	0.04544531	-0.27561444	-0.20986855	-0.24150857	0.39944947	0.004761967	-0.11968414	-0.19340983	0.3779157	0.05694293	0.12561129	-0.1066991	0.45384946	0.12969665	0.26581824	-0.06037278	-0.08856934	0.1845693	-0.17074926	0.16353244	-0.31054693	-0.26088703	0.17305706	0.17477006	-0.25417474	-0.10387972	-0.16627923	-0.022931544	0.06939427	0.3532725	-0.04886121	-0.19115138	0.41393062	-0.3495484	0.15470082	-0.016133305	-0.0950522	0.059552312	-0.085652985	-0.06552348	0.05684532	-0.11225322	0.17820589	-0.23636985	-0.4484892	0.0028822387	-0.18938956	0.09792498	0.32151797	0.42616105	-0.09862082	-0.12223433	-0.014730848	0.27205992	0.10997893	0.00601666	-0.23786648	-0.013106156	0.24781978	-0.007948512	0.3461877	0.297064	-0.06601543	0.1848084	-0.07584887	-0.05301378	-0.1830636	-0.19363558	-0.20392255	-0.34984285	-0.19858061	-0.22570622	0.2479019	0.057743415	-0.062444344	-0.18885182	-0.15188406	-0.061319653	-0.10046114	-0.07767979	-0.18958196	0.072670676	-0.2861197
bin_8	-0.08793426	-0.032700837	0.28130957	0.2026239	0.021678532	0.20006622	0.38655612	0.045051847	0.09065003	0.14494905	-0.13063882	-0.11928273	-0.15326314	-0.17779298	-0.15568021	0.05164169	-0.115203984	-0.24675533	0.07484486	-0.14545947	0.39122626	0.086570516	0.2002327	0.10186017	0.051512927	0.014529296	0.03177768	-0.016855393	-0.013349055	-0.032296114	-0.033775356	-0.035701487	0.10222562	0.38916484	0.044845995	0.2031616	0.1769821	0.1339574	-0.1399217	-0.19473301	-0.22298159	0.05219341	0.16830099	0.05192379	-0.12906593	-0.076799065	0.027498623	-0.019787721	-0.21322158	0.09249687	0.10549669	0.15693684	-0.18559788	-0.08529927	-0.13515903	0.012899447	-0.29268464	0.107780494	0.104481146	0.29260927	-0.1532487	-0.101479486	-0.014495259	-0.045803487	0.009930389	0.16483635	-0.13297376	-0.18629582	-0.2739802	-0.17240798	0.23614165	-0.16957322	-0.23531568	0.20838305	-0.058877353	0.18249117	-0.06939011	0.31876773	-0.073814645	-0.15672618	-0.094650306	-0.016117036	0.067607746	-0.0053656627	-0.2642964	0.019461777	-0.1740338	0.111792214	-0.3181039	-0.13737191	-0.01980937	-0.14319906	0.13874428	0.02566439	0.09567477	0.0719888	-0.046289455	-0.10906537	0.265993	-0.0032671895	0.026055919	-0.22359462	0.10982448	0.013335694	-0.122730434	0.2351407	0.040949296	0.031594142	0.17236295	0.0745241	0.11856038	-0.21971923	-0.18444896	0.11628621	0.0051252493	0.0008665756	0.10453641	0.38108355	0.03614379	-0.090038635	-0.032652654	0.009053633	0.37119362	-0.10306966	-0.05777822	-0.27914274	-0.17841971	0.058469683
bin_9	-0.12214758	-0.0063626333	0.14213607	-0.013623324	-0.14532274	0.030112406	0.5211867	0.11280252	-0.11747175	0.20504797	-0.023477565	-0.08455401	-0.0072336826	0.116589956	-0.44252768	-0.08296218	-0.27271205	-0.24046768	0.19237243	-0.41064745	0.4516735	0.2243348	0.18185401	-0.19377774	0.046912648	-0.22262213	-0.07095788	0.11642596	0.20293924	-0.12508672	-0.10607795	-0.1856091	-0.2850671	0.37120166	-0.06783132	0.3358817	0.07688811	-0.037370108	-0.12612088	-0.11233259	-0.03361281	0.30802128	0.21516442	0.034711625	-0.32158646	-0.022862596	0.31539136	0.21684097	-0.06761057	-0.040718492	0.17857507	0.101206884	-0.024493447	0.0017766407	-0.32892704	0.071986526	-0.46256718	0.24387114	0.09523322	0.42446196	-0.34338182	-0.08788913	-0.29709324	-0.11907961	0.0551216	0.17907056	0.14090736	-0.23328632	-0.18565121	-0.07367595	0.113725625	-0.37936425	-0.2350206	0.4026427	0.2093204	0.24724166	-0.20392309	0.43917382	0.039349332	0.000541615	-0.21073501	-0.08108471	-0.028365495	0.18453757	-0.20685814	-0.12042455	-0.0051043495	-0.09080358	0.0050847195	0.12575325	0.2374024	-0.077843376	-0.1958329	-0.10802076	0.07583894	0.32636392	-0.10973483	-0.14545459	0.16148674	-0.21895082	0.07904878	-0.26914975	0.18165664	0.21670614	-0.083323985	-0.02333761	0.12519923	0.19240092	0.18907021	0.07989797	0.3414021	-0.5098184	-0.18807955	0.07623406	0.1382659	0.13497676	-0.080922484	0.15228404	-0.0763601	-0.061378725	0.1098278	0.092327796	0.51789063	0.032602116	-0.084898174	-0.10020479	0.11395362	0.10499381
