	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
bin_0	0.44085333	-0.41295284	-0.37247053	-0.19285838	-0.15319794	0.19459215	0.22633147	0.19273278	-0.1052822	-0.36437565	-0.06834731	0.013184286	-0.10410328	0.3448078	0.10598232	-0.14078647
bin_1	-0.18281382	0.072145134	-0.14224055	0.055002976	-0.4247656	0.37760955	0.30399188	0.10305923	0.23563835	-0.20698945	0.24519211	-0.12742677	-0.23827149	0.10925522	0.3483183	-0.38380587
bin_2	0.01691304	-0.47916016	0.11231194	0.36151993	0.18072231	-0.23078848	0.10337663	0.11776816	-0.35776505	-0.060398374	0.18440929	0.4699736	0.25217083	0.16195948	0.18566614	-0.074231185
bin_3	0.07438898	0.15661342	-0.3624243	0.37970996	-0.11997881	0.007132084	0.32539073	0.123484455	-0.3455656	0.038551178	-0.18357283	0.38170928	-0.207599	-0.065928325	0.39106497	-0.24115509
bin_4	-0.25382254	0.37988675	0.4162799	0.21262664	-0.120841525	-0.2107442	0.0427383	0.19174346	-0.09757902	-0.5020839	0.21258779	-0.13591614	-0.1470416	0.059835542	0.17130311	-0.3087558
bin_5	0.026792865	0.04712482	0.24700071	0.12993802	0.14202915	0.029574662	-0.18798669	0.41380543	0.3617736	0.39071417	0.1481415	-0.1373442	-0.4105649	-0.29257336	0.17233357	0.28868434
bin_6	0.2617318	0.22852	-0.1712024	0.3979368	-0.026021194	0.31165078	0.07561405	0.053523313	-0.34595302	-0.29949144	-0.270139	0.17424524	0.1095717	0.3879847	-0.26974133	-0.19290389
bin_7	-0.30160478	-0.38705903	-0.20953998	0.41415602	0.06000672	0.32742923	0.053450733	0.11953922	0.19417891	-0.19588985	-0.2552366	0.2717818	0.37694067	0.19695179	0.14094727	-0.0007745583
bin_8	-0.18262337	0.22277588	-0.31367686	0.37497333	-0.266372	-0.28694594	0.2215158	0.18953879	0.2029117	0.34515205	-0.056506444	-0.15444085	0.113594614	0.019969374	0.3753409	-0.31337506
bin_9	0.32807165	0.20757143	-0.22999331	0.08492611	-0.123817615	-0.40412304	-0.36418828	0.15910603	-0.36846772	0.14165816	0.32778412	-0.24631955	0.24524358	0.17328955	0.15265976	-0.12308416
bin_10	0.2681266	-0.2667512	-0.06990225	0.3510879	-0.29425165	0.07410785	-0.18103193	0.12128019	-0.4028702	-0.16646165	-0.3484615	-0.054878753	0.27407634	0.09408667	0.34100974	-0.27301413
bin_11	-0.22230716	0.33211643	0.22614086	0.37583175	0.24996996	0.29933062	0.32215443	-0.34845334	-0.07436318	0.13910036	-0.27319872	-0.08082181	0.15902501	-0.009344539	0.05393858	-0.36914474
bin_12	0.4665044	-0.2651278	0.13523254	-0.04570972	0.050793715	0.10251992	-0.04676288	-0.12264257	0.051274307	0.4143362	-0.17399652	-0.0063470337	-0.23131089	0.30513626	0.36229283	-0.42296305
bin_13	0.48588488	-0.20002624	-0.21854194	-0.34521708	-0.13766061	-0.2178936	0.08683417	-0.13413164	0.20899794	-0.2963182	0.06918911	-0.1262917	0.13097759	0.41097343	-0.3521721	0.05205294
bin_14	0.14618878	0.2697851	0.14726397	-0.3200279	0.16117911	0.34060207	0.18070278	-0.36723825	-0.29827422	0.26047972	0.31696326	-0.036155984	-0.29077092	0.17108448	0.030778872	-0.31445065
