	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
c020	-0.31423807	-0.334571	-0.21069632	0.1674789	-0.03826684	-0.17361172	-0.11837978	-0.22588736	0.32752433	0.36037028	0.15085405	-0.15667292	-0.0924607	0.33323646	0.122366756	-0.38482937
c021	0.5033721	-0.11900637	-0.052684512	-0.11092831	0.49686426	0.08257887	0.12799174	-0.062334746	0.33264422	-0.011455629	-0.2819687	-0.02642178	0.4550764	-0.37462142	0.21039774	0.13312264
c022	-0.11070494	-0.061417364	-0.22260512	-0.422875	-0.37442756	0.03653403	-0.5551691	-0.13566467	-0.31885806	0.14917435	-0.16236086	0.27780926	0.38448316	0.14984353	-0.1056417	-0.0295308
c028	0.16685456	-0.082156256	-0.18831135	-0.61257255	-0.09408825	0.31685716	0.29444742	-0.42948312	-0.36405596	-0.30986255	-0.051145665	-0.2166768	-0.07117706	-0.010472613	0.06399523	0.15172887
c029	-0.29278195	-0.019045485	0.006314804	0.051516656	0.03605081	0.46312028	-0.42382678	0.0026896265	-0.4259951	0.41728878	0.025552515	-0.05631292	0.49083138	0.095245175	0.10450873	-0.26991308
c048	0.09498305	-0.08101562	-0.048634663	0.071816996	-0.06205251	-0.3367981	0.15569457	0.24846375	-0.06949143	0.09818788	-0.2707701	-0.1331229	-0.19828767	-0.24385577	-0.2140734	-0.23334076
c051	0.14349785	0.14302084	0.36118212	0.49088365	0.42312542	0.11381642	-0.39550495	0.005633726	-0.08368844	-0.26267102	0.13453497	0.2029128	-0.16897054	-0.2600621	0.1703571	0.03990628
c052	0.19787091	-0.2553088	0.10265818	0.16547073	0.2960752	0.4240144	-0.10746772	-0.03971783	-0.19509341	-0.12022901	0.3972248	0.43568113	0.28121653	-0.3416813	0.18173666	0.2148917
c058	-0.05885536	-0.4562961	-0.3209676	-0.00051140983	0.16641589	-0.32752767	-0.24313469	0.13201037	0.051614437	0.007797949	0.22280107	0.35331511	-0.2561701	0.17781915	0.55504256	-0.3905864
c068	-0.4079774	0.1070011	-0.48208773	-0.26142865	-0.035698723	-0.24685837	-0.22228825	-0.24428615	0.15797839	0.37688926	0.1864486	0.042498827	-0.19683559	0.2295593	-0.13086747	0.1756555
