	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
bin_0	-0.6776943	-0.5219415	-0.023173744	0.67679286	-0.38324764	-0.1549772	0.7575002	-0.8351206	0.5703543	0.97297126	0.23239473	-1.6964064	-0.9707308	-0.3902427	0.058353905	-0.13395357
bin_1	-0.98304695	-0.73430234	-0.24708056	0.83088166	-0.45292136	0.08040357	0.08037856	-0.7548474	0.04994107	-0.23030579	-0.5997036	-0.29314917	-0.5535209	-0.86162704	-0.017135242	-0.215087
bin_2	0.42548162	-1.4606805	-0.46588403	-0.070955776	-0.6159686	0.66009164	0.53548336	-0.45029378	0.70463437	0.6951083	0.8563572	-0.79225785	-0.67265093	-0.5584468	-0.09180608	0.24204627
bin_3	-0.5906097	-0.69059247	-0.35452104	0.6287125	-0.4475812	0.31227458	0.1896778	0.07032099	0.14653282	-0.035944156	0.13800175	-0.7423688	-0.65072954	-0.15617679	0.34856984	-0.09897379
bin_4	-0.38920963	0.048396856	-0.07937949	-0.33386016	-0.5429552	-0.09084549	0.089709476	0.31118476	0.5934556	0.38991493	0.37545782	-0.6677678	-0.099246375	0.2766195	-0.13595977	0.102472976
bin_5	-0.035640925	0.34860408	0.2675215	-0.35039198	0.26875836	0.47064516	-0.13993669	0.33483878	0.5379507	0.027195463	0.15678404	-0.14858212	0.4139564	-0.26222906	-0.0017081801	0.404053
bin_6	0.305637	-0.004918223	0.2199722	-0.17089356	0.4971758	-0.6343998	-0.06675338	0.266049	-0.14855321	-0.14411446	-0.25929314	0.5606785	0.6588853	0.42210644	-0.2774038	-0.16475943
bin_7	0.38840088	0.38318244	0.53283834	0.30219057	0.6542023	0.17589204	0.02487207	-0.088841945	-0.6165663	-0.43424073	0.04185946	0.124439	0.20125322	0.45040324	0.025505088	-0.5873056
bin_8	0.3276725	0.4882005	-0.31282684	-0.3249321	-0.16111311	-0.11986739	-0.37220484	0.31786537	-0.12931123	0.1531987	-0.31413278	0.061997026	0.3369794	0.53528625	-0.28820878	0.64994013
bin_9	0.09559349	-0.10392921	-0.6001798	-0.3462469	-0.088651076	0.2643139	0.34456074	0.6720264	-0.15142198	-0.3921739	0.11376142	0.19347776	0.31614769	-0.21605305	-0.20178507	0.28778696
bin_10	0.3063857	0.35196435	-0.63779414	0.16940118	-0.16334684	-0.089987054	0.080009304	0.16712044	0.17586726	0.16058518	0.07194831	0.23500876	-0.29191545	-0.7426857	-0.039352465	-0.043005474
bin_11	0.007974255	-0.02441959	0.28262666	0.62983173	0.31337148	0.6443352	0.2360336	0.26718116	-0.28640774	0.047852457	0.40983346	-0.61291957	-0.5180905	-0.30626327	-0.55030143	0.47253546
bin_12	0.4713782	0.06654067	-0.02355241	0.8981174	-0.17938581	0.96688676	0.41044027	0.18475696	-0.71797717	0.36341524	-0.0005911797	-1.1618589	-0.15478724	-0.41335326	0.29132977	0.47341666
bin_13	-0.15725641	-0.87530816	-0.039436433	1.1360122	-0.34336135	0.4436289	0.536533	-0.1493686	-0.2569278	0.24559867	-0.29556227	-0.42220837	-0.8829583	-0.039918277	-0.26359493	0.33473295
bin_14	0.06178801	-0.03419624	0.14082196	0.9582967	0.31160307	-0.062447846	0.6552646	0.1639629	0.1309238	0.22543576	-0.34373027	-0.848611	-0.37942326	-0.20836957	-0.6182268	0.20615143
