	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Leukocytes [#/volume] in Blood	-0.3114018	0.23944312	0.08053948	-0.21814069	-0.16921434	0.122788705	-0.23316415	-0.16760582	0.0035132254	-0.14805898	0.19625057	0.07774603	0.0364586	-0.31221473	0.15393153	0.020488443	-0.04704887	0.31296712	0.117688626	-0.12464554	-0.006657968	-0.11165393	-0.058975313	0.008667557	-0.046244755	-0.28233388	-0.085492186	-0.15615445	-0.2938427	-0.08171638	-0.032424156	0.043858126
Hemoglobin [Mass/volume] in Blood	0.03601207	-0.15578927	-0.331776	-0.33206382	-0.121058896	-0.2598545	0.31547543	-0.08366086	0.33293238	-0.36824644	-0.086627886	0.08941585	0.24241093	-0.029342704	0.21861981	0.060692217	0.01676922	0.028410414	0.18430345	-0.14470409	-0.19486302	0.13605797	0.053310458	-0.055275794	-0.09556493	-0.36408255	-0.20204155	-0.06756918	-0.031156948	0.039871454	-0.059464924	0.08453071
Platelets [#/volume] in Blood	0.01680831	0.28284004	0.022122215	-0.072320215	-0.14809254	-0.28497118	-0.40999874	0.40006223	-0.3784466	-0.13707873	0.09857718	0.08687619	-0.313143	0.34115502	-0.053995598	-0.3191592	-0.11746541	-0.08067708	0.56462616	0.12481925	0.10200992	0.055890568	0.26311985	0.034923416	-0.3011228	-0.31568894	-0.60089105	-0.42118952	0.15871431	0.20579584	-0.19297017	0.017103966
Erythrocytes [#/volume] in Blood	0.31247234	-0.06497782	-0.28402048	-0.023389116	-0.12721997	-0.12446618	-0.11433692	0.19123884	-0.3978121	0.38343254	-0.039494723	-0.19924659	-0.08494799	-0.27076256	-0.35866052	-0.013606378	-0.0027540342	0.22566375	-0.002179632	0.08878163	-0.10817993	-0.2443027	-0.09993554	-0.36105072	-0.24139749	-0.0668343	-0.39687398	-0.48847577	0.33257443	0.062840864	0.18948352	-0.05239187
Hematocrit [Volume Fraction] of Blood	-0.19455804	-0.13580067	-0.12332976	0.03883413	-0.18834823	0.11021486	-0.026322084	-0.17446838	-0.033140242	-0.16452508	0.10860503	-0.16366312	-0.5709629	-0.24683519	0.114033595	-0.20032878	-0.07112426	0.31839475	-0.5846175	0.13050133	0.27426437	0.24925189	0.16790484	-0.3373356	0.18884854	0.016925367	-0.45553342	0.10849851	-0.14449549	-0.09388664	0.107591815	0.19984812
Erythrocyte mean corpuscular hemoglobin [Entitic mass]	0.091289945	-0.018832048	-0.30780652	0.017226843	-0.11535232	-0.24631459	0.2033241	-0.117128044	0.2647505	0.18607622	-0.045971207	0.14673398	0.50948435	0.21876033	-0.3866179	-0.10381984	0.118670665	0.060339555	-0.34577778	-0.129352	0.13790224	0.33388877	0.35282108	-0.09647629	-0.04604031	-0.022963697	-0.14603299	0.060256887	-0.013029087	0.10090296	-0.07251713	0.35865036
Erythrocyte mean corpuscular volume [Entitic volume]	0.17889962	0.30442378	-0.37288862	0.14914888	-0.25658178	0.22456023	-0.40239438	0.65282553	-0.06899006	-0.16708261	0.16895293	-0.055593856	0.63585526	0.15163021	0.14557877	-0.3766692	-0.043457076	0.07030169	-0.17089374	0.39659804	0.031423967	-0.03933187	-0.044369303	-0.30563802	0.2810189	-0.07652326	0.17368518	-0.15683244	-0.16957714	0.04322351	-0.22246346	-0.15075594
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume]	-0.16678599	0.21774301	-0.14054689	0.1498903	-0.11650021	0.1901246	0.042599674	0.09915702	-0.42009017	-0.040526256	-0.27120242	-0.24851876	0.1655661	-0.18106683	0.2763075	-0.34691536	0.24124306	0.1698889	0.00080596935	-0.040915858	0.08549483	-0.1385846	-0.2094769	0.0041887346	0.04863928	-0.2898226	-0.19252078	-0.00073345	-0.3453556	0.25543568	0.29008412	0.09883467
Erythrocyte distribution width [Ratio]	-0.02384212	0.050818834	-0.020423297	-0.30468392	0.3307292	0.49123922	-0.06343091	-0.22893783	-0.25229412	-0.4138586	-0.26070052	-0.14208575	0.04548851	0.08801838	0.36497247	-0.16653351	0.067393474	-0.17316326	0.1309844	-0.032142952	-0.038587343	-0.1894983	-0.16137186	0.2668864	0.31321067	-0.26650035	-0.040158544	0.019802876	-0.0679474	0.0043428177	0.22846086	0.15119393
Platelet mean volume [Entitic volume] in Blood	0.2408524	0.43044466	0.336215	-0.032778297	-0.2069111	-0.63032997	-0.44021282	0.26462743	-0.04426333	-0.1302666	-0.10621859	0.09397348	-0.2797631	-0.3110392	0.05884046	0.13233739	-0.013126253	0.25509867	-0.359612	0.5203822	0.40900555	-0.42288437	-0.28448504	-0.023469482	0.38319468	0.12420239	-0.29598626	-0.039504163	-0.67786753	-0.5361431	-0.21419671	0.059236832
