	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31	dim_32	dim_33	dim_34	dim_35	dim_36	dim_37	dim_38	dim_39	dim_40	dim_41	dim_42	dim_43	dim_44	dim_45	dim_46	dim_47	dim_48	dim_49	dim_50	dim_51	dim_52	dim_53	dim_54	dim_55	dim_56	dim_57	dim_58	dim_59	dim_60	dim_61	dim_62	dim_63
Leukocytes [#/volume] in Blood	-0.1162307	0.26054052	-0.16922544	0.23430541	-0.019210702	0.13714121	0.082483016	-0.047616508	-0.054797232	0.25710574	-0.04047779	-0.060184855	-0.19547963	-0.26068896	-0.24604118	0.029855672	0.0075839222	0.1381558	0.12530018	0.1292935	-0.07717204	-0.06212865	-0.014098315	0.24882095	0.0041033383	-0.15203187	-0.052274734	-0.27729848	-0.15794593	-0.023548353	-0.10061891	0.013915247	0.11159335	0.054784168	-0.018329322	-0.10120969	-0.16252844	0.21824689	0.042913042	0.08335143	0.046632554	0.24706459	0.24375665	0.20163548	0.1905338	-0.045118693	0.06615072	0.2444983	0.07935803	0.077763215	0.06930814	-0.36180928	-0.29488954	-0.06776471	-0.12873507	-0.09348954	-0.060996775	-0.0032890802	-0.16684628	-0.13772762	0.53237915	0.13580216	-0.05997889	0.08614097
Hemoglobin [Mass/volume] in Blood	0.07702745	-0.0074856365	0.0014918515	0.13449538	-0.26772022	0.24321544	-0.16639002	0.28996104	0.08710024	0.08374573	0.15234554	-0.0040433635	-0.24252348	-0.2227972	-0.09453042	0.11937576	-0.1725604	-0.03336313	0.22445385	-0.122669	-0.14216954	-0.16139555	-0.21521172	0.050979238	-0.030065317	0.006924442	-0.08350516	-0.010032738	-0.13821512	0.10952619	-0.11202613	-0.05945572	-0.29313663	0.096725345	-0.078034386	-0.17987539	0.29123336	0.14160565	0.39548826	-0.04479061	0.013935292	0.043817677	0.09346466	0.23474301	-0.19203565	-0.22709689	0.12637793	-0.0068450035	-0.1242822	0.01754036	0.125148	-0.031225448	-0.26623642	-0.119002245	0.03780327	0.074616924	0.14637095	0.029731259	0.18766871	-0.18335053	0.021725815	-0.34609976	-0.024747465	0.006080405
Platelets [#/volume] in Blood	-0.17824799	0.043579966	0.0756744	0.25903213	-0.05701423	-0.1716289	0.20531376	0.2811569	0.15844479	0.13291852	-0.06940943	-0.12081966	0.19003457	-0.2513636	-0.117903054	0.08251462	0.39848697	-0.0727903	-0.14404364	-0.18193519	0.28073972	-0.013319588	-0.036309265	0.22378536	-0.2039466	-0.05293897	0.27111638	-0.37627053	0.42935628	-0.13874394	0.29456282	0.045044612	-0.10761359	0.02376872	0.0035461895	-0.10133574	0.23059992	0.2985386	0.069518335	-0.21254787	-0.029873135	-0.30443668	0.22919711	0.13708536	-0.19333394	0.17686073	0.03250696	0.033216417	-0.2544081	-0.062141243	0.03832526	0.38317338	0.19945993	0.14677477	0.09428558	-0.23217274	-0.07766523	-0.16111398	-0.2648958	-0.115716584	-0.14185978	0.01859553	-0.1578595	0.38200557
Erythrocytes [#/volume] in Blood	0.16454981	-0.07329483	0.097387694	0.14462133	-0.16607471	0.188435	-0.05518555	-0.124895126	-0.13577941	0.24056554	0.16036077	-0.1355497	-0.10361127	-0.1417049	0.049688045	0.06696952	0.049382374	-0.19333829	0.17936859	0.15323702	0.12867285	-0.00711592	0.07683831	0.21270113	0.13697907	-0.18251264	-0.21094391	-0.07498425	-0.008929263	-0.11868772	0.2936227	0.09684685	-0.048458587	0.038717538	0.0725766	0.08191617	-0.05663777	-0.040599547	-0.23098782	0.16130438	0.0057355557	0.072912805	0.13497968	0.076661706	-0.21541074	3.1595424e-05	0.107998684	0.09353625	-0.039848555	0.05073582	0.15386519	-0.040109914	0.21971947	0.06985674	-0.101540245	0.18082638	-0.23287027	-0.008310299	0.017909324	-0.30137444	0.028616903	0.31912014	0.122740835	0.070516594
Hematocrit [Volume Fraction] of Blood	-0.14755754	-0.060729135	0.01868134	-0.053527206	0.09119078	0.22248448	0.16559635	0.08508745	0.12097154	0.26220828	0.22349447	0.15043381	-0.0009802065	-0.101070926	0.12337824	-0.06528221	-0.064482674	0.056200925	-0.032184087	-0.033607706	-0.10062011	-0.17722546	-0.060419284	0.13992855	0.23015878	-0.09246409	-0.020478532	-0.12840141	-0.12518592	-0.057559997	-0.09497967	0.04272821	0.11139882	0.15962456	-0.11762425	0.06918601	0.27574888	0.087565266	-0.12037116	-0.12162542	-0.21605478	0.070609525	0.026123999	-0.15895446	-0.10447516	0.0424251	-0.24258673	-0.09149187	-0.0035438188	-0.00047940848	0.104797594	-0.10168888	0.039900303	0.0642708	-0.17279644	0.18213293	-0.07283605	-0.015684804	-0.05892495	0.040099274	0.6671045	-0.35966945	-0.26159316	0.08096519
Erythrocyte mean corpuscular hemoglobin [Entitic mass]	-0.19064915	-0.12065251	0.0898222	0.17922793	-0.014459035	-0.25217584	0.0565176	-0.082650855	0.43275315	0.23262756	0.09448891	0.06543082	0.11191708	-0.09979928	0.05122817	0.11022702	0.1839391	-0.06143313	-0.04210708	0.20613834	0.20972086	-0.20975381	-0.21287614	0.16050726	0.33779266	0.02477399	-0.019296074	-0.087065026	-0.07061454	0.12548462	-0.00971175	-0.0062018386	0.13308674	0.14058109	-0.094621144	-0.2661056	-0.21113893	0.3025645	-0.022277443	0.22210217	0.07865119	-0.0003192144	-0.13293347	0.019273367	0.22821078	-0.035730906	-0.29305503	0.18069072	0.026925338	0.19447401	0.12007869	-0.13462204	-0.39636588	-0.13002476	0.19071607	0.12967178	-0.122235104	-0.21617143	-0.15954489	-0.008639972	-0.020221557	0.14669894	0.0716154	0.17425676
Erythrocyte mean corpuscular volume [Entitic volume]	-0.13378708	-0.05862962	0.13597775	0.30141586	-0.120567076	-0.16144922	-0.020056056	0.05330301	0.21843472	0.10227127	-0.087366514	-0.2087699	-0.059565205	-0.21483651	0.0008297613	0.20759912	0.46957478	0.10671328	-0.13562687	-0.1208202	0.050277762	-0.0042175576	0.18676592	-0.1959076	0.15878372	-0.15198085	0.089096986	-0.1591867	-0.074241586	-0.16805576	-0.02906993	-0.09506986	-0.01262629	0.49890217	-0.13635941	0.28724188	-0.010797818	-0.20780769	0.14147198	0.016406031	-0.006941218	0.002272645	0.12982352	-0.0660373	-0.00028998335	0.021454586	-0.21753152	0.16027214	0.2655654	0.14372402	0.0900834	0.045927793	0.09605021	0.11605688	-0.10666583	-0.101138	-0.10726651	0.16339852	0.07334421	0.06465762	0.37877634	0.15141305	-0.16851847	-0.51856875
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume]	0.15551043	0.06581408	0.11708451	0.26641968	-0.27294865	-0.19856288	0.05101301	0.09333064	-0.006653605	0.09353871	-0.15463184	0.07589408	-0.024789575	-0.5193297	0.0023289865	0.0040218607	0.115001254	0.25178775	-0.029288173	0.046434976	-0.10295007	0.065203905	0.12597719	0.017360633	-0.07264445	-0.03196621	-0.13537204	0.13139881	0.0019216262	0.11331081	0.46348625	-0.05462433	0.27590784	0.29230738	-0.2042343	0.06087124	-0.18794128	-0.42400137	-0.027875952	-0.1125046	0.14991517	0.07494521	0.0421312	0.032495618	-0.20020801	0.30366117	0.1376418	0.1606178	0.09475072	0.09098162	0.075915396	-0.021841962	0.048770197	-0.0559849	-0.031657092	-0.14673962	-0.22770989	0.08967321	-0.14023994	-0.5358405	0.35002673	0.06370416	-0.030315494	0.077833034
Erythrocyte distribution width [Ratio]	0.18799348	0.22140153	0.35589826	0.48728672	-0.13158111	0.008340486	0.13198934	0.23062696	-0.016831983	0.66393816	-0.05611723	0.042447824	-0.45047006	-0.11283295	-0.19174132	-0.017413033	-0.011958751	0.39718735	-0.057490624	0.14610286	0.09601045	0.34188968	-0.07792633	-0.04777186	-0.06541173	0.14527072	-0.20911677	-0.2242193	-0.28308386	0.015392431	-0.2568948	0.0894425	-0.23263213	-0.004693209	-0.091526836	0.29958457	-0.082322545	-0.016936429	0.079725884	-0.41468853	-0.27825361	-0.209253	-0.16656852	0.3608631	-0.15947212	0.13840304	0.08710691	-0.059879947	0.0831543	-0.22326176	0.045571692	0.36366546	-0.14957373	-0.067792915	-0.121609166	0.33197102	-0.08004438	0.28311878	-0.083496496	-0.41583362	-0.13764668	0.2304523	0.1554035	0.35585475
Platelet mean volume [Entitic volume] in Blood	-0.19595464	-0.31208262	-0.19140118	0.16018745	0.0844849	-0.2721254	-0.0022441568	-0.20552161	-0.05976307	0.38109726	0.044015158	-0.08573779	-0.0060121333	-0.3886969	0.14242914	0.18339698	-0.39191163	-0.065009505	0.052460067	-0.2819442	0.08345633	0.22400331	0.2157042	-0.05356199	0.28899908	-0.02567818	-0.23255348	-0.35622528	0.12701914	0.021471664	0.24575886	-0.28721005	0.052648243	0.021795107	0.1403295	-0.2994718	-0.02274781	0.19088885	-0.09749203	0.06886995	-0.12835251	0.13848373	-0.06174357	-0.099162124	-0.16703211	0.13309002	0.09375778	-0.015550287	0.39594692	-0.29082254	-0.027591934	0.03605105	-0.05292088	-0.19358666	0.15595089	-0.0185765	0.15327244	-0.21902874	0.1612862	-0.109741166	-0.08219785	-0.16122264	0.036835264	0.0048297336
Granulocytes [#/volume] in Blood	-0.000600836	-0.048540566	-0.059523575	0.031851593	-0.13641474	0.06193467	-0.16567923	-0.08346963	-0.23550756	0.03211956	0.055018775	0.19554454	-0.06908648	-0.09650962	0.15875392	0.2688497	0.32309225	-0.15557148	-0.18280391	0.049215376	0.051274877	0.05126331	0.16292565	0.0139061995	-0.039521333	-0.32076994	-0.050659698	-0.1982768	0.280311	0.10022516	0.059862565	-0.17714882	-0.044109114	0.4142652	-0.12048062	-0.09969618	0.19159293	-0.07810186	-0.11580284	-0.14477082	0.06394828	0.11429228	0.16945952	0.021183385	-0.097886205	0.19594313	-0.0076578083	-0.11618098	0.061195128	0.011922724	0.085702345	-0.13355584	-0.07022028	0.09807173	-0.03295087	0.13113354	-0.20604898	0.0776316	0.021135261	-0.1436959	0.12606987	0.113567635	0.1612531	0.36766526
Eosinophils [#/volume] in Blood	-0.07044083	0.018397331	-0.029028041	-0.0568734	-0.1818643	-0.57568663	-0.36399776	0.0062131234	-0.049000558	-0.27203092	0.05908107	0.008908534	-0.10892461	-0.6285478	-0.1842143	0.1717472	-0.28115988	0.051402155	0.027821517	-0.40655988	0.026520807	0.22275421	0.09129884	-0.17000604	0.06593366	0.10193981	0.01428634	-0.10957341	-0.3600582	0.117687725	0.24644348	-0.13421832	-0.1424352	0.108453564	0.1718175	0.04279211	-0.23419775	0.21153805	0.31808576	-0.19435841	0.4610738	0.19005026	0.055577043	0.3679896	0.056518495	-0.05533133	-0.1633488	-0.4875622	-0.14174041	-0.33945507	0.18559054	-0.271244	-0.3771489	0.18141384	0.024557222	0.09427784	0.061009724	0.2512591	-0.31056985	-0.89035916	0.12565506	0.4469025	-0.06658574	-0.25002983
Basophils [#/volume] in Blood	-0.07487377	0.4620596	0.28482306	0.02502584	-0.034269314	0.03742296	0.26164258	-0.19242653	0.16996157	0.391597	0.3083223	-0.11103828	0.0042502154	-0.27120888	0.0032699585	0.36677948	0.24256358	-0.11837275	-0.120558575	0.3228138	-0.25101852	0.1256794	0.10002665	-0.052471705	0.038713343	-0.42241406	-0.22299848	-0.05521907	-0.2715852	0.03167666	0.13809414	-0.2155907	-0.23071665	0.2751973	0.06292241	-0.24552877	-0.12620899	0.19380316	0.24596384	0.09471071	-0.13696453	-0.32751364	0.18813679	-0.21106972	-0.24136965	0.13763037	-0.036440283	-0.15988563	0.13000056	-0.012691357	0.30144623	-0.3004928	0.097534545	0.27777955	-0.20890224	-0.14961821	0.089975424	0.061857156	-0.0010169973	-0.12134136	-0.047529623	0.45373952	0.055471193	0.07869057
Lymphocytes [#/volume] in Blood	0.12982431	0.15591164	-0.022443213	0.42001772	-0.103923246	-0.13720508	-0.13499145	0.12159896	0.32303235	-0.11727992	0.2631698	0.08286792	-0.103408456	-0.37783813	-0.0079740565	0.12675707	-0.13743125	0.11351603	0.28916234	-0.17464896	0.07958006	-0.30634245	-0.17050149	-0.23185514	0.24093847	-0.46529016	-0.09621692	-0.33215195	0.12682106	-0.25346428	0.10012559	0.035370033	0.13669243	0.15762089	0.15388559	-0.15605183	0.065678686	-0.097415574	0.12625591	-0.04613046	-0.058363788	0.018008888	0.27570295	0.100530714	0.029631356	0.21669278	-0.42952484	-0.28172702	-0.044603188	-0.27434537	0.03933669	-0.22266337	-0.13164946	0.052577782	0.1758806	-0.10757247	0.004966115	0.09122325	-0.23031183	0.0966289	0.057551872	-0.14971699	0.1707892	0.17348267
Monocytes [#/volume] in Blood	0.15131937	-0.18476631	0.22461942	0.3439693	-0.2202404	0.103625	0.086872175	0.09958093	-0.11298372	0.41496646	-0.1610949	-0.13163547	-0.15622424	-0.39153144	0.003996684	-0.120767586	0.108811334	0.10581726	0.06642106	0.15885866	0.16436498	-0.05011818	-0.15405867	-0.04177475	-0.055746663	-0.19900824	-0.091944836	0.028009668	-0.027673649	-0.19246003	0.008950797	0.14492588	-0.028206479	0.094542146	-0.010001203	-0.025801677	0.13673444	0.11016022	-0.07416527	-0.16486338	-0.12767161	-0.16671994	0.16811015	0.07640572	0.15636483	0.021719635	-0.24454583	-0.10498272	0.03924245	-0.31745794	0.24225391	-0.0712578	-0.37237293	-0.0028017599	0.009015798	0.14355873	-0.23208076	-0.27642986	-0.14919265	-0.21881406	0.050926574	0.0139524	-0.13982102	-0.09415759
Platelet distribution width [Entitic volume] in Blood by Automated count	-0.118996315	-0.21329492	0.2928405	-0.06336593	-0.11197053	-0.1548002	0.061460108	-0.18241349	-0.009703331	0.10259757	0.23971105	-0.13325217	-0.1853317	-0.37501398	0.3242582	0.30363148	-0.017917478	0.2648175	-0.13797562	0.1691697	-0.15730955	-0.094323255	0.002199322	0.15221028	-0.024329823	0.2507844	-0.049976956	-0.314753	-0.13935192	0.12066561	-0.16056585	-0.20037308	0.22128284	0.00037663835	0.055317592	-0.016897019	0.2321431	0.3849148	0.1794688	0.111292906	0.20560402	-0.23103397	0.25673184	-0.10575452	-0.3130787	0.2211508	-0.17787488	-0.25721332	-0.04836235	-0.13576902	-0.19528162	-0.227162	-0.040665824	0.22923195	0.14821178	0.08424943	-0.068935834	-0.19710971	0.11508025	-0.23908164	0.2486503	0.22720161	-0.2167824	0.42326432
cd3_z	-0.040170163	0.2867245	0.3364358	0.45969805	-0.07320122	-0.084152155	0.15492511	-0.1642987	0.047430873	0.31436712	-0.03305968	-0.37235093	-0.11330365	-0.6108661	-0.0030268072	0.41185358	0.11044487	-0.0971569	-0.4239309	0.006791198	-0.11239622	0.20522012	-0.054718487	-0.06043004	-0.17712809	-0.329647	0.2591512	-0.16331144	0.12038701	0.11144448	0.1891115	0.25763607	-0.011300152	0.15545113	0.25658667	-0.011041994	-0.2767146	-0.052117456	-0.426954	0.009187396	-0.18758221	-0.05775819	0.075651385	0.23704864	-0.08433097	-0.23659232	-0.11262294	-0.38127047	0.3024711	0.19496413	0.25166762	0.016103407	-0.05818009	0.042512808	-0.12177514	-0.07883806	-0.19884188	-0.02687915	0.17615966	0.064468265	0.08008736	-0.059318647	-0.2221277	-0.06607019
cd3_inv	-0.021221358	0.32121295	0.026406422	0.43146792	-0.17992285	0.11852847	0.14312279	0.26345432	0.1654775	-0.20328227	0.24335408	0.2408878	-0.05009015	-0.0895833	-0.09935591	0.07025132	0.1670665	-0.25687626	-0.023678223	0.040400267	-0.0477663	-0.13326994	-0.1605702	-0.1437638	-0.061165124	-0.24485594	0.2399052	-0.016067816	0.31224084	-0.061433572	-0.13543645	0.203549	-0.14526339	0.1800047	-0.07424209	0.28592017	-0.3368569	0.2670087	-0.34031904	-0.09788564	0.22379431	-0.42312464	0.029055597	0.17012163	0.11618483	0.083889864	-0.25029394	0.054044724	0.2495163	0.022336323	-0.23115197	-0.37987784	-0.6818664	0.10542351	0.11091971	-0.21381544	-0.13411175	-0.07593685	0.16912019	-0.8102063	-0.17147395	-0.13267091	-0.09005758	-0.4661255
cd8_z	-0.21607465	-0.23499689	-0.29438034	0.5550566	0.0536757	0.15654483	-0.20948862	0.15596919	0.37495053	-0.025069036	-0.04866136	0.11994741	-0.06117712	-0.35845563	0.11721908	0.26825094	0.51465607	0.05395306	0.041038405	-0.027954577	0.0008370714	-0.14878152	0.025467493	0.17771202	-0.27881396	-0.1943373	-0.16864893	-0.037624784	-0.063206814	0.2834991	0.025996668	0.14751129	-0.37560862	0.47548935	-0.08667626	-0.010772825	-0.08208591	0.4494606	-0.32532465	0.16633317	-0.25041518	-0.005258707	0.036687665	0.35409373	0.29330814	-0.07158338	0.19889826	-0.32580167	-0.03301533	0.040918466	-0.009454763	0.26784998	0.14007041	0.07446673	0.1747665	-0.16765195	0.05758455	-0.105306774	-0.17259234	-0.15655142	0.14931667	-0.259368	0.08463255	-0.3886462
