	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31	dim_32	dim_33	dim_34	dim_35	dim_36	dim_37	dim_38	dim_39	dim_40	dim_41	dim_42	dim_43	dim_44	dim_45	dim_46	dim_47	dim_48	dim_49	dim_50	dim_51	dim_52	dim_53	dim_54	dim_55	dim_56	dim_57	dim_58	dim_59	dim_60	dim_61	dim_62	dim_63
Leukocytes [#/volume] in Blood	0.19263195	0.035324644	-0.15158857	0.23028071	-0.018317383	0.2505972	-0.07689634	-0.120162934	0.11575515	0.088952586	-0.013788242	0.08231691	-0.11766241	0.08866028	0.14669129	-0.04491994	0.011727062	-0.12464193	0.3122952	-0.09911148	0.2460652	0.08000766	0.07278915	0.11513276	-0.008119664	-0.1726352	-0.2517678	-0.08729209	-0.12834784	-0.021665467	0.15126704	-0.17614424	-0.0048697176	0.24378091	0.23891743	0.07725692	0.07141231	-0.075946525	-0.10461061	-0.21619688	-0.08774168	0.21792285	-0.022855021	-0.093269914	-0.04114736	-0.3377848	0.18783462	-0.083171174	-0.043465346	-0.12316354	-0.38511226	0.16247845	0.22063187	0.17805606	-0.106970474	0.07418286	0.03786723	-0.14255536	-0.14056729	-0.056704707	0.27988717	0.1638154	0.151374	-0.02453793
Hemoglobin [Mass/volume] in Blood	-0.015286857	0.22822843	-0.016827198	0.08433701	-0.08638676	0.20641103	0.13255237	0.048950404	-0.21105361	0.028795015	0.20830587	0.09714009	0.044070378	-0.04693961	0.17712285	-0.09097624	0.19102241	-0.10075703	0.020121055	0.18416984	-0.028288264	0.13960084	-0.3351305	-0.2738001	-0.016201798	-0.15935358	-0.019961035	-0.30619675	0.21069536	0.06392557	0.20147228	0.09360816	-0.042383596	0.47627166	0.0803086	0.2511098	0.06901655	-0.12742934	-0.034893986	0.045801822	0.24765195	-0.0338736	-0.04903533	0.06532859	0.15716241	-0.027388643	0.3475779	0.12027534	-0.098886594	-0.31845444	0.018305808	0.011833934	0.08240629	0.26997384	0.10708546	-0.07435213	-0.11614286	0.0871694	-0.07933626	-0.16889817	-0.14234826	0.07018558	0.007920197	0.024836563
Platelets [#/volume] in Blood	-0.08660195	0.17447515	0.061999317	-0.2446639	-0.21033324	0.030125836	-0.00848129	0.13869546	-0.063931845	0.20130767	-0.055079114	0.1417214	0.23558488	0.25879365	0.17670381	-0.089732416	0.032133933	-0.1118943	-0.0066995267	-0.20146717	-0.15944105	0.28307343	0.08681069	-0.035863463	-0.045943193	0.16836685	-0.24393427	0.69527143	-0.18381473	0.078470826	0.008113826	0.15402435	-0.11441225	-0.425382	0.05841681	0.04429312	-0.010703163	0.06525701	0.09472636	0.023406746	-0.1499264	0.20378584	0.67158306	0.1448938	0.19948846	-0.15676887	-0.06439723	0.20528367	0.01107604	0.19267486	-0.47388163	-0.4051342	0.2569105	-0.19414529	0.017314373	0.10756556	-0.028469404	-0.22422603	0.11855252	0.19197145	-0.29559427	-0.076347776	0.2613235	0.37503812
Erythrocytes [#/volume] in Blood	0.03444308	-0.011913578	0.09885677	0.04232361	0.19363073	0.011538557	0.28425154	0.186335	-0.12693264	-0.030510297	-0.17209089	0.0132166585	0.07497302	-0.28599694	0.16087185	0.07926009	0.056208465	0.103924416	0.044204168	0.32386088	0.09823901	0.075189546	-0.3332481	-0.20947757	-0.20298631	0.028170228	0.16913071	-0.08957077	0.18203686	0.014780343	-0.06650012	0.022830913	-0.029786207	0.49449176	0.08243665	0.28449756	0.023029458	-0.07766969	-0.21745922	0.085382186	0.07262939	0.031792827	-0.34430936	0.37183145	0.011795182	0.07487243	-0.13977474	-0.197109	-0.12356742	-0.2733125	0.12407703	0.01822484	0.21105684	0.07149214	0.15230674	-0.30074635	-0.020240514	-0.10913679	0.08748064	-0.37002882	-0.2675104	0.08064235	-0.27330133	-0.0010912439
Hematocrit [Volume Fraction] of Blood	0.11073691	0.29217565	-0.010522824	0.11662628	-0.019424725	-0.01394228	0.07506611	0.122327834	-0.40150425	-0.15171942	-0.066789664	0.08143285	-0.013495319	-0.061603285	0.01840695	0.023922356	0.2619498	-0.17097889	0.2200368	0.06835776	0.018938348	0.10515925	-0.118923396	-0.24965075	0.0330408	-0.044881567	-0.2020601	-0.30677983	0.21586281	0.115680754	0.06877294	0.27172214	-0.009454124	0.3167865	0.015584348	0.10129611	-0.017335823	-0.19130963	0.041835904	0.26777834	0.056269415	-0.025261067	0.045553267	0.08134425	-0.021573706	0.081364825	0.07596893	-0.027275702	-0.3457598	-0.23463161	0.18955852	-0.012919061	0.2440802	0.104392216	0.19251865	-0.05929572	-0.16154179	0.04112356	-0.17495485	-0.0077953865	-0.2899671	0.17609115	-0.11107784	-0.08966906
Erythrocyte mean corpuscular hemoglobin [Entitic mass]	-0.026995257	0.41318795	-0.27346665	0.21684456	-0.2876937	-0.06273689	-0.17149696	-0.07716165	-0.26165983	-0.017698586	0.052420832	0.16273732	0.08043905	0.16582131	-0.0030385351	-0.021279572	0.31347257	-0.008295959	-0.2509558	0.23811504	-0.29823858	0.10747929	0.12772498	0.17549913	-0.14387591	-0.28393924	-0.06606457	-0.2872575	-0.17972293	-0.034555707	0.09517357	0.03143892	-0.054687735	-0.044679668	-0.3161873	-0.35027054	-0.012414885	-0.089703485	0.34390152	-0.021834616	0.08419919	-0.23568442	0.107486606	-0.35701296	0.114454836	-0.18083335	0.053671744	0.07432221	0.14042215	-0.16414222	0.15132122	-0.01782485	-0.05939408	0.2732858	-0.12597772	-0.025367936	-0.049733393	0.2012288	0.12960148	-0.20731917	0.11579222	0.32970378	-0.16866139	0.05628566
Erythrocyte mean corpuscular volume [Entitic volume]	-0.12586553	0.18757373	-0.16386849	0.01302587	-0.09966917	0.11475578	-0.019114215	-0.16851085	-0.020958725	-0.2690089	0.23166738	-0.059369482	0.15957645	-0.06741608	-0.19564399	-0.29361627	0.15962589	0.04148657	0.00063977076	0.17734002	-0.07298735	0.064438574	-0.15589263	0.050660215	0.12587745	-0.29788446	0.1711614	-0.20416643	-0.021613292	-0.1646571	-0.07970189	-0.04518349	-0.085717045	0.3444575	-0.17312886	0.08075115	0.20247014	0.036636777	-0.08716812	-0.09269946	0.010423989	0.06987547	0.094118945	-0.1343945	0.10572721	-0.09651728	-0.026395932	-0.08512357	-0.20834976	-0.19921689	-0.32135677	-0.27029866	-0.020684022	-0.18399233	0.21865264	-0.14830892	-0.1792127	0.09429097	0.29224336	0.13607804	-0.006530652	0.19155635	-0.016095646	-0.08814594
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume]	0.25624204	0.13432366	0.1568383	-0.13406837	-0.300325	0.13957915	-0.38434622	-0.17418039	-0.15344372	-0.17505284	0.24198185	0.0778407	0.14555731	0.014656631	-0.02029559	-0.36649776	-0.15310924	0.04736102	0.043946404	0.16257441	-0.116945714	0.08945489	0.23637803	-0.13727842	-0.117031895	0.105307326	-0.042526565	-0.11131188	-0.013539704	0.14584938	0.03753277	0.14057018	0.024262771	0.43398005	0.06756712	-0.12197122	-0.3129137	-0.06363614	-0.18996854	0.071159855	-0.10965168	0.063798934	0.6408419	0.2545774	0.006080727	-0.210667	-0.33902526	-0.07294624	-0.14710023	-0.27416337	-0.09411862	-0.08027931	0.19811273	-0.07038069	-0.18130642	-0.20727603	0.053343534	0.17921418	0.74164236	-0.23806985	-0.016731804	0.23245727	0.0047929464	0.63786274
Erythrocyte distribution width [Ratio]	0.3876115	-0.09866351	0.21614847	-0.05310624	-0.1193943	-0.259105	-0.28886732	-0.07021851	0.16065209	-0.26193997	-0.06427572	-0.0008491026	0.122986965	0.40707982	0.14785668	-0.13919613	0.08933556	-0.23879316	0.08766321	0.058533553	0.025809726	0.04828019	0.11618104	-0.12923272	0.10452786	0.39072528	0.18739012	-0.13262129	-0.18530963	-0.16825178	-0.14512888	-0.017351843	-0.09534853	-0.09134634	-0.058500357	-0.46142995	-0.28301907	0.25610694	-0.13071786	0.20777434	-0.12050633	-0.1873728	0.15156847	-0.016838353	-0.17126746	-0.20408182	-0.43568593	-0.18157232	-0.32283643	0.042836517	0.098775536	-0.25865063	0.18729095	0.095998675	0.23803876	0.0068633268	-0.18597732	0.09841843	-0.011504953	-0.016950868	0.04626965	-0.1054693	0.10484065	0.13208292
Platelet mean volume [Entitic volume] in Blood	-0.28820762	-0.3006269	-0.24105605	-0.2073459	-0.25500482	0.05377335	0.096308574	-0.24905734	-0.08309514	-0.029664127	0.33442348	-0.2201184	0.21904694	0.08039579	-0.0049960553	-0.33376268	0.44338483	-0.12541239	-0.17952338	0.46348473	0.09032049	0.2484574	-0.3529185	-0.13107015	0.0064916033	-0.19546284	0.09480222	-0.016764376	-0.15578003	-0.13397272	0.17786545	-0.08210686	0.13879798	0.21201785	-0.219551	0.2522711	-0.05661359	-0.26292834	0.14039682	0.07186089	0.17449242	-0.21072702	0.33959997	0.02762199	0.22436906	0.065543234	-0.04756972	-0.13603508	0.04940607	-0.06434183	-0.28478256	-0.14219663	-0.03380467	0.2843662	-0.009422137	0.3491234	0.013089351	0.13604762	-0.047316384	-0.26295844	0.2645496	-0.002704595	0.17782067	0.33110037
