,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
1,14.368406,3.624544,3.8396697,6.075504,3.686482,5.3975596,4.1979775,2.647687,6.074799,5.7526994,6.1239953,6.3266954,2.7951274,5.155821,3.5481226,5.119505,6.433749,5.7278013,6.3186126,5.223611,6.997229,4.679459,8.150659,4.11443,4.5489535,4.8014827,5.340162,6.534089,6.64147,4.343888,6.0235853,5.0336804
2,15.10718,4.0433245,3.8927302,6.252002,3.4200447,5.286859,3.7237399,2.140606,6.2641344,6.110156,6.2138658,5.87987,2.621017,5.056923,3.168258,4.8020697,6.318636,5.3848157,6.6962457,4.997698,7.310531,4.471316,8.7665825,3.7570777,4.061009,4.742921,5.704857,6.441715,7.180818,4.5682087,6.1790986,4.938758
3,14.695585,3.933786,3.9668267,6.0410905,4.05248,5.761134,4.2783465,2.5979466,5.802307,5.9156837,6.0903335,6.3393817,2.9104347,4.7129874,4.0334578,5.0275264,6.49022,5.3374505,6.2916,5.1822424,7.252042,4.700319,8.415793,4.2609673,4.596111,4.788564,5.384775,6.7899237,6.620658,4.2477317,5.896128,5.283227
4,15.2209425,4.0818567,4.18955,6.377019,3.8358524,5.386537,3.7801263,2.0093908,6.0942945,6.071086,6.193525,5.647159,2.7329001,5.0551724,3.26548,4.8943377,6.262213,5.10589,6.7449713,5.0861144,7.363412,4.3048263,8.952862,3.8705318,4.0892563,4.7257843,5.858679,6.8012743,7.258026,4.342832,5.985194,5.0359035
5,14.714841,4.317007,3.6161103,5.9109054,2.8968894,5.473372,3.3838332,2.5176356,6.771903,5.964361,6.153143,5.8836594,2.2959735,5.0807533,2.878317,4.8036723,6.5699043,5.5989456,6.3002887,4.6892657,7.38671,4.488151,8.6330385,3.44934,3.7508612,4.914461,5.8905754,6.02479,6.963048,4.7239785,6.7073193,4.9206676
6,14.884878,3.8837588,3.900867,6.100359,3.8244867,5.6762075,4.238946,2.5651095,5.9349937,5.930456,6.116768,6.4566,2.8427024,4.8032436,3.896003,5.0329556,6.531057,5.4832377,6.3599825,5.1234913,7.2673016,4.7665677,8.316875,4.221414,4.5549827,4.7485976,5.3870783,6.5883346,6.5880165,4.3070536,6.012883,5.250282
7,14.338602,3.690769,3.554208,5.9966817,3.3523664,5.030144,4.117185,2.4231896,6.0815434,5.989461,6.1619906,6.3187094,2.732418,5.2271643,3.2659805,4.8792586,6.232903,5.8363943,6.412459,5.2578373,6.8878393,4.694668,8.304462,3.9047172,4.420654,4.828928,5.2554073,6.197743,7.0350194,4.625575,6.0431223,4.78863
8,14.7429695,4.4610233,4.112602,6.0961175,3.6235979,5.633447,3.3792136,2.1914065,6.473947,6.0438876,6.1758804,5.351937,2.428841,4.971897,3.0562203,4.833264,6.3824005,5.042877,6.561123,4.8419623,7.4621544,4.213988,9.101741,3.6325853,3.7656603,4.868632,6.052243,6.6836553,7.26199,4.429447,6.3469,4.9903326
9,14.675349,4.20836,3.4946845,5.8643017,2.786886,5.392808,3.4899664,2.6105123,6.7578897,5.9068565,6.141575,6.0740395,2.3250654,5.1375046,2.8799508,4.820229,6.590971,5.764835,6.194731,4.712898,7.306989,4.557606,8.46556,3.4544318,3.827529,4.929426,5.80537,5.888443,6.8743825,4.7628927,6.7196717,4.9032583
10,15.316689,3.992772,3.9966314,6.324066,3.6398335,5.4650407,3.941235,2.1810305,6.11958,6.113293,6.1894016,6.133375,2.725003,4.9494004,3.4845774,4.9293084,6.4248085,5.3539824,6.72875,5.0573893,7.376666,4.6101465,8.617216,4.015467,4.2748613,4.676051,5.616314,6.5455937,6.9462495,4.4005094,6.0762753,5.1229134
11,15.000803,4.139814,4.1328883,6.3054643,3.8098028,5.36745,3.7291026,1.97873,6.1006336,6.157532,6.202581,5.5860353,2.6834927,5.0257277,3.242489,4.8398194,6.205924,5.09316,6.79506,5.1062098,7.321653,4.316858,9.017439,3.854779,4.0650043,4.747013,5.7942843,6.794444,7.355204,4.3983207,5.983581,4.965736
12,14.881338,4.3283467,4.1810484,6.2106714,4.0018406,5.6554203,3.8891885,1.9580609,5.9928956,6.323715,6.1786504,5.8054204,2.636659,4.845019,3.556197,4.926466,6.250512,5.0284185,6.860378,5.1599855,7.364819,4.5125556,8.978853,4.1550136,4.22938,4.7290516,5.628288,6.810011,7.25553,4.2408705,5.949026,5.0950556
13,14.587005,3.8645265,4.1159606,6.2624755,4.067104,5.2541537,4.031341,2.112103,5.824993,6.017894,6.162477,5.6948614,2.8923018,5.1019306,3.424084,4.9212494,6.111794,5.188056,6.6465564,5.3393908,7.083408,4.334174,8.83236,3.9953666,4.3446712,4.7761626,5.5835266,6.957042,7.282988,4.32606,5.7167354,4.9389453
14,14.586588,4.102973,3.8194966,6.0108705,3.6058984,5.5716705,4.11168,2.2683272,6.091224,6.23318,6.1624975,6.3891134,2.5671616,4.9500165,3.5921583,5.005572,6.3378057,5.5629954,6.6452527,5.176063,7.1489067,4.8402147,8.444569,4.2578473,4.44103,4.759458,5.2685895,6.327895,6.9478498,4.3519206,6.116269,5.0353055
15,14.364802,4.650774,4.178166,5.9607763,3.759887,5.976333,3.4617167,2.2525299,6.5056496,6.1495113,6.129646,5.518127,2.2949436,4.8895197,3.2602513,5.014508,6.463869,5.014662,6.60391,4.8831286,7.475354,4.3878994,8.997621,3.9268808,3.8845181,4.886425,5.922225,6.7197533,7.1069403,4.223396,6.4069214,5.1052847
16,14.397957,4.1618357,4.1373925,6.1741037,4.004583,5.4499154,3.8071833,1.9878932,6.0295186,6.262317,6.193069,5.6199923,2.6468718,4.9652624,3.3956304,4.8934464,6.1724834,5.066629,6.9192204,5.2378855,7.2097917,4.437421,8.983052,4.0737143,4.212072,4.7636724,5.5782795,6.916871,7.3603125,4.3101397,5.8944535,4.930124
17,14.622189,4.2288394,4.21246,6.1996245,4.149193,5.491726,3.8949602,1.9681865,5.8748646,6.200619,6.1589108,5.5425196,2.7533076,4.955023,3.455356,4.89185,6.1147246,4.959555,6.7365704,5.26136,7.2335157,4.31,9.088985,4.0290155,4.208438,4.7937126,5.6955056,6.9966035,7.4140787,4.257837,5.796951,4.9969177
18,14.704256,4.3432727,4.364815,6.2586274,4.290154,5.6088543,3.8250468,1.8625882,5.9017878,6.2453403,6.155711,5.4118514,2.7227767,4.942269,3.444307,4.9367847,6.140463,4.794078,6.8407364,5.2466598,7.327977,4.251407,9.215145,4.077524,4.1498675,4.7758627,5.821424,7.1319556,7.4605207,4.144203,5.797805,5.05105
19,14.471031,3.8971972,3.6053023,5.9884377,3.0259433,5.176055,3.6457438,2.5048823,6.541725,5.884897,6.212688,5.9960623,2.4603908,5.229256,2.9359853,4.8164225,6.3655972,5.8039656,6.3917623,4.9230227,7.0817366,4.542142,8.438759,3.6048236,4.028014,4.8626924,5.5587044,6.0780144,7.0148787,4.731339,6.431283,4.7600017
20,14.434787,3.733724,3.904901,6.031748,3.9094021,5.645712,4.3630724,2.6749244,5.9182224,5.822729,6.0980134,6.508827,2.8421676,4.9469686,3.8929214,5.169103,6.4930243,5.626134,6.299878,5.2529864,7.07623,4.8037853,8.125291,4.3456073,4.7016687,4.7817883,5.242656,6.607113,6.5106215,4.21416,5.949364,5.1960483
21,14.40563,4.6998477,4.0114207,5.8526006,3.5356693,5.881135,3.5529037,2.232573,6.532202,6.1776414,6.13724,5.7166953,2.215862,4.995095,3.1461108,4.989295,6.3989844,5.2457085,6.473572,4.876369,7.368306,4.470005,8.89789,3.9116447,3.8902144,4.921219,5.831564,6.358319,7.170577,4.2925034,6.4953904,5.0200763
22,14.514338,4.806265,4.293626,5.9491153,3.9340878,6.0046706,3.5356715,2.1583421,6.406391,6.090742,6.10067,5.3900313,2.3285391,4.9690466,3.2051065,5.0460544,6.386873,4.915257,6.4090834,4.905788,7.473149,4.2359843,9.137795,3.9079306,3.84034,4.936809,6.095738,6.7233,7.239689,4.10333,6.3517632,5.1364493
23,14.833189,3.913833,3.5491116,6.0280604,2.93888,5.2324595,3.6747236,2.5834918,6.555447,5.857927,6.169618,6.150219,2.524302,5.170647,3.0060987,4.8224587,6.530246,5.8011475,6.2898054,4.8451195,7.2217226,4.5797896,8.36929,3.537409,4.02032,4.8479013,5.67369,6.0266128,6.8408036,4.760299,6.4974947,4.8950243
24,14.894552,3.9493902,4.1721115,6.303669,4.0690184,5.4705696,4.086242,2.127278,5.863865,6.0724573,6.164357,5.910043,2.8453808,4.991209,3.5963926,5.000918,6.247397,5.1924653,6.7098966,5.2710714,7.2176757,4.479823,8.733595,4.1509852,4.408683,4.715997,5.5589867,6.8869705,7.0865726,4.234388,5.792342,5.0901394
25,15.041089,4.0955467,3.748936,6.1301255,3.1160502,5.287151,3.4967356,2.3503213,6.5287495,5.96174,6.1927176,5.791616,2.5038052,5.08582,2.957752,4.763074,6.4310193,5.4956813,6.449492,4.8110986,7.356577,4.395577,8.726363,3.4923308,3.8447325,4.8317432,5.8702006,6.258584,7.0858464,4.700199,6.4341564,4.910256
26,14.227169,3.4858353,3.4149623,5.889814,3.3041341,5.078462,4.2083707,2.8292553,6.0493593,5.717029,6.1249385,6.4784446,2.8645217,5.1079783,3.4662383,4.8694,6.381413,5.9794693,6.0564303,5.2001524,6.8630276,4.7241564,8.053252,3.8185148,4.5276575,4.8846507,5.189462,6.173776,6.689245,4.715334,6.0604806,4.867624
27,14.361428,3.5234427,3.6935396,6.0253053,3.5935254,5.251499,4.1821475,2.7319326,6.0512786,5.7302423,6.124636,6.3914857,2.8577898,5.071578,3.58578,5.002219,6.453946,5.7691464,6.238961,5.1955137,7.0005817,4.702726,8.126648,4.0304837,4.536592,4.8181334,5.3004427,6.4618783,6.639578,4.4792457,6.0298176,5.0031433
