Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
TCGA-55-6982-01,3.0629132,3.6445074,4.680257,3.8847456,2.193857,2.2202044,3.688707,7.2896943,4.402495,7.0103,1.0715005,4.1092906,3.534006,2.216597,0.10792746,0.7163699,10.046013,7.5964336,-1.6488266,4.701904,10.653411,14.557665,3.9605083,4.70416,4.138552,6.994864,8.03792,5.0938973,7.2538233,4.1259756,5.195316,7.685369
TCGA-78-8662-01,3.3233948,3.3945394,4.4939914,3.8199947,2.353451,2.8164387,3.600037,6.957,4.793538,6.012564,0.9858895,3.9907346,3.7546222,2.1525702,0.1964972,0.36411828,10.1467705,7.5309534,-0.7560444,4.8122945,10.717961,14.070936,3.9588196,5.2384744,3.8248172,7.2943764,7.53263,5.5195975,7.1189356,3.9803505,4.7241635,7.4782805
TCGA-17-Z042-01,3.8302293,3.2310953,4.8766966,3.4384017,2.456411,2.3945594,3.7303004,7.749532,4.576061,7.4335566,1.0155206,3.8052657,3.7376804,2.653403,0.15389003,0.32899457,10.060104,7.2221875,-1.2910287,4.2865644,10.757545,14.70745,4.4130526,4.778677,3.765022,6.9195943,8.116062,5.2680254,7.2221966,4.039889,5.534249,7.9550405
TCGA-78-7158-01,3.4039526,3.1603906,5.2772055,3.842126,1.7550371,2.5371346,3.989023,7.186697,5.157099,7.371568,1.7446606,4.190151,3.248243,2.0280995,-0.7503705,0.5557829,9.894446,7.2421308,-0.7150769,4.61207,11.422288,14.665204,4.565662,4.4454513,4.1000247,7.112758,7.931264,5.140923,7.9031973,4.317297,5.369831,7.382215
TCGA-64-1677-01,3.345814,3.5033646,4.8359866,3.6365914,2.2862122,2.372816,3.6763802,7.4177136,4.5151153,6.914621,1.0899081,4.0044923,3.5943644,2.4666553,0.15519711,0.502935,9.954968,7.374127,-1.5828421,4.380694,10.934111,14.588655,4.0974317,4.898794,3.85288,6.927531,8.074353,5.1604505,7.0141745,3.9117334,5.3397655,7.8663006
TCGA-44-7671-01,3.2568948,2.905336,4.8625064,3.9019718,2.050197,2.8454344,3.8527741,7.5168433,5.1213193,7.050555,1.1386005,3.5240736,3.6130707,2.6336346,-0.42619964,0.5532939,10.0779085,7.3741846,-0.9527189,4.268556,10.908343,14.457295,4.426155,4.900682,3.6251483,6.7848377,7.9484096,5.0701165,7.3075457,4.074599,5.5117164,7.728919
TCGA-95-8039-01,3.1938014,3.1073482,5.0929017,3.8200815,1.9605523,2.5406938,3.995978,7.4888635,5.168229,7.334281,1.4439985,3.7543206,3.3792484,2.343221,-0.4703275,0.52941185,10.123587,7.2052255,-0.6953421,4.4905457,11.057089,14.755087,4.549482,4.434186,4.049534,7.01714,7.865079,5.096286,7.698819,4.3219213,5.512024,7.401725
TCGA-73-4666-01,3.4174469,3.2654734,4.6618443,3.8619764,2.4077463,2.674817,3.5029957,7.0087776,4.786394,6.4688354,0.89255923,4.2095485,3.8953607,2.164259,0.13197152,0.18753439,10.119204,7.4883776,-0.96940917,4.7182565,10.986943,14.237408,3.940419,5.048804,3.7775888,7.189587,7.8588457,5.353018,7.1649575,3.9079957,5.005557,7.7390575
TCGA-17-Z058-01,3.5939698,3.2508795,5.0666647,3.352598,2.2043064,2.4565208,3.5827763,7.604347,4.6080704,7.5427604,1.101634,3.7449338,3.6015055,2.4955714,0.06309247,0.50077575,10.02256,7.311086,-1.3367511,4.3253164,10.7942295,14.744215,4.4255843,4.616298,4.1429367,6.9883184,8.233646,5.2179646,7.359716,4.134329,5.5459156,7.899848
TCGA-MP-A4TD-01,3.382387,3.513402,4.8862915,3.698189,2.0399287,2.5382268,3.5743873,7.336729,4.4744954,7.0579658,1.1191607,4.014763,3.539243,2.3770921,0.12380262,0.56459945,9.852784,7.382417,-1.6325227,4.461918,11.133369,14.575307,4.1035,4.692133,4.148766,6.8682284,8.211116,5.0880294,7.061042,4.046535,5.469558,7.903729
