Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
TCGA-97-8171-01,14.349019,7.144819,2.4401762,5.2584844,7.3674593,3.7619774,1.2970188,6.3615994,5.3618355,4.870167,6.571534,7.3959346,3.9344146,3.8749788,3.3756511,5.43535,5.0030756,5.3158503,6.519395,4.990562,4.2327228,3.9571598,4.78618,6.4585767,3.9577563,6.82987,5.1208115,3.886178,6.515611,5.225371,6.306395,3.4701018,4.467861,4.6043105,6.6621203,5.7723017,3.5549827,5.900702,5.9440827,2.904759,4.4079585,3.4553418,2.6412873,4.6889553,4.2537217,2.7928326,4.7852054,6.527798,3.4632118,6.9278884,3.989429,5.12594,4.4821653,5.6485777,5.0393176,5.0148664,4.765165,6.110468,4.425238,4.7276464,3.5191724,5.7385635,4.732564,5.3909516
TCGA-55-8092-01,13.5021515,7.983975,2.3181999,4.9300942,6.6517963,2.8860025,1.5500478,6.8608356,4.8964944,5.205035,6.459803,7.417432,3.793242,4.0391817,2.8513992,5.47591,4.7756968,5.648944,6.45973,4.9796824,4.166983,3.9738297,4.9535675,6.73554,4.0326543,7.0773206,4.7740216,3.8097272,6.214094,5.1347146,5.395775,3.4187462,4.533885,4.6848855,6.4945717,5.8721213,3.539257,6.150549,5.8683424,2.9077673,4.617068,3.3143916,2.8736086,4.5160336,3.8533823,2.4422607,4.4137325,6.9470644,3.3462045,6.9449534,4.021796,4.6831274,4.5032244,5.6359477,5.1095614,4.8921914,4.773886,6.2704825,4.2034745,4.9914823,3.881186,5.6821675,5.1410794,5.2855477
TCGA-55-6979-01,13.603878,7.1024404,2.781934,4.414464,6.295194,3.3599565,1.9334817,6.519814,5.0989275,5.271787,6.010693,6.977473,3.5469954,4.3126154,3.0657413,5.160649,5.0189943,4.89673,5.5637155,5.0212383,4.673747,4.202254,5.177408,6.2208805,4.3682737,6.3514647,4.6781,3.5031493,6.097057,5.2535844,5.6949024,3.6696928,5.1280847,4.5123754,6.2210774,5.458613,3.8378334,6.1765013,5.4242196,2.922269,4.6579757,3.5239315,3.2257576,4.8340983,4.259821,2.557682,4.5234537,6.8388567,4.046801,6.5816617,4.4609985,5.126081,5.057389,5.3396173,4.8564296,5.0196257,5.1832795,6.326419,4.055749,4.966201,4.1319804,5.7703094,5.2116365,5.1943216
TCGA-53-A4EZ-01,13.163088,8.087331,2.3275287,4.9397926,6.3831277,2.8568892,1.7202168,7.0134172,4.719649,5.441575,6.342305,7.2257133,3.6890206,4.1240125,2.714129,5.5293875,4.79046,5.633585,6.307293,5.048962,4.2920837,4.0493813,5.099069,6.798432,4.053172,7.014015,4.5826735,3.718986,6.223383,5.222048,5.096175,3.4664323,4.4965053,4.744062,6.3880925,5.763624,3.5269334,6.146967,5.754826,3.0418613,4.7019997,3.244823,3.0723016,4.5694413,3.8181844,2.4343925,4.2988057,7.0773935,3.3802347,6.817583,4.1542764,4.552886,4.658944,5.587047,4.9790535,4.8000736,4.8165708,6.244031,4.1965785,5.0563755,3.9810371,5.666712,5.1895237,5.214238
TCGA-55-6986-01,14.261427,6.909577,2.6791081,5.004668,7.132554,3.7573535,1.567921,6.2285376,5.404494,4.888528,6.4333863,7.2334595,3.7726212,4.0363264,3.4552839,5.25082,5.0588155,5.006132,6.135852,4.9703965,4.353157,3.999498,4.8661566,6.2264004,4.139866,6.5710435,5.0554514,3.7659345,6.292821,5.2535567,6.35932,3.5827038,4.740932,4.4648857,6.514642,5.6262727,3.685598,5.99911,5.7468867,2.8682382,4.4804916,3.6039288,2.757155,4.777621,4.318243,2.806817,4.7810493,6.4704394,3.7848346,6.769842,4.149853,5.3023334,4.673133,5.5766134,5.030732,5.062569,4.98707,6.1981783,4.3135533,4.819383,3.7907102,5.7096725,4.8595233,5.3501434
TCGA-55-8207-01,13.922256,7.6280265,2.2941406,5.1462502,7.0201955,3.2369573,1.5138459,6.609744,4.9661827,5.0712185,6.660536,7.359391,3.744176,3.956994,3.0818973,5.498527,4.856922,5.5451055,6.476485,5.059344,4.0592403,3.9741435,4.904101,6.6349587,3.9353542,6.9665394,4.9621,3.8797271,6.2254915,5.246164,5.810324,3.4101927,4.51573,4.703818,6.6022744,5.8270926,3.5219173,6.016556,5.9013762,2.9754775,4.5399384,3.3014796,2.691166,4.6317363,4.050503,2.5769272,4.540457,6.7634926,3.3679614,6.9177923,4.0223293,4.8256636,4.442765,5.6802306,5.1143374,4.9288764,4.7361264,6.186736,4.177842,4.891025,3.8365505,5.708754,4.9015718,5.394064
TCGA-05-5425-01,14.362734,6.6126866,2.7452776,4.829949,7.010072,4.0245485,1.5176398,6.199667,5.5042267,4.915533,6.207554,7.1361046,3.7755344,4.0897145,3.4468393,5.1600485,5.1314125,4.879284,5.986146,5.018053,4.6019545,4.1475253,4.905504,6.141462,4.2028604,6.4055376,5.0434327,3.6558573,6.405145,5.2319508,6.443316,3.6035185,4.904574,4.4632716,6.4634285,5.5295777,3.8172276,5.9697323,5.6392035,2.890458,4.468201,3.5961807,2.9108753,4.8674498,4.4777455,2.8413393,4.8801866,6.517461,3.892224,6.7409234,4.307893,5.4167976,4.8588676,5.4111886,4.8692546,5.13695,5.0641503,6.229112,4.3083353,4.7326546,3.7005153,5.819915,4.863804,5.306875
TCGA-55-7724-01,13.85093,7.725935,2.1827524,5.002319,6.893047,3.1915085,1.3995461,6.746351,4.8929214,5.128623,6.561394,7.447576,3.8090427,3.969641,2.9385002,5.5155344,4.83108,5.6959133,6.5190434,5.0423203,4.1264706,4.000154,4.934097,6.7173595,3.9380872,7.023071,4.9296794,3.8773944,6.3213162,5.177496,5.62804,3.3789215,4.5904346,4.7596416,6.5914254,5.873155,3.5441072,6.07455,5.9228454,2.9252908,4.540135,3.2322414,2.765375,4.5767775,4.0337496,2.489703,4.510989,6.949343,3.2876713,6.9878635,3.996304,4.724724,4.473887,5.6319275,5.0861936,4.9111853,4.6829367,6.2038455,4.115593,4.852369,3.722453,5.7690825,4.969864,5.3828826
TCGA-91-6847-01,13.584932,7.1690755,2.87374,4.562978,6.2455273,3.3185885,2.1285284,6.4333286,5.168219,5.2601323,6.0395722,6.823213,3.495365,4.2785935,3.1257343,5.0867662,5.064794,4.8953276,5.594633,5.0843587,4.6300173,4.238793,5.2035775,6.2107463,4.457179,6.230829,4.6650205,3.5537157,5.968109,5.320022,5.724094,3.7844539,4.9847193,4.5190554,6.1979036,5.3686433,3.8195658,6.062811,5.327307,3.059729,4.6948442,3.5833561,3.3385382,4.845231,4.195529,2.7136579,4.4991813,6.6675897,4.0994406,6.4544497,4.5340843,5.209969,5.052469,5.3779674,4.9265394,5.0636115,5.245035,6.2892175,4.07582,5.0500255,4.2981844,5.661385,5.21812,5.1411796
TCGA-75-6206-01,14.011382,7.0019965,2.831937,4.848858,6.890905,3.6879838,1.5249997,6.289967,5.4379263,5.0004816,6.2385936,7.060662,3.7252946,4.1377897,3.3005323,5.154563,5.0087814,4.9225497,6.0937357,5.089853,4.510169,4.201459,4.9583306,6.292324,4.2213497,6.46991,4.8813243,3.6915183,6.281561,5.2741303,6.2145996,3.6034782,4.765932,4.476759,6.334302,5.5465546,3.7412493,6.0006504,5.597359,3.119978,4.642157,3.6371412,2.9951534,4.8009434,4.34003,2.8780897,4.7652206,6.503406,3.8517451,6.6649857,4.2993593,5.2050323,4.759532,5.502255,4.9025974,4.9543147,5.0128803,6.212889,4.4460263,4.8674564,3.860193,5.681659,4.88445,5.2514358
