method,acc_cat,mae_cont,nmae_cont,na_ratio,run,dataset
POME,0.6583468193700983,293.25981964716345,0.1141432171000067,0.5,9.0,TCGA-LUAD
POME,0.6596794081381011,331.5257515911711,0.1036889136143295,0.05,4.0,TCGA-LUAD
POME,0.675746595026865,313.3371007776247,0.1093290031313538,0.25,7.0,TCGA-LUAD
POME,0.67150979153506,288.8062973080241,0.0935261483307921,0.05,7.0,TCGA-LUAD
POME,0.664541135283821,281.1618983442876,0.1090184091693647,0.25,8.0,TCGA-LUAD
POME,0.664375,160.318076434739,0.1045201188015606,0.05,6.0,TCGA-LUAD
POME,0.6668765743073047,273.970141626634,0.1205640784580159,0.05,5.0,TCGA-LUAD
POME,0.6666252947747301,288.79185245355444,0.1054745143749565,0.25,9.0,TCGA-LUAD
POME,0.6550818852356545,286.23855724883174,0.1154266752230567,0.5,0.0,TCGA-LUAD
POME,0.6452830188679245,285.1508327814744,0.1038810522893932,0.05,9.0,TCGA-LUAD
POME,0.6733291692692067,314.7975148910785,0.1069958583863178,0.05,3.0,TCGA-LUAD
POME,0.6714021000617665,236.48110038952387,0.1100956864569038,0.05,2.0,TCGA-LUAD
POME,0.6506235507927556,304.4993982062141,0.1131911222321064,0.5,1.0,TCGA-LUAD
POME,0.6587942821628341,303.23288311467576,0.1060371350049943,0.05,1.0,TCGA-LUAD
POME,0.6565795220565296,306.14118140680927,0.1215071764622589,0.5,2.0,TCGA-LUAD
POME,0.6658415841584159,431.1326297539903,0.1091196290504565,0.05,0.0,TCGA-LUAD
POME,0.6683107274969173,191.25908064001987,0.1000585458991573,0.05,8.0,TCGA-LUAD
POME,0.661563355738113,292.14610066794563,0.1072285147927174,0.25,6.0,TCGA-LUAD
POME,0.6522660682002369,296.4459910894483,0.1180541680783256,0.5,3.0,TCGA-LUAD
POME,0.6789931634555625,215.14021795662757,0.0966395610138802,0.1,5.0,TCGA-LUAD
POME,0.5994268626962372,295.8756760319098,0.1062033169901876,0.25,0.0,TCGA-LUAD
POME,0.683997509339975,261.9998252843772,0.0972251579864518,0.1,8.0,TCGA-LUAD
POME,0.656124031007752,260.30136542232714,0.1115326642951234,0.1,7.0,TCGA-LUAD
POME,0.5906696764484575,278.93766665692027,0.117882594118809,0.25,1.0,TCGA-LUAD
POME,0.6626016260162602,348.5580772407354,0.1018626701991195,0.1,6.0,TCGA-LUAD
POME,0.6706146365789801,314.8550902425998,0.1051059583230512,0.25,2.0,TCGA-LUAD
POME,0.6754822650902302,359.8332807341416,0.1008533906337177,0.1,4.0,TCGA-LUAD
POME,0.6614567052203814,256.2582542935513,0.0947195271017559,0.1,0.0,TCGA-LUAD
POME,0.6672053704624565,282.2367485782267,0.1065244637886939,0.25,3.0,TCGA-LUAD
POME,0.6672903024633614,281.9007553291114,0.1055621543015771,0.1,3.0,TCGA-LUAD
POME,0.6712380002493454,238.0520244491125,0.1076888169260205,0.25,4.0,TCGA-LUAD
POME,0.6672914714151827,408.2191370802352,0.112044332624158,0.1,2.0,TCGA-LUAD
POME,0.6555310431768043,365.64982070266007,0.1006430855402897,0.1,1.0,TCGA-LUAD
POME,0.6732598898347522,308.7008515246836,0.1059790556438028,0.25,5.0,TCGA-LUAD
POME,0.6949685534591195,126.41662903152276,0.0753776019511013,0.01,9.0,TCGA-LUAD
POME,0.6736743018512708,213.50882499451276,0.1075806970223517,0.1,9.0,TCGA-LUAD
POME,0.6544873401855101,335.74038195535104,0.1181574007850595,0.5,6.0,TCGA-LUAD
POME,0.6625386996904025,139.97743119267793,0.0941443129134713,0.01,2.0,TCGA-LUAD
POME,0.6606606606606606,438.363662158141,0.0964437585585755,0.01,0.0,TCGA-LUAD
POME,0.6353532844902521,289.5047288581864,0.1143057748385803,0.5,5.0,TCGA-LUAD
POME,0.6464962180408826,307.47295355057094,0.1156538367367547,0.5,7.0,TCGA-LUAD
POME,0.6944444444444444,362.5594072701039,0.1130460600739156,0.01,8.0,TCGA-LUAD
POME,0.65527950310559,346.6073420682977,0.0978877136871882,0.01,7.0,TCGA-LUAD
POME,0.6358208955223881,30.3080327545002,0.0824143318183811,0.01,3.0,TCGA-LUAD
POME,0.7120253164556962,249.567209791718,0.0896915204714416,0.01,6.0,TCGA-LUAD
POME,0.6577639751552795,315.0471424338029,0.119463954260358,0.5,4.0,TCGA-LUAD
POME,0.6230529595015576,453.2435928691348,0.119516691662681,0.01,5.0,TCGA-LUAD
POME,0.6523076923076923,522.4745515747018,0.0979459141680797,0.01,4.0,TCGA-LUAD
POME,0.6557828235441296,316.98705326342684,0.1154635346476143,0.5,8.0,TCGA-LUAD
POME,0.670846394984326,192.42528325913045,0.0774337985266841,0.01,1.0,TCGA-LUAD
MissForest,0.6053979757590904,283.1679719359844,0.1109596143522558,0.25,7.0,TCGA-LUAD
