,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95
TCGA-17-Z057-01,0.022975758,0.09836625,0.06799572,-0.023545155,-0.008744603,-0.012932485,-0.26490256,-0.0047347397,0.027153619,0.12808138,-0.1868984,-0.0070122504,-0.114407696,0.29171276,-0.043505996,-0.14824705,-0.2614337,-0.017583666,-0.06076732,0.005361743,-0.2998497,-0.08790008,0.0337159,0.030477244,0.04191675,-0.09676141,0.008143865,0.02979977,-0.07710516,-0.06610275,-0.1622177,0.014389358,-0.09261431,0.092188224,-0.28502735,0.08902021,-0.044634156,0.03876756,-0.01161557,-0.0050230236,-0.08117849,0.04377504,-0.020987732,-0.02588295,0.0062737856,0.0116882445,-0.12267375,-0.038583178,0.06535803,-0.028186224,0.13556442,-0.1669375,-0.15861595,0.025766151,-0.071797594,-0.04806333,0.14638677,0.035363812,0.015620223,-0.15161407,-0.070262514,-0.04254558,-0.021995895,-0.11007751,0.11748463,0.047889616,-0.12664536,0.030240849,0.06118556,-0.10117747,0.07310119,0.11900079,-0.020371145,-0.024344368,-0.16256882,-0.028242849,-0.0047639455,-0.098752625,-0.20062064,0.022351097,0.11175291,-0.04680983,0.12448458,0.059214383,0.018393403,0.10632545,-0.102599315,0.11418532,-0.08874388,-0.009429866,-0.048875492,-0.025437707,0.07944217,0.037826695,-0.00062782044,-3.4817775e-05
TCGA-55-6970-01,-0.016336335,0.14450867,0.15170774,-0.03140903,-0.023521177,0.22959957,0.030132003,-0.0030209033,-0.02094449,0.060538623,0.013593501,-0.030962843,-0.044349767,0.079292975,0.07338297,0.1506715,0.21131013,0.040446747,0.015512854,0.01683499,0.017564408,0.063832544,-0.00253768,-0.05107101,0.05262447,0.000700193,0.05418098,-0.10299376,-0.07780898,-0.013897615,0.027569322,0.2092676,-0.050700642,-0.090391114,0.067974225,-0.06100492,0.0013551521,-0.065951094,-0.046216406,-0.03545294,-0.027128037,-0.18572718,0.0162533,0.052381847,-0.051455073,-0.0005138622,-0.14243925,-0.1087028,-0.08049152,-0.108125776,0.07951382,0.18495335,0.05631329,-0.008577009,0.09645549,-0.04284822,0.008027958,0.10457559,-0.142942,-0.019018928,-0.1053766,-0.022881107,-0.18693845,0.028159084,-0.034955356,-0.021921242,0.016919242,-0.06661828,0.1254787,0.39553064,0.07471573,-0.1109993,-0.0137671335,-0.056765027,-0.002294917,0.0027643428,-0.024677267,-0.019636203,-0.032881532,0.08458913,-0.16072933,-0.04151361,-0.06250391,-0.0540954,-0.033507265,-0.08077736,0.2338427,-0.022650233,-0.046932764,0.107222684,-0.035420816,-0.016705023,0.102100454,-0.09211563,0.05451443,0.37757427
TCGA-55-7911-01,0.22640038,-0.00081967085,0.13092677,0.05502449,-0.09739755,-0.06528849,0.14508462,-0.41813734,0.081566654,0.060422342,0.05320929,-0.05856217,-0.10199077,-0.13769495,0.031670168,0.09074261,-0.03886827,0.051122855,-0.024135085,0.14534903,0.08182602,0.035896488,-0.0035085566,0.12233557,-0.076681845,-0.03034497,0.057913266,-0.0753872,-0.02123553,0.062087167,0.2534116,-0.100177824,0.018005962,-0.046474017,0.17381088,0.12731439,-0.017315071,-0.06782781,0.12304622,-0.013982393,0.025492916,0.025351206,0.119423814,0.06672703,0.029969243,0.12041207,-0.005279008,-0.1658801,0.039914127,-0.054902464,0.0769348,0.044650063,0.16411158,-0.09632448,0.06673394,-0.0019629712,0.102534875,0.11712094,0.00027639398,0.16592444,-0.028242541,-0.022599567,-0.021886813,0.10024994,-0.0054457947,-0.040129274,0.14474139,-0.12243937,-0.021599561,-0.045111854,0.13795704,-0.09193689,-0.054497156,-0.042071633,0.10828904,0.015783159,0.09636801,0.08341449,0.08829468,-0.17478456,0.064628564,-0.027619936,-0.058204953,-0.0002577508,-0.009331223,-0.04875164,0.09734168,-0.098514766,0.27316758,0.06772506,-0.03686666,-0.04234288,0.03757693,-0.019804832,-0.029550534,0.1334961
TCGA-05-4396-01,0.033263285,0.18369298,-0.061315086,-0.19615193,-0.13121745,-0.16982424,-0.0364557,0.19578342,0.036617946,0.011290782,-0.044772975,0.06079208,-0.06965904,-0.041252937,0.055266783,-0.07072889,0.025050383,-0.15766415,-0.036979742,0.08426118,-0.10060376,-0.007087564,0.1307016,0.09461121,-0.040954936,0.123907536,0.09640472,-0.00741166,-0.12839901,0.039189667,0.060767185,-0.039782878,-0.15878639,-0.12463293,-0.10697473,0.16381645,0.120703995,-0.049511828,0.045518026,-0.035646826,-0.0029987816,-0.019296933,0.036997244,-0.013207608,0.11063992,0.13945556,-0.07309752,-0.12270709,-0.11791477,-0.033418868,-0.21960944,0.019960234,-0.039645866,0.052114308,0.07042641,0.123778395,-0.038275905,0.022893434,0.20359573,-0.11169762,-0.065411605,-0.14577647,0.019608522,0.04348157,-0.1489033,0.04898872,0.112593986,0.27352062,0.13179757,-0.076309726,-0.008159483,0.16473053,-0.12401346,-0.060243767,0.06563128,0.020069871,0.2660853,-0.061340664,-0.053373706,0.07653221,-0.039984565,-0.13202563,0.12872536,-0.09186414,0.009818675,-0.011126635,-0.10608665,-0.051174033,0.0030079584,0.023344608,-0.09717003,-0.064571306,0.11624589,-0.082406715,0.030555455,-0.08519077
TCGA-75-6214-01,0.12374597,0.032193176,-0.09231925,-0.05654791,-0.02360025,0.011343905,0.051939137,0.16084577,-0.037020933,0.061511192,0.025880184,-0.09682221,-0.032656346,0.11568735,0.06947467,0.07409492,0.2038177,-0.11789022,-0.008195517,-0.035132203,0.022173606,-0.02448867,0.042529818,0.019010615,-0.05386509,0.16589895,-0.050098464,-0.009197873,-0.13120154,-0.0803706,-0.09856704,0.010801975,-0.15007856,-0.099435315,0.0689765,-0.060799997,-0.10918302,-0.086131565,-0.02408471,-0.07649018,0.036315635,-0.105362825,0.035958987,0.11293257,-0.045885466,0.097075835,0.062065944,-0.010013653,-0.08661971,-0.05674678,-0.011545181,0.14772475,0.05861818,-0.029057646,-0.022417253,0.17372857,-0.12308569,-0.025312973,-0.15474759,-0.22503278,-0.12159295,-0.09258602,-0.13226017,0.042881172,-0.1258944,0.06567567,0.086520806,0.17719395,0.05025906,0.32629758,0.021710478,-0.08012378,-0.14011163,0.016750041,0.06062437,0.07426685,0.019031363,0.06934633,0.061206542,0.32636532,-0.19000721,-0.11118112,-0.043424822,-0.09721416,0.03448605,-0.13011397,-0.15898669,-0.025707133,-0.011107442,0.09551152,-0.06663668,-0.07968684,0.09427323,-0.11440828,0.0018052117,-0.039352402
TCGA-62-8394-01,0.11324735,0.29056647,-0.0053555486,-0.09718146,-0.056538228,0.02852176,0.13181941,0.15646893,0.075579636,0.04826167,-0.048435327,-0.021830061,-0.071517944,0.03954256,0.109368786,-0.07481966,0.11940139,-0.19781573,-0.002700909,-0.037904527,-0.1811036,-0.08491566,0.10911891,0.2020832,-0.12931214,0.20431069,-0.002294677,-0.023355443,-0.1136325,-0.023902759,-0.08421818,0.020955699,-0.11684447,-0.08812024,0.00660071,-0.0074763205,0.0477272,-0.096233696,0.010914908,-0.06950744,-0.111525,-0.12849237,-0.0013943445,0.029471274,-0.0029528826,-0.13415249,0.014792593,-0.0010313761,-0.11148237,-0.07333418,-0.1717203,0.13562925,0.01045031,-0.035448216,0.057970688,0.2439635,0.015479487,-0.0622323,0.025496872,-0.0265497,-0.022647899,-0.04824647,-0.124627985,0.0328137,-0.060008097,0.06601296,0.054017838,0.2469999,0.1136507,0.04792289,-0.021745047,0.039340157,-0.17896834,-0.10137483,-0.015979376,0.06798228,0.09863156,0.13422415,0.07503475,0.27683955,-0.04544352,-0.07865546,0.04402228,-0.1719557,-0.070952766,-0.09048001,0.0053728297,-0.06809258,-0.059640855,0.05410534,-0.048430447,-0.08569298,0.029859086,-0.08721376,-0.123083584,-0.001353407
TCGA-44-A479-01,0.117187135,-0.1027377,0.06240737,0.11198029,0.057900053,-0.03183594,0.12828134,-0.03598155,0.026413934,-0.017626684,0.024974931,-0.089606084,0.028402187,0.05964991,0.002220461,0.2325161,0.15622728,-0.14482696,0.11080932,-0.07509124,0.21513368,-0.03730432,-0.11078943,-0.2395211,0.03716625,-0.040724523,-0.10176529,-0.024801724,-0.023772275,-0.1840075,0.082183845,0.011317778,-0.018291766,-0.06801616,0.03185058,0.0023187837,0.06394703,0.021301053,-0.06207557,0.029835878,0.06985141,-0.20550138,0.07944722,-0.013166007,-0.1487698,0.19116437,-0.10557508,-0.014145019,0.008067373,0.03114559,-0.039502416,0.21624276,0.1408565,-0.026804278,0.044823956,0.05098177,-0.09644746,0.03438441,-0.110551886,-0.07300961,0.0069178115,0.015542604,-0.01655776,-0.14330477,-0.016241118,0.10840014,-0.12413313,-0.0787889,0.053020798,0.13691756,-0.025893798,-0.1501426,-0.11707178,0.018967666,0.09045277,0.019035943,-0.08253806,0.031747863,-0.012425756,-0.0135926595,0.010281351,-0.002739246,-0.3056799,0.015028374,-0.023363357,-0.05803913,0.35431182,0.027929915,0.017642008,-0.0224628,0.032014154,0.048388015,-0.032151036,-0.022128271,0.035059866,0.1745553
TCGA-44-7669-01,0.15855078,-0.052396845,0.09595288,-0.04739946,-0.11319404,0.1325908,-0.004049465,-0.16018339,0.11343839,0.022330659,-0.069547676,0.062281016,-0.09463262,0.029845892,0.022730581,0.101867504,-0.01765812,0.10910979,-0.15161204,0.04290668,-0.001192733,0.22774251,-0.11127208,-0.12001109,0.19493373,0.07691726,-0.049998853,-0.13883847,-0.047714647,-0.16160458,0.076493815,-0.030633213,-0.025530597,-0.049668126,-0.03159235,-0.17109853,0.018145153,0.009750455,0.1527069,0.11342986,-0.06446813,-0.19878542,0.13606896,0.013139012,0.115418114,0.14553049,-0.30459592,-0.17774776,-0.06132423,-0.05295552,0.20254263,0.011579164,0.03628769,-0.051450543,0.013801993,0.03796467,0.037090853,0.18079351,0.047482867,-0.011396623,-0.08555225,-0.03862082,-0.08495578,-0.13437502,0.0029196425,0.07090776,0.009576745,-0.11067807,0.06852185,0.01820921,0.11363445,-0.106283434,-0.09389939,-0.09396528,-0.09456673,-0.007591014,-0.13152516,-0.05775182,-0.15727915,-0.007441903,-0.14799522,-0.008634831,-0.07904825,0.037338573,-0.013678182,-0.11229127,0.07992991,-0.009465494,-0.07376707,0.077118814,0.023375627,-0.037702203,0.072995834,-0.018716842,0.05802068,0.20033543
TCGA-91-6849-01,0.031773873,0.21145736,0.045982614,-0.05343471,-0.055771347,0.03154839,0.1530109,-0.066727936,-0.09305224,0.083152436,0.06504244,-0.11438343,-0.058040448,-0.18552282,-0.00097539724,-0.04388458,0.18158774,-0.10252602,-0.15937293,-0.015163614,0.03838303,-0.022736544,0.11791584,0.07403087,-0.10341834,-0.0042715445,0.1903567,-0.09176821,-0.039671816,-0.025530044,0.17458807,-0.01596758,-0.015092822,-0.0916074,0.23236124,0.17546213,0.0051039425,-0.011792737,-0.08112101,-0.11886505,0.06778969,0.053835746,0.013974744,0.007430599,-0.03236016,0.09603893,0.17671908,-0.1251625,-0.07166315,0.018535476,-0.027509848,-0.06851954,0.19402747,0.009986704,-0.09028537,-0.010310407,0.040406596,0.037239764,0.12049098,-0.010435145,-0.008913684,0.0045359964,0.0016346883,0.06768236,-0.17379792,-0.015092218,0.1923496,0.01716916,0.08180644,0.1537179,0.051648963,-0.08759597,-0.0805438,-0.010171569,0.0048001786,0.050362125,0.1445438,-0.020506544,-0.0026635383,-0.13913862,-0.29750288,-0.13304865,0.014879933,-0.03658175,0.016496489,-0.059449933,0.120486155,-0.075151026,0.12687208,0.052502118,-0.004109677,-0.0040618298,-0.02819654,-0.2281037,-0.1927746,0.092894495
TCGA-78-7161-01,0.14527258,0.0009280951,0.026338082,0.0046210834,-0.08490048,-0.017303118,-0.025230395,-0.16740866,-0.0012684409,0.10587121,0.057461508,-0.035808254,-0.05539072,0.042876527,0.034111835,0.09384214,0.060705137,0.100107096,-0.06650656,0.034856204,-0.099899136,0.04508549,-0.08591147,0.008602885,0.14775987,-0.12243576,-0.011986807,-0.1659833,-0.105104014,0.0057511404,0.10015829,0.16425286,-0.11126531,-0.022620665,0.1086098,0.22462271,0.08088597,0.0028992898,0.05133728,-0.046500295,0.029433457,0.021170884,0.043787133,0.029124038,-0.005935765,0.009855327,0.094521984,-0.10105127,0.116418056,-0.1405002,0.013517531,-0.06834429,0.21331923,-0.024031347,-0.00908884,-0.118100606,-0.08861622,0.09655328,0.0042779655,-0.1024152,-0.08045009,-0.15903755,-0.07333184,-0.10921494,-0.017251754,0.017960116,-0.01348516,-0.11333994,0.077504404,0.26065123,0.10507652,-0.03865602,-0.033965126,-0.07796293,-0.08045487,0.06286584,-0.0970519,-0.041667584,0.031318124,-0.00024116988,-0.33223447,-0.04016995,0.11209328,-0.013719527,0.07794117,-0.017879182,0.30014902,-0.04816646,-0.0067844386,-0.0019429151,-0.08428875,-0.07011324,0.11619697,-0.047549754,-0.16898833,0.25532892
