Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
TCGA-17-Z057-01,15.277099,8.267259,-1.023828,6.7139916,11.244088,3.2862318,1.8783461,2.821803,4.382085,2.2295918,3.3570528,11.6180525,2.1546323,3.263201,2.4437647,2.329688,2.1425056,6.233484,6.2730284,2.914122,5.228443,0.32455188,-1.8451903,6.6759768,13.459423,8.073919,7.513735,5.40271,10.574794,1.4627843,-0.48572314,9.785764
TCGA-55-6970-01,13.943483,9.191164,1.228216,7.3094587,8.925713,3.1005597,1.5862186,3.3331125,5.5866914,2.3891878,4.363785,11.093076,3.3056836,3.0638423,3.364927,3.4215589,3.7826788,6.4352374,6.654091,3.6601164,5.0606847,-0.20499183,-1.6743932,7.022329,11.9105215,6.9564095,7.0230265,5.675669,9.628363,1.1956993,1.1458815,10.018321
TCGA-55-7911-01,14.173617,8.886494,0.5693078,7.639689,9.527643,2.9640868,1.4981662,3.1370933,5.1222587,2.3880577,4.2699075,10.747647,2.8424022,3.3416972,3.39429,2.7224312,3.139769,6.3146567,6.5419903,3.1004212,4.438827,0.37170047,-1.368041,7.6952534,12.131345,7.3806477,7.2684546,5.262366,9.967024,1.4470524,1.0142415,9.667946
TCGA-05-4396-01,13.961827,9.072438,1.1629795,7.3249674,8.654736,3.1500814,1.5517675,2.954819,5.500031,2.0083203,4.371787,10.879865,3.1099796,2.8243964,3.484156,3.4939303,4.057929,6.215399,6.659085,4.081239,5.2001734,-0.28615496,-1.7778616,6.9902053,11.86837,6.853279,7.351123,5.8777204,9.576949,1.4575171,1.0791527,10.095554
TCGA-75-6214-01,13.41115,8.598989,1.4414889,7.169065,8.686503,3.1163225,2.3044658,3.8126206,5.633063,3.3753335,4.12694,11.200656,3.245405,3.7799954,3.1550586,3.2586172,3.6809268,6.5610747,6.4342294,4.334809,4.9113765,0.74764174,-0.91118366,7.136916,11.055292,6.8064437,6.420638,5.7138014,9.085144,1.5736793,1.1600993,9.995288
TCGA-62-8394-01,13.598089,8.48485,1.2827497,7.063017,8.806228,3.1421807,2.0553122,3.5753002,5.574038,2.9323242,4.21137,11.37098,3.181709,3.4640152,3.256064,3.269062,3.893395,6.350527,6.4527617,4.353147,5.0617366,0.40218994,-1.2299541,6.8765454,11.405429,6.843126,6.7326446,5.847952,9.301585,1.3232547,1.0755091,10.1334505
TCGA-44-A479-01,14.080815,9.083507,0.84168845,7.5868115,9.303589,3.0054615,1.5117987,3.2596405,5.2278066,2.428213,4.3930364,10.708105,3.099618,3.318059,3.5343592,2.9890947,3.2333298,6.389853,6.6662164,3.1808195,4.480754,0.109123476,-1.492585,7.6273212,12.028122,7.2612915,7.0924597,5.3442335,9.839509,1.3697037,1.2220979,9.716123
TCGA-44-7669-01,13.688747,8.694291,1.1006799,7.4276447,9.165584,2.8871353,1.7827561,3.8598013,5.5321035,3.2875888,4.3419533,10.842595,3.028245,4.016454,3.2242935,2.6900792,3.0008626,6.470719,6.4755883,3.1753309,4.478489,0.9941399,-0.7835891,7.7674904,11.447615,6.9509826,6.4601502,5.1201587,9.45876,1.3016653,1.2226601,9.696389
TCGA-91-6849-01,13.801174,9.544542,1.2811496,7.3901243,8.746838,3.1455698,1.4524525,2.9794624,5.545724,2.2352421,4.1206255,10.838803,3.2249837,2.9819458,3.3734157,3.6045532,3.6243038,6.600964,6.7343535,3.595115,5.1671677,-0.01706123,-1.5882742,7.09218,12.084176,6.7209306,7.077299,5.46989,9.556197,1.6093749,1.1743445,9.862106
TCGA-78-7161-01,13.680317,8.798961,1.5467548,7.187559,8.721365,3.0307968,1.6909891,3.633048,5.778009,2.857161,4.4319463,11.216693,3.3119533,3.3682888,3.2573495,3.334786,3.908133,6.394259,6.547577,3.8589156,5.0667386,0.12225788,-1.3635067,7.0350146,11.548761,6.6935177,6.6308084,5.782255,9.272446,1.0429364,1.2162459,10.057375
TCGA-17-Z054-01,15.329747,8.267303,-0.9819986,6.779909,11.161196,3.3071065,1.8998569,2.844204,4.299421,2.3151567,3.3420606,11.585733,2.2239056,3.3281353,2.5096383,2.2911875,2.2142007,6.175951,6.253547,3.0088162,5.196658,0.31786245,-1.7444663,6.8539567,13.505554,8.114215,7.5273237,5.4892917,10.547142,1.4742992,-0.41414115,9.6957035
TCGA-55-8301-01,14.207313,8.595561,0.6299689,7.461257,9.441263,2.9569466,1.4740492,3.2309015,5.1945662,2.548777,4.296969,10.775231,2.6561735,3.4980881,3.2540405,2.6419332,3.1155286,6.1766844,6.4562654,3.114666,4.5971284,0.594988,-1.2351743,7.6842213,12.044148,7.1744294,7.106309,5.3430376,9.755903,1.3992779,0.8921281,9.678846
TCGA-55-8619-01,14.180334,9.032435,0.7420187,7.738996,9.186338,2.9791002,1.2911044,2.788053,5.2350183,1.853418,4.365695,10.469032,2.9189014,2.869394,3.546853,3.0245168,3.5674086,6.2492514,6.648175,3.379637,4.6575084,-0.12797862,-1.6277564,7.6088247,12.2244835,7.190989,7.528252,5.4876137,9.872695,1.5223647,1.0890459,9.774261
TCGA-05-4382-01,13.593011,8.389445,1.5639683,7.0152783,8.721371,3.0040221,1.8522905,3.8147545,5.687676,3.1926441,4.424383,11.496647,3.1738095,3.6086664,3.1426687,3.2116446,3.9294026,6.2786317,6.4603834,4.0154567,5.031096,0.42241096,-1.1872622,6.9515233,11.363307,6.679843,6.5157695,5.914567,9.152106,0.97667545,1.1697582,10.042151
